************************************************************************************
*    Row   *   EventId * cpS1sTotB * cpS2sTotB *      X[0] *      Y[0] *         Z *
*      226 *       226 * 887.92525 * 117905.62 * -0.453059 * 0.3589353 *  -18.1425 *
*      231 *       231 * 983.33103 * 116662.99 * -0.580593 * -0.523886 *  -12.1422 *
*      238 *       238 * 965.07072 * 494.61030 * 0.7260091 * -0.026429 *  -21.8772 *
*      255 *       255 * 615.70347 * 132486.03 * -0.709241 * -0.134561 *  -16.0893 *
*      262 *       262 * 749.77193 * 118085.05 * 0.0980013 * 0.8084977 *   -5.8941 *
*      266 *       266 * 1071.5661 * 132327.09 * -0.303724 * 0.5764360 *  -23.5941 *
*      285 *       285 * 3.8414585 * 3312.0308 * 0.4275258 * 0.3332654 *   -2.7789 *
*      294 *       294 * 556.35932 * 98161.904 * -0.097696 * -0.738248 *   -4.5666 *
*      325 *       325 * 363.63761 * 77519.405 * 0.4953479 * 0.4229962 *   -1.4691 *
*      329 *       329 * 16.633772 * 802.52009 * -0.408456 * 0.3134899 *   -8.7969 *
*      335 *       335 * 743.27036 * 119285.19 * 0.0192556 * 0.8460229 *   -8.6907 *
*      369 *       369 * 9.1533526 * 557.04422 * 0.5272562 * 0.5792418 *  -16.3017 *
*      371 *       371 * 752.68752 * 116804.67 * -0.608786 * -0.479186 *   -8.2482 *
*      374 *       374 * 1303.0848 * 128857.66 * -0.130795 * 0.6477380 *  -22.6737 *
*      377 *       377 * 622.37529 * 119631.79 * -0.335564 * -0.606788 *  -12.9741 *
*      378 *       378 * 22.300122 * 2390.7784 * -0.411151 * 0.2875676 *   -9.5049 *
*      383 *       383 * 8.8456789 * 672.96661 * -0.525524 * 0.0628280 *  -14.2485 *
*      390 *       390 * 1243.9805 * 117727.70 * 0.0129971 * 0.1584184 *    -10.62 *
*      393 *       393 * 758.72910 * 128155.84 * -0.680531 * 0.0992102 *  -15.4167 *
*      410 *       410 * 857.39516 * 118891.23 * -0.423723 * 0.2889388 *   -9.9474 *
*      418 *       418 * 785.73871 *  119217.3 * -0.213768 * 0.6378714 *   -9.8943 *
*      424 *       424 * 2.6839288 * 98383.819 * 0.1243997 * 0.4177287 *   -15.045 *
*      441 *       441 * 1098.5271 * 124974.20 * -0.620092 * -0.426099 *  -16.7973 *
*      449 *       449 * 52.051290 * 3189.5487 * -0.257764 * -0.231425 *  -18.3903 *
*      469 *       469 * 780.75703 * 120819.31 * -0.601256 * 0.3236902 *  -13.0449 *
*      483 *       483 * 50.451879 * 2240.1821 * -0.402660 * -0.171609 *  -13.0803 *
*      484 *       484 * 678.75532 * 105768.65 * 0.0628111 * -0.719899 *   -7.0269 *
*      486 *       486 * 4.6690954 * 1041.3447 * 0.0873311 * -0.246791 *   -5.5047 *
*      490 *       490 * 5.6630692 * 1211.6644 * 0.1631792 * -0.375701 *   -2.8851 *
*      508 *       508 * 2.1416204 * 73615.758 * 0.6910182 * 0.3391886 *  -22.4082 *
*      516 *       516 * 255.28850 * 23072.495 * 0.5886815 * -0.549796 *  -13.6467 *
*      528 *       528 * 53.376727 * 4486.6939 * -0.436232 * 0.0348916 *   -8.4783 *
*      529 *       529 * 709.72046 * 121434.80 * -0.400066 * -0.356132 *  -12.3723 *
*      557 *       557 * 2.9979631 * 40138.544 * -0.087548 * 0.1912588 *  -12.7971 *
*      567 *       567 * 12.092395 * 4329.1974 * -0.132584 * 0.4860364 *   -2.0709 *
*      588 *       588 * 22.692171 * 3180.5965 * -0.126221 * 0.5271063 *   -1.1505 *
*      589 *       589 * 207.08159 * 28771.877 * -0.768574 * -0.161184 *   -5.6463 *
*      603 *       603 * 694.28638 * 101777.52 * -0.516535 * 0.1837151 *    -2.301 *
*      636 *       636 * 28.868851 * 3656.4327 * -0.133813 * 0.5045966 *   -7.0269 *
*      644 *       644 * 6.6842594 * 888.58411 * 0.2800397 * -0.794499 *  -18.6735 *
*      648 *       648 * 230.79242 * 33551.552 * -0.000182 * 0.5947209 *  -14.0892 *
*      653 *       653 * 64.116129 * 15896.947 * -0.032710 * -0.752647 *   -1.6638 *
*      655 *       655 * 894.81451 * 133413.95 * -0.289811 * 0.7690595 *  -18.6735 *
*      658 *       658 * 865.98421 * 121881.65 * -0.719595 * -0.354996 *   -9.0624 *
*      659 *       659 * 322.17505 * 50182.828 * -0.362743 * 0.1925501 *   -5.7525 *
*      662 *       662 * 221.04342 * 22168.530 * 0.3578153 * 0.0539055 *  -13.5405 *
*      667 *       667 * 643.63800 * 128933.17 * -0.131070 * 0.8362954 *  -22.7799 *
*      672 *       672 * 1.3855336 * 117373.99 * -0.523573 * 0.0815362 *  -23.4348 *
*      673 *       673 * 1097.0650 * 120476.66 * -0.491549 * 0.2884322 *  -13.8945 *
*      687 *       687 * 739.65612 * 116870.37 * -0.532238 * 0.2759549 *  -11.9298 *
*      697 *       697 * 3.7152430 * 62789.371 * -0.581695 * -0.533024 *   -2.7789 *
*      702 *       702 * 311.05757 * 67635.418 * -0.067015 * 0.3414259 *   -7.8411 *
*      705 *       705 * 1034.4704 * 120293.52 * 0.4020824 * -0.601927 *   -4.4427 *
*      708 *       708 * 17.359043 * 1890.8035 * -0.555075 * 0.2237889 *  -23.0808 *
*      718 *       718 * 790.06493 * 117418.52 * -0.469016 * -0.427059 *   -7.6641 *
*      719 *       719 * 64.851275 * 3554.1001 * 0.0602475 * -0.202846 *  -11.2926 *
*      729 *       729 * 27.818287 * 2561.8955 * 0.3728633 * 0.3944813 *  -14.5671 *
*      731 *       731 *  38.45278 * 158.62044 * 0.3280940 * 0.2068808 *  -18.8682 *
*      733 *       733 * 827.58310 * 130162.51 * -0.707133 * -0.123496 *   -11.328 *
*      734 *       734 * 54.317464 * 7265.6569 * -0.222613 * -0.195397 *   -2.0178 *
*      735 *       735 * 3771.4260 * 30976.751 * -0.145019 * -0.055704 *  -14.8149 *
*      737 *       737 * 520.00181 * 113010.22 * -0.329790 * -0.057497 *   -7.5225 *
*      738 *       738 * 12.564086 * 1599.2193 * 0.7227240 * -0.135434 *   -7.6464 *
*      800 *       800 * 725.88729 * 105824.97 * -0.693769 * 0.2665857 *   -6.1419 *
*      802 *       802 * 786.50836 * 124391.00 * 0.1644826 * -0.526399 *  -21.1515 *
*      809 *       809 * 1022.0051 * 10214.988 * 0.3877585 * -0.130548 *  -21.5232 *
*      820 *       820 * 219.37586 * 22751.797 * 0.4667488 * 0.5411653 *   -4.4604 *
*      822 *       822 *  546.9078 * 96685.734 * -0.540230 * 0.1740990 *   -1.4691 *
*      829 *       829 * 27.775388 * 12257.515 * -0.630773 * 0.5123687 *   -1.4337 *
*      830 *       830 * 182.65900 * 16037.748 * -0.310848 * 0.2033385 *  -11.7351 *
*      855 *       855 * 2.3306951 * 41703.010 * -0.105503 * 0.5477499 *   -16.461 *
*      867 *       867 * 2326.6776 * 112159.28 * -0.499296 * 0.2193530 *  -21.8064 *
*      880 *       880 * 2.0020652 *  375.9796 * -0.361525 * -0.206125 *   -7.8411 *
*      894 *       894 * 407.54383 * 64040.609 * 0.5391661 * 0.1840972 *   -4.7436 *
*      902 *       902 * 447.15575 * 68220.328 * 0.7122585 * -0.112743 *  -19.9656 *
*      911 *       911 * 1800.2077 * 18840.008 * -0.715796 * -0.437225 *   -9.1686 *
*      918 *       918 * 671.48981 * 129590.84 * -0.694268 * -0.125244 *  -15.6645 *
*      924 *       924 * 23.092675 * 1961.9780 * -0.188792 * -0.140706 *  -15.6999 *
*      943 *       943 * 615.48123 * 116743.30 * -0.357387 * 0.5851577 *  -17.7531 *
*      944 *       944 * 1163.9234 * 850.03238 * 0.4006964 * 0.6272753 *  -19.9833 *
*      957 *       957 * 4.8280538 * 77918.667 * 0.0473631 * 0.4516548 *   -1.3098 *
*      960 *       960 * 790.96503 * 116172.26 * -0.461854 * 0.2565230 *   -9.0801 *
*      965 *       965 * 548.56133 * 118739.21 * -0.134822 * 0.6400189 *   -13.806 *
*      969 *       969 * 70.603577 * 3462.7005 * 0.5019953 * 0.1971374 *   -2.2656 *
*      974 *       974 * 937.98354 * 119930.25 * -0.090684 * 0.7579900 *  -12.0714 *
*      975 *       975 * 923.93757 * 120260.33 * -0.228960 * 0.7282007 *  -10.7793 *
*      976 *       976 * 30.165426 * 3786.9774 * 0.3486683 * 0.0702434 *  -13.3812 *
*      978 *       978 *   1.55379 * 64820.919 * -0.209250 * 0.2065043 *  -12.5316 *
*      979 *       979 * 8.4460977 * 2422.1619 * -0.686179 * 0.2216878 *   -5.9118 *
*      987 *       987 * 13.123859 * 1952.8903 * 0.5133726 * -0.384528 *   -2.5134 *
*      989 *       989 * 558.75249 * 75375.490 * -0.645637 * 0.3315887 *   -6.3897 *
*      992 *       992 * 615.79653 * 118626.46 * 0.4985172 * -0.652405 *   -13.629 *
*      999 *       999 * 7.7508037 * 189.31525 * 0.0103557 * 0.0137324 *   -6.8145 *
*     1011 *      1011 * 354.41589 * 41040.966 * 0.6038907 * 0.3160738 *  -16.5318 *
*     1012 *      1012 * 702.66906 * 116239.26 * 0.1780762 * -0.713992 *  -11.4342 *
*     1013 *      1013 * 1376.5873 * 116817.17 * -0.148077 * 0.7536619 *  -10.9032 *
*     1016 *      1016 * 1897.0053 * 43417.967 * 0.7162590 * 0.1831127 *  -17.2929 *
*     1044 *      1044 * 4.0588743 * 706.34121 * 0.3091849 * 0.5010062 *  -11.9475 *
*     1045 *      1045 * 18.154799 * 1935.1480 * 0.7922551 * -0.130693 *  -19.1514 *
*     1049 *      1049 * 3.4869772 * 38083.494 * -0.431617 * 0.3755824 *   -9.1155 *
*     1065 *      1065 * 561.40118 * 104786.59 * -0.461816 * 0.3457832 *  -18.2664 *
*     1071 *      1071 * 646.17085 * 122903.56 * -0.208763 * -0.720826 *  -10.0359 *
*     1094 *      1094 * 51.331805 * 4375.8826 * 0.2669487 * 0.3232914 *   -1.6638 *
*     1097 *      1097 * 812.95101 * 117805.75 * -0.583527 * -0.118759 *   -9.3279 *
*     1098 *      1098 *   837.362 * 125491.79 * -0.649730 * 0.1593915 *  -18.6381 *
*     1099 *      1099 * 654.84864 * 123803.59 * -0.475155 * 0.2221500 *  -13.3281 *
*     1101 *      1101 * 539.11755 * 115340.29 * 0.1036590 * 0.2176651 *   -6.9738 *
*     1104 *      1104 * 11.178373 * 1097.2720 * 0.0977844 * -0.396671 *   -2.6727 *
*     1114 *      1114 * 978.90136 * 121183.54 * -0.257001 * -0.388909 *  -16.3548 *
*     1138 *      1138 * 686.22224 * 98908.738 * -0.528827 * -0.316858 *   -6.4074 *
*     1140 *      1140 * 129.23660 * 15695.677 * -0.780492 * -0.336327 *   -5.4162 *
*     1149 *      1149 * 10.216561 * 1415.0068 * 0.2821695 * 0.5264005 *   -9.0093 *
*     1152 *      1152 * 11.382924 * 784.99244 * 0.5640671 * 0.3200611 *     -7.08 *
*     1164 *      1164 * 852.69550 * 126474.33 * -0.544076 * -0.639111 *  -19.9125 *
*     1170 *      1170 * 3.1625696 * 26641.086 * -0.215272 * -0.016295 *   -4.7082 *
*     1171 *      1171 * 798.16091 * 122733.70 * 0.4068370 * -0.670938 *  -16.7088 *
*     1175 *      1175 * 677.23955 * 122387.68 * 0.4659525 * -0.649643 *  -17.7885 *
*     1189 *      1189 * 58.177502 * 3816.8848 * -0.705500 * -0.382421 *  -11.4696 *
*     1206 *      1206 * 11.694962 * 901.81674 * -0.350833 * 0.2682674 *  -22.6914 *
*     1213 *      1213 * 83.101295 * 4798.2113 * 0.4671050 * 0.2554771 *  -11.8413 *
*     1216 *      1216 * 666.76159 * 110454.38 * -0.500684 * 0.0947239 *   -18.408 *
*     1228 *      1228 * 1071.6501 * 112994.34 * -0.269027 * 0.5602578 *   -2.8674 *
*     1243 *      1243 * 2435.6446 * 76695.124 * 0.6157585 * -0.181665 *   -8.8677 *
*     1249 *      1249 * 535.92881 * 109610.88 * -0.267037 * -0.173717 *   -2.2656 *
*     1255 *      1255 * 7387.0302 * 105536.20 * 0.2423912 * -0.554811 *   -18.939 *
*     1259 *      1259 * 744.81121 * 83963.686 * -0.620549 * -0.023309 *  -13.6644 *
*     1263 *      1263 * 563.91011 * 124289.21 * 0.1240667 * -0.565795 *  -22.3197 *
*     1264 *      1264 * 325.53789 * 61599.511 * -0.519721 * 0.1740656 *   -3.6285 *
*     1286 *      1286 * 572.53900 * 112342.40 * 0.2558284 * -0.781089 *   -5.6463 *
*     1287 *      1287 * 1005.6917 * 123777.57 * 0.7040861 * 0.4485306 *  -16.1424 *
*     1298 *      1298 * 15.649511 * 1076.8552 * 0.0425081 * 0.3552210 *  -21.8418 *
*     1299 *      1299 * 4.8428217 * 1086.1090 * -0.480722 * 0.0176914 *   -5.5047 *
*     1304 *      1304 * 19.829672 * 1438.0660 * 0.1627144 * -0.589175 *  -19.9833 *
*     1318 *      1318 * 7.1039309 * 1581.1787 * 0.2094324 * 0.2731224 *   -3.2745 *
*     1327 *      1327 * 135.27898 * 1530.9779 * -0.776670 * -0.185808 *   -23.364 *
*     1328 *      1328 * 741.39080 * 102903.92 * 0.1034388 * -0.591679 *   -5.7348 *
*     1344 *      1344 * 3517.1695 * 134498.92 * 0.3849144 * -0.308568 *  -23.7003 *
*     1348 *      1348 * 17.977494 * 1763.8919 * -0.412407 * 0.2257928 *  -20.9214 *
*     1360 *      1360 * 106.56170 * 4453.9148 * -0.510154 * -0.382765 *    -7.611 *
*     1369 *      1369 * 849.18083 * 110347.84 * 0.1994241 * -0.138474 *   -4.0356 *
*     1373 *      1373 * 786.66765 * 116147.80 * -0.539048 * 0.0262251 *   -8.1774 *
*     1380 *      1380 * 729.83352 * 112268.75 * 0.3299437 * -0.098736 *   -5.7879 *
*     1385 *      1385 * 1849.1919 * 11899.925 * -0.198917 * -0.793808 *  -15.6999 *
*     1399 *      1399 * 279.70856 * 34845.170 * 0.2230726 * -0.330201 *    -1.947 *
*     1405 *      1405 * 12.135968 * 1179.0485 * 0.1093889 * -0.716657 *  -20.2665 *
*     1413 *      1413 * 1252.4023 * 97445.606 * -0.222535 * 0.4168184 *  -17.6823 *
*     1414 *      1414 * 23.223613 * 1424.6882 * -0.103655 * 0.7099250 *   -9.9474 *
*     1452 *      1452 * 15.905826 * 418.66078 * 0.0898901 *  0.271568 *  -20.6736 *
*     1453 *      1453 * 630.51743 * 112224.84 * -0.290917 * 0.0857088 *   -4.1949 *
*     1454 *      1454 * 544.50784 * 107358.66 * 0.0496016 * 0.7401391 *   -3.1506 *
*     1461 *      1461 * 523.40096 * 31444.061 * -0.517396 * 0.1806512 *  -17.0805 *
*     1476 *      1476 * 2.4206816 * 282.97374 * 0.6818157 * -0.040195 *  -18.8505 *
*     1479 *      1479 * 5.5927449 * 16598.957 * 0.1795404 * 0.3697187 *   -20.532 *
*     1486 *      1486 * 722.28700 * 129355.51 * -0.266681 * 0.6344478 *  -19.6824 *
*     1490 *      1490 * 892.67625 * 124190.36 * 0.8435125 * -0.025276 *  -15.3636 *
*     1493 *      1493 * 712.64333 * 104449.67 * -0.746847 * -0.248004 *   -1.9293 *
*     1509 *      1509 * 28.849073 * 13741.155 * -0.354288 * 0.6164599 *   -2.0001 *
*     1513 *      1513 * 681.95063 * 98193.750 * -0.426165 * 0.4685519 *   -2.3718 *
*     1515 *      1515 * 978.61564 * 128340.92 * -0.506158 * 0.1908941 *  -19.1337 *
*     1518 *      1518 * 8.6352973 * 106.46207 * -0.638801 * -0.550125 *   -4.6197 *
*     1524 *      1524 * 831.30217 * 119830.68 * -0.297168 * -0.091559 *   -4.3719 *
*     1533 *      1533 * 5.1395278 * 103.37064 * -0.230537 * 0.3253617 *   -1.6107 *
*     1535 *      1535 * 36.446097 * 2796.8512 * 0.5918582 * 0.0712030 *   -3.2922 *
*     1539 *      1539 * 29.383645 * 17241.563 * 0.0273373 * 0.3378769 *    -4.956 *
*     1540 *      1540 * 31.076946 * 2593.1073 * -0.747634 * -0.209554 *   -5.6286 *
*     1547 *      1547 * 547.50139 * 21846.295 * 0.1404064 * 0.4715577 *   -21.948 *
*     1569 *      1569 * 2.8507245 * 74557.277 * 0.0499066 * -0.791688 *   -6.3189 *
*     1576 *      1576 * 1147.9401 * 133159.35 * 0.0437389 * -0.781946 *  -16.8504 *
*     1580 *      1580 * 616.98926 * 108119.70 * -0.279946 * -0.268640 *   -2.0001 *
*     1583 *      1583 * 222.88340 * 26599.219 * 0.1172856 * -0.767499 *  -18.8505 *
*     1592 *      1592 * 993.44665 * 116537.64 * 0.2723931 * -0.678982 *   -3.8232 *
*     1607 *      1607 * 895.60045 * 112923.80 * 0.2233477 * 0.5983099 *   -2.2833 *
*     1615 *      1615 * 1509.3496 * 129704.42 * -0.609609 * -0.396711 *  -21.5409 *
*     1618 *      1618 * 371.96639 * 55592.593 * 0.3957421 * -0.179856 *  -12.4608 *
*     1652 *      1652 * 827.67742 * 112301.61 * -0.073454 * 0.2706684 *   -8.0889 *
*     1654 *      1654 * 775.35962 * 111995.85 * -0.614175 * -0.496701 *   -1.8054 *
*     1661 *      1661 * 805.11191 * 114244.49 * -0.414635 * 0.4121170 *   -4.1064 *
*     1675 *      1675 * 453.98375 * 87130.382 * -0.665498 * 0.1393830 *   -1.4337 *
*     1689 *      1689 * 793.26027 * 121050.88 * -0.530220 * 0.0359617 *  -13.0095 *
*     1719 *      1719 * 4.2058575 * 23547.787 * -0.502283 * 0.0996938 *   -4.5666 *
*     1749 *      1749 * 23.825961 * 1649.1194 * 0.3808722 * -0.105613 *   -12.213 *
*     1751 *      1751 * 2.9010916 * 754.75360 * -0.178525 * -0.709740 *   -1.6284 *
*     1763 *      1763 * 921.24159 * 110784.39 * 0.2554351 * 0.0651784 *   -6.8499 *
*     1782 *      1782 * 2648.2545 * 107358.39 * -0.273512 * 0.7187047 *  -10.0182 *
*     1783 *      1783 * 24.940774 * 1561.5037 * 0.1819590 * -0.233866 *  -21.8418 *
*     1787 *      1787 * 526.44990 * 83882.375 * -0.828118 * -0.186633 *   -9.4341 *
*     1788 *      1788 * 956.55234 * 112953.96 * -0.604840 * 0.3176446 *   -6.0888 *
*     1797 *      1797 * 387.90953 * 40110.383 * -0.779573 * -0.314533 *   -6.8145 *
*     1800 *      1800 * 337.69324 * 55193.466 * -0.281258 * -0.011227 *   -16.284 *
*     1814 *      1814 * 547.27165 * 74939.436 * 0.5935087 * 0.1447440 *    -7.611 *
*     1827 *      1827 * 622.90247 * 107612.71 * 0.8106266 * -0.117747 *   -3.1683 *
*     1828 *      1828 * 9.4223741 * 1587.9111 * 0.2700608 * 0.4300788 *   -2.9736 *
*     1847 *      1847 * 704.25487 * 119670.79 * -0.727689 * -0.035808 *   -7.5579 *
*     1849 *      1849 * 642.86850 * 118833.51 * -0.705899 * -0.377447 *   -7.5225 *
*     1866 *      1866 * 3.4995775 * 147.06095 * 0.7958641 * 0.2139348 *   -9.4518 *
*     1886 *      1886 * 780.76995 *  121036.8 * -0.438953 * -0.287603 *  -15.9831 *
*     1896 *      1896 * 9.8237948 * 1269.0625 * -0.119832 * -0.159372 *  -10.5315 *
*     1897 *      1897 * 284.42124 * 21438.685 * 0.2151429 * -0.174900 *  -16.5141 *
*     1905 *      1905 * 740.42588 * 119544.91 * 0.5565733 * -0.070377 *   -2.3541 *
*     1907 *      1907 * 224.66477 * 57333.368 * 0.4911102 * -0.063086 *   -7.6818 *
*     1924 *      1924 * 7.1664706 * 847.52913 * 0.5376356 * 0.2025179 *   -4.0179 *
*     1932 *      1932 *  907.7481 * 124325.06 * -0.226795 * 0.5040511 *  -17.9124 *
*     1940 *      1940 * 797.88319 * 115039.42 * 0.2830796 * -0.708400 *   -6.3543 *
*     1944 *      1944 * 1052.9856 * 119989.93 * -0.398002 * -0.183655 *  -14.7618 *
*     1952 *      1952 * 703.59515 * 120806.15 * -0.556588 * -0.011695 *   -9.5403 *
*     1958 *      1958 * 410.73640 * 99282.243 * -0.429906 * -0.284084 *   -1.1505 *
*     1962 *      1962 * 1399.1964 * 123516.93 * -0.490537 * 0.1803905 *  -15.7176 *
*     1963 *      1963 * 18.166916 * 2224.0528 * 0.4167988 * 0.6827651 *    -8.673 *
*     1969 *      1969 * 1185.3032 * 104124.82 * -0.133003 * 0.6123893 *  -13.7706 *
*     1980 *      1980 * 850.36989 * 96268.261 * -0.706380 * -0.274721 *   -9.1686 *
*     1982 *      1982 *  6.889231 * 479.59058 * -0.479829 * 0.2637776 *  -14.2662 *
*     1991 *      1991 * 25.394531 * 2329.6203 * -0.033272 * 0.5531064 *  -17.6292 *
*     2012 *      2012 * 33.364647 * 2458.0485 * 0.2284031 * 0.2862223 *   -2.2833 *
*     2031 *      2031 * 65.786635 * 4203.5963 * -0.637360 * 0.4607727 *   -8.8323 *
*     2035 *      2035 * 23.949721 * 1800.9336 * -0.039111 * 0.7110850 *  -17.8947 *
*     2038 *      2038 * 327.02966 * 107715.22 * -0.365015 * -0.131494 *   -9.9474 *
*     2042 *      2042 * 855.22712 * 122549.11 * -0.578601 * 0.1529174 *  -11.2926 *
*     2052 *      2052 * 786.61127 * 101258.30 * 0.4819686 * 0.2011915 *   -1.6107 *
*     2062 *      2062 * 873.45044 * 133389.59 * -0.582185 * 0.0147811 *  -22.0719 *
*     2068 *      2068 * 2.6984988 * 687.26228 * -0.438034 * 0.5872700 *  -20.7444 *
*     2089 *      2089 * 5.1283508 * 259.54733 * 0.2316778 * -0.670688 *  -12.9741 *
*     2099 *      2099 * 564.73775 * 121898.88 * -0.289428 * 0.7538506 *  -15.0627 *
*     2114 *      2114 * 865.43884 * 109033.69 * 0.1356346 * 0.7436985 *   -1.7523 *
*     2116 *      2116 * 662.71489 * 126481.05 * -0.446292 * 0.1723356 *  -20.7798 *
*     2147 *      2147 * 10.336369 * 119575.70 * -0.656220 * 0.0083453 *  -15.9477 *
*     2149 *      2149 * 754.05883 * 679.82569 * -0.694150 * -0.338458 *  -24.0366 *
*     2152 *      2152 * 812.49402 * 122812.34 * -0.328317 * -0.112669 *  -16.2486 *
*     2153 *      2153 * 743.60123 * 115824.08 * -0.619828 * -0.317043 *  -18.0717 *
*     2162 *      2162 * 908.80963 * 116432.95 * -0.575221 * -0.247743 *   -1.1328 *
*     2173 *      2173 * 63.126576 * 3649.3529 * -0.689390 * -0.143866 *   -9.9828 *
*     2186 *      2186 * 789.42990 * 121311.18 * 0.1658962 * -0.226479 *   -9.2217 *
*     2192 *      2192 * 3.2297739 * 67138.428 * 0.8129900 * 0.0298132 *  -16.3725 *
*     2203 *      2203 * 24.162136 * 1816.2865 * 0.2909813 * -0.193274 *  -21.0984 *
*     2213 *      2213 * 51.070614 * 3600.1924 * -0.244145 * -0.201304 *    -12.39 *
*     2217 *      2217 * 558.03176 * 129131.90 * -0.217473 * 0.2517695 *  -23.3109 *
*     2226 *      2226 * 788.85102 * 97430.249 * 0.6991072 * 0.1582876 *   -2.7435 *
*     2227 *      2227 * 8.5015440 * 1434.8428 * 0.5399415 * -0.486358 *   -3.9648 *
*     2236 *      2236 * 136.10835 * 13041.190 * -0.684181 * 0.0053139 *   -1.6284 *
*     2261 *      2261 * 644.55427 * 118555.55 * -0.477466 * -0.372333 *   -5.8941 *
*     2264 *      2264 * 88.190086 * 9674.3618 * 0.6579864 * 0.3358611 *  -22.0719 *
*     2271 *      2271 * 1000.2914 * 120768.67 * -0.327249 * 0.4986128 *  -15.8592 *
*     2277 *      2277 * 488.76245 * 100487.53 * -0.398325 * -0.742118 *  -22.3374 *
*     2281 *      2281 * 18.500138 * 2345.6269 * 0.4334443 * -0.038014 *  -18.6381 *
*     2283 *      2283 * 726.63688 * 124773.80 * -0.648229 * 0.2160070 *  -15.6999 *
*     2285 *      2285 * 2.4813078 * 64870.280 * -0.251906 * 0.5130429 *   -1.6815 *
*     2286 *      2286 * 27.306870 * 12565.598 * -0.551140 * 0.6463561 *   -1.7523 *
*     2318 *      2318 * 1118.4583 * 114056.00 * -0.162670 * 0.6239230 *   -1.1151 *
*     2323 *      2323 * 12.672775 * 1357.9485 * -0.358939 * -0.048087 *   -3.4515 *
*     2351 *      2351 * 8.0293051 * 5776.9506 * -0.420480 * 0.5438781 *   -1.9116 *
*     2356 *      2356 * 2.7956035 * 70945.025 * 0.4873442 * 0.0771503 *  -14.8857 *
*     2372 *      2372 * 635.04830 * 108981.19 * -0.279304 * 0.5371410 *   -1.6284 *
*     2376 *      2376 * 518.21213 * 121281.57 * -0.228248 * 0.6567896 *  -11.8236 *
*     2385 *      2385 * 871.21801 * 125360.49 * -0.487957 * 0.2785948 *  -15.5583 *
*     2388 *      2388 * 675.60977 * 106222.45 * -0.331654 * 0.3442945 *   -4.9914 *
*     2393 *      2393 * 30.537431 * 16511.512 * -0.017318 * 0.3388812 *   -1.2567 *
*     2395 *      2395 * 527.57253 * 90373.787 * 0.4395625 * 0.2230378 *   -1.5399 *
*     2437 *      2437 * 13.999744 * 1433.5066 * -0.525478 * -0.490166 *  -22.8153 *
*     2453 *      2453 * 666.47019 * 109390.34 * -0.174109 * 0.7690370 *   -1.1328 *
*     2480 *      2480 * 14.454164 * 503.42649 * -0.400001 * -0.161760 *  -17.2044 *
