************************************************
*    Row   *   EventId * cpS1sTotB * cpS2sTotB *
************************************************
*        4 *         4 * 3.3702127 * 1027.3844 *
*       15 *        15 * 286.63621 * 65795.373 *
*       23 *        23 * 732.99067 * 115034.95 *
*       31 *        31 * 952.75943 * 7411.6927 *
*       34 *        34 *  3009.044 * 116135.18 *
*       52 *        52 * 4.5391625 * 49348.866 *
*       66 *        66 * 18.346379 * 1693.9391 *
*       71 *        71 * 726.95997 * 128280.54 *
*       83 *        83 * 2.0074887 * 26025.366 *
*      123 *       123 * 2.7913617 * 63889.563 *
*      126 *       126 * 1464.9836 * 59593.239 *
*      131 *       131 * 698.51881 * 116144.06 *
*      135 *       135 * 1253.1095 * 126821.35 *
*      137 *       137 * 10.804138 * 952.67054 *
*      140 *       140 * 742.16810 * 114816.19 *
*      157 *       157 * 1053.2512 * 24518.958 *
*      169 *       169 * 6.0315969 * 1390.4323 *
*      170 *       170 * 4381.8031 * 18973.477 *
*      177 *       177 * 282.97728 * 97337.369 *
*      184 *       184 * 1045.2393 * 15738.654 *
*      185 *       185 * 806.29922 * 110838.41 *
*      200 *       200 * 850.78631 * 122147.41 *
*      208 *       208 * 1617.8972 * 113807.46 *
*      214 *       214 * 2.2311980 * 114434.90 *
*      218 *       218 * 2.9633974 * 3086.5439 *
*      220 *       220 * 1.8825350 * 53230.063 *
*      237 *       237 * 21.595283 * 1997.9910 *
*      270 *       270 * 12.511563 * 1051.1662 *
*      272 *       272 * 13.778474 * 1070.4494 *
*      276 *       276 * 5.1752898 * 502.22039 *
*      305 *       305 * 2.3892693 * 63867.352 *
*      308 *       308 * 363.25405 * 121944.59 *
*      317 *       317 * 536.83067 * 104980.53 *
*      337 *       337 * 3.0462969 * 51364.650 *
*      339 *       339 * 734.35003 * 103636.05 *
*      341 *       341 * 773.36197 * 113085.46 *
*      359 *       359 * 825.81107 * 127295.83 *
*      362 *       362 * 15.994438 * 1749.3153 *
*      365 *       365 * 13.546422 * 1366.6687 *
*      395 *       395 * 10.355609 * 1305.7567 *
*      402 *       402 * 41.826903 * 2574.9209 *
*      406 *       406 * 1649.3758 * 129885.89 *
*      413 *       413 * 861.59599 * 101934.55 *
*      414 *       414 * 650.51059 * 109401.51 *
*      417 *       417 * 334.28814 * 71029.805 *
*      424 *       424 * 402.90087 * 97519.195 *
*      464 *       464 * 515.27984 * 94843.935 *
*      466 *       466 * 924.46848 * 124601.12 *
*      487 *       487 * 1197.8186 * 116157.68 *
*      511 *       511 * 1698.1012 * 1783.5632 *
*      513 *       513 * 9.9726330 * 1120.8062 *
*      518 *       518 * 7.3338978 * 64454.017 *
*      523 *       523 * 370.85602 * 66914.264 *
*      525 *       525 * 10.693358 * 651.51254 *
*      540 *       540 * 397.38925 * 772.75758 *
*      547 *       547 * 781.70868 * 128640.26 *
*      565 *       565 * 682.88044 * 114887.91 *
*      568 *       568 * 772.11529 * 109266.12 *
*      569 *       569 * 1149.2189 * 113028.79 *
*      571 *       571 * 646.07780 * 110333.71 *
*      579 *       579 * 5.4169528 * 585.11683 *
*      591 *       591 * 25.904332 * 1162.1577 *
*      612 *       612 * 638.62401 * 117075.16 *
*      615 *       615 * 39.201213 * 3332.8643 *
*      620 *       620 * 3.3900540 * 519.29966 *
*      639 *       639 * 4.5999624 * 1150.7329 *
*      642 *       642 * 729.85782 * 118170.41 *
