************************************************************************************
*    Row   *   EventId * cpS1sTotB * cpS2sTotB *      X[0] *      Y[0] *         Z *
*      272 *       272 * 1158.0438 * 117037.30 * -0.466324 * 0.0124714 *    -7.257 *
*      284 *       284 * 5.3580858 * 56313.568 * -0.695361 * 0.1854238 *   -6.5667 *
*      302 *       302 * 638.23326 * 108365.59 * -0.327016 * -0.645479 *   -9.5757 *
*      303 *       303 * 924.90311 * 128718.99 * -0.608028 * -0.431748 *  -22.0011 *
*      321 *       321 * 550.16013 * 98772.530 * -0.053700 * 0.5170404 *   -1.0089 *
*      325 *       325 * 2.3298686 * 73551.566 * 0.0753690 * 0.1314753 *  -11.3988 *
*      334 *       334 * 38.106530 * 5073.6497 * 0.2202607 * 0.0749250 *  -17.9832 *
*      336 *       336 * 889.90642 * 120766.53 * 0.3611574 * -0.669545 *    -7.434 *
*      346 *       346 * 602.13403 * 99995.341 * 0.1277133 * -0.783754 *  -13.1157 *
*      398 *       398 * 34.765901 * 5256.0177 * -0.817088 * -0.194960 *   -1.4337 *
*      403 *       403 * 541.42943 * 116868.38 * -0.190988 * 0.7821510 *   -3.0621 *
*      406 *       406 * 608.45534 * 99382.514 * -0.411926 * -0.662124 *  -17.6646 *
*      415 *       415 * 905.15714 * 36056.540 * -0.589851 * -0.081185 *   -8.7084 *
*      422 *       422 * 14.283913 * 813.84054 * -0.059088 * -0.737895 *  -10.1775 *
*      447 *       447 * 30.148709 * 3072.0726 * -0.388930 * 0.1139051 *   -9.1509 *
*      478 *       478 * 14.958799 * 2071.6950 * 0.6214958 * 0.5405530 *   -11.682 *
*      479 *       479 * 39.674313 * 2661.6798 * -0.520644 * 0.1057238 *   -2.8143 *
*      487 *       487 * 918.66186 * 106256.83 * 0.4648981 * -0.420753 *    -1.239 *
*      505 *       505 * 956.17633 * 131735.38 * -0.385401 * 0.4485730 *  -22.5498 *
*      509 *       509 * 582.76387 * 118444.49 * -0.693666 * 0.0171444 *   -9.5934 *
*      554 *       554 * 16.773137 * 1480.1290 * -0.039437 * 0.4568183 *   -4.9029 *
*      566 *       566 * 21.929281 * 8458.7465 * 0.1830344 * 0.4174057 *   -4.0002 *
*      568 *       568 * 3.0193566 * 719.63509 * 0.0071496 * 0.4782578 *   -8.3367 *
*      570 *       570 * 573.39980 * 99915.016 * -0.598759 * -0.367711 *    -9.027 *
*      587 *       587 * 3166.0808 * 122884.27 * 0.1558636 * -0.561198 *   -22.479 *
*      601 *       601 * 20.014779 * 1839.7173 * 0.0533241 * -0.461630 *   -4.5312 *
*      613 *       613 * 968.85755 * 113838.02 * -0.163459 * -0.248799 *   -4.1418 *
*      624 *       624 * 5.7897010 * 1043.7987 * -0.401358 * -0.560336 *   -7.0623 *
*      627 *       627 * 9.2797540 * 2910.9056 * 0.2233645 * 0.3972482 *   -6.9561 *
*      629 *       629 * 389.28266 * 103349.79 * -0.216782 * -0.074453 *   -2.9913 *
*      644 *       644 * 1005.3660 * 120668.98 * 0.2445966 * -0.140646 *   -7.8765 *
*      684 *       684 *  172.7935 * 30965.719 * -0.561733 * -0.345471 *     -7.08 *
*      686 *       686 * 42.183245 * 3389.9798 * -0.598700 * 0.3919087 *   -18.762 *
*      723 *       723 * 2.0706885 * 59335.540 * -0.200290 * -0.694697 *   -19.647 *
*      739 *       739 * 663.97692 * 109834.27 * -0.377955 * -0.468271 *   -1.7877 *
*      744 *       744 * 1161.4187 * 108113.82 * 0.0970813 * 0.6584653 *   -1.0797 *
*      749 *       749 * 1860.7151 * 126198.17 * 0.3157814 * 0.4907736 *  -22.6029 *
*      753 *       753 * 884.49247 * 110880.10 * -0.289844 * 0.4799020 *   -3.0975 *
*      761 *       761 * 609.32530 * 117896.33 * -0.176741 * -0.274952 *  -13.3812 *
*      766 *       766 * 15.929786 * 1658.5972 * -0.210277 * 0.4239031 *  -11.5935 *
*      767 *       767 * 729.77647 * 111205.41 * -0.401202 * 0.0986706 *   -1.7523 *
*      775 *       775 * 7.4525510 * 2700.4776 * -0.015503 * -0.543709 *  -20.0895 *
*      779 *       779 * 678.76134 * 128908.26 * -0.689886 * 0.2892407 *  -17.6823 *
*      798 *       798 * 13.276536 * 11530.587 * -0.714432 * 0.3301150 *   -1.5576 *
*      806 *       806 * 549.72600 * 83482.981 * 0.6381697 * -0.165091 *   -2.3187 *
*      817 *       817 * 14.097172 * 2027.4642 * -0.442033 * 0.5919698 *   -2.1063 *
*      821 *       821 *  528.9921 * 115999.07 * -0.347912 * -0.103338 *   -9.5403 *
*      869 *       869 * 4.2282639 * 600.05208 * -0.104751 * 0.4959545 *  -10.3014 *
*      877 *       877 * 674.93703 * 111198.91 * -0.342523 * 0.0495222 *   -3.6639 *
*      885 *       885 * 226.23124 * 12254.386 * -0.591001 * 0.6012532 *   -1.1682 *
*      887 *       887 * 10.084389 * 1093.4736 * -0.318465 * 0.3292964 *   -9.8235 *
*      891 *       891 * 840.27665 * 116987.26 * 0.7089420 * -0.209903 *  -11.0448 *
*      901 *       901 * 2.2425298 * 40567.151 * -0.421630 * -0.552501 *  -15.5937 *
*      912 *       912 * 1.4885872 * 74177.117 * -0.073478 * 0.5190253 *  -21.0099 *
*      914 *       914 * 5.9122378 * 338.32332 * 0.3270993 * 0.3836955 *  -13.0095 *
*      931 *       931 * 896.53545 * 123772.99 * -0.362442 * -0.610872 *   -17.346 *
*      950 *       950 * 25.399784 * 13575.565 * 0.0306427 * 0.5078613 *   -2.4957 *
*      953 *       953 * 3.7215794 * 36747.285 * 0.4564803 * 0.5286848 *  -22.6914 *
*      959 *       959 * 604.17303 * 126645.88 * -0.673430 * -0.291050 *  -14.7795 *
*      969 *       969 * 761.08758 * 132669.97 * -0.719323 * -0.226300 *  -21.2046 *
*      970 *       970 * 950.75935 * 111331.35 * -0.297191 * 0.5698603 *   -4.7613 *
*      974 *       974 * 3.2060305 * 1449.8184 * 0.2783684 * 0.1095698 *   -1.4691 *
*      984 *       984 * 30.907526 * 23328.606 * -0.689619 * 0.3451713 *   -1.1328 *
*      990 *       990 * 781.23410 * 93393.965 * 0.1751942 * 0.2690629 *   -3.6108 *
*      998 *       998 * 777.26817 *  106571.5 * -0.088670 * -0.754271 *   -5.6817 *
*     1005 *      1005 * 2.8414435 * 61875.783 * -0.445216 * 0.6658427 *  -10.5669 *
*     1018 *      1018 * 20.352950 * 771.38683 * -0.322077 * -0.547598 *  -14.7087 *
*     1032 *      1032 * 1191.1495 * 128233.08 * 0.2410886 * -0.692091 *  -22.4259 *
*     1061 *      1061 * 267.21927 * 32600.535 * -0.816518 * -0.179184 *  -21.5232 *
*     1065 *      1065 * 4.2257100 * 57123.279 * -0.460434 * 0.2872687 *  -19.5762 *
*     1076 *      1076 * 1149.4650 * 120999.07 * -0.268542 * 0.6692868 *  -18.9213 *
*     1083 *      1083 * 779.28794 * 116511.45 * -0.622798 * -0.356161 *   -2.6904 *
*     1084 *      1084 * 3.5507844 * 43880.251 * -0.541489 * -0.024391 *  -14.7264 *
*     1098 *      1098 * 48.347094 * 7437.5338 * -0.412354 * 0.1445606 *  -19.4523 *
*     1124 *      1124 * 8.6630702 * 662.51685 * 0.5028921 * 0.3683165 *   -7.5048 *
*     1141 *      1141 * 520.04430 * 112546.52 * -0.317504 * 0.0453041 *   -4.2657 *
*     1146 *      1146 * 4.6239918 * 79216.008 * -0.314970 * 0.0056643 *  -12.0714 *
*     1149 *      1149 * 14.467650 * 1106.7226 * 0.1135838 * 0.5105769 *   -1.7877 *
*     1162 *      1162 * 786.99474 * 122437.95 * -0.074936 * 0.7299661 *  -15.3282 *
*     1164 *      1164 * 1071.3634 * 125753.22 * -0.524366 * 0.0560129 *   -6.4251 *
*     1175 *      1175 * 3.4680732 * 56971.942 * -0.493752 * -0.152546 *    -3.363 *
*     1181 *      1181 * 602.98633 * 132669.83 * -0.036738 * -0.830140 *  -23.0277 *
*     1182 *      1182 * 759.29698 * 107966.93 * 0.1742785 * -0.721575 *   -2.3364 *
*     1183 *      1183 * 792.73755 * 111093.59 * -0.149457 * 0.7556488 *   -1.7523 *
*     1218 *      1218 * 2044.7221 * 97011.107 * 0.0777767 * -0.821344 *   -2.4072 *
*     1227 *      1227 * 69.815260 * 11487.353 * -0.745301 * -0.354834 *   -1.3983 *
*     1235 *      1235 * 5168.9782 * 83297.624 * -0.585162 * -0.370966 *   -19.647 *
*     1238 *      1238 * 632.29898 * 118802.87 * -0.469511 * 0.2909590 *   -5.0445 *
*     1244 *      1244 * 4.2382873 * 57552.677 * -0.657650 * 0.1823915 *   -4.6728 *
*     1253 *      1253 * 875.49218 * 119965.26 * -0.395368 * 0.4317486 *   -2.4603 *
*     1263 *      1263 * 987.84489 * 102013.65 * -0.041005 * 0.3674007 *  -18.9213 *
*     1279 *      1279 * 2.2194518 * 82148.382 * 0.3114527 * -0.503419 *  -23.3994 *
*     1284 *      1284 * 754.39207 *  121802.4 * 0.2828004 * 0.2528803 *  -16.1778 *
*     1293 *      1293 *  3816.669 * 100710.85 * 0.3844349 * 0.2736759 *   -4.6728 *
*     1294 *      1294 * 16.550916 * 1108.3224 * -0.009035 * 0.0805170 *  -16.9035 *
*     1318 *      1318 * 741.10463 * 118013.78 * -0.404423 * 0.4301847 *  -20.0718 *
*     1334 *      1334 * 36.049555 *  3162.189 * -0.634848 * -0.142972 *  -11.3634 *
*     1350 *      1350 * 914.24007 * 27691.935 * -0.103572 * -0.554938 *  -23.4348 *
*     1352 *      1352 * 215.36759 * 1861.8234 * -0.275431 * -0.754563 *  -17.3814 *
*     1359 *      1359 * 172.24617 * 20852.283 * -0.638041 * -0.501867 *  -10.7616 *
*     1361 *      1361 * 24.956271 * 14193.663 * -0.464223 * 0.4648612 *   -1.6461 *
*     1373 *      1373 * 793.77125 * 103582.78 * -0.136303 * -0.418377 *   -1.5753 *
*     1421 *      1421 * 2.7995738 * 45167.324 * 0.5105665 * -0.346527 *   -6.8322 *
*     1437 *      1437 * 695.66802 * 112004.20 * 0.3085973 * -0.021636 *   -3.8232 *
*     1481 *      1481 * 2.6941273 * 33105.150 * -0.483660 * 0.1561056 *   -2.1063 *
*     1498 *      1498 * 537.21850 * 115910.21 * 0.2278295 * -0.346273 *  -22.1427 *
*     1525 *      1525 * 18.969449 * 4673.3383 * -0.237343 * 0.5203661 *   -3.8763 *
*     1544 *      1544 * 1.2179502 * 38739.112 * -0.125223 * 0.4215164 *  -11.9829 *
*     1593 *      1593 * 1230.4942 * 79212.218 * 0.2365965 * 0.4074539 *   -18.762 *
*     1605 *      1605 * 6.3921508 * 382.07966 * 0.5348492 * -0.396710 *  -14.7795 *
*     1622 *      1622 * 1373.7294 * 2819.5918 * -0.098206 * -0.182722 *  -19.8771 *
*     1623 *      1623 * 688.66056 * 85369.441 * 0.3634540 * -0.004730 *   -7.5225 *
*     1635 *      1635 * 6.3583766 * 60320.089 * -0.314972 * -0.454289 *    -2.124 *
*     1645 *      1645 * 2.4870921 * 66394.234 * -0.514625 * 0.5354281 *   -2.7258 *
*     1657 *      1657 * 2.1556093 * 105979.45 * -0.394271 * 0.1325710 *   -3.0621 *
*     1685 *      1685 * 111.01950 * 4347.6344 * -0.086992 * -0.299426 *   -4.3542 *
*     1708 *      1708 * 830.63485 * 123893.55 * 0.1398202 * -0.638885 *  -18.5319 *
*     1713 *      1713 * 2.2179483 * 68629.905 * 0.5778893 * 0.0783258 *  -13.6113 *
*     1724 *      1724 * 528.94171 * 101901.49 * 0.0214541 * 0.3836064 *   -3.3276 *
*     1734 *      1734 * 6.1099573 * 616.53760 * -0.123339 * -0.628826 *   -7.3986 *
*     1737 *      1737 * 2.1199444 * 81283.920 * -0.135775 * 0.1084160 *  -18.5673 *
*     1747 *      1747 * 49.862204 * 2542.2037 * 0.1283620 * -0.439117 *  -22.8684 *
*     1748 *      1748 * 41.109231 * 5866.3319 * -0.752351 * -0.028026 *   -2.2125 *
*     1750 *      1750 * 13.602924 * 1644.5064 * -0.117310 * -0.332997 *  -22.7268 *
*     1771 *      1771 * 3.8938750 * 9939.4427 * -0.401893 * -0.462547 *  -20.8152 *
*     1772 *      1772 * 219.68682 * 11529.064 * -0.434745 * 0.6799586 *   -1.7877 *
*     1793 *      1793 * 8.2398507 * 1171.4164 * -0.273997 * -0.760919 *  -13.6821 *
*     1838 *      1838 * 216.72451 * 32030.686 * -0.354360 * 0.4112028 *   -6.4605 *
*     1851 *      1851 * 9.2976920 * 6813.8985 * -0.235714 * 0.6218928 *    -2.478 *
*     1852 *      1852 * 14.311880 * 1155.6718 * 0.4178366 * 0.1077663 *   -1.6284 *
*     1861 *      1861 * 5.3985174 * 35626.333 * -0.786135 * -0.294583 *   -3.2391 *
*     1874 *      1874 * 19.029842 * 2176.6013 * -0.577091 * -0.574489 *  -13.5051 *
*     1885 *      1885 * 57.770188 * 15442.843 * 0.2184852 * 0.4386081 *   -2.8674 *
*     1896 *      1896 * 795.07473 * 119621.45 * -0.634101 * 0.2291808 *    -9.027 *
*     1906 *      1906 * 5.4847080 * 631.10567 * -0.692021 * -0.365770 *   -1.2567 *
*     1922 *      1922 * 282.70580 * 73191.227 * 0.6768114 * 0.3260955 *   -9.1509 *
*     1978 *      1978 * 18.820068 * 1939.5389 * 0.2664799 * 0.4414737 *   -4.3011 *
*     1987 *      1987 * 8.9052501 * 1231.4769 * -0.000935 * 0.3435624 *  -11.1333 *
*     1995 *      1995 * 710.91598 * 111663.57 * 0.1192193 * -0.600476 *   -8.6907 *
*     2013 *      2013 * 2210.8949 * 115933.64 * -0.606804 * 0.1509344 *   -21.594 *
*     2017 *      2017 * 133.83096 * 14138.513 * -0.800734 * 0.0166584 *  -10.6023 *
*     2044 *      2044 * 35.326797 * 2254.8860 * -0.115962 * 0.3373707 *  -15.9654 *
*     2074 *      2074 * 809.13639 * 132638.77 * -0.402509 * -0.607255 *  -22.5498 *
*     2089 *      2089 * 4.0103154 * 78649.980 * 0.2673171 * 0.4768290 *  -10.0182 *
*     2101 *      2101 * 754.86998 * 122144.21 * -0.417864 * -0.640694 *  -22.3728 *
*     2135 *      2135 * 1.7026723 * 26749.013 * -0.283174 * -0.081883 *   -8.2659 *
*     2136 *      2136 * 38.169840 * 2581.2110 * 0.5528578 * 0.2952823 *  -23.0985 *
*     2138 *      2138 * 816.49253 * 110757.28 * -0.240780 * 0.5028710 *    -6.018 *
*     2170 *      2170 * 734.17142 * 119457.20 * -0.043445 * -0.648021 *  -13.3281 *
*     2187 *      2187 * 203.80117 * 26589.365 * -0.472443 * -0.599511 *  -22.7622 *
*     2192 *      2192 * 2.8046072 * 48342.215 * -0.006494 * 0.5336135 *  -20.8683 *
*     2199 *      2199 * 655.57619 * 61175.343 * 0.7370396 * 0.1508660 *  -21.0807 *
*     2209 *      2209 * 691.51072 * 111044.10 * -0.602243 * -0.340244 *   -2.7612 *
*     2213 *      2213 * 3499.6378 * 110099.88 * -0.395653 * 0.0358253 *   -4.7259 *
*     2227 *      2227 * 10.057169 * 1521.7789 * -0.467488 * 0.2270393 *  -21.8418 *
*     2247 *      2247 * 49.296840 * 4260.9167 * -0.403201 * 0.0347397 *   -3.3984 *
*     2250 *      2250 * 4214.7580 * 131417.83 * -0.135090 * -0.013657 *  -19.0806 *
*     2259 *      2259 * 3.6587967 * 53702.628 * -0.321899 * 0.4636281 *   -9.8412 *
*     2268 *      2268 * 2.9053297 * 33167.035 * 0.3588012 * -0.536958 *   -7.9473 *
*     2280 *      2280 * 395.96105 * 100529.41 * 0.6102753 * 0.0832698 *  -22.6737 *
*     2303 *      2303 * 444.61903 * 82621.029 * 0.5421285 * -0.558435 *   -3.7347 *
*     2314 *      2314 * 792.72285 * 121953.72 * -0.225470 * -0.723984 *  -12.9564 *
*     2315 *      2315 * 1309.5764 * 122658.47 * -0.412359 * 0.2815475 *  -20.2842 *
*     2316 *      2316 * 1.9156827 * 38204.656 * -0.287082 * 0.0680313 *  -21.7887 *
*     2323 *      2323 * 2.9779411 * 24794.838 * -0.270702 * 0.2951284 *   -2.2125 *
*     2329 *      2329 * 2.2565058 * 20886.488 * -0.138053 * 0.5678963 *  -15.2397 *
*     2356 *      2356 * 685.91677 * 119672.96 * -0.584052 * -0.106496 *  -13.1334 *
*     2394 *      2394 * 843.27565 * 116878.76 * -0.215977 * 0.4212427 *  -22.6737 *
*     2418 *      2418 * 393.66205 * 73122.811 * -0.498542 * -0.401822 *    -4.779 *
*     2438 *      2438 * 909.44751 * 115330.78 * -0.441867 * 0.2833310 *   -7.1508 *
*     2456 *      2456 * 19.261221 * 5468.8599 * 0.0465392 * 0.4874559 *   -1.8054 *
*     2462 *      2462 * 574.15560 * 88296.333 * -0.745650 * -0.160504 *   -4.8675 *
*     2466 *      2466 * 21.367239 * 2844.4574 * 0.0168987 * 0.3559513 *   -2.9559 *
*     2467 *      2467 * 1.9736397 * 25908.962 * 0.1415723 * 0.4868593 *   -5.3631 *
*     2485 *      2485 * 2.2147972 * 28691.698 * -0.800547 * -0.162591 *   -8.8854 *
*     2521 *      2521 * 9.4196167 * 1274.0177 * 0.6198602 * 0.2799958 *   -6.1596 *
*     2528 *      2528 * 911.51715 * 104713.11 * 0.6187688 * -0.075780 *   -1.3275 *
*     2547 *      2547 * 3.4412801 * 60456.366 * -0.540523 * -0.560165 *  -21.7887 *
*     2573 *      2573 * 2.6684203 * 63985.240 * -0.026295 * 0.5102162 *   -5.6286 *
*     2578 *      2578 * 829.42390 * 99014.833 * 0.0619969 * 0.5938372 *  -16.5672 *
*     2616 *      2616 * 639.05603 * 110812.30 * 0.0029821 * -0.587953 *   -1.0797 *
*     2622 *      2622 * 383.50442 * 114997.73 * -0.396609 * -0.496746 *  -13.2219 *
*     2646 *      2646 * 2713.6710 * 25339.927 * -0.221140 * 0.7280184 *  -22.8153 *
*     2652 *      2652 * 840.12567 * 125435.37 * 0.1339043 * -0.804429 *  -17.2044 *
*     2664 *      2664 * 40.314131 * 3187.0429 * -0.664369 * 0.4916367 *   -9.6819 *
*     2669 *      2669 * 2.5980458 * 220.92273 * -0.632891 * 0.0366174 *  -21.2223 *
*     2677 *      2677 * 736.87757 * 82148.425 * 0.2605986 * 0.4482844 *   -1.5753 *
*     2686 *      2686 * 17.674225 * 1078.3617 * -0.200083 * 0.2674303 *   -5.9649 *
*     2698 *      2698 * 2890.3674 * 1745.4583 * -0.537169 * 0.5653460 *   -1.5399 *
*     2711 *      2711 * 661.03727 * 125149.34 * 0.2385446 * 0.7676385 *  -19.8771 *
*     2723 *      2723 * 489.30150 *  87035.85 * -0.488641 * -0.530177 *   -4.5135 *
*     2728 *      2728 * 779.60915 * 84147.616 * -0.734350 * 0.1020007 *  -19.9302 *
*     2790 *      2790 * 773.58713 * 130202.13 * -0.566662 * 0.1221422 *   -19.116 *
*     2800 *      2800 * 48.172717 * 3039.1656 * 0.2782645 * 0.1624955 *   -3.2745 *
*     2801 *      2801 * 66.784132 * 3083.9880 * 0.6895334 * 0.4411951 *  -17.0628 *
*     2830 *      2830 * 2.1883626 * 47330.094 * 0.5289051 * -0.396091 *  -22.3551 *
*     2832 *      2832 * 5.1872626 * 78883.936 * 0.2062546 * -0.595840 *   -9.7173 *
*     2856 *      2856 * 766.42163 * 109628.80 * 0.2740299 * -0.491645 *   -5.1861 *
*     2879 *      2879 * 39.589859 * 2595.9905 * -0.299703 * 0.7743912 *  -23.0631 *
*     2886 *      2886 * 14.495923 * 1815.0800 * -0.681332 * -0.160115 *  -23.0631 *
*     2889 *      2889 * 1.5628727 * 58738.923 * -0.455095 * 0.2961646 *  -12.7617 *
*     2890 *      2890 * 364.17113 * 44894.472 * 0.2659487 * 0.7207766 *    -1.947 *
*     2894 *      2894 * 779.23497 * 120986.41 * 0.6376296 * -0.341163 *  -12.1068 *
*     2901 *      2901 * 2.6002603 * 66330.639 * 0.2881712 * 0.1526757 *   -10.089 *
*     2932 *      2932 * 954.45193 * 124708.59 * -0.113601 * -0.708155 *  -18.3726 *
*     2953 *      2953 * 44.353610 * 6896.5554 * -0.424382 * 0.4926748 *   -2.8143 *
*     2957 *      2957 * 598.01750 * 107781.90 * -0.066437 * 0.6408964 *   -1.6107 *
*     2987 *      2987 * 2066.0546 * 121603.73 * 0.5194177 * -0.611350 *  -22.2135 *
*     3032 *      3032 * 1097.1194 * 112730.59 * -0.065966 * 0.5330772 *   -9.6288 *
*     3041 *      3041 * 40.960187 * 1289.8918 * -0.530254 * 0.0120723 *  -21.1161 *
*     3045 *      3045 * 466.90408 * 123577.75 * -0.605689 * 0.1221865 *  -18.0009 *
*     3062 *      3062 * 3.6635411 * 32441.051 * 0.2472218 * -0.605251 *  -13.0449 *
*     3068 *      3068 * 419.67369 * 4033.1950 * -0.256266 * -0.397430 *  -14.3724 *
*     3072 *      3072 * 999.08090 * 118844.73 * -0.506275 * 0.1751520 *   -9.2571 *
*     3081 *      3081 * 442.64731 * 52977.009 * 0.2437090 * -0.559050 *  -11.5935 *
*     3096 *      3096 * 6.9211956 * 2077.1235 * -0.684170 * 0.4338915 *    -4.779 *
*     3112 *      3112 * 2288.5675 * 56164.145 * 0.1046628 * 0.7281588 *  -20.1426 *
*     3122 *      3122 * 669.52796 * 108411.92 * -0.175315 * -0.366676 *   -2.8143 *
*     3130 *      3130 * 440.27948 * 109281.87 * -0.081548 * 0.0070495 *  -21.4347 *
*     3140 *      3140 * 9.5159035 * 3061.2023 * -0.338140 * 0.3506766 *   -8.4252 *
*     3154 *      3154 * 982.41516 * 115481.61 * -0.626452 * -0.375408 *   -10.266 *
*     3178 *      3178 * 959.46122 * 124333.44 * 0.6092041 * -0.369934 *  -16.6026 *
*     3190 *      3190 * 9.2671158 * 1291.6503 * -0.649251 * -0.273216 *   -4.1241 *
*     3199 *      3199 * 906.84034 * 127759.26 * -0.190102 * -0.665361 *  -21.7002 *
*     3207 *      3207 * 436.02043 * 127519.57 * -0.398004 * 0.5002238 *  -18.5673 *
*     3212 *      3212 * 565.33538 * 122562.16 * -0.573565 * -0.158261 *  -12.7086 *
*     3216 *      3216 * 815.47471 * 122473.01 * 0.0550174 * -0.714040 *   -19.293 *
*     3218 *      3218 * 2.6976603 * 78960.452 * -0.255022 * -0.538850 *  -20.6028 *
*     3232 *      3232 * 680.41896 * 111772.62 * -0.426273 * 0.3467778 *   -3.6993 *
*     3260 *      3260 *   1082.09 * 29456.978 * -0.572289 * 0.1767354 *  -22.5321 *
*     3276 *      3276 * 12.879055 * 1145.8471 * 0.5845376 * 0.3642250 *  -11.9652 *
*     3288 *      3288 * 175.78751 * 11829.500 * -0.722451 * -0.432374 *  -22.4436 *
*     3313 *      3313 * 3.0176246 * 39579.235 * -0.383273 * -0.260878 *   -2.0532 *
*     3323 *      3323 * 3.3833279 * 84516.122 * -0.723444 * 0.2002976 *   -6.2127 *
*     3342 *      3342 * 567.36411 * 92379.795 * -0.246532 * -0.504920 *   -4.0179 *
*     3354 *      3354 * 593.87171 * 126755.20 * 0.3478894 * -0.774748 *  -20.4258 *
*     3355 *      3355 * 5.7977576 * 939.35436 * 0.6650034 * -0.327554 *   -3.6108 *
*     3406 *      3406 * 690.53500 * 132248.44 * 0.2367933 * -0.809000 *  -21.2754 *
*     3409 *      3409 * 787.10088 * 109264.13 * -0.543064 * 0.2798601 *  -15.0273 *
*     3412 *      3412 * 229.74050 * 25532.692 * 0.1909737 * 0.5103884 *   -8.0004 *
*     3426 *      3426 * 6913.4283 * 128721.70 * -0.515930 * 0.0904279 *  -22.6029 *
*     3427 *      3427 * 21.733047 * 4814.4793 * 0.1894620 * 0.5128841 *   -5.1684 *
*     3431 *      3431 * 938.78822 * 107580.05 * 0.7100260 * 0.4633868 *   -2.4603 *
*     3448 *      3448 * 639.44355 * 53304.198 * -0.792783 * -0.175650 *   -1.0974 *
*     3451 *      3451 * 2356.1517 * 131343.02 * 0.8081905 * 0.1229996 *  -23.2755 *
*     3468 *      3468 * 829.24830 * 108684.58 * -0.296801 * -0.206427 *   -2.7258 *
*     3470 *      3470 * 34.939453 * 9505.4677 * -0.178984 * -0.802545 *   -2.2656 *
*     3509 *      3509 * 3804.3643 * 104059.88 * 0.4827549 * -0.172003 *   -2.6727 *
*     3511 *      3511 * 664.06479 * 116047.02 * -0.593456 * -0.084009 *    -7.257 *
*     3522 *      3522 * 964.95422 * 108665.91 * -0.308350 * 0.4254144 *   -1.2213 *
*     3525 *      3525 * 1013.6257 * 133823.44 * 0.1014167 * -0.831968 *  -12.1776 *
*     3540 *      3540 * 1129.1671 * 126020.74 * -0.357707 * 0.0517392 *  -19.7001 *
*     3543 *      3543 * 693.48321 * 111987.66 * -0.311275 * -0.604269 *   -6.0357 *
*     3548 *      3548 * 11.814202 * 2062.2107 * -0.236326 * -0.449501 *  -13.1334 *
*     3564 *      3564 * 982.50420 * 116399.38 * 0.0446981 * 0.0169596 *   -11.328 *
*     3610 *      3610 * 767.78327 * 108654.27 * -0.337063 * -0.431485 *   -1.2036 *
*     3630 *      3630 * 647.80997 * 120324.42 * -0.183794 * 0.7555841 *   -8.8146 *
*     3648 *      3648 * 1.7106204 * 72011.266 * 0.0217838 * 0.2979527 *  -16.0539 *
*     3652 *      3652 * 420.54588 * 2220.1121 * 0.6036345 * 0.4438948 *  -13.7529 *
*     3667 *      3667 * 644.31766 * 117093.72 * 0.1140511 * -0.699580 *   -6.3012 *
*     3707 *      3707 * 249.10979 * 30069.392 * -0.116673 * 0.7244260 *   -4.4427 *
*     3731 *      3731 * 1614.0825 * 25605.564 * 0.6177878 * -0.533362 *  -22.6029 *
*     3742 *      3742 * 2.5036927 * 55318.411 * -0.687158 * -0.008293 *  -11.0979 *
*     3746 *      3746 * 55.294620 * 3473.1409 * -0.280042 * 0.4080849 *  -19.0452 *
