***********************************************************
*    Row   * Instance *   EventId * cpS1sTotB * cpS2sTotB *
***********************************************************
*      276 *        0 *       276 * 7.0047886 * 873.99530 *
*      330 *        0 *       330 * 4.7483637 * 1403.7273 *
*      660 *        0 *       660 * 9.5219459 * 1442.8188 *
*     1564 *        0 *      1564 * 7.4248986 * 714.03167 *
*     1739 *        0 *      1739 * 6.9237851 * 972.92332 *
*     5024 *        1 *      5024 * 6.9759876 * 889.42836 *
*     7214 *        0 *      7214 * 11.800040 * 1651.4217 *
*     7242 *        1 *      7242 * 5.6998349 * 660.23389 *
*     7891 *        0 *      7891 * 8.2352345 * 674.21659 *
*     8255 *        0 *      8255 * 5.8069877 * 982.52279 *
*     9774 *        0 *      9774 * 15.160908 * 410.07642 *
*     9878 *        0 *      9878 * 15.301799 * 621.54195 *
*    10933 *        0 *     10933 * 6.0520571 * 1146.3962 *
*    12979 *        0 *     12979 * 8.1485897 * 808.95824 *
*    15149 *        0 *     15149 * 15.053437 * 1845.1912 *
*    15497 *        0 *     15497 * 11.811144 * 906.88788 *
*    16816 *        0 *     16816 * 6.4762735 * 1359.0853 *
*    17296 *        0 *     17296 * 16.656610 * 1052.4564 *
*    17596 *        0 *     17596 * 10.499139 * 1744.9941 *
*    18118 *        0 *     18118 * 6.4066498 * 926.58596 *
*    18932 *        0 *     18932 * 3.9418633 * 855.81172 *
*    20001 *        0 *     20001 * 9.1071811 * 1455.7111 *
*    22856 *        0 *     22856 * 6.1873658 * 707.28408 *
*    23046 *        0 *     23046 * 9.5746414 * 1121.0202 *
*    24154 *        0 *     24154 * 8.7376842 * 1408.9523 *
*    25416 *        0 *     25416 * 15.810308 * 873.04775 *
*    25492 *        0 *     25492 * 8.9972504 * 913.20376 *
*    25607 *        0 *     25607 * 24.943586 * 2476.6090 *
*    27368 *        0 *     27368 * 9.2436465 * 900.36458 *
*    27489 *        0 *     27489 *  7.042693 * 1385.4117 *
*    27834 *        0 *     27834 * 5.8346395 * 1088.5305 *
*    28517 *        0 *     28517 * 14.471556 * 870.73945 *
*    29699 *        0 *     29699 * 4.5480094 * 494.31271 *
*    31020 *        0 *     31020 * 5.7213250 * 265.35723 *
*    31261 *        0 *     31261 * 17.759301 * 1882.0018 *
*    32505 *        0 *     32505 * 6.0955410 * 355.18641 *
*    32791 *        0 *     32791 * 5.3023003 * 950.96396 *
*    33411 *        0 *     33411 * 7.6923915 * 951.51090 *
*    33805 *        0 *     33805 * 1.3967213 * 421.05996 *
*    33809 *        0 *     33809 * 5.8231799 * 862.82143 *
*    34847 *        0 *     34847 * 6.5246530 * 1342.8750 *
*    34917 *        0 *     34917 * 6.1125798 * 816.49174 *
*    35009 *        0 *     35009 * 25.451511 * 2002.5760 *
*    36795 *        0 *     36795 * 4.2535042 * 927.18571 *
*    38499 *        0 *     38499 * 7.5318308 * 797.57588 *
*    38768 *        0 *     38768 * 7.2781638 * 400.91588 *
*    38918 *        0 *     38918 * 4.9125655 * 763.38320 *
*    39279 *        0 *     39279 * 3.2348874 * 586.44781 *
*    40332 *        0 *     40332 * 5.8567802 * 1956.3038 *
*    40710 *        0 *     40710 * 4.3560362 * 711.17255 *
*    42137 *        0 *     42137 * 4.8302931 * 1068.7115 *
*    42682 *        0 *     42682 * 7.2916967 * 480.76788 *
*    42873 *        0 *     42873 * 19.330397 * 1293.4737 *
*    43104 *        0 *     43104 * 8.0911786 * 508.26201 *
*    44927 *        0 *     44927 * 5.8739403 * 637.13640 *
*    45022 *        0 *     45022 * 2.4058489 * 384.10392 *
*    45458 *        0 *     45458 * 38.195265 * 2596.8712 *
*    45618 *        0 *     45618 * 8.7003691 * 263.90994 *
*    45938 *        0 *     45938 * 7.6790261 * 444.30642 *
*    46958 *        0 *     46958 * 12.148062 * 1229.9127 *
*    48211 *        0 *     48211 * 6.7767775 * 632.11357 *
*    48807 *        0 *     48807 * 26.887942 * 2384.2349 *
*    48963 *        0 *     48963 * 5.0903379 * 1179.9563 *
*    49003 *        0 *     49003 * 26.482283 * 2383.0099 *
*    49201 *        0 *     49201 * 10.123401 * 1160.4618 *
*    50668 *        0 *     50668 * 9.7217357 * 567.53187 *
*    50862 *        0 *     50862 * 3.4666206 * 596.62073 *
*    50980 *        0 *     50980 * 31.293876 * 1730.3346 *
*    51021 *        0 *     51021 * 2.3567433 * 508.44008 *
*    52225 *        0 *     52225 * 27.850968 * 1827.3010 *
*    54153 *        0 *     54153 * 5.9642732 * 802.86805 *
*    54876 *        0 *     54876 * 3.7467314 * 374.30359 *
*    55362 *        0 *     55362 * 12.133996 * 993.70795 *
*    55373 *        0 *     55373 * 5.6471542 * 1133.1066 *
*    55600 *        0 *     55600 * 8.5741586 * 595.01524 *
*    55907 *        0 *     55907 * 10.638530 * 705.31409 *
*    56842 *        0 *     56842 * 8.6110041 * 821.04607 *
*    57918 *        0 *     57918 * 16.859353 * 2079.8424 *
*    58538 *        0 *     58538 * 4.5754896 * 1056.1551 *
*    59347 *        0 *     59347 * 4.7544115 * 630.30602 *
*    61125 *        0 *     61125 * 7.1276421 * 913.51604 *
*    61892 *        0 *     61892 *   24.5536 * 1213.7342 *
*    62155 *        0 *     62155 * 39.018402 * 2655.9733 *
*    62884 *        0 *     62884 * 20.856093 * 1418.8666 *
*    63626 *        0 *     63626 * 4.1896987 * 689.46897 *
***********************************************************
