***********************************************************
*    Row   * Instance *   EventId * cpS1sTotB * cpS2sTotB *
*   111142 *        0 *    111142 * 3.6935800 * 771.27835 *
*   111199 *        0 *    111199 * 2.3574668 * 1024.8149 *
*   111263 *        0 *    111263 * 5.5429639 * 810.52908 *
*   111299 *        0 *    111299 * 23.456598 * 1872.1636 *
*   112019 *        1 *    112019 * 13.985988 * 615.73831 *
*   112753 *        0 *    112753 * 2.8713722 * 357.70274 *
*   113205 *        0 *    113205 * 11.765517 * 1549.6451 *
*   113592 *        0 *    113592 *  12.16507 * 1033.3999 *
*   115541 *        0 *    115541 * 6.6646731 * 882.50939 *
*   118489 *        0 *    118489 * 14.251268 * 1034.0566 *
*   118544 *        0 *    118544 * 13.518822 * 756.78629 *
*   119048 *        0 *    119048 * 9.8072089 * 1703.0876 *
*   119268 *        0 *    119268 * 6.6520823 * 908.57328 *
*   121168 *        0 *    121168 * 3.1765163 * 1112.3000 *
*   123445 *        0 *    123445 * 6.3215565 * 682.77255 *
*   125982 *        0 *    125982 * 9.0751988 * 1172.1373 *
*   127495 *        0 *    127495 * 10.577169 * 1064.9249 *
*   128360 *        0 *    128360 * 8.5338899 * 1769.1032 *
*   128730 *        0 *    128730 *  6.674186 * 877.58152 *
*   129076 *        0 *    129076 * 5.0959692 * 357.48544 *
*   129791 *        0 *    129791 * 5.3592153 * 778.33737 *
*   129821 *        0 *    129821 * 2.7828520 * 449.05989 *
*   130298 *        0 *    130298 * 11.119725 * 1428.4134 *
*   131329 *        0 *    131329 * 13.378130 * 1565.2064 *
*   132458 *        0 *    132458 * 4.4477091 * 950.67620 *
*   132689 *        0 *    132689 * 9.6184027 * 806.62601 *
*   133416 *        0 *    133416 * 6.7161579 * 388.42293 *
*   134331 *        0 *    134331 * 3.3449427 * 1303.5581 *
*   134633 *        0 *    134633 * 6.2877647 * 1545.2202 *
*   137122 *        0 *    137122 * 6.3888296 * 669.99075 *
*   138151 *        0 *    138151 * 5.0756380 * 978.32765 *
*   138457 *        0 *    138457 * 4.0922066 * 953.39218 *
*   139800 *        0 *    139800 * 9.7133859 * 862.29262 *
*   140499 *        0 *    140499 * 5.2329317 * 677.76933 *
*   141876 *        0 *    141876 * 22.283887 * 1774.8611 *
*   143059 *        0 *    143059 * 6.2382013 * 756.26177 *
*   144220 *        0 *    144220 * 12.200082 * 694.91681 *
*   144918 *        0 *    144918 * 5.5160714 *  1080.904 *
*   145380 *        3 *    145380 * 8.6541497 * 930.16111 *
*   148086 *        0 *    148086 * 3.3494744 * 463.44269 *
*   148196 *        1 *    148196 * 5.3910551 * 531.76378 *
*   148397 *        0 *    148397 * 6.6377571 * 648.41056 *
*   148738 *        0 *    148738 * 10.679011 * 977.43051 *
*   148938 *        1 *    148938 * 6.3607426 * 589.53148 *
*   149662 *        0 *    149662 * 6.7619118 * 409.88346 *
*   149957 *        0 *    149957 * 8.4788829 * 1113.0866 *
*   151446 *        0 *    151446 * 2.9372425 * 767.40125 *
*   152365 *        0 *    152365 * 6.8851552 * 1309.7822 *
*   152514 *        0 *    152514 * 7.1042809 * 1272.9811 *
*   153690 *        0 *    153690 *  4.015583 * 1145.9028 *
*   154676 *        0 *    154676 * 2.9885805 * 754.33821 *
*   157450 *        0 *    157450 * 10.573130 * 1700.2183 *
*   157724 *        0 *    157724 * 6.8792466 * 546.07076 *
*   159339 *        0 *    159339 * 6.0721186 * 889.58557 *
*   160128 *        0 *    160128 * 4.1365253 * 1064.5750 *
*   160727 *        0 *    160727 * 8.6680854 * 914.31408 *
*   161263 *        0 *    161263 * 3.9345416 * 733.84336 *
*   165361 *        0 *    165361 * 7.9142568 * 1171.0332 *
*   165521 *        0 *    165521 * 6.0203411 * 929.10601 *
*   166269 *        0 *    166269 * 12.284779 * 455.61432 *
*   168253 *        0 *    168253 * 12.893647 * 976.74566 *
*   168487 *        0 *    168487 * 7.3158444 * 919.31624 *
*   169367 *        0 *    169367 * 11.660895 * 734.56056 *
*   170334 *        0 *    170334 * 19.144688 * 1899.5845 *
*   171805 *        0 *    171805 * 24.088047 * 2028.5955 *
*   172037 *        0 *    172037 * 16.825831 * 961.60902 *
*   173031 *        0 *    173031 * 12.224491 * 1353.1868 *
*   173789 *        0 *    173789 * 6.3559151 * 710.77535 *
*   175754 *        0 *    175754 * 15.834301 * 794.46691 *
*   177620 *        0 *    177620 * 12.502870 * 1305.9218 *
*   177706 *        0 *    177706 * 10.368295 * 471.01375 *
*   179805 *        0 *    179805 * 3.1458517 * 880.60415 *
*   180028 *        0 *    180028 * 10.853870 * 1415.9710 *
*   180133 *        0 *    180133 * 3.5882786 * 729.91560 *
*   183437 *        1 *    183437 * 3.6053003 * 755.10018 *
*   186495 *        0 *    186495 * 9.5388015 * 393.23442 *
*   186863 *        0 *    186863 * 16.803524 * 1226.6507 *
*   187171 *        0 *    187171 * 9.8359456 * 1373.3684 *
*   187318 *        0 *    187318 * 12.237100 * 1161.4266 *
*   187463 *        1 *    187463 * 4.8298601 * 913.44364 *
*   189598 *        0 *    189598 * 5.7978611 * 733.58101 *
*   189879 *        0 *    189879 * 4.8738797 * 565.18907 *
*   192320 *        1 *    192320 * 3.9785397 * 572.57234 *
*   193709 *        0 *    193709 * 18.322642 * 1300.7120 *
*   193863 *        3 *    193863 * 4.7685025 * 687.62802 *
*   195958 *        0 *    195958 * 3.9253564 * 442.79967 *
***********************************************************
