***********************************************************
*    Row   * Instance *   EventId * cpS1sTotB * cpS2sTotB *
***********************************************************
*      122 *        0 *       122 * 10.719055 * 1409.4399 *
*      257 *        0 *       257 * 9.0601253 * 597.27141 *
*      452 *        0 *       452 * 12.282820 * 1032.2882 *
*      553 *        0 *       553 * 9.8408652 * 1187.5751 *
*      622 *        0 *       622 * 17.638817 * 1798.3117 *
*      695 *        0 *       695 * 11.239931 * 1493.0640 *
*      847 *        0 *       847 * 20.958904 * 1829.0215 *
*      953 *        0 *       953 * 4.2442441 * 552.55577 *
*     1013 *        0 *      1013 * 19.703549 * 2198.6353 *
*     1294 *        0 *      1294 * 19.347133 * 1695.2814 *
*     1300 *        0 *      1300 * 20.849519 * 2066.5983 *
*     2097 *        0 *      2097 * 21.165660 * 1371.2151 *
*     2384 *        0 *      2384 * 17.422552 * 1693.7919 *
*     2653 *        0 *      2653 * 21.529737 * 1854.4200 *
*     2793 *        0 *      2793 * 28.006115 * 1941.1885 *
*     2931 *        0 *      2931 * 13.367393 * 1355.1550 *
*     2967 *        0 *      2967 * 7.8828477 * 613.43036 *
*     2998 *        0 *      2998 * 29.832856 * 1804.4791 *
*     3108 *        0 *      3108 * 98.601793 * 5069.5024 *
*     3129 *        0 *      3129 * 26.706337 * 2221.9892 *
*     3352 *        0 *      3352 * 5.3378383 * 704.86469 *
*     3501 *        0 *      3501 * 14.212383 * 1807.6233 *
*     3684 *        0 *      3684 * 11.269118 * 1858.4450 *
*     3771 *        0 *      3771 * 24.053232 * 1604.4302 *
*     3794 *        0 *      3794 * 16.489807 * 1666.2374 *
*     3838 *        0 *      3838 * 10.804552 * 1719.9270 *
*     3953 *        0 *      3953 * 18.374791 * 3065.4238 *
*     4004 *        0 *      4004 * 12.014223 * 923.89380 *
*     4045 *        0 *      4045 * 15.988158 * 1673.5427 *
*     4063 *        0 *      4063 * 7.6039546 * 1010.2347 *
*     4112 *        0 *      4112 * 73.528310 * 3908.2184 *
*     4497 *        0 *      4497 * 4.9365951 * 595.95757 *
*     4780 *        0 *      4780 * 25.969171 * 2126.8035 *
*     4805 *        0 *      4805 * 1609.4863 * 141556.37 *
*     4877 *        0 *      4877 * 8.2384115 * 1513.9025 *
*     5484 *        0 *      5484 * 11.834163 * 1152.0583 *
*     5941 *        0 *      5941 * 17.646760 * 1829.3844 *
*     5977 *        0 *      5977 * 6.1939868 * 574.41313 *
*     6008 *        0 *      6008 * 7.5133803 * 541.28499 *
*     6143 *        0 *      6143 * 18.911449 * 2390.3611 *
*     6178 *        0 *      6178 * 661.53740 * 78158.302 *
*     6287 *        0 *      6287 * 15.209595 * 929.75946 *
*     6433 *        0 *      6433 * 6.9493246 * 1090.1031 *
*     6622 *        0 *      6622 * 14.612474 * 1772.8507 *
*     6699 *        0 *      6699 * 29.169931 * 1929.6717 *
*     6794 *        0 *      6794 * 5.8077353 * 648.31399 *
*     6819 *        0 *      6819 * 15.856442 * 1748.1962 *
*     6850 *        0 *      6850 * 8.2649647 * 1098.8026 *
*     6870 *        0 *      6870 * 8.6115278 * 2017.9343 *
*     6896 *        0 *      6896 * 25.328018 * 1954.4849 *
*     6987 *        0 *      6987 * 8.9504923 * 1438.1733 *
*     7162 *        0 *      7162 * 848.71701 *  127697.4 *
*     7680 *        0 *      7680 * 14.331054 * 1652.2858 *
*     7845 *        0 *      7845 * 53.219432 * 3222.2415 *
*     7894 *        0 *      7894 * 30.220316 * 2436.3428 *
*     7920 *        0 *      7920 * 11.336006 * 1920.7087 *
*     7956 *        0 *      7956 * 504.66920 * 52417.481 *
*     7959 *        0 *      7959 * 25.865603 * 2634.2619 *
*     8132 *        0 *      8132 * 16.207261 * 1738.1961 *
*     8281 *        0 *      8281 * 22.442089 * 1635.2604 *
*     8449 *        0 *      8449 * 20.115329 * 2210.1575 *
*     8596 *        0 *      8596 * 77.919119 * 3093.3613 *
*     8730 *        0 *      8730 * 8.8075239 * 1542.0511 *
*     8743 *        0 *      8743 * 14.012401 * 497.27340 *
*     8788 *        0 *      8788 * 29.043327 * 2552.2001 *
*     8852 *        0 *      8852 * 10.387847 * 1500.5601 *
*     8860 *        0 *      8860 * 1422.8183 * 151443.48 *
*     8888 *        0 *      8888 * 6.7455436 * 911.74673 *
*     9095 *        0 *      9095 * 104.70143 * 4968.8134 *
*     9160 *        0 *      9160 * 2885.5355 * 149041.11 *
*     9229 *        0 *      9229 * 12.711121 * 1102.5062 *
*     9285 *        0 *      9285 * 22.682145 * 1898.1180 *
*    10823 *        0 *     10823 * 16.508981 * 1002.5463 *
*    11076 *        0 *     11076 * 683.18554 * 108743.48 *
***********************************************************
