***********************************************************
*    Row   * Instance *   EventId * cpS1sTotB * cpS2sTotB *
***********************************************************
*       85 *        0 *        85 * 4.8461779 * 855.77139 *
*      162 *        0 *       162 * 4.1658519 * 449.97488 *
*      234 *        0 *       234 * 22.437894 * 1349.5369 *
*      394 *        0 *       394 * 33.775893 * 830.95898 *
*      437 *        0 *       437 * 5.8742144 * 701.40816 *
*      745 *        0 *       745 * 13.963002 * 1965.4459 *
*      814 *        0 *       814 * 10.625514 * 1396.7057 *
*      845 *        0 *       845 * 19.069695 * 764.83440 *
*      873 *        0 *       873 * 14.753062 * 1640.1254 *
*      985 *        0 *       985 * 8.9643853 * 1421.1680 *
*     1082 *        0 *      1082 * 3.2701199 * 954.19927 *
*     1178 *        0 *      1178 * 6.8503405 * 1335.5406 *
*     1363 *        0 *      1363 * 19.060287 * 1828.8103 *
*     1484 *        0 *      1484 * 25.416018 * 1651.6049 *
*     1637 *        0 *      1637 * 12.043770 * 944.73285 *
*     1837 *        0 *      1837 * 13.213621 * 1860.3237 *
*     1850 *        0 *      1850 * 24.532803 * 1855.0195 *
*     1901 *        0 *      1901 * 8.1765105 * 1813.5341 *
*     2265 *        0 *      2265 * 4.1210321 * 1487.0512 *
*     2423 *        0 *      2423 * 13.188747 * 1515.4132 *
*     2466 *        0 *      2466 * 9.0953685 * 1078.9433 *
*     2913 *        0 *      2913 * 29.980409 * 1708.6925 *
*     3021 *        0 *      3021 * 30.996107 * 2255.9557 *
*     3075 *        0 *      3075 * 11.857540 * 1194.1756 *
*     3434 *        0 *      3434 * 7.3287766 * 1076.0462 *
*     3708 *        0 *      3708 * 8.9848117 * 825.98933 *
*     3936 *        0 *      3936 * 10.228341 * 1107.1312 *
*     4500 *        0 *      4500 * 21.001778 * 2056.4957 *
*     4530 *        0 *      4530 * 9.4394918 * 1570.9613 *
*     4843 *        0 *      4843 * 18.899734 * 1338.7273 *
*     4887 *        0 *      4887 * 1.8324427 * 454.10734 *
*     4905 *        0 *      4905 * 20.553219 * 1964.7972 *
*     5103 *        0 *      5103 * 9.5747706 * 1366.9526 *
*     5129 *        0 *      5129 * 20.129757 * 1438.0998 *
*     6189 *        0 *      6189 * 18.136183 * 1852.3856 *
*     6405 *        0 *      6405 * 25.861722 * 2464.8454 *
*     6519 *        0 *      6519 * 2.8322795 * 446.36880 *
*     6996 *        0 *      6996 * 21.149935 *  2223.728 *
*     7153 *        0 *      7153 * 7.4707716 * 1001.4842 *
*     7311 *        0 *      7311 * 23.925021 * 2515.8481 *
*     7416 *        0 *      7416 * 3.7658521 * 528.32023 *
*     7463 *        0 *      7463 * 17.488649 * 1615.5370 *
*     7934 *        0 *      7934 * 13.705801 * 1326.9521 *
*     8058 *        0 *      8058 * 18.993188 * 1800.0783 *
*     8132 *        0 *      8132 * 13.081271 * 959.48426 *
*     8326 *        0 *      8326 * 32.729594 * 351.63845 *
*     8417 *        0 *      8417 * 7.9481092 * 766.95061 *
*     8441 *        0 *      8441 * 8.6731422 * 644.31151 *
*     8444 *        0 *      8444 * 3.8656892 * 428.63781 *
*     8685 *        0 *      8685 * 32.398434 * 2663.5370 *
*     9908 *        0 *      9908 * 14.727888 * 1559.6784 *
*     9925 *        0 *      9925 * 11.883835 * 1073.2488 *
*    11165 *        0 *     11165 * 23.871421 * 1941.8326 *
*    11285 *        0 *     11285 * 10.723122 * 1228.8924 *
*    11383 *        0 *     11383 * 11.934233 * 1156.5181 *
*    11570 *        0 *     11570 * 27.524611 * 2475.4140 *
*    11792 *        0 *     11792 * 10.782039 * 1763.7652 *
*    12160 *        0 *     12160 * 25.282994 * 1986.6946 *
*    12318 *        0 *     12318 *  6.363498 * 515.33063 *
*    12332 *        0 *     12332 * 17.089692 * 1976.2305 *
*    12903 *        0 *     12903 * 4.0573861 * 549.88761 *
*    13054 *        0 *     13054 * 13.214353 * 1764.3055 *
*    13364 *        0 *     13364 * 8.6070465 * 1060.5405 *
*    13781 *        0 *     13781 * 39.599292 * 2456.3546 *
*    13797 *        0 *     13797 * 4.0222344 * 292.38258 *
*    13882 *        0 *     13882 * 12.248366 * 1389.6141 *
*    14770 *        0 *     14770 * 25.342395 * 2611.2648 *
*    14820 *        0 *     14820 * 6.0100704 * 394.34122 *
*    15196 *        0 *     15196 * 8.4621912 * 1726.4115 *
*    15473 *        0 *     15473 * 5.3362573 * 944.34053 *
*    15725 *        0 *     15725 * 8.9374927 * 1314.0663 *
*    15801 *        0 *     15801 * 25.753748 * 1769.9051 *
*    16939 *        0 *     16939 * 21.509682 * 2110.9604 *
*    17123 *        0 *     17123 * 15.697789 * 1257.8259 *
*    17450 *        0 *     17450 * 25.394326 * 995.07497 *
*    17607 *        0 *     17607 * 5.2506754 * 1190.7301 *
*    18435 *        0 *     18435 * 15.813997 * 1409.6040 *
*    18458 *        0 *     18458 * 6.9532546 * 1046.0268 *
*    18873 *        0 *     18873 * 32.283883 * 2352.9653 *
*    18878 *        0 *     18878 * 37.293973 * 3020.1458 *
*    19021 *        0 *     19021 * 7.3220318 * 178.13817 *
*    19422 *        0 *     19422 * 12.101293 * 1305.4021 *
*    19946 *        0 *     19946 * 8.7939676 * 1996.3999 *
*    20375 *        0 *     20375 * 16.128781 * 1852.7529 *
*    20476 *        0 *     20476 * 4.1354049 * 179.76675 *
*    20813 *        0 *     20813 * 9.8832937 * 1560.1621 *
*    20836 *        0 *     20836 * 15.197646 * 1920.1112 *
*    21010 *        0 *     21010 * 3.0790826 * 1572.9818 *
*    21320 *        0 *     21320 * 10.983593 * 1394.5345 *
*    21756 *        0 *     21756 * 18.415246 * 2253.4605 *
*    21772 *        0 *     21772 * 16.452328 * 2020.9959 *
*    22271 *        0 *     22271 * 11.098216 * 797.93392 *
*    22638 *        0 *     22638 * 6.5433316 * 699.33538 *
*    22788 *        0 *     22788 * 6.3962845 * 1282.4865 *
*    23659 *        0 *     23659 * 18.678239 * 2027.4028 *
*    23859 *        0 *     23859 * 11.313495 * 1986.9124 *
*    24285 *        0 *     24285 * 3.6059756 * 1114.6086 *
*    24504 *        0 *     24504 * 6.0023592 * 265.04402 *
*    24756 *        0 *     24756 * 9.2041984 * 1062.0984 *
*    24871 *        0 *     24871 * 25.170127 * 2213.1678 *
*    24910 *        0 *     24910 * 39.563087 * 2792.8548 *
*    24998 *        0 *     24998 * 5.5722735 * 903.31531 *
*    25073 *        0 *     25073 * 11.923503 * 1237.2281 *
*    25187 *        0 *     25187 * 13.212050 * 2003.1829 *
*    25333 *        0 *     25333 * 13.693081 * 2053.5627 *
*    25367 *        0 *     25367 * 13.066455 * 1493.1241 *
*    25463 *        0 *     25463 * 22.400878 * 2235.7789 *
*    25547 *        0 *     25547 * 26.533564 * 1721.3574 *
*    25593 *        0 *     25593 * 18.454083 * 1684.4048 *
*    25826 *        0 *     25826 * 17.798769 * 1660.4695 *
*    26241 *        0 *     26241 * 10.311539 * 1145.5713 *
*    26547 *        0 *     26547 * 3.5460756 * 340.50398 *
*    26599 *        0 *     26599 * 19.677701 * 1720.2771 *
*    26785 *        0 *     26785 * 28.295185 * 1999.8321 *
*    26937 *        0 *     26937 * 6.2777128 * 695.57902 *
*    27570 *        0 *     27570 * 10.199103 * 2196.2831 *
