************************************************
*    Row   *   EventId * cpS1sTotB * cpS2sTotB *
************************************************
*       61 *        61 * 13.054245 * 1334.2258 *
*       75 *        75 * 19.359268 * 1385.8251 *
*      104 *       104 * 4.1812632 * 56.472835 *
*      117 *       117 * 2.0067030 * 1210.8453 *
*      252 *       252 * 19.630975 * 477.27950 *
*      255 *       255 * 29.484192 * 1934.7004 *
*      352 *       352 * 10.269327 * 1611.4717 *
*      357 *       357 * 28.534116 * 2406.3074 *
*      426 *       426 * 9.3911952 * 1389.1883 *
*      628 *       628 * 5.5314901 * 198.31113 *
*      699 *       699 * 25.517053 * 3425.5930 *
*      760 *       760 * 18.782384 * 1434.6192 *
*      837 *       837 * 6.0369847 * 643.93359 *
*      946 *       946 * 26.772918 * 2830.1425 *
*      950 *       950 * 13.309947 * 3865.3439 *
*     1018 *      1018 * 3.1687825 * 1176.4592 *
*     1332 *      1332 * 13.752604 * 1375.5262 *
*     1429 *      1429 * 23.265392 * 1744.2338 *
*     1509 *      1509 * 5.7502772 * 1204.0376 *
*     1524 *      1524 * 10.012583 * 1043.8936 *
*     1533 *      1533 * 21.607515 * 1991.5304 *
*     1587 *      1587 * 32.006973 * 2644.9665 *
*     1616 *      1616 * 5.9557574 * 1016.6336 *
*     1669 *      1669 * 5.4887717 * 1207.5506 *
*     1695 *      1695 * 16.592755 * 1319.8472 *
*     1717 *      1717 * 11.369753 * 1594.3807 *
*     1748 *      1748 * 32.526153 * 1808.1524 *
*     1901 *      1901 * 35.910958 *  1464.627 *
*     1903 *      1903 * 5.5907638 * 747.43310 *
*     1991 *      1991 * 8.8904794 * 617.97332 *
*     2159 *      2159 * 8.3445005 * 607.43880 *
*     2199 *      2199 * 8.7691497 * 842.07583 *
*     2259 *      2259 * 2.5394144 * 1708.1728 *
*     2547 *      2547 * 17.320915 * 2421.9152 *
*     2572 *      2572 * 4.0379739 * 1255.2308 *
*     2589 *      2589 * 11.625293 * 1670.7607 *
*     2604 *      2604 * 2.3466151 * 1946.0209 *
*     2698 *      2698 * 2.4660963 * 488.28248 *
*     2722 *      2722 * 15.399722 * 1799.9808 *
*     2797 *      2797 * 38.418536 * 1949.7570 *
*     2823 *      2823 * 14.185455 * 2195.7086 *
*     2879 *      2879 *   4.74983 * 1321.0470 *
*     3129 *      3129 * 23.610193 * 1851.4670 *
*     3243 *      3243 * 28.999249 * 2791.8273 *
*     3286 *      3286 * 18.144475 * 1518.6477 *
*     3460 *      3460 * 7.6344699 * 1139.1949 *
*     3508 *      3508 * 30.966830 * 2289.0659 *
*     3518 *      3518 * 3.9628578 * 212.55407 *
*     3557 *      3557 * 12.010564 * 1424.0497 *
*     3712 *      3712 * 3.5554749 * 494.99616 *
*     3730 *      3730 * 10.753155 * 1230.2073 *
*     3749 *      3749 * 7.5511683 * 907.05744 *
*     3819 *      3819 * 21.898771 * 1926.0800 *
*     3827 *      3827 * 26.730977 * 1817.9814 *
*     4223 *      4223 * 9.8810103 * 1612.5260 *
*     4433 *      4433 * 35.477362 * 3222.3742 *
*     4441 *      4441 * 18.104999 * 2680.0804 *
*     4450 *      4450 * 8.6344519 * 798.03766 *
*     4502 *      4502 * 3.9036694 * 428.01010 *
*     4565 *      4565 * 7.2253057 * 1812.5978 *
*     4687 *      4687 * 5.7841612 * 699.42064 *
*     4729 *      4729 * 2.6080539 * 970.93036 *
*     4929 *      4929 * 11.267238 * 2031.2008 *
*     5024 *      5024 * 5.9373769 * 490.88082 *
*     5082 *      5082 * 4.2176879 * 327.22231 *
*     5271 *      5271 * 16.689806 * 1219.5154 *
*     5289 *      5289 * 6.9081504 * 1110.6434 *
*     5324 *      5324 * 3.4234214 * 817.52792 *
*     5419 *      5419 * 3.6649198 * 581.26507 *
*     5445 *      5445 * 15.016822 * 1914.2280 *
*     5452 *      5452 * 38.744422 * 2400.2852 *
*     5462 *      5462 * 25.846882 * 2533.4646 *
*     5596 *      5596 * 15.561299 * 1711.9208 *
*     5673 *      5673 * 26.263207 * 2082.5549 *
*     6168 *      6168 * 11.967105 * 2596.4864 *
*     6296 *      6296 * 4.6060375 * 1069.2554 *
*     6325 *      6325 * 19.719042 * 1624.0973 *
*     6388 *      6388 * 23.458537 * 1642.2057 *
*     6579 *      6579 * 4.9540012 * 907.79588 *
*     6695 *      6695 *  10.18449 * 1941.9355 *
*     6852 *      6852 * 16.504146 * 1779.4489 *
*     6926 *      6926 * 14.824275 * 1907.5157 *
*     6948 *      6948 * 7.6856615 * 791.10369 *
*     7014 *      7014 * 14.281146 * 1371.1666 *
*     7051 *      7051 * 4.9540147 * 895.40239 *
*     7098 *      7098 * 9.8450440 * 1131.1021 *
*     7202 *      7202 * 12.397989 * 1530.9363 *
*     7331 *      7331 * 7.8880028 * 1053.3803 *
*     7430 *      7430 * 10.614399 * 624.16745 *
*     7476 *      7476 * 5.9816134 * 1225.6141 *
*     7773 *      7773 * 19.272182 * 1733.8394 *
*     7805 *      7805 * 11.540103 * 1141.7080 *
*     7847 *      7847 * 11.284923 * 510.69042 *
*     7899 *      7899 * 9.3338249 * 1129.6080 *
*     7902 *      7902 * 5.6181034 * 1048.1800 *
*     7931 *      7931 * 11.815064 * 1989.6998 *
*     8213 *      8213 * 10.698637 * 238.19873 *
*     8273 *      8273 * 30.562821 * 2583.4481 *
*     8280 *      8280 * 6.4008047 * 673.72010 *
*     8302 *      8302 * 7.2922745 * 1569.0523 *
*     8366 *      8366 * 10.526768 * 674.94150 *
*     8651 *      8651 * 5.3287777 * 3402.8230 *
*     8690 *      8690 * 13.889595 * 1021.7997 *
*     8738 *      8738 * 24.626493 * 1501.0863 *
*     8840 *      8840 * 37.590183 * 3025.6742 *
*     8945 *      8945 * 2.2515667 * 1070.4749 *
*     9090 *      9090 * 5.3390548 * 307.87865 *
*     9186 *      9186 * 10.315463 * 1172.4190 *
*     9278 *      9278 * 7.0866867 * 229.68436 *
*     9379 *      9379 * 16.539171 * 1273.5399 *
*     9430 *      9430 * 12.485343 * 962.32654 *
*     9449 *      9449 * 8.6467729 * 1766.8258 *
*     9599 *      9599 * 12.254956 * 434.37893 *
*     9616 *      9616 * 18.653839 * 2475.7357 *
*     9620 *      9620 * 24.745907 * 1309.0577 *
*     9630 *      9630 * 14.040267 * 1488.1621 *
*     9643 *      9643 * 11.772302 * 506.58768 *
*     9848 *      9848 * 20.608282 * 2175.7056 *
*     9850 *      9850 * 29.918544 * 459.61766 *
*     9924 *      9924 * 12.405774 * 1216.0641 *
*    10003 *     10003 * 3.3450651 * 414.98878 *
*    10136 *     10136 * 12.026968 * 1772.0098 *
*    10314 *     10314 * 16.997364 * 1306.3038 *
*    10539 *     10539 * 7.3271075 * 633.54041 *
*    10751 *     10751 * 2.4662405 * 595.74174 *
