************************************************
*    Row   *   EventId * cpS1sTotB * cpS2sTotB *
*     3811 *      3811 * 4.7085888 * 390.26881 *
*     3967 *      3967 * 26.126944 * 3171.5505 *
*     3996 *      3996 * 17.336765 * 1391.5777 *
*     4062 *      4062 * 7.5067732 * 904.83721 *
*     4071 *      4071 * 9.2838409 * 1574.0209 *
*     4400 *      4400 * 33.478919 * 2335.2980 *
*     4408 *      4408 * 20.781915 * 2217.6037 *
*     4424 *      4424 * 14.504846 * 692.33890 *
*     4429 *      4429 * 1.9534199 * 358.32403 *
*     4451 *      4451 * 6.7805548 * 398.70625 *
*     4497 *      4497 * 25.920648 * 958.86995 *
*     4526 *      4526 * 9.1228359 * 267.34665 *
*     4536 *      4536 * 4.9616286 * 760.66146 *
*     4551 *      4551 * 6.3383126 * 1510.9552 *
*     4610 *      4610 * 20.446613 * 630.04987 *
*     4637 *      4637 * 7.6125009 * 1239.0695 *
*     4650 *      4650 * 3.5456243 * 539.99161 *
*     4675 *      4675 * 16.245969 * 1448.3649 *
*     4936 *      4936 * 13.615856 * 1036.7278 *
*     4946 *      4946 * 39.326322 * 2744.9507 *
*     5074 *      5074 * 3.8446903 *  1419.492 *
*     5106 *      5106 * 18.623316 * 1424.2418 *
*     5222 *      5222 * 18.212846 * 1573.6675 *
*     5227 *      5227 * 15.927916 * 2017.1304 *
*     5305 *      5305 * 39.505616 * 3226.3130 *
*     5357 *      5357 * 39.218817 * 2876.6694 *
*     5431 *      5431 * 8.7464379 * 1403.0148 *
*     5578 *      5578 * 9.5035795 * 2531.7847 *
*     5590 *      5590 * 22.853795 * 2166.3686 *
*     5632 *      5632 * 9.9096338 * 1890.7891 *
*     5740 *      5740 * 35.301831 * 3453.3615 *
*     5773 *      5773 * 11.212790 * 3262.0622 *
*     5811 *      5811 * 14.753722 * 1492.4232 *
*     5835 *      5835 * 3.8874083 * 387.42933 *
*     5875 *      5875 * 29.091840 * 3384.6121 *
*     5960 *      5960 * 7.0410028 * 563.17559 *
*     5979 *      5979 * 28.135158 * 2206.3876 *
*     6016 *      6016 * 13.407311 * 1388.8671 *
*     6132 *      6132 * 14.831414 * 3606.9249 *
*     6226 *      6226 * 6.8582890 * 142.95013 *
*     6252 *      6252 * 6.7417914 * 1758.0676 *
*     6334 *      6334 * 31.168326 * 2357.6471 *
*     6355 *      6355 * 36.873162 * 1712.7492 *
*     6534 *      6534 * 19.140349 * 1522.0831 *
*     6538 *      6538 * 16.376217 * 1738.6653 *
*     6641 *      6641 * 3.7201377 * 216.87183 *
*     6647 *      6647 * 10.095821 * 2775.5552 *
*     6929 *      6929 * 19.167978 * 3237.1219 *
*     6955 *      6955 * 12.292150 * 1396.6026 *
*     7168 *      7168 * 30.327123 * 1869.0650 *
*     7197 *      7197 * 26.069806 * 1458.0726 *
*     7209 *      7209 * 14.517732 * 2003.9226 *
*     7275 *      7275 * 7.9070681 * 522.29314 *
*     7310 *      7310 * 3.3005128 * 502.92712 *
*     7355 *      7355 * 3.5253857 * 845.02225 *
*     7376 *      7376 * 13.069377 * 616.06144 *
*     7476 *      7476 * 2.3128245 * 806.84820 *
*     7530 *      7530 * 6.9032683 * 782.41164 *
*     7584 *      7584 * 6.9553046 * 1342.1335 *
*     7674 *      7674 * 5.5710730 * 648.92564 *
*     7711 *      7711 * 15.575607 * 1408.5152 *
*     7841 *      7841 * 1.8323423 * 3646.5794 *
*     7851 *      7851 * 16.050089 * 2124.2636 *
*     7912 *      7912 * 21.348989 * 2652.5963 *
*     7919 *      7919 * 38.489943 * 3700.9755 *
*     8027 *      8027 * 4.0436135 * 454.08176 *
*     8083 *      8083 * 15.496411 * 1804.3097 *
*     8125 *      8125 * 10.302605 * 1659.4910 *
*     8197 *      8197 * 26.324627 * 2306.5179 *
*     8377 *      8377 * 2.5682798 * 2013.5431 *
*     8467 *      8467 * 20.060881 * 1737.6273 *
*     8506 *      8506 * 14.096676 * 1390.3796 *
*     8510 *      8510 * 7.7611786 * 1771.6721 *
*     8526 *      8526 * 15.259818 * 1716.3137 *
*     8609 *      8609 * 30.088976 * 2020.6740 *
*     8708 *      8708 * 8.8462508 * 1728.3086 *
*     8715 *      8715 * 17.803944 * 3191.5997 *
*     8758 *      8758 * 10.022661 * 766.92975 *
*     8793 *      8793 * 4.6589020 * 358.76934 *
*     8814 *      8814 * 2.4485653 * 976.34743 *
*     8822 *      8822 * 10.047710 * 794.29218 *
*     8828 *      8828 * 14.617326 * 1551.5077 *
*     8835 *      8835 * 24.054042 * 3950.1171 *
*     8850 *      8850 * 6.6846710 * 1594.2032 *
*     8937 *      8937 * 11.466750 * 1147.3172 *
*     9021 *      9021 * 12.301005 * 1690.7451 *
*     9035 *      9035 * 37.287415 * 2370.2891 *
*     9139 *      9139 * 6.7007710 * 1146.8782 *
*     9462 *      9462 * 18.169677 * 1019.3691 *
*     9582 *      9582 * 19.118275 *  1318.401 *
*     9675 *      9675 * 29.463475 * 2168.4409 *
*     9954 *      9954 * 17.780271 * 2366.6281 *
*     9980 *      9980 * 3.6247644 * 739.81246 *
*     9985 *      9985 * 5.2408482 * 603.49371 *
*    10022 *     10022 * 14.444488 * 1475.7065 *
*    10033 *     10033 * 13.767979 * 1218.7947 *
*    10065 *     10065 * 7.0738135 * 1923.1006 *
*    10086 *     10086 * 5.5678684 * 1423.4771 *
*    10438 *     10438 * 9.0122597 * 3282.9063 *
*    10442 *     10442 * 18.947811 * 1595.3816 *
*    10443 *     10443 * 34.474913 * 2507.2044 *
*    10593 *     10593 * 3.7043373 * 224.74096 *
*    10610 *     10610 * 16.388797 * 802.07997 *
*    10626 *     10626 * 1.5487537 * 2419.9018 *
*    10679 *     10679 * 3.0422435 * 950.05156 *
*    10701 *     10701 * 6.8469579 * 407.80418 *
*    10931 *     10931 * 13.858998 * 537.18741 *
*    10939 *     10939 * 8.1464402 * 844.15169 *
*    11032 *     11032 * 31.689632 * 1192.7593 *
*    11241 *     11241 * 18.077705 * 1595.0522 *
*    11310 *     11310 * 7.4319687 * 991.79034 *
*    11365 *     11365 * 16.543594 * 2656.9501 *
*    11472 *     11472 * 2.4810412 * 1006.2557 *
*    11490 *     11490 * 30.228213 * 1855.8565 *
*    11583 *     11583 * 31.364494 * 2403.3725 *
*    11649 *     11649 * 7.2227949 * 2882.6520 *
*    11665 *     11665 * 1.6922936 * 1493.5267 *
*    11674 *     11674 * 7.5214267 * 768.89997 *
*    11731 *     11731 * 3.7267829 * 535.90166 *
*    11827 *     11827 * 2.1209643 * 993.31401 *
*    11929 *     11929 * 13.034316 * 3320.1714 *
*    12038 *     12038 * 12.520589 * 808.86416 *
*    12216 *     12216 * 8.9530487 * 1129.4451 *
*    12299 *     12299 * 33.928339 * 2068.5002 *
*    12336 *     12336 * 3.2120539 * 725.95830 *
*    12517 *     12517 * 6.2614294 * 361.45859 *
*    12588 *     12588 * 23.131625 * 2315.9043 *
*    12628 *     12628 * 8.2783742 * 628.70104 *
*    12639 *     12639 * 2.3538573 * 203.69617 *
*    12679 *     12679 * 15.302417 * 1001.5927 *
*    12683 *     12683 * 5.8843285 * 3268.3362 *
*    12762 *     12762 * 27.083415 * 1493.6424 *
*    12906 *     12906 * 1.9399670 * 886.90256 *
*    12943 *     12943 * 23.572233 * 1996.8192 *
*    12977 *     12977 * 26.699184 * 2308.6295 *
*    13110 *     13110 * 29.203052 * 2679.1027 *
*    13118 *     13118 * 22.354451 * 2467.8076 *
*    13121 *     13121 * 16.374790 * 1685.5541 *
*    13250 *     13250 * 14.267183 * 1468.3835 *
*    13320 *     13320 * 19.831743 * 677.05474 *
*    13410 *     13410 * 8.6202147 * 793.05267 *
*    13434 *     13434 * 5.9140785 * 805.30849 *
*    13467 *     13467 * 11.114491 * 2391.1553 *
*    13594 *     13594 * 31.224301 * 1649.9765 *
*    13749 *     13749 * 18.923553 * 2680.5944 *
*    13820 *     13820 * 19.321952 * 1765.0555 *
*    14000 *     14000 * 22.552350 * 2554.9573 *
*    14069 *     14069 * 8.5281106 * 435.57203 *
*    14077 *     14077 * 12.689295 * 903.65675 *
*    14119 *     14119 * 39.402883 * 2726.3951 *
*    14134 *     14134 * 18.309257 * 1527.3011 *
*    14185 *     14185 * 8.7343576 * 1607.9992 *
*    14341 *     14341 * 11.515091 * 702.58317 *
*    14369 *     14369 * 5.8501133 * 883.37080 *
*    14386 *     14386 * 37.821979 * 643.06536 *
*    14394 *     14394 * 11.071123 * 128.22728 *
*    14646 *     14646 * 9.5069373 * 1428.8432 *
*    14687 *     14687 * 18.037367 * 1532.1580 *
*    14818 *     14818 * 12.863852 * 881.36615 *
*    14842 *     14842 * 18.792088 * 1619.3450 *
*    15115 *     15115 * 9.9763740 * 369.24274 *
*    15216 *     15216 * 9.3345218 * 474.25360 *
*    15629 *     15629 * 7.7507658 * 997.19560 *
*    15635 *     15635 * 16.555266 * 1749.7350 *
*    15693 *     15693 * 5.4581183 * 973.74817 *
*    15800 *     15800 * 14.136335 * 1229.4240 *
*    15839 *     15839 * 11.794158 * 904.99725 *
*    15872 *     15872 * 7.3916037 * 353.01526 *
*    15948 *     15948 * 5.2923849 * 771.25321 *
*    16042 *     16042 * 9.2992078 * 1751.1653 *
*    16085 *     16085 * 19.876297 * 2643.1600 *
*    16217 *     16217 * 15.706132 * 3128.4859 *
*    16399 *     16399 * 8.0565523 * 965.04021 *
*    16431 *     16431 * 6.8153268 * 767.94616 *
*    16570 *     16570 * 15.743299 * 3202.0060 *
*    16574 *     16574 * 12.696959 * 1743.8396 *
*    16648 *     16648 * 31.191796 *  2672.873 *
*    16788 *     16788 * 19.940526 * 2072.1546 *
*    16792 *     16792 * 6.5549552 * 1100.4093 *
*    17065 *     17065 * 2.8743213 * 517.68585 *
*    17128 *     17128 * 21.068982 * 1766.7034 *
*    17209 *     17209 * 19.157124 * 1950.6818 *
*    17314 *     17314 * 1.9878214 * 579.14870 *
*    17366 *     17366 * 2.8113871 * 302.61243 *
*    17447 *     17447 * 8.1439681 * 1134.4022 *
*    17461 *     17461 * 8.2937300 * 2026.2308 *
*    17503 *     17503 * 4.9171461 * 1351.7275 *
*    17580 *     17580 * 3.7572564 * 511.98028 *
*    17583 *     17583 * 15.513801 * 1388.4829 *
*    17619 *     17619 * 11.233418 * 680.68805 *
*    17642 *     17642 * 35.545355 * 2155.0452 *
*    17700 *     17700 *  3.299189 * 535.91168 *
*    17764 *     17764 * 4.8086789 * 603.24094 *
*    17778 *     17778 * 17.627472 * 1868.8316 *
*    17804 *     17804 * 6.0645420 * 823.20133 *
*    17831 *     17831 * 3.5817624 * 645.96035 *
*    17886 *     17886 * 18.988112 * 3332.6871 *
*    17896 *     17896 * 9.5845687 * 2036.4448 *
*    18024 *     18024 * 32.413497 * 2238.4522 *
*    18055 *     18055 * 15.791701 * 1182.2528 *
*    18066 *     18066 * 21.449489 * 943.24412 *
*    18149 *     18149 * 14.909081 * 1454.3861 *
*    18194 *     18194 * 32.684913 * 2564.4268 *
*    18216 *     18216 * 1.8792475 * 715.66802 *
*    18311 *     18311 * 29.040932 * 3945.7527 *
*    18400 *     18400 * 2.3118722 * 900.47786 *
*    18564 *     18564 * 7.1441202 * 654.66301 *
*    18676 *     18676 * 22.551907 * 2451.9442 *
*    18717 *     18717 * 5.6490239 * 1682.1790 *
*    18916 *     18916 * 12.891904 * 1315.8403 *
*    19127 *     19127 * 12.714366 * 991.59770 *
*    19145 *     19145 * 31.036548 * 3149.0055 *
*    19188 *     19188 * 5.4588001 * 769.79077 *
*    19254 *     19254 * 8.0305666 * 896.67757 *
*    19336 *     19336 * 11.988494 * 1741.1127 *
*    19371 *     19371 * 17.571014 * 1994.8870 *
*    19440 *     19440 * 19.385850 * 3531.7078 *
*    19498 *     19498 * 4.3778895 * 387.79470 *
*    19623 *     19623 * 3.5593903 * 583.21314 *
*    19801 *     19801 * 4.9839102 * 845.01566 *
*    19912 *     19912 * 2.5848358 * 848.79384 *
*    20001 *     20001 * 7.3938293 * 411.58781 *
*    20025 *     20025 * 16.688632 * 1689.4090 *
*    20102 *     20102 * 11.094227 * 1091.3469 *
*    20316 *     20316 * 4.9368300 * 674.35266 *
*    20340 *     20340 * 4.8358048 * 564.88385 *
*    20348 *     20348 * 5.2497082 * 858.89506 *
*    20353 *     20353 * 22.009048 * 2232.5740 *
*    20373 *     20373 * 3.6763625 * 274.09211 *
*    20718 *     20718 * 17.338078 * 2159.6444 *
*    20728 *     20728 * 11.318340 * 2565.5441 *
*    20825 *     20825 * 8.5844510 * 399.20256 *
*    20907 *     20907 * 14.196306 * 1011.7354 *
*    20922 *     20922 * 7.7355271 * 1378.9458 *
*    20952 *     20952 * 2.0008683 * 2370.2476 *
*    21008 *     21008 * 14.354493 * 1376.9395 *
*    21062 *     21062 * 6.2698796 * 957.77095 *
*    21067 *     21067 * 13.035950 * 938.56611 *
*    21125 *     21125 * 4.4607470 * 670.05211 *
*    21400 *     21400 * 2.8176251 * 2326.8010 *
*    21525 *     21525 * 1.9637878 * 628.56496 *
*    21633 *     21633 * 4.6926320 * 846.38292 *
*    21646 *     21646 * 7.7042022 * 1499.1565 *
*    21879 *     21879 * 4.5186483 * 672.90315 *
*    22234 *     22234 * 8.1939204 * 547.57276 *
*    22279 *     22279 * 2.6891336 * 1222.7594 *
*    22325 *     22325 * 4.4314865 * 480.85720 *
*    22352 *     22352 * 8.7058077 * 1279.5559 *
*    22426 *     22426 * 8.6843995 * 964.57634 *
*    22446 *     22446 * 6.6037599 * 2087.5357 *
*    22495 *     22495 * 5.1250383 * 466.80388 *
*    22504 *     22504 * 34.310017 * 525.79665 *
*    22641 *     22641 * 12.207572 * 723.40136 *
*    22769 *     22769 * 3.1754256 * 629.21997 *
*    22830 *     22830 * 21.975744 * 1894.8238 *
*    22898 *     22898 * 5.1547977 * 925.20657 *
*    22927 *     22927 * 9.1193285 * 804.22014 *
*    23015 *     23015 * 6.5478559 * 1098.0723 *
*    23021 *     23021 * 7.1056690 * 1078.2378 *
*    23120 *     23120 * 7.0473319 * 1127.6381 *
*    23200 *     23200 * 9.3880863 * 2437.4468 *
*    23376 *     23376 * 17.689999 * 2155.1029 *
*    23415 *     23415 * 25.380323 * 3369.0441 *
*    23496 *     23496 * 11.567003 * 1476.1312 *
*    23539 *     23539 * 4.2199482 * 583.19790 *
*    23599 *     23599 * 13.657918 * 1670.6968 *
*    23623 *     23623 * 4.2686197 * 1048.9328 *
*    23645 *     23645 * 2.4152691 * 866.12985 *
*    23686 *     23686 * 36.506044 * 2390.1242 *
*    23818 *     23818 * 5.3334371 * 1643.6783 *
*    23844 *     23844 * 14.228215 * 1655.8858 *
*    23849 *     23849 * 27.317642 * 2350.4869 *
*    23858 *     23858 * 3.8537049 * 867.33604 *
*    23870 *     23870 * 30.603987 * 3208.3551 *
*    23985 *     23985 * 27.754250 * 1565.4780 *
*    23994 *     23994 * 12.215130 * 1320.7749 *
*    24003 *     24003 * 19.331961 * 1076.0441 *
*    24084 *     24084 * 1.3246309 * 614.23564 *
*    24125 *     24125 * 15.360995 * 1076.9684 *
*    24243 *     24243 * 2.2465429 * 526.69941 *
*    24608 *     24608 * 2.1279208 * 546.21273 *
*    24658 *     24658 * 38.853562 * 2998.8538 *
*    24758 *     24758 * 2.0955473 * 915.97854 *
*    24763 *     24763 * 4.5232601 * 597.76142 *
*    24796 *     24796 * 8.1731075 * 559.48243 *
*    24858 *     24858 * 7.7183483 * 403.52830 *
*    25078 *     25078 * 15.282980 * 1615.2728 *
*    25160 *     25160 * 1.7976065 * 1727.6997 *
*    25207 *     25207 * 8.8264916 * 1215.1345 *
*    25213 *     25213 * 23.945592 * 3568.1350 *
*    25267 *     25267 * 19.355025 * 1904.5864 *
*    25274 *     25274 * 11.025226 * 773.13487 *
*    25451 *     25451 * 11.339499 * 1024.3262 *
*    25595 *     25595 * 21.920584 * 3087.2123 *
*    25602 *     25602 * 22.396897 * 523.30274 *
*    25604 *     25604 * 9.7082676 * 1426.2389 *
*    25625 *     25625 * 20.544880 * 997.85033 *
*    25941 *     25941 * 10.529584 * 2830.5789 *
*    25983 *     25983 * 17.053058 * 1473.6100 *
*    26124 *     26124 * 17.544314 * 1121.3171 *
*    26190 *     26190 * 3.4036697 * 501.88888 *
*    26230 *     26230 * 28.046999 * 1490.2357 *
*    26298 *     26298 * 6.2017826 * 915.43694 *
*    26312 *     26312 * 3.8183874 * 3557.2593 *
*    26394 *     26394 * 5.2190497 * 1429.8569 *
*    26514 *     26514 * 14.068250 * 1822.4558 *
*    26780 *     26780 * 2.9298376 * 800.88998 *
*    26893 *     26893 * 11.454366 * 876.23174 *
*    27087 *     27087 * 9.2615720 * 1467.9456 *
*    27139 *     27139 * 17.837846 * 2327.4423 *
*    27154 *     27154 * 9.4599539 * 960.84484 *
*    27181 *     27181 * 20.649501 * 2056.2411 *
*    27192 *     27192 * 3.2403884 * 872.13337 *
*    27357 *     27357 * 3.3891304 * 1733.1950 *
*    27545 *     27545 * 7.5482880 * 606.10923 *
*    27597 *     27597 * 24.944278 * 2323.6545 *
*    27713 *     27713 * 11.345939 *  1987.833 *
*    27895 *     27895 * 1.2226623 * 415.72025 *
*    27898 *     27898 * 32.644594 * 3098.4980 *
*    27909 *     27909 * 26.423847 * 2064.7511 *
*    28028 *     28028 * 8.0945533 * 911.90267 *
*    28145 *     28145 * 21.891317 * 1621.5312 *
*    28163 *     28163 * 29.970021 * 1929.6161 *
*    28168 *     28168 * 8.1008466 * 887.26153 *
*    28288 *     28288 * 16.423382 * 1894.2126 *
*    28347 *     28347 * 2.4993599 * 159.40717 *
*    28405 *     28405 * 6.5319726 * 871.89428 *
*    28465 *     28465 * 11.352302 * 2281.6158 *
*    28576 *     28576 * 32.418414 * 2540.3007 *
*    28663 *     28663 * 14.986923 * 1630.5831 *
*    28675 *     28675 * 14.979371 * 1488.0902 *
*    28803 *     28803 * 36.759190 * 2611.9598 *
*    29008 *     29008 * 12.045063 * 1170.2828 *
*    29078 *     29078 * 17.796030 * 2551.7664 *
*    29128 *     29128 * 7.5580941 * 1452.8078 *
*    29136 *     29136 * 6.7444969 * 1374.1959 *
*    29223 *     29223 * 13.475752 * 1500.2616 *
*    29232 *     29232 * 6.0058686 * 828.54375 *
*    29394 *     29394 * 13.039966 * 1930.9753 *
*    29408 *     29408 * 20.864665 * 1871.3840 *
*    29410 *     29410 * 4.5899380 * 1351.2252 *
*    29513 *     29513 * 15.345317 * 944.35099 *
*    29590 *     29590 * 5.0394288 * 423.79440 *
*    29811 *     29811 * 23.540377 * 1132.2338 *
*    29984 *     29984 * 18.106489 * 2070.2312 *
*    30052 *     30052 * 8.7909813 * 944.54691 *
*    30373 *     30373 * 2.8090171 * 508.31633 *
*    30389 *     30389 * 0.9792108 * 499.01782 *
*    30405 *     30405 * 13.915530 * 1883.6565 *
*    30442 *     30442 * 12.654265 * 433.44642 *
*    30495 *     30495 * 20.313364 * 2563.6601 *
*    30882 *     30882 * 16.845564 * 3953.2210 *
*    30936 *     30936 * 30.464171 * 552.72576 *
*    30977 *     30977 * 24.452461 * 682.49871 *
*    31043 *     31043 * 6.2638876 * 485.99047 *
*    31089 *     31089 * 28.604660 * 2314.1176 *
*    31149 *     31149 * 24.455968 * 2399.2798 *
*    31196 *     31196 * 10.212016 * 200.18373 *
*    31206 *     31206 * 19.416894 *  1046.756 *
*    31239 *     31239 * 4.4826652 * 2793.6882 *
*    31503 *     31503 * 2.6038260 * 3827.9906 *
*    31578 *     31578 * 5.1770758 * 605.52448 *
*    31637 *     31637 * 12.400641 * 2437.0418 *
*    31675 *     31675 * 14.295681 * 2499.5309 *
*    31773 *     31773 * 29.810466 * 2178.1027 *
*    31809 *     31809 * 20.861517 * 2273.9323 *
*    31908 *     31908 * 24.519273 * 1795.5761 *
*    31910 *     31910 * 1.4947817 * 385.31220 *
*    31924 *     31924 * 7.2053189 * 3951.8406 *
*    31983 *     31983 * 11.804854 * 1056.9880 *
*    31986 *     31986 * 10.605631 * 1413.7033 *
*    32138 *     32138 * 2.8565962 * 686.68149 *
*    32227 *     32227 * 5.6706255 * 672.86023 *
*    32282 *     32282 * 22.253760 * 1697.1491 *
*    32346 *     32346 * 11.936656 * 1557.1894 *
*    32347 *     32347 * 20.170005 * 1503.5772 *
*    32428 *     32428 * 30.915400 * 2312.5559 *
*    32432 *     32432 * 2.5218756 * 567.50750 *
*    32433 *     32433 * 28.315738 * 2335.9690 *
*    32574 *     32574 * 3.1846634 * 3617.7796 *
*    32609 *     32609 * 26.499026 * 2470.5217 *
*    32726 *     32726 * 5.5598086 * 994.71524 *
*    32773 *     32773 * 16.961176 * 1284.1577 *
*    32785 *     32785 * 26.181022 * 2356.0947 *
*    33126 *     33126 * 22.958921 * 2141.5117 *
*    33193 *     33193 * 12.449244 * 825.18061 *
*    33263 *     33263 * 11.945318 * 1269.9137 *
*    33342 *     33342 * 5.0762445 * 1047.4671 *
*    33516 *     33516 * 20.980781 * 1843.2735 *
*    33622 *     33622 * 7.9658649 * 1717.3516 *
*    33755 *     33755 * 5.2131160 * 578.04897 *
*    33824 *     33824 * 2.4038996 * 3766.4426 *
*    33961 *     33961 * 4.4026122 * 616.74022 *
*    34089 *     34089 * 19.464871 * 2641.0353 *
*    34173 *     34173 * 25.583276 * 1696.4295 *
*    34185 *     34185 * 11.784234 * 1423.0270 *
*    34239 *     34239 * 8.4170099 * 561.69650 *
*    34360 *     34360 * 4.2256058 * 381.40228 *
*    34449 *     34449 * 5.1808870 * 663.07011 *
*    34573 *     34573 * 6.0330283 * 766.06011 *
*    34600 *     34600 * 9.4981528 * 751.86982 *
*    34648 *     34648 * 14.075219 * 1264.4072 *
*    34681 *     34681 * 18.142211 * 643.77102 *
*    34791 *     34791 * 5.7654099 * 508.69437 *
*    35262 *     35262 * 8.3086249 * 594.23937 *
*    35430 *     35430 * 10.120686 * 1013.9054 *
*    35637 *     35637 * 3.0914311 * 799.53195 *
*    35790 *     35790 * 29.219068 * 2765.0996 *
*    35800 *     35800 * 6.5477779 * 1281.1860 *
*    35831 *     35831 * 12.711576 * 1674.2084 *
*    35955 *     35955 * 2.7524019 * 777.54680 *
*    36048 *     36048 * 8.5497711 * 1261.1772 *
*    36175 *     36175 * 22.481351 * 3631.0245 *
*    36237 *     36237 * 18.712041 * 1429.5113 *
*    36263 *     36263 * 14.991065 * 1434.5691 *
*    36358 *     36358 * 13.861259 * 1225.4739 *
*    36367 *     36367 * 38.654381 * 1038.8186 *
*    36454 *     36454 * 11.785490 * 296.09610 *
*    36515 *     36515 *  1.794871 * 233.49964 *
*    36648 *     36648 * 21.170309 * 2980.5562 *
*    36737 *     36737 * 14.000545 * 1389.1012 *
*    37040 *     37040 * 3.1282144 * 472.26783 *
*    37148 *     37148 * 4.4981283 * 1048.3949 *
*    37257 *     37257 * 16.601329 * 1798.7982 *
*    37259 *     37259 * 18.050005 * 2077.3891 *
*    37269 *     37269 * 15.564882 * 1396.5575 *
*    37586 *     37586 * 10.684467 * 1546.5730 *
*    37703 *     37703 * 4.1509882 * 707.75112 *
*    37802 *     37802 * 9.7905409 * 3977.3191 *
*    37874 *     37874 * 15.954396 * 3538.6656 *
*    37925 *     37925 * 6.4032697 * 910.01697 *
*    38079 *     38079 * 6.8536932 * 497.56838 *
*    38101 *     38101 * 18.211251 * 3601.5217 *
*    38115 *     38115 * 23.498284 * 1973.1626 *
*    38239 *     38239 * 29.433807 * 2178.9177 *
*    38246 *     38246 * 5.4124833 * 1062.7026 *
*    38335 *     38335 * 24.567817 * 1118.4851 *
*    38339 *     38339 * 5.3188991 * 435.59130 *
*    38426 *     38426 * 30.659194 * 2680.2389 *
*    38543 *     38543 * 2.5043936 * 390.99881 *
*    38591 *     38591 * 5.5270868 * 776.41281 *
*    38600 *     38600 * 19.551835 * 1961.2982 *
*    38709 *     38709 * 25.302642 * 2975.7493 *
*    38736 *     38736 * 2.6679130 * 953.49150 *
*    38790 *     38790 * 14.794725 * 1097.4283 *
*    38811 *     38811 * 20.171968 * 1365.6202 *
*    38852 *     38852 * 8.6215839 * 1685.4644 *
*    38946 *     38946 * 5.5106633 * 557.74022 *
*    39123 *     39123 * 3.0160003 * 1051.8690 *
*    39283 *     39283 * 2.7626000 * 462.61015 *
*    39365 *     39365 * 10.286984 * 802.23538 *
*    39372 *     39372 * 22.547246 * 3973.0538 *
*    39560 *     39560 * 13.064382 * 1110.1372 *
*    39601 *     39601 * 5.6652168 * 752.45016 *
*    39604 *     39604 * 28.268397 * 3142.1891 *
*    39703 *     39703 * 10.298615 * 1367.4362 *
*    39792 *     39792 * 12.845125 * 3416.8678 *
*    39841 *     39841 * 15.013193 * 2659.4615 *
*    39974 *     39974 * 1.7499834 * 1697.9208 *
*    40073 *     40073 * 33.017919 * 2830.2052 *
