************************************************
*    Row   *   EventId * cpS1sTotB * cpS2sTotB *
************************************************
*       62 *        62 * 8.6472535 * 618.31322 *
*       74 *        74 * 19.284605 * 2032.3736 *
*      133 *       133 * 14.515747 * 761.15746 *
*      175 *       175 * 8.7324233 * 1327.7521 *
*      206 *       206 * 16.979466 * 1812.1833 *
*      217 *       217 * 19.566555 * 1884.2024 *
*      412 *       412 * 16.300788 * 1224.4308 *
*      504 *       504 * 23.072830 * 1517.7613 *
*      537 *       537 * 12.276564 * 934.85457 *
*      570 *       570 * 19.274936 * 1880.7978 *
*      628 *       628 * 33.119980 * 2386.8049 *
*      704 *       704 * 7.1462691 * 1172.5531 *
*      737 *       737 * 9.4244244 * 668.16038 *
*      738 *       738 * 1.9173643 * 2230.9109 *
*      769 *       769 * 29.407191 * 2225.6470 *
*      788 *       788 * 3.9581627 * 903.33890 *
*      818 *       818 * 8.7880632 * 1226.6143 *
*      837 *       837 * 3.3600902 * 548.36010 *
*      862 *       862 * 2.9240746 * 718.61846 *
*      951 *       951 * 9.5305633 * 3537.6202 *
*     1002 *      1002 * 21.445653 * 2135.0395 *
*     1071 *      1071 * 11.415206 * 541.46352 *
*     1084 *      1084 * 29.219816 * 2752.3393 *
*     1180 *      1180 * 2.9475636 * 336.73564 *
*     1220 *      1220 * 8.0709656 * 386.65640 *
*     1279 *      1279 * 2.0315717 * 234.41676 *
*     1307 *      1307 * 6.3646610 * 1328.2013 *
*     1368 *      1368 * 8.0018341 * 817.87527 *
*     1437 *      1437 * 2.4469959 * 193.69630 *
*     1494 *      1494 * 10.067242 * 1671.1260 *
*     1507 *      1507 * 6.0684472 * 790.63256 *
*     1547 *      1547 * 3.5743763 * 1151.0587 *
*     1549 *      1549 * 2.2394901 *  993.4611 *
*     1550 *      1550 * 30.681645 * 2971.3990 *
*     1584 *      1584 * 16.990185 * 1444.2662 *
*     1667 *      1667 * 12.562070 * 1285.3167 *
*     1712 *      1712 * 5.8317496 * 1038.1944 *
*     1716 *      1716 * 13.998914 * 3028.1614 *
*     1807 *      1807 * 7.4073505 * 1103.7278 *
*     1824 *      1824 * 22.447260 * 1990.6143 *
*     1872 *      1872 * 7.7223511 * 1875.9562 *
*     1956 *      1956 * 38.363451 * 2992.2800 *
*     2008 *      2008 * 2.8777236 * 632.92839 *
*     2076 *      2076 * 9.0813523 * 1059.2780 *
*     2139 *      2139 * 8.7599558 * 1064.1885 *
*     2160 *      2160 * 12.018401 * 1609.9389 *
*     2225 *      2225 * 5.3368519 * 1192.6416 *
*     2263 *      2263 * 25.102776 * 1340.6440 *
*     2293 *      2293 * 10.433522 * 1375.5420 *
*     2319 *      2319 * 4.4149251 * 3675.8595 *
*     2342 *      2342 * 25.729010 * 374.68800 *
*     2360 *      2360 * 8.9067188 * 822.84647 *
*     2362 *      2362 * 14.133664 * 280.77073 *
*     2366 *      2366 * 24.194361 * 2522.1360 *
*     2385 *      2385 * 23.098148 * 1825.7530 *
*     2423 *      2423 * 26.273129 * 1873.1343 *
*     2510 *      2510 * 29.910629 * 2260.3520 *
*     2564 *      2564 * 17.532898 * 3906.1026 *
*     2767 *      2767 * 10.699461 * 1300.4319 *
*     2785 *      2785 * 4.2605027 * 592.92980 *
*     2792 *      2792 * 19.091300 * 2628.4267 *
*     2803 *      2803 * 19.466971 * 2776.2040 *
*     2873 *      2873 * 8.4160789 * 594.96452 *
*     2886 *      2886 * 13.881856 * 996.35723 *
*     2921 *      2921 * 6.1051068 * 1257.4561 *
*     2944 *      2944 * 13.960238 * 1721.6744 *
*     2953 *      2953 * 8.6726849 * 1420.9202 *
*     2979 *      2979 * 8.9967130 * 2536.3437 *
*     2984 *      2984 * 18.632726 * 1759.5451 *
*     3039 *      3039 * 22.942388 * 2764.5563 *
*     3055 *      3055 * 4.2982007 * 742.54526 *
*     3100 *      3100 * 9.2249443 * 756.62110 *
*     3196 *      3196 * 6.0344760 * 503.89209 *
*     3331 *      3331 * 16.383726 * 1024.7753 *
*     3350 *      3350 * 15.512555 * 1960.8727 *
*     3364 *      3364 * 7.3414975 * 1351.1848 *
*     3367 *      3367 * 18.828916 * 1521.0703 *
*     3398 *      3398 * 3.6704586 * 313.66213 *
*     3491 *      3491 * 12.688662 * 1408.4062 *
*     3646 *      3646 * 12.503671 * 1682.4050 *
*     3715 *      3715 * 21.661520 * 1247.4449 *
*     3745 *      3745 * 2.5453111 * 324.36925 *
*     3796 *      3796 * 9.4047403 * 1098.9393 *
*     3801 *      3801 * 19.804148 * 1199.1432 *
*     3852 *      3852 * 22.161651 * 3464.3366 *
*     3887 *      3887 * 2.7757605 * 3031.3134 *
*     3924 *      3924 * 28.964105 * 2221.6098 *
*     3976 *      3976 * 23.079350 * 1637.3957 *
*     4020 *      4020 * 13.017357 * 1093.9777 *
*     4098 *      4098 * 17.117242 * 1803.6577 *
*     4105 *      4105 * 13.195984 * 1889.7884 *
*     4136 *      4136 * 8.1456450 * 795.01921 *
*     4156 *      4156 * 3.8692344 * 1176.1520 *
*     4166 *      4166 * 4.0869632 * 867.20297 *
*     4264 *      4264 * 26.908107 * 3247.6302 *
*     4340 *      4340 * 10.693751 * 913.40243 *
*     4356 *      4356 * 16.110507 * 2255.7829 *
*     4487 *      4487 * 5.4625279 * 1215.5973 *
*     4534 *      4534 * 8.9058994 * 1401.3494 *
*     4553 *      4553 * 16.679821 * 1422.4110 *
*     4572 *      4572 * 3.3256568 * 701.51569 *
*     4573 *      4573 * 5.7910154 * 1438.4729 *
*     4774 *      4774 * 5.5628592 * 808.56287 *
*     4798 *      4798 * 6.6606020 * 61.322870 *
*     4883 *      4883 * 4.7543150 * 905.94060 *
*     4914 *      4914 * 12.858719 * 1276.3038 *
*     5000 *      5000 * 39.910669 * 2534.7892 *
*     5043 *      5043 * 7.8007256 * 566.92982 *
*     5183 *      5183 * 35.286189 * 1962.3543 *
*     5209 *      5209 * 20.229493 * 541.03835 *
*     5219 *      5219 * 9.8138734 * 880.66776 *
*     5274 *      5274 * 5.3330254 * 810.83302 *
*     5317 *      5317 * 2.6012527 * 616.95554 *
*     5362 *      5362 *  14.54834 * 1340.9725 *
*     5474 *      5474 * 19.280675 * 2539.0764 *
*     5476 *      5476 * 1.9892690 * 720.89249 *
