************************************************************************************
*    Row   *   EventId * cpS1sTotB * cpS2sTotB *      X[0] *      Y[0] *         Z *
*      260 *       260 * 19.318466 * 1775.4144 * -0.431220 * 0.6934840 *    -12.78 *
*      278 *       278 * 87.888801 * 3584.3396 * 0.0385747 * -0.081408 *    -19.86 *
*      285 *       285 * 14.882152 * 2099.0062 * 0.0473529 * -0.099357 *     -2.38 *
*      286 *       286 * 8.8436663 * 795.25877 * 0.5015584 * -0.643295 *    -13.04 *
*      291 *       291 * 5.0833695 * 538.00338 * 0.5451881 * 0.0788153 *    -17.52 *
*      311 *       311 * 105.48817 * 4505.0133 * -0.275734 * 0.3774411 *      -3.9 *
*      330 *       330 * 93.480137 * 5300.8766 * -0.351718 * 0.1941532 *     -11.8 *
*      372 *       372 * 676.18950 * 109012.33 * -0.611061 * -0.255219 *     -1.26 *
*      385 *       385 * 290.94473 * 101313.14 * -0.093639 * 0.5751695 *    -15.06 *
*      387 *       387 * 104.55184 * 15880.910 * 0.0063158 * -0.772446 *    -18.64 *
*      390 *       390 * 315.88566 * 93737.793 * -0.681243 * -0.376610 *    -21.42 *
*      406 *       406 * 502.95346 * 114540.34 * 0.7633139 * -0.342603 *    -17.38 *
*      408 *       408 * 343.34185 * 13917.385 * 0.1466170 * 0.3388296 *     -5.98 *
*      412 *       412 * 2.6516727 * 53239.638 * -0.673525 * -0.242273 *     -2.72 *
*      420 *       420 * 93.711770 * 12824.510 * -0.279330 * -0.110377 *     -4.14 *
*      422 *       422 * 306.81235 * 83564.063 * 0.4233634 * 0.3850184 *     -23.4 *
*      423 *       423 * 458.12125 * 98117.885 * -0.677613 * 0.2871103 *     -4.64 *
*      426 *       426 * 781.62740 * 110598.41 * -0.101084 * -0.815794 *     -9.96 *
*      430 *       430 * 496.01251 * 112862.23 * -0.512356 * -0.603965 *    -15.96 *
*      435 *       435 * 6.8054399 * 1200.5690 * -0.494812 * -0.500213 *     -15.3 *
*      442 *       442 * 673.42283 * 113928.63 * -0.622712 * -0.018234 *      -8.9 *
*      459 *       459 * 2857.3827 * 4948.7037 * -0.188343 * 0.5735427 *      -1.6 *
*      461 *       461 * 189.34217 * 51020.875 * 0.1123344 * -0.125308 *    -21.56 *
*      505 *       505 * 3.0371874 * 1098.0563 * 0.3364121 * 0.7246457 *    -12.22 *
*      531 *       531 * 1256.6281 * 110116.09 * 0.0252774 * -0.129256 *    -15.04 *
*      535 *       535 * 772.42287 * 110691.96 * -0.395666 * 0.5712174 *      -7.3 *
*      539 *       539 * 451.28040 * 86555.321 * -0.730535 * 0.3155083 *      -1.3 *
*      544 *       544 * 85.294867 * 3812.5713 * -0.368045 * 0.3499057 *    -12.22 *
*      547 *       547 * 479.58967 * 104664.97 * 0.6526746 * 0.1564189 *     -3.24 *
*      552 *       552 * 470.50167 * 106237.11 * -0.435009 * -0.639503 *    -21.04 *
*      563 *       563 * 88.014916 * 13398.718 * 0.2361706 * 0.4413453 *     -5.42 *
*      571 *       571 * 444.10331 * 122823.11 * -0.758182 * -0.118582 *    -15.56 *
*      572 *       572 * 461.52961 * 105825.35 * -0.605763 * 0.0262892 *     -2.26 *
*      580 *       580 *  9.275797 * 1014.4545 * -0.269288 * 0.0614848 *    -20.68 *
*      586 *       586 * 226.02147 * 33745.724 * -0.080552 * -0.824681 *      -7.7 *
*      587 *       587 * 209.59230 * 71345.442 * -0.340205 * 0.3324155 *    -10.84 *
*      598 *       598 * 690.57488 * 116097.61 * -0.470695 * 0.2766398 *    -16.42 *
*      609 *       609 * 17.269130 * 1991.1455 * -0.455870 * -0.164183 *     -8.02 *
*      610 *       610 * 548.25545 * 117565.64 * -0.388037 * 0.5803563 *    -13.82 *
*      619 *       619 * 8.4290614 * 1471.8202 * -0.290301 * 0.3782434 *     -9.42 *
*      622 *       622 * 1.2289411 * 59789.131 * -0.127975 * 0.3295507 *     -6.84 *
*      630 *       630 * 444.57399 * 111464.74 * -0.384857 * -0.286286 *     -8.76 *
*      638 *       638 * 537.57963 * 109341.36 * 0.4343748 * 0.0947724 *        -8 *
*      657 *       657 * 553.56931 * 123474.23 * -0.263616 * 0.7949802 *    -18.74 *
*      672 *       672 * 1453.0575 * 29313.247 * 0.1708558 * 0.5499039 *     -12.4 *
*      673 *       673 * 538.55400 * 100308.99 * -0.701341 * 0.0106062 *     -9.66 *
*      680 *       680 * 460.30565 * 106777.08 * -0.141302 * 0.7354962 *     -3.66 *
*      712 *       712 * 533.45894 * 116569.94 * -0.010793 * -0.198171 *    -19.94 *
*      744 *       744 * 17.040769 * 1685.2566 * 0.5009697 * 0.2360000 *     -21.2 *
*      747 *       747 * 510.11745 * 112060.67 * -0.111900 * -0.507224 *    -11.14 *
*      752 *       752 * 441.25024 * 86054.312 * -0.727121 * 0.3375924 *    -14.44 *
*      772 *       772 * 571.84339 * 98330.132 * -0.122309 * 0.7683334 *     -4.34 *
*      788 *       788 * 917.91957 * 118422.81 * -0.081088 * -0.801731 *       -15 *
*      793 *       793 * 732.09621 * 124009.53 * -0.530335 * -0.120186 *    -11.22 *
*      798 *       798 * 522.65632 * 113086.31 * 0.3599709 * -0.755116 *     -20.2 *
*      803 *       803 * 472.07312 * 109153.12 * -0.575782 * -0.338755 *     -1.28 *
*      816 *       816 * 735.28245 *  114658.3 * -0.369578 * 0.4374296 *      -1.6 *
*      822 *       822 * 22.338250 * 1674.4732 * 0.0194439 * -0.200522 *     -16.8 *
*      834 *       834 * 18.656039 * 1328.7965 * 0.3559316 * -0.328992 *       -22 *
*      839 *       839 * 20.939061 * 1810.0204 * -0.514780 * -0.058642 *    -18.64 *
*      895 *       895 * 326.38853 * 53777.886 * 0.2777293 * 0.3601846 *    -18.42 *
*      896 *       896 * 111.91839 * 16937.402 * 0.7929103 * 0.2661652 *     -8.98 *
*      947 *       947 * 21.874620 * 6122.0579 * 0.1259133 * 0.1136006 *    -19.34 *
*      953 *       953 * 9.5471111 * 1333.5461 * 0.4441183 * 0.4453744 *    -21.36 *
*      954 *       954 * 16.887371 * 1726.9115 * -0.069570 * -0.087905 *    -21.28 *
*      963 *       963 * 90.135957 * 18729.155 * -0.584833 * -0.601629 *    -12.62 *
*      973 *       973 * 9.4120765 * 1152.7032 * 0.2263342 * 0.4110805 *     -4.88 *
*      988 *       988 * 735.42836 * 111728.43 * -0.503136 * 0.0431407 *     -1.24 *
*      990 *       990 * 54.553077 * 1727.8510 * 0.1708455 * 0.4395934 *     -1.32 *
*     1035 *      1035 * 38.938448 * 6040.4248 * 0.2557335 * 0.5102109 *    -15.82 *
*     1038 *      1038 * 9.2580182 * 786.08381 * -0.005937 * 0.5388270 *    -18.68 *
*     1045 *      1045 * 2.5753072 * 454.85605 * 0.0596324 * -0.291756 *     -8.08 *
*     1047 *      1047 * 26.222445 * 8651.2012 * -0.234512 * 0.7190597 *     -2.52 *
*     1058 *      1058 * 538.44035 *  110649.7 * 0.0670421 * -0.560746 *     -6.38 *
*     1103 *      1103 * 703.16205 * 114040.27 * -0.607078 * -0.123922 *      -1.3 *
*     1121 *      1121 * 482.06788 * 40491.086 * -0.101362 * 0.5852187 *     -19.8 *
*     1125 *      1125 * 6.5163247 * 1692.8464 * -0.557124 * 0.0093252 *    -15.34 *
*     1133 *      1133 * 335.53624 * 86024.427 * -0.463886 * -0.226783 *    -21.88 *
*     1148 *      1148 * 9.8554231 * 881.73617 * 0.1987740 * 0.7690493 *    -10.72 *
*     1154 *      1154 * 27.652680 * 1948.4548 * 0.5927625 * 0.1863691 *    -22.46 *
*     1164 *      1164 * 34.149226 * 11868.932 * 0.1496504 * -0.572674 *     -3.98 *
*     1168 *      1168 * 530.38623 * 113071.03 * 0.8072538 * 0.0963741 *     -3.08 *
*     1170 *      1170 * 582.81649 * 104055.54 * 0.1907072 * -0.823731 *     -7.04 *
*     1177 *      1177 * 67.186766 * 4171.6937 * -0.133827 * 0.3517296 *    -10.32 *
*     1184 *      1184 * 1.7321343 * 51555.529 * -0.611050 * 0.4383310 *    -15.24 *
*     1190 *      1190 * 2227.8260 * 34494.300 * 0.3042383 * -0.342434 *    -22.54 *
*     1192 *      1192 * 398.40814 * 86970.309 * -0.623057 * -0.250366 *    -19.14 *
*     1195 *      1195 * 1.5996956 * 44043.708 * 0.2251578 * 0.3572953 *     -19.4 *
*     1201 *      1201 * 367.48671 * 96649.056 * -0.687229 * -0.325427 *    -16.62 *
*     1207 *      1207 * 2.2393826 * 737.33865 * 0.8377060 * 0.1136976 *    -21.18 *
*     1222 *      1222 * 179.01672 * 31481.232 * -0.712763 * 0.2083271 *     -5.16 *
*     1228 *      1228 * 268.76315 * 96285.170 * 0.4902520 * 0.4360302 *      -6.9 *
*     1247 *      1247 * 649.01912 * 114142.44 * -0.370189 * 0.4248070 *    -16.22 *
*     1264 *      1264 * 595.43900 * 110560.15 * -0.449420 * 0.1606116 *     -4.24 *
*     1319 *      1319 * 389.07349 * 34534.826 * 0.3738763 * 0.5915957 *     -20.9 *
*     1336 *      1336 * 572.67340 * 111277.16 * -0.455970 * 0.4059362 *     -1.62 *
*     1344 *      1344 * 4.0070162 * 269.69343 * -0.431767 * -0.382151 *    -13.92 *
*     1350 *      1350 * 35.224066 * 2481.8190 * 0.2729102 * 0.1431145 *     -7.48 *
*     1361 *      1361 * 653.34835 * 114980.12 * -0.574741 * -0.117474 *    -16.38 *
*     1396 *      1396 * 428.88467 * 99609.638 * -0.170867 * -0.092726 *     -7.62 *
*     1414 *      1414 * 4.5612647 * 100614.93 * -0.200440 * 0.1192144 *     -6.02 *
*     1415 *      1415 * 84.613751 * 4129.9084 * -0.335267 * -0.191768 *      -6.2 *
*     1418 *      1418 * 569.37440 * 118048.11 * -0.653386 * -0.032407 *    -19.66 *
*     1425 *      1425 * 2.2569081 * 47923.085 * 0.2255481 * -0.591832 *     -5.14 *
*     1429 *      1429 * 65.424598 * 1373.4592 * -0.078149 * -0.675199 *     -7.14 *
*     1443 *      1443 * 1965.9079 * 114066.92 * -0.478254 * 0.4756979 *    -22.12 *
*     1444 *      1444 * 1220.2506 * 2323.2520 * -0.752330 * -0.191756 *    -19.32 *
*     1459 *      1459 * 9.9371313 * 2027.3038 * 0.7028474 * -0.016218 *    -22.86 *
*     1475 *      1475 * 706.81305 * 114191.17 * -0.655164 * -0.261313 *    -16.46 *
*     1476 *      1476 * 42.950697 * 3074.4755 * 0.1209218 * -0.046473 *     -11.4 *
*     1502 *      1502 * 348.33144 * 115564.02 * -0.213638 * -0.791961 *    -12.84 *
*     1525 *      1525 * 441.63105 * 114102.37 * -0.769544 * 0.3509420 *     -22.4 *
*     1526 *      1526 * 200.55032 * 26095.260 * -0.569866 * -0.036690 *     -15.2 *
*     1527 *      1527 * 59.585784 * 4610.9132 * -0.126135 * 0.7008572 *     -1.88 *
*     1529 *      1529 * 485.32211 * 83570.570 * -0.616220 * -0.200783 *    -13.02 *
*     1530 *      1530 * 703.49061 * 116989.51 * -0.441647 * 0.3108607 *     -18.8 *
*     1536 *      1536 * 260.82622 * 33974.128 * -0.815236 * -0.101948 *      -2.7 *
*     1546 *      1546 * 2.6492601 * 19230.089 * -0.512586 * 0.0629713 *     -21.6 *
*     1561 *      1561 * 2.1471765 * 63286.719 * -0.200090 * 0.1834712 *    -22.24 *
*     1566 *      1566 * 414.96457 * 68972.519 * -0.496869 * -0.293623 *     -9.08 *
*     1610 *      1610 * 758.78951 * 115607.03 * -0.240880 * -0.233739 *     -19.7 *
*     1635 *      1635 * 92.443706 * 8358.1512 * -0.783784 * -0.312975 *     -7.94 *
*     1638 *      1638 * 36.061244 * 5206.9988 * -0.205992 * 0.1370537 *    -15.32 *
*     1639 *      1639 * 143.78749 * 675.09723 * 0.4149622 * -0.711163 *    -21.06 *
*     1643 *      1643 * 11.446084 * 1917.2355 * 0.2193082 * -0.151760 *    -17.96 *
*     1649 *      1649 * 19.567060 * 1657.2622 * -0.045181 * 0.2580596 *    -21.44 *
*     1657 *      1657 * 5.8581333 * 903.28875 * -0.549154 * -0.540437 *    -20.52 *
*     1664 *      1664 * 581.68131 * 84294.896 * 0.4244164 * 0.5598454 *    -18.06 *
*     1666 *      1666 * 263.86644 * 45110.808 * 0.3401049 * -0.340545 *    -14.54 *
*     1667 *      1667 * 657.45096 * 109572.58 * 0.2077033 * -0.713795 *    -10.82 *
*     1668 *      1668 * 212.24419 * 67032.360 * 0.0410699 * -0.767027 *    -15.88 *
*     1672 *      1672 * 456.68756 * 116679.30 * -0.271559 * 0.5691462 *    -20.16 *
*     1686 *      1686 * 7.8614650 * 520.70641 * 0.2759812 * -0.428772 *    -17.92 *
*     1707 *      1707 * 2.2265486 * 11578.245 * 0.0713343 * 0.1141747 *     -22.1 *
*     1721 *      1721 * 14.829935 * 1416.8055 * -0.374032 * 0.2335242 *     -17.4 *
*     1726 *      1726 * 7.6720114 * 779.05040 * 0.3796654 * -0.031428 *     -7.56 *
*     1742 *      1742 * 6.1901763 * 1066.2769 * -0.622633 * -0.414461 *    -13.56 *
*     1743 *      1743 * 1484.3193 * 109759.62 * -0.446476 * 0.0579164 *      -2.9 *
*     1758 *      1758 * 317.21099 * 49908.804 * 0.8225465 * 0.0430957 *     -1.78 *
*     1762 *      1762 * 55.271809 * 3172.1565 * -0.636546 * 0.5166903 *     -17.4 *
*     1777 *      1777 *  706.5775 * 113446.31 * -0.576609 * 0.5996071 *      -6.5 *
*     1782 *      1782 *  552.7866 * 107080.19 * 0.4055430 * 0.0538529 *     -7.96 *
*     1797 *      1797 * 817.19010 * 114523.50 * 0.4763529 * -0.507262 *     -12.8 *
*     1808 *      1808 * 784.93837 * 111493.81 * 0.2147440 * -0.734192 *    -10.14 *
*     1840 *      1840 * 724.19371 * 114726.62 * -0.502887 * 0.2013988 *    -15.02 *
*     1843 *      1843 * 1273.6633 * 117658.35 * -0.521116 * -0.450712 *    -23.36 *
*     1844 *      1844 * 485.99881 * 113255.01 * -0.386121 * 0.4749932 *     -9.86 *
*     1848 *      1848 * 376.35304 * 20375.609 * 0.0911593 * 0.4595481 *     -14.9 *
*     1851 *      1851 * 176.83945 * 49288.874 * 0.2111914 * 0.3329186 *    -11.92 *
*     1857 *      1857 * 1259.4383 * 67352.564 * -0.337020 * -0.087957 *    -11.96 *
*     1859 *      1859 * 5.8847967 * 97428.817 * 0.1675371 * -0.203880 *    -16.96 *
*     1860 *      1860 * 16.271685 * 1635.5167 * 0.5764658 * 0.4245730 *     -4.92 *
*     1864 *      1864 * 750.37646 * 112955.95 * -0.612432 * 0.0366348 *     -2.62 *
*     1866 *      1866 * 269.84849 * 104061.07 * 0.4481254 * -0.048990 *    -12.42 *
*     1888 *      1888 * 511.19919 * 109290.77 * -0.716390 * 0.1618321 *    -20.34 *
*     1890 *      1890 * 6.7894515 * 996.83972 * -0.019755 * -0.404557 *     -17.6 *
*     1898 *      1898 * 71.966457 * 4462.5997 * 0.6659644 * -0.332724 *    -11.02 *
*     1902 *      1902 * 2489.9060 * 111735.18 * -0.208182 * 0.7609357 *      -9.7 *
*     1904 *      1904 * 590.70675 * 114727.72 * -0.470080 * 0.6003827 *    -13.22 *
*     1914 *      1914 * 983.09845 * 24781.945 * -0.539074 * -0.272032 *    -22.82 *
*     1918 *      1918 * 550.01319 * 109691.81 * -0.523739 * -0.281413 *     -3.62 *
*     1921 *      1921 * 880.29304 * 113280.10 * -0.236769 * -0.779589 *    -11.46 *
*     1924 *      1924 * 76.739581 * 3461.8275 * -0.263704 * 0.2068791 *    -20.16 *
*     1927 *      1927 * 12.909369 * 772.13679 * -0.401267 * 0.1610433 *    -18.28 *
*     1931 *      1931 * 51.129115 * 3462.7625 * -0.301136 * -0.161832 *     -16.9 *
*     1934 *      1934 * 224.93501 * 25666.002 * -0.107254 * 0.5913902 *    -11.86 *
*     1948 *      1948 * 606.46122 * 114753.81 * -0.626881 * 0.2474358 *    -17.36 *
*     1959 *      1959 * 279.40706 * 23310.371 * -0.641504 * -0.200363 *    -12.14 *
*     1979 *      1979 * 319.11037 * 24086.654 * 0.1151235 * 0.3959209 *      -8.5 *
*     1990 *      1990 * 7.9452106 * 1123.1178 * 0.0985242 * -0.500946 *    -14.96 *
*     2004 *      2004 * 38.016141 * 4754.3505 * -0.562112 * 0.1766075 *     -6.16 *
*     2006 *      2006 * 9.4648918 * 1435.8164 * 0.2793323 * -0.708258 *     -16.9 *
*     2008 *      2008 * 8.1754921 * 1478.5963 * -0.340605 * -0.378169 *    -12.42 *
*     2012 *      2012 * 176.56124 * 23277.581 * -0.842669 * -0.011766 *     -8.16 *
*     2099 *      2099 * 502.91548 * 82793.092 * -0.684899 * -0.124983 *    -19.34 *
*     2104 *      2104 *  663.5495 * 112953.43 * -0.633421 * -0.182171 *     -6.82 *
*     2123 *      2123 * 431.62847 * 105014.39 * -0.459627 * 0.1594474 *     -6.76 *
*     2133 *      2133 * 81.873781 * 4490.7782 * -0.187958 * 0.2353580 *      -3.3 *
*     2136 *      2136 * 411.96738 * 106416.23 * -0.681621 * 0.1968847 *     -9.64 *
*     2146 *      2146 * 628.62798 * 117773.23 * -0.507109 * -0.078317 *      -9.4 *
*     2147 *      2147 * 20.065830 * 2084.5464 * -0.561566 * -0.316652 *    -10.86 *
*     2152 *      2152 * 652.06369 * 108407.54 * -0.373130 * -0.175249 *     -2.16 *
*     2165 *      2165 * 17.171756 * 1985.3991 * 0.2145682 * 0.5672397 *     -4.64 *
*     2176 *      2176 * 638.89417 * 123603.23 * -0.734145 * -0.132411 *    -14.82 *
*     2205 *      2205 * 5.5707755 * 869.32397 * 0.4237799 * -0.570581 *    -23.38 *
*     2212 *      2212 * 496.25821 * 112940.78 * -0.341919 * -0.748443 *     -2.78 *
*     2213 *      2213 * 467.92182 * 58357.792 * -0.479336 * 0.4999234 *    -21.38 *
*     2222 *      2222 * 515.39647 * 85178.958 * 0.1668192 * 0.5160982 *    -15.02 *
*     2243 *      2243 * 1293.3735 * 107543.00 * 0.7402098 * -0.114352 *     -1.16 *
*     2251 *      2251 * 393.54622 * 100737.32 * 0.3224569 * -0.667582 *     -21.7 *
*     2269 *      2269 * 5.8682654 * 890.70352 * -0.564039 * -0.118992 *    -22.98 *
*     2278 *      2278 * 211.54622 * 32024.281 * 0.6383180 * -0.246450 *    -22.12 *
*     2281 *      2281 * 280.74253 * 1241.4080 * 0.4504769 * -0.282892 *     -20.1 *
*     2331 *      2331 * 3.6211553 * 66931.820 * 0.2287931 * 0.2397302 *    -19.28 *
*     2337 *      2337 * 35.588676 * 2577.1241 * 0.0120182 * -0.615968 *     -7.16 *
*     2354 *      2354 * 23.262242 * 1928.5102 * -0.619156 * 0.1410617 *     -9.12 *
*     2358 *      2358 * 481.80038 * 114173.58 * -0.570973 * 0.1033936 *     -4.74 *
*     2360 *      2360 * 8.1118717 * 761.26636 * -0.671726 * -0.272635 *    -22.64 *
*     2362 *      2362 * 22.058601 * 1278.6287 * -0.707389 * 0.1193922 *     -6.62 *
*     2366 *      2366 * 589.45640 * 112851.58 * -0.112999 * -0.320188 *      -8.8 *
*     2369 *      2369 * 26.117191 * 2712.3174 * -0.608265 * -0.262452 *    -20.98 *
*     2386 *      2386 * 689.26411 * 112166.56 * -0.444441 * -0.584275 *    -13.68 *
*     2389 *      2389 * 17.263243 * 2129.0055 * -0.193708 * -0.147665 *    -12.16 *
*     2393 *      2393 * 348.07480 * 77701.264 * -0.416489 * -0.006044 *     -1.68 *
*     2394 *      2394 * 732.78237 * 117082.95 * -0.748689 * 0.0400275 *     -11.1 *
*     2409 *      2409 * 237.24903 * 71818.398 * -0.160127 * 0.6061742 *     -5.38 *
*     2415 *      2415 * 252.00001 * 26454.212 * -0.597854 * 0.4061723 *     -4.92 *
*     2423 *      2423 * 14.741220 * 2153.7717 * -0.239855 * -0.642055 *    -23.32 *
*     2441 *      2441 * 530.80074 * 22184.446 * 0.4476490 * 0.4108654 *    -15.16 *
*     2447 *      2447 * 892.31681 * 66927.195 * -0.645149 * 0.4689309 *     -20.4 *
*     2450 *      2450 * 3.5219757 * 669.97147 * -0.320052 * 0.4399296 *     -4.04 *
*     2453 *      2453 * 675.19404 * 107912.17 * 0.7539874 * -0.373597 *     -1.28 *
*     2491 *      2491 * 460.61404 * 206.01374 * 0.6767196 * 0.0407899 *    -23.12 *
*     2493 *      2493 * 412.90046 * 3153.6096 * 0.3529332 * 0.3722994 *    -16.38 *
*     2494 *      2494 * 527.10891 * 111179.92 * -0.409488 * -0.302332 *     -21.4 *
*     2496 *      2496 * 764.58456 * 83388.524 * 0.6200526 * -0.101585 *    -13.42 *
*     2504 *      2504 * 787.22881 * 31242.023 * -0.512496 * -0.171590 *     -22.8 *
*     2531 *      2531 * 26.551307 * 1648.6739 * 0.1902193 * 0.3850265 *    -18.72 *
*     2562 *      2562 * 1442.0761 * 80100.513 * -0.349034 * -0.229019 *    -23.04 *
*     2580 *      2580 * 180.13168 * 31946.917 * -0.334698 * -0.162828 *    -15.54 *
*     2582 *      2582 * 14.714658 * 2359.3346 * -0.455741 * -0.324276 *     -2.02 *
*     2586 *      2586 * 8.0163877 * 793.37669 * -0.720263 * 0.3013677 *    -17.88 *
*     2588 *      2588 * 564.28930 * 112965.08 * -0.297369 * -0.792885 *    -21.76 *
*     2611 *      2611 * 799.26741 * 861.63504 * 0.6924312 * 0.0753410 *    -10.64 *
*     2618 *      2618 * 27.483039 * 2488.9350 * 0.6537920 * 0.0927235 *    -14.06 *
*     2621 *      2621 * 2.8923205 * 686.15729 * -0.433497 * -0.211273 *     -8.44 *
*     2624 *      2624 * 717.14909 * 5206.9400 * -0.025497 * 0.4622045 *     -4.92 *
*     2626 *      2626 * 19.164174 * 1587.6180 * 0.2412466 * 0.2449770 *     -8.24 *
*     2634 *      2634 * 3.4502272 * 53967.195 * 0.1969966 * -0.551880 *    -12.96 *
*     2643 *      2643 * 838.54193 * 88177.921 * 0.1701868 * 0.5245988 *     -8.62 *
*     2664 *      2664 * 15.605315 * 380.07991 * -0.522710 * -0.359297 *     -5.28 *
*     2677 *      2677 * 771.19868 * 120906.26 * -0.665952 * -0.190253 *      -3.6 *
*     2684 *      2684 * 835.54832 * 117843.16 * -0.454288 * -0.174213 *     -21.6 *
*     2685 *      2685 * 111.59224 * 269.25937 * -0.421062 * 0.3464796 *    -22.74 *
*     2688 *      2688 * 8.0824325 * 1085.1694 * -0.614241 * -0.030192 *     -17.6 *
*     2691 *      2691 * 6.4913964 * 1809.8577 * -0.001260 * 0.5749720 *     -7.48 *
*     2708 *      2708 * 720.37988 * 117669.58 * -0.564617 * 0.0074988 *    -22.26 *
*     2712 *      2712 * 22.276105 * 971.56721 * -0.397431 * 0.2568725 *    -18.96 *
*     2730 *      2730 * 532.60447 * 110770.67 * -0.544152 * 0.0586358 *     -2.82 *
*     2746 *      2746 * 691.32902 * 118782.41 * -0.606850 * 0.2316529 *    -16.68 *
*     2751 *      2751 * 214.58024 * 25741.900 * -0.389314 * 0.0147127 *    -19.22 *
*     2756 *      2756 * 687.76490 * 115350.02 * 0.2145697 * 0.3106046 *    -20.18 *
*     2766 *      2766 * 720.30590 * 114628.27 * 0.0792858 * 0.7434241 *     -22.3 *
*     2772 *      2772 * 644.89187 * 112952.18 * -0.546002 * 0.3139126 *     -4.26 *
*     2774 *      2774 * 602.33998 * 106453.25 * 0.6767457 * -0.068617 *     -4.78 *
*     2775 *      2775 * 725.20226 * 701.23813 * 0.4654010 * -0.181648 *     -6.62 *
*     2812 *      2812 * 3.1733043 * 1085.7432 * 0.7037458 * 0.2808672 *    -11.54 *
*     2816 *      2816 * 3.8545459 * 682.39743 * 0.3874578 * 0.2218057 *     -3.08 *
*     2819 *      2819 * 504.30583 * 20908.329 * 0.1662292 * 0.4729118 *    -22.98 *
*     2831 *      2831 * 195.27018 * 27744.811 * 0.2189770 * 0.2962804 *    -18.36 *
*     2836 *      2836 * 1905.2868 * 1615.9054 * -0.238075 * -0.691254 *     -12.4 *
*     2872 *      2872 * 170.22310 * 25978.670 * -0.431492 * 0.0404772 *    -22.78 *
*     2883 *      2883 * 126.81866 * 23035.780 * -0.285836 * 0.1305068 *     -8.18 *
*     2884 *      2884 * 3282.7423 * 21168.012 * 0.3596012 * 0.5025607 *    -23.34 *
*     2885 *      2885 * 39.402349 * 2837.3102 * -0.102259 * -0.750586 *    -21.96 *
*     2894 *      2894 * 422.77549 * 4836.5455 * 0.2638060 * 0.5592409 *    -19.94 *
*     2896 *      2896 * 655.30327 * 111062.02 * -0.501985 * -0.161718 *     -8.78 *
*     2897 *      2897 * 16.516714 * 1354.0109 * -0.319935 * -0.012543 *    -16.12 *
*     2908 *      2908 * 43.327419 * 3216.8239 * -0.410713 * 0.0376505 *     -3.22 *
*     2912 *      2912 * 457.36672 * 113327.24 * -0.619012 * -0.234030 *    -13.34 *
*     2934 *      2934 * 18.141385 * 1197.6544 * 0.5289938 * -0.382678 *    -23.04 *
*     2939 *      2939 * 598.46057 * 110652.81 * 0.2993605 * 0.2525708 *     -2.24 *
*     2955 *      2955 * 1.6571873 * 48600.897 * -0.445126 * 0.3092458 *     -2.06 *
*     2967 *      2967 * 4767.0101 * 63048.382 * 0.2881043 * 0.5520425 *    -12.88 *
*     2974 *      2974 * 3.7797435 * 269.10921 * -0.267417 * 0.1900603 *     -19.5 *
*     2975 *      2975 * 673.49641 * 47809.269 * -0.423782 * -0.226154 *    -22.52 *
*     2988 *      2988 * 549.41962 * 112893.43 * -0.104464 * 0.6784167 *     -4.02 *
*     3012 *      3012 * 582.70628 * 117688.75 * -0.658511 * -0.240843 *    -10.92 *
*     3014 *      3014 * 496.87069 * 114413.00 * -0.466825 * 0.3010084 *     -8.28 *
