************************************************************************************
*    Row   *   EventId * cpS1sTotB * cpS2sTotB *      X[0] *      Y[0] *         Z *
*      691 *       691 * 2.4335006 * 50485.347 * -0.676834 * 0.1704228 *     -18.4 *
*      708 *       708 * 48.444747 * 1586.1698 * -0.461222 * 0.5072117 *     -5.84 *
*      711 *       711 * 500.69329 * 127205.99 * -0.475462 * -0.143115 *     -5.38 *
*      721 *       721 * 490.07013 * 107358.98 * -0.615398 * 0.0183658 *      -4.7 *
*      735 *       735 * 324.89599 * 48654.745 * 0.1828694 * 0.5241022 *      -3.4 *
*      763 *       763 * 288.67646 * 97611.088 * -0.382393 * -0.540781 *     -5.22 *
*      789 *       789 * 350.81358 * 1206.4122 * 0.1740717 * 0.3743601 *    -22.32 *
*      794 *       794 * 27.182198 * 2051.9865 * 0.7274154 * -0.350350 *    -19.86 *
*      807 *       807 * 279.53231 * 43494.769 * -0.178016 * 0.7668108 *    -16.06 *
*      814 *       814 * 410.91644 * 124266.06 * -0.596826 * -0.308855 *    -16.62 *
*      823 *       823 * 1347.1580 * 130657.37 * -0.012670 * -0.598954 *    -20.18 *
*      828 *       828 * 3.4589038 *  562.5407 * 0.2664490 * 0.0073811 *    -16.32 *
*      845 *       845 * 596.44939 * 116824.54 * -0.590912 * -0.083387 *    -15.64 *
*      890 *       890 * 2.4153129 * 88503.170 * -0.130536 * 0.6125875 *    -16.56 *
*      899 *       899 * 7.4337829 * 1183.0958 * 0.3415740 * 0.1482786 *      -8.1 *
*     1033 *      1033 * 168.34197 * 31475.612 * 0.1325365 * 0.4534438 *      -1.9 *
*     1041 *      1041 * 4.9145339 * 15010.882 * -0.759449 * -0.313986 *    -15.68 *
*     1050 *      1050 * 2.8749098 * 55928.539 * -0.726749 * -0.109031 *     -15.6 *
*     1064 *      1064 * 11.794386 * 1168.8033 * 0.2246164 * 0.7957530 *    -16.02 *
*     1076 *      1076 * 2172.2391 * 126613.48 * -0.224557 * -0.198274 *     -13.5 *
*     1078 *      1078 * 248.62765 * 120083.69 * -0.570216 * -0.626470 *     -3.06 *
*     1082 *      1082 * 101.70153 * 4149.1114 * -0.595991 * 0.1945605 *    -12.06 *
*     1100 *      1100 * 20.356626 * 4925.1596 * 0.5536201 * -0.183317 *    -23.14 *
*     1105 *      1105 * 494.74248 * 129013.46 * -0.395429 * 0.3272643 *    -16.94 *
*     1120 *      1120 * 362.56475 * 123517.32 * 0.0457041 * -0.514607 *     -4.88 *
*     1137 *      1137 * 422.87252 * 118792.09 * -0.724063 * 0.1743916 *      -4.6 *
*     1139 *      1139 * 4.5928807 * 1599.5946 * 0.0918677 * 0.7025929 *     -3.86 *
*     1147 *      1147 * 1478.3575 * 32350.676 * 0.6870578 * -0.175247 *    -21.64 *
*     1150 *      1150 * 8.3048748 * 1409.5089 * 0.3158260 * 0.1662497 *     -21.9 *
*     1152 *      1152 * 444.73251 * 127792.07 * -0.363477 * -0.664993 *      -1.7 *
*     1172 *      1172 * 281.93683 * 10023.026 * 0.4767576 * 0.3934979 *      -1.4 *
*     1173 *      1173 * 123.58475 * 37533.404 * -0.569217 * -0.342618 *    -14.12 *
*     1204 *      1204 * 2.1733158 * 31704.310 * 0.4832151 * 0.2814877 *     -7.28 *
*     1215 *      1215 * 3.9979820 * 1410.8359 * -0.045687 * 0.6260146 *     -14.1 *
*     1222 *      1222 * 2.4586986 * 336.11008 * -0.052346 * 0.2309446 *    -22.58 *
*     1231 *      1231 * 24.336432 * 17347.593 * -0.723415 * 0.0128806 *     -1.44 *
*     1238 *      1238 * 24.314765 * 14906.765 * 0.1522778 * 0.3048093 *     -2.42 *
*     1246 *      1246 *  231.6798 * 31150.983 * -0.566415 * 0.5423977 *     -4.14 *
*     1258 *      1258 * 95.800102 * 2050.5335 * -0.723084 * -0.049569 *      -4.7 *
*     1282 *      1282 * 2.6688875 * 33440.982 * -0.216935 * 0.2084854 *    -23.78 *
*     1287 *      1287 * 161.45593 * 37534.253 * -0.526894 * -0.430449 *    -19.16 *
*     1294 *      1294 * 508.79855 * 130380.92 * -0.580648 * 0.5389096 *     -14.5 *
*     1302 *      1302 * 358.30158 * 130286.49 * -0.174487 * 0.1486363 *    -19.28 *
*     1318 *      1318 * 634.94937 * 113978.80 * -0.146872 * -0.693862 *    -13.46 *
*     1356 *      1356 * 9.9619704 * 662.04790 * -0.084630 * 0.5710394 *     -2.78 *
*     1359 *      1359 * 336.44840 * 135020.73 * -0.447357 * -0.057289 *    -15.14 *
*     1391 *      1391 * 1.8777040 * 66292.288 * -0.628239 * -0.122281 *    -21.82 *
*     1419 *      1419 * 175.94562 * 10299.781 * 0.3384022 * 0.3340128 *     -3.54 *
*     1420 *      1420 * 658.54712 * 114282.00 * 0.4380985 * 0.6685751 *    -14.96 *
*     1430 *      1430 * 124.67207 * 3726.7246 * -0.556110 * 0.6004382 *    -14.88 *
*     1431 *      1431 * 508.52725 * 125124.37 * -0.298281 * 0.5396940 *      -4.3 *
*     1433 *      1433 * 441.74543 * 116845.76 * -0.053311 * -0.219681 *     -4.02 *
*     1443 *      1443 * 101.12667 * 5165.3357 * 0.2310924 * 0.6480247 *    -18.72 *
*     1458 *      1458 * 256.89067 * 80704.149 * 0.3574610 * 0.2161561 *    -19.56 *
*     1487 *      1487 * 3.8740270 * 41561.550 * -0.520619 * -0.609421 *     -2.48 *
*     1493 *      1493 * 2.0618331 * 1443.8704 * 0.2046937 * 0.5578677 *    -20.72 *
*     1515 *      1515 * 428.72961 * 120706.93 * 0.5854578 * 0.1886292 *     -9.04 *
*     1561 *      1561 * 1.7097480 * 57605.543 * -0.490585 * -0.138186 *    -16.72 *
*     1565 *      1565 * 12.931378 * 1514.7357 * 0.0329704 * 0.5281298 *     -4.26 *
*     1583 *      1583 * 33.688290 *  22226.23 * -0.767220 * -0.031900 *     -1.48 *
*     1589 *      1589 * 23.167107 * 1586.4347 * 0.2803283 * 0.7088630 *    -23.26 *
*     1646 *      1646 * 400.68361 * 91444.864 * -0.661427 * -0.102651 *    -10.84 *
*     1701 *      1701 * 476.44673 * 129845.39 * 0.7666406 * 0.2635752 *    -13.54 *
*     1704 *      1704 * 4.3342035 * 1377.6833 * -0.126541 * -0.422937 *      -6.4 *
*     1741 *      1741 * 1.8675979 * 75717.447 * -0.645951 * -0.212416 *     -16.2 *
*     1779 *      1779 * 27.468813 * 16936.829 * 0.1422359 * 0.4192416 *     -1.02 *
*     1810 *      1810 * 124.25890 * 50548.254 * 0.1241794 * 0.5035519 *    -20.16 *
*     1819 *      1819 * 44.297621 * 3994.9225 * 0.5727349 * 0.4315526 *     -2.12 *
*     1852 *      1852 * 177.20615 * 37747.446 * -0.387844 * -0.507796 *        -8 *
*     1859 *      1859 *  115.6604 * 4632.1742 * 0.3080652 * 0.4505589 *     -18.5 *
*     1871 *      1871 * 294.21288 * 80892.330 * -0.631424 * 0.0180259 *    -18.52 *
*     1878 *      1878 * 9.8700180 * 1008.6085 * -0.333784 * 0.3904109 *     -1.42 *
*     1891 *      1891 * 1.7111575 * 85101.457 * -0.782075 * -0.152457 *    -13.58 *
*     1920 *      1920 * 8.4282079 * 1817.8856 * 0.4909445 * 0.1447779 *    -12.08 *
*     1985 *      1985 * 10.754886 * 928.33503 * 0.4433549 * 0.3540086 *     -4.14 *
*     1991 *      1991 * 142.90039 * 33556.769 * 0.5319983 * 0.4183543 *     -20.2 *
*     2030 *      2030 * 136.93985 * 3515.2231 * 0.1205456 * 0.4154783 *     -15.1 *
*     2048 *      2048 * 315.77305 * 112968.40 * -0.132502 * 0.7251661 *     -4.12 *
*     2060 *      2060 * 68.443947 * 3245.7945 * -0.055870 * 0.2370405 *    -20.82 *
*     2089 *      2089 * 180.11028 * 44925.166 * 0.0671583 * 0.4066679 *     -7.12 *
*     2098 *      2098 * 226.62320 * 20274.314 * -0.619113 * -0.550106 *    -22.22 *
*     2118 *      2118 * 1.9916854 * 62229.608 * -0.584580 * -0.497778 *    -18.18 *
*     2153 *      2153 * 4.3694886 * 1221.8073 * -0.416494 * -0.351275 *     -2.74 *
*     2160 *      2160 * 2.7683208 * 56052.406 * -0.646517 * -0.003684 *    -16.62 *
*     2173 *      2173 * 8.2167256 * 1292.7374 * -0.661315 * 0.4133505 *    -15.12 *
*     2187 *      2187 * 562.99490 * 114339.75 * -0.346475 * 0.3769239 *     -8.56 *
*     2191 *      2191 * 55.082535 * 32949.572 * 0.1583483 * 0.4386495 *     -1.64 *
*     2204 *      2204 * 6.4271447 * 56507.757 * 0.1756935 * 0.3526868 *     -3.82 *
*     2219 *      2219 * 91.618383 * 4955.4971 * -0.423415 * 0.7208371 *      -6.7 *
*     2221 *      2221 * 458.33148 * 112847.03 * 0.4874095 * 0.6922402 *     -5.42 *
*     2265 *      2265 * 343.76662 * 88672.821 * -0.420199 * 0.2352585 *     -2.52 *
*     2268 *      2268 * 431.37484 * 115720.88 * 0.6352406 * 0.1608494 *     -8.56 *
*     2271 *      2271 * 2.9402693 * 104888.32 * -0.526187 * -0.317895 *    -20.38 *
*     2331 *      2331 * 232.31980 * 83078.303 * -0.791305 * -0.184118 *    -12.84 *
*     2342 *      2342 * 289.86755 * 130036.58 * 0.1250445 * -0.292340 *      -7.2 *
*     2355 *      2355 * 1114.2461 * 114288.45 * -0.223146 * 0.0045094 *    -14.32 *
*     2358 *      2358 * 30.738957 * 3975.4302 * -0.654427 * 0.3127027 *        -2 *
*     2364 *      2364 * 180.66038 * 11522.599 * -0.471291 * 0.6987665 *     -7.38 *
*     2378 *      2378 * 3.1291660 * 8183.9544 * -0.391251 * 0.2244929 *     -1.44 *
*     2380 *      2380 * 2.3454754 * 99608.542 * -0.314509 * -0.636090 *    -15.66 *
*     2448 *      2448 * 3.1737606 * 106311.78 * -0.297311 * 0.5007342 *     -5.32 *
*     2457 *      2457 * 385.87341 * 73526.624 * -0.599483 * 0.5889772 *     -20.2 *
*     2473 *      2473 * 427.69247 * 132879.70 * 0.1107075 * -0.825565 *    -17.82 *
*     2476 *      2476 * 6.1477390 * 327.86343 * 0.2853555 * 0.4106296 *    -13.12 *
*     2492 *      2492 * 2.7591681 * 71863.672 * -0.205139 * 0.1309886 *     -14.6 *
*     2522 *      2522 * 372.42011 * 107780.31 * -0.642922 * -0.199134 *     -1.02 *
*     2524 *      2524 * 586.73617 * 136891.78 * 0.0614622 * -0.701058 *    -10.44 *
*     2536 *      2536 * 481.17659 * 1670.5050 * 0.0915969 * 0.2621398 *    -16.36 *
*     2549 *      2549 * 88.265075 * 78843.317 * 0.2107462 * 0.3915048 *     -1.56 *
*     2553 *      2553 * 163.50636 * 33155.698 * -0.195497 * 0.2406729 *      -8.7 *
*     2580 *      2580 * 1.5208006 * 70541.878 * -0.046993 * 0.2650748 *    -15.94 *
*     2608 *      2608 * 2.2782038 * 117982.29 * -0.223157 * 0.3655854 *     -2.72 *
*     2622 *      2622 * 5.6819730 * 1012.8242 * 0.4618563 * 0.5755074 *     -12.8 *
*     2637 *      2637 * 34.108455 * 22313.114 * -0.754767 * -0.311242 *     -2.26 *
*     2662 *      2662 * 4.5971186 * 51134.458 * -0.559115 * -0.025813 *     -9.54 *
*     2691 *      2691 * 1.5248352 * 22915.238 * -0.455917 * 0.6257584 *    -19.34 *
*     2737 *      2737 * 246.06395 * 84069.100 * -0.359968 * -0.127088 *    -21.16 *
*     2749 *      2749 * 500.36550 * 127391.30 * -0.178182 * -0.213314 *     -8.62 *
*     2756 *      2756 * 5.9210595 * 497.99923 * 0.3073347 * -0.137949 *    -19.22 *
*     2763 *      2763 * 452.76555 * 125782.77 * -0.204952 * -0.552368 *    -14.26 *
*     2774 *      2774 * 65.748480 * 16081.442 * 0.3893585 * 0.3743064 *     -1.24 *
*     2777 *      2777 * 658.18535 * 49541.922 * -0.552470 *  0.361754 *    -20.86 *
*     2826 *      2826 * 1.9891861 * 39619.491 * -0.050452 * -0.726397 *     -21.8 *
*     2859 *      2859 * 380.72033 * 130490.87 * 0.6298236 * 0.2669804 *     -17.9 *
*     2872 *      2872 * 204.48385 * 2590.7029 * -0.607126 * 0.3591402 *    -12.52 *
*     2891 *      2891 * 337.39165 * 66778.823 * -0.277342 * 0.5724058 *      -2.1 *
*     2905 *      2905 * 563.32573 * 133693.62 * -0.601775 * 0.2003454 *    -20.64 *
*     2978 *      2978 * 593.89024 * 132949.25 * 0.0432098 * 0.5330191 *    -18.12 *
*     3003 *      3003 * 171.28664 * 21112.663 * 0.1916290 * 0.4617797 *     -1.24 *
*     3021 *      3021 * 36.832215 * 2571.3996 * -0.257148 * 0.2906335 *    -22.84 *
*     3078 *      3078 * 34.067718 * 9486.4120 * -0.096409 * 0.5646979 *    -13.74 *
*     3087 *      3087 * 17.588197 * 7967.8067 * -0.689018 * -0.040391 *     -2.44 *
*     3095 *      3095 * 61.080082 * 3373.7434 * 0.4710114 * 0.2684961 *    -13.18 *
*     3115 *      3115 * 418.38830 * 102702.00 * -0.559551 * 0.1300378 *     -1.34 *
*     3159 *      3159 * 4.4693056 * 840.20151 * 0.0732980 * 0.3370630 *    -12.04 *
*     3202 *      3202 * 199.45162 * 32799.518 * -0.524769 * 0.0978238 *    -15.26 *
*     3226 *      3226 * 410.59369 * 128064.66 * -0.343680 * 0.2632668 *    -19.26 *
*     3233 *      3233 * 238.52682 * 64881.333 * 0.6114267 * 0.2695161 *     -6.34 *
*     3247 *      3247 * 372.45322 * 95952.572 * -0.695052 * 0.3264279 *     -1.78 *
*     3257 *      3257 * 14.335106 * 2225.9626 * 0.6260166 * 0.4462602 *     -9.46 *
*     3261 *      3261 * 5.8066607 * 931.60178 * 0.2822140 * 0.0053958 *     -6.62 *
*     3289 *      3289 * 6.2168993 *  629.9909 * -0.447776 * 0.1536025 *    -11.44 *
*     3305 *      3305 * 47.344200 * 35883.502 * 0.2031796 * 0.4118187 *     -1.26 *
*     3325 *      3325 * 2.8847172 * 60100.397 * -0.400714 * 0.2242480 *     -5.56 *
*     3336 *      3336 * 7.3583677 * 3179.2887 * 0.0487587 * 0.3481610 *     -2.48 *
*     3341 *      3341 * 20.830951 * 1380.5238 * -0.365858 * 0.0286060 *      -4.5 *
*     3344 *      3344 * 13.176728 * 1968.8548 * -0.119963 * -0.824674 *    -22.36 *
*     3378 *      3378 * 815.51239 * 131982.26 * -0.330321 * -0.526500 *    -23.66 *
*     3439 *      3439 * 1.6792996 * 63247.026 * -0.590406 * 0.3504677 *      -9.1 *
*     3464 *      3464 * 2107.6972 * 103247.17 * -0.136756 * -0.810611 *    -19.32 *
*     3465 *      3465 * 8.2148401 * 7828.6455 * -0.736019 * 0.0024710 *     -1.72 *
*     3471 *      3471 * 36.656547 * 3630.4613 * -0.603640 * 0.0953504 *     -2.52 *
*     3496 *      3496 * 53.986641 * 11505.381 * 0.6079105 * 0.2739602 *     -1.18 *
*     3511 *      3511 * 484.95837 * 118341.70 * -0.525945 * -0.433217 *     -4.84 *
*     3540 *      3540 * 85.777310 * 13427.067 * -0.203191 * 0.6630087 *      -4.9 *
*     3576 *      3576 * 334.61091 * 68417.515 * -0.307551 * -0.264457 *    -18.52 *
*     3578 *      3578 * 9.8165087 * 67555.371 * -0.536837 * 0.1774595 *     -9.26 *
*     3623 *      3623 * 1.8621827 * 62075.746 * -0.014955 * 0.4413276 *     -10.9 *
*     3626 *      3626 * 4.4730195 * 30829.173 * 0.1987395 * 0.4529616 *     -13.4 *
*     3641 *      3641 * 819.44382 * 28169.655 * -0.217389 * 0.5312489 *     -1.82 *
*     3648 *      3648 * 41.505699 * 30451.960 * 0.2037878 * 0.4219857 *     -1.06 *
*     3720 *      3720 * 4.2040136 * 65490.203 * -0.206657 * -0.040752 *    -21.38 *
*     3730 *      3730 * 444.16848 * 111925.06 * -0.819441 * 0.0088040 *     -5.58 *
*     3736 *      3736 * 531.03453 * 124900.31 * -0.336501 * 0.3174353 *    -19.92 *
*     3788 *      3788 * 3598.0828 * 70735.359 * -0.275694 * 0.2666468 *    -14.64 *
*     3845 *      3845 * 508.26522 * 116581.65 * 0.0434280 * 0.0056309 *     -2.24 *
*     3953 *      3953 * 1.7529353 * 50142.288 * 0.5873372 * 0.3055693 *      -9.6 *
*     3965 *      3965 * 809.27699 * 134059.55 * -0.506112 * -0.680204 *    -20.06 *
*     3983 *      3983 * 437.21290 * 118390.67 * 0.1925469 * 0.7565896 *     -10.7 *
*     3987 *      3987 * 31.287898 * 3210.0448 * 0.0724015 * 0.0619709 *     -3.56 *
*     3997 *      3997 * 678.11871 * 130272.58 * 0.0913003 * 0.7060986 *    -14.46 *
*     4006 *      4006 * 3305.7955 * 114530.54 * -0.138476 * 0.3086245 *    -12.54 *
*     4056 *      4056 * 413.27959 * 3174.0602 * -0.222072 * -0.436342 *    -19.06 *
*     4070 *      4070 * 1.3490396 * 55349.915 * -0.407778 * 0.7118749 *    -24.26 *
*     4094 *      4094 * 3.1890841 * 23056.152 * -0.654158 * -0.501361 *     -20.7 *
*     4100 *      4100 * 488.67595 * 98424.073 * 0.1252598 * -0.191282 *     -1.56 *
*     4131 *      4131 * 564.13805 * 124286.96 * -0.344101 * 0.0298102 *      -1.5 *
*     4133 *      4133 * 4.1183647 * 34824.833 * -0.567274 * -0.047118 *     -10.1 *
*     4134 *      4134 * 52.939485 * 18750.595 * -0.572840 * 0.4716801 *     -1.38 *
*     4138 *      4138 * 576.76555 * 129771.47 * 0.0196510 * 0.7700834 *      -5.1 *
*     4167 *      4167 * 416.89108 * 127497.91 * -0.730095 * -0.378939 *    -13.76 *
*     4169 *      4169 * 758.63478 * 23697.999 * -0.725618 * -0.161794 *    -22.82 *
*     4187 *      4187 * 396.37064 * 111345.78 * 0.3360854 * -0.551714 *     -8.64 *
*     4205 *      4205 * 1.5201758 * 57538.193 * 0.4577875 * 0.2988277 *    -23.94 *
*     4217 *      4217 * 733.05551 * 127646.15 * 0.2314925 * -0.749239 *    -22.54 *
*     4221 *      4221 * 160.38291 * 25496.666 * -0.340980 * 0.3618769 *     -15.6 *
*     4223 *      4223 * 7.1192301 * 1157.8143 * 0.3664302 * -0.122974 *    -16.86 *
*     4301 *      4301 * 2.0932066 * 54606.888 * -0.351477 * 0.6797474 *       -15 *
*     4320 *      4320 * 4.9851414 * 748.38133 * -0.419968 * -0.034862 *    -14.66 *
*     4325 *      4325 * 44.155731 * 12155.290 * -0.687530 * 0.0352106 *      -1.7 *
*     4383 *      4383 * 122.83785 * 24284.188 * -0.524862 * -0.173404 *     -5.66 *
*     4429 *      4429 * 9.3278787 * 655.67112 * 0.3045665 * 0.4140250 *     -3.72 *
*     4438 *      4438 * 2.0565266 * 56268.555 * -0.542234 * 0.1381560 *     -7.54 *
*     4447 *      4447 * 392.65875 * 98795.002 * -0.831599 * 0.1552960 *      -1.3 *
*     4470 *      4470 * 3.7435989 * 174.63203 * -0.066671 * 0.5628066 *    -18.12 *
*     4490 *      4490 * 725.10869 * 101204.49 * -0.741821 * 0.3676369 *     -6.66 *
*     4496 *      4496 * 5.2416082 * 1032.9495 * -0.567844 * 0.3292813 *    -12.44 *
*     4540 *      4540 * 1.8070817 * 73666.115 * 0.3746381 * 0.3257520 *    -23.18 *
*     4586 *      4586 * 13.991031 * 1956.1914 * -0.001853 * -0.005873 *     -1.88 *
*     4616 *      4616 * 1151.7456 * 42344.000 * -0.563867 * 0.4437456 *    -16.46 *
*     4617 *      4617 * 133.37725 * 44493.341 * -0.462472 * -0.272523 *     -8.76 *
*     4630 *      4630 * 1299.9706 * 119874.52 * -0.474228 * -0.219632 *    -14.04 *
*     4646 *      4646 * 333.85956 * 125140.25 * 0.3362678 * 0.5311815 *     -6.24 *
*     4649 *      4649 * 16.759709 * 1586.9686 * 0.5542819 * 0.4071352 *    -10.56 *
*     4651 *      4651 * 18.148009 * 1245.3794 * -0.643963 * 0.0541433 *     -3.66 *
*     4713 *      4713 * 60.344129 * 2198.7376 * 0.0927931 * 0.3032827 *     -2.14 *
*     4723 *      4723 * 542.97517 * 107422.90 * -0.037223 * -0.594091 *     -2.42 *
*     4725 *      4725 * 605.73249 * 123973.73 * -0.428920 * 0.0410144 *    -11.12 *
*     4757 *      4757 * 26.102873 * 24732.308 * -0.737861 * 0.0046977 *     -1.04 *
*     4764 *      4764 * 82.239986 * 5012.5055 * -0.495753 * 0.6262326 *     -6.38 *
*     4804 *      4804 * 3338.1551 * 47499.006 * 0.4389082 * 0.1038082 *     -22.1 *
*     4820 *      4820 * 5.6266846 * 66701.167 * -0.555172 * -0.328747 *     -1.92 *
*     4838 *      4838 * 9.5117063 * 1279.4617 * 0.2117986 * 0.2637757 *     -1.88 *
*     4842 *      4842 * 21.645849 * 9484.9489 * -0.757793 * -0.316565 *      -2.6 *
*     4857 *      4857 * 1.3360734 * 28547.139 * 0.1217499 * 0.3507287 *     -2.52 *
*     4885 *      4885 * 376.22089 * 130736.31 * 0.1819430 * -0.799990 *    -15.88 *
*     4890 *      4890 * 255.95844 * 47555.026 * -0.725632 * 0.2778495 *    -11.36 *
*     4906 *      4906 * 3.6541024 * 61864.778 * -0.271100 * 0.5529720 *     -7.62 *
*     4908 *      4908 * 2.4997049 * 59858.751 * -0.386507 * 0.2212113 *     -18.6 *
*     4911 *      4911 * 260.64551 * 28933.193 * -0.251790 * 0.7918382 *     -8.44 *
*     4925 *      4925 * 5.2265405 * 861.07004 * -0.439693 * 0.2859791 *     -3.98 *
*     4976 *      4976 * 3.9040561 * 31119.232 * -0.253527 * -0.434124 *     -13.7 *
*     4989 *      4989 * 586.54794 * 117031.64 * -0.685298 * -0.181579 *     -3.44 *
*     4996 *      4996 * 567.71737 * 90631.366 * -0.604501 * -0.373790 *     -3.94 *
*     5000 *      5000 * 4.3656219 * 20875.887 * -0.482802 * -0.302080 *    -10.82 *
*     5001 *      5001 * 2.8508791 * 299.08685 * -0.665560 * -0.275361 *     -2.86 *
*     5004 *      5004 * 639.97213 * 126315.74 * -0.403075 * 0.3199163 *    -10.72 *
*     5010 *      5010 * 618.92826 * 105306.16 * -0.067921 * -0.499351 *    -19.28 *
*     5011 *      5011 * 32.820084 * 2467.1330 * -0.362059 * 0.4209397 *     -15.2 *
*     5012 *      5012 * 682.48725 * 123782.38 * -0.695919 * 0.0009701 *      -3.7 *
*     5039 *      5039 * 1.7133241 * 76969.958 * -0.594852 * 0.0485247 *    -18.26 *
*     5047 *      5047 * 177.94607 * 13016.594 * -0.292183 * -0.241685 *    -15.48 *
*     5051 *      5051 * 7.7307693 * 1711.8112 * -0.719486 * 0.0521763 *     -3.62 *
*     5057 *      5057 * 578.16596 * 124529.46 * -0.690698 * -0.349928 *     -13.7 *
*     5069 *      5069 * 210.53457 * 62683.173 * -0.741492 * -0.373697 *     -5.34 *
*     5070 *      5070 * 649.61922 * 127235.31 * -0.289236 * -0.216112 *     -5.86 *
*     5074 *      5074 * 490.83145 * 134631.06 * -0.681536 * -0.268773 *    -14.26 *
*     5075 *      5075 * 52.126322 * 2620.9690 * 0.3082733 * 0.6124369 *     -7.78 *
*     5121 *      5121 * 102.16793 * 4168.5075 * 0.2860563 * -0.171531 *    -19.38 *
*     5130 *      5130 * 2.4360423 * 61103.057 * -0.447121 * 0.7020443 *    -21.16 *
*     5138 *      5138 * 537.05266 * 117866.63 * 0.5196986 * 0.6459001 *     -6.78 *
*     5152 *      5152 * 597.17010 * 122684.33 * -0.720662 * -0.427302 *    -18.36 *
*     5239 *      5239 * 3.0679181 * 2107.8319 * 0.0143616 * 0.1055690 *    -20.68 *
*     5265 *      5265 * 483.03985 * 130505.18 * -0.249770 * 0.5761696 *     -8.28 *
*     5270 *      5270 * 356.26398 * 131888.78 * -0.425955 * -0.252142 *     -9.08 *
*     5275 *      5275 * 2.0930269 * 58013.728 * -0.475202 * -0.149256 *    -18.48 *
*     5285 *      5285 * 2.6581039 * 87607.545 * -0.721226 * -0.251776 *     -7.44 *
*     5336 *      5336 * 2.5578276 * 69778.769 * -0.693711 * 0.2100915 *     -9.84 *
*     5356 *      5356 * 146.04410 * 66813.278 * 0.1902743 * 0.3574874 *     -1.76 *
*     5362 *      5362 * 393.31788 * 102533.55 * -0.624832 * 0.0123233 *     -1.22 *
*     5372 *      5372 * 4.5114021 * 34333.158 * -0.507737 * -0.548185 *     -19.5 *
*     5380 *      5380 * 258.91617 * 27822.540 * -0.701307 * 0.4796794 *      -9.5 *
*     5384 *      5384 * 13.520875 * 1033.1947 * -0.068662 * -0.061821 *     -9.04 *
