************************************************************************************
*    Row   *   EventId * cpS1sTotB * cpS2sTotB *      X[0] *      Y[0] *         Z *
*     1745 *      1745 * 148.91498 * 1456.4274 * -0.610538 * -0.504241 *    -16.64 *
*     1746 *      1746 * 9.6893478 * 541.01944 * -0.190767 * 0.4768574 *     -11.2 *
*     1770 *      1770 * 866.26127 * 110171.59 * -0.382165 * 0.4526311 *     -11.3 *
*     1771 *      1771 * 514.04488 * 113728.15 * -0.779066 * -0.001870 *      -8.1 *
*     1782 *      1782 * 8652.5997 * 54353.101 * 0.2949655 * -0.243860 *    -23.56 *
*     1802 *      1802 * 57.188287 * 4373.8679 * -0.553810 * 0.3456409 *    -13.28 *
*     1829 *      1829 * 34.035524 * 18306.703 * 0.1802485 * 0.4574524 *     -1.16 *
*     1838 *      1838 * 2719.1095 * 1592.9929 * -0.664585 * -0.132806 *    -11.82 *
*     1847 *      1847 * 13.469150 * 2364.6986 * 0.2704842 * 0.4781356 *      -8.7 *
*     1852 *      1852 * 668.39467 * 113460.23 * -0.422164 * -0.140704 *    -12.92 *
*     1853 *      1853 * 525.38311 * 101353.27 * 0.3761355 * -0.654431 *    -22.22 *
*     1858 *      1858 * 553.82605 * 111936.28 * -0.244436 * -0.787737 *     -1.16 *
*     1864 *      1864 * 10.128675 * 1750.9585 * 0.3937780 * 0.4335663 *     -5.28 *
*     1865 *      1865 * 336.36095 * 113242.78 * -0.366086 * -0.240692 *    -14.36 *
*     1897 *      1897 * 158.71284 * 11319.233 * 0.1221500 * 0.5322750 *    -10.52 *
*     1899 *      1899 * 340.96104 * 68021.758 * -0.160677 * 0.1307132 *     -8.32 *
*     1913 *      1913 * 21.146179 * 2250.9681 * -0.572431 * -0.000914 *     -4.58 *
*     1914 *      1914 * 7.0763023 * 1195.7464 * -0.510714 * 0.1749918 *     -5.38 *
*     1921 *      1921 * 14.295134 * 1591.8635 * -0.035664 * 0.7192598 *     -18.9 *
*     1928 *      1928 * 552.76631 * 112125.75 * -0.287506 * -0.707601 *    -18.82 *
*     1941 *      1941 * 6.8224502 * 511.24937 * 0.4928159 * 0.5003182 *    -18.18 *
*     1955 *      1955 * 3.3719211 * 27289.567 * -0.471707 * 0.4048080 *    -16.68 *
*     1967 *      1967 * 2.1018675 * 678.79923 * -0.339847 * 0.7310783 *    -11.28 *
*     1997 *      1997 * 15.678614 * 1751.8931 * 0.3899889 * 0.6495921 *    -15.86 *
*     2002 *      2002 * 76.648398 * 4327.8661 * 0.2840613 * -0.735030 *       -13 *
*     2004 *      2004 * 361.59147 * 115907.70 * 0.0018177 * -0.846623 *     -7.48 *
*     2017 *      2017 * 12.434816 * 6504.8548 * 0.1396480 * 0.4025699 *     -6.82 *
*     2019 *      2019 * 47.229237 * 2699.0178 * -0.568733 * 0.1375659 *    -18.12 *
*     2024 *      2024 * 5.9230347 * 528.17132 * -0.567811 * 0.5405497 *    -18.08 *
*     2040 *      2040 * 1.6326722 * 37959.017 * -0.107410 * 0.5013274 *     -7.36 *
*     2044 *      2044 * 710.17594 *  113870.6 * -0.076384 * -0.710154 *    -18.84 *
*     2052 *      2052 * 5.1778580 * 53600.762 * -0.400636 * 0.5206654 *    -18.38 *
*     2057 *      2057 * 748.57348 * 114076.35 * -0.155960 * -0.749534 *     -8.44 *
*     2077 *      2077 * 168.91526 * 30184.418 * -0.358737 * -0.138832 *     -5.66 *
*     2084 *      2084 * 6.4560394 * 1777.9500 * 0.6454639 * -0.531976 *     -2.26 *
*     2085 *      2085 * 81.520212 * 4168.5940 * -0.585155 * -0.326097 *    -14.52 *
*     2097 *      2097 * 29.692365 * 7916.9578 * 0.0086784 * 0.2866290 *     -2.54 *
*     2116 *      2116 * 1574.1419 * 65525.375 * 0.1036684 * -0.628260 *    -19.28 *
*     2143 *      2143 * 561.51014 * 109958.63 * 0.4605360 * 0.0914012 *     -2.46 *
*     2146 *      2146 * 509.05322 * 112899.16 * -0.452393 * 0.3570802 *     -5.94 *
*     2148 *      2148 * 18.707167 * 1518.0450 * 0.5377898 * 0.1550179 *     -1.08 *
*     2149 *      2149 * 897.36814 * 115073.80 * -0.582670 * -0.313413 *     -4.28 *
*     2159 *      2159 * 23.646176 * 2414.8971 * -0.466684 * -0.310750 *    -22.58 *
*     2174 *      2174 * 3.3531363 * 58634.851 * 0.5283324 * -0.082480 *     -4.22 *
*     2202 *      2202 * 457.17035 * 105693.88 * -0.426685 * -0.357628 *     -2.16 *
*     2205 *      2205 * 365.76868 * 77140.008 * -0.035869 * -0.458216 *    -10.04 *
*     2207 *      2207 * 219.64237 * 25696.270 * 0.3672187 * -0.582941 *     -12.1 *
*     2234 *      2234 * 620.89496 * 112221.33 * -0.641269 * -0.260754 *    -11.84 *
*     2236 *      2236 * 272.83630 * 62929.315 * -0.631693 * 0.5510276 *    -10.88 *
*     2238 *      2238 * 332.48530 * 70480.725 * 0.1827217 * -0.595547 *     -6.04 *
*     2244 *      2244 * 715.66467 * 112171.31 * -0.056683 * 0.7944757 *     -5.92 *
*     2253 *      2253 *  702.7919 * 115230.58 * -0.311088 * 0.5670050 *    -11.62 *
*     2260 *      2260 * 19.575774 * 2218.7795 * -0.604648 * 0.3767793 *     -3.74 *
*     2264 *      2264 * 3.7220867 * 63496.400 * 0.5974881 * 0.4474331 *     -21.5 *
*     2275 *      2275 * 797.99487 * 113178.49 * -0.188421 * -0.716506 *    -17.18 *
*     2289 *      2289 * 463.81466 * 97436.001 * -0.549886 * -0.082951 *     -2.32 *
*     2310 *      2310 * 200.44113 * 42644.258 * -0.471891 * 0.4918431 *      -7.6 *
*     2317 *      2317 * 626.61333 * 107469.05 * -0.409299 * 0.1587666 *     -3.72 *
*     2328 *      2328 * 35.030675 * 3025.8760 * -0.295571 * 0.7942608 *     -1.54 *
*     2344 *      2344 * 634.26547 * 108751.57 * -0.053856 * -0.757844 *     -4.58 *
*     2346 *      2346 * 561.98011 * 116230.92 * 0.2717910 * -0.524104 *    -18.46 *
*     2352 *      2352 * 726.55309 *  11123.98 * 0.5734416 * 0.1440957 *     -4.78 *
*     2358 *      2358 * 31.777407 * 12430.544 * -0.032250 * 0.3064852 *     -2.38 *
*     2364 *      2364 * 751.98203 * 106143.93 * 0.5776368 * 0.4878026 *      -5.9 *
*     2375 *      2375 * 419.83670 * 95961.185 * -0.582594 * -0.356765 *     -6.28 *
*     2377 *      2377 * 402.49082 * 91622.488 * 0.5699822 * 0.5216982 *     -4.98 *
*     2403 *      2403 * 102.08868 * 4149.6394 * -0.472131 * 0.0024335 *     -6.76 *
*     2436 *      2436 * 252.71145 * 25084.611 * -0.588535 * -0.069888 *     -2.98 *
*     2446 *      2446 * 2.6660170 * 43769.077 * -0.398610 * -0.144648 *     -20.7 *
*     2450 *      2450 * 224.23648 * 21321.812 * -0.276532 * 0.3327150 *    -16.48 *
*     2456 *      2456 * 1788.7847 * 1813.7713 * -0.052917 * -0.431831 *    -20.84 *
*     2460 *      2460 * 428.40722 * 115020.71 * -0.289197 * 0.2278529 *    -14.98 *
*     2462 *      2462 * 511.49374 * 115567.86 * -0.398653 * 0.0670568 *     -21.9 *
*     2466 *      2466 * 469.77568 * 104258.84 * -0.386432 * -0.623727 *      -6.8 *
*     2470 *      2470 * 9.3768781 * 842.57412 * -0.562536 * -0.396268 *    -10.66 *
*     2486 *      2486 * 92.534439 * 653.59982 * -0.781617 * -0.111721 *    -20.98 *
*     2490 *      2490 * 717.89995 * 115015.09 * -0.383366 * -0.306128 *     -8.58 *
*     2532 *      2532 * 31.095100 * 2066.4699 * -0.462749 * -0.620882 *       -14 *
*     2540 *      2540 * 8.5727667 * 509.93488 * -0.628657 * -0.301184 *    -20.76 *
*     2546 *      2546 * 749.31756 * 108270.32 * 0.4391666 * 0.1233890 *      -3.8 *
*     2549 *      2549 * 615.03121 * 111375.18 * -0.496438 * 0.5122500 *      -3.7 *
*     2559 *      2559 * 872.87350 * 115399.53 * 0.0674201 * 0.7417231 *    -21.02 *
*     2580 *      2580 * 310.90703 * 67091.324 * -0.670996 * -0.337675 *    -22.14 *
*     2588 *      2588 * 851.76854 * 112873.72 * 0.3396277 * -0.769862 *    -21.88 *
*     2597 *      2597 * 8.4743733 * 1663.7474 * 0.0528880 * -0.681645 *    -19.12 *
*     2604 *      2604 * 12.492079 * 1001.9468 * -0.007800 * -0.054533 *     -5.32 *
*     2609 *      2609 * 470.16903 * 98009.415 * -0.526561 * -0.481028 *      -4.5 *
*     2619 *      2619 * 51.109695 * 414.40448 * 0.1989997 * 0.0212875 *    -10.06 *
*     2635 *      2635 * 721.96367 * 118667.17 * -0.717140 * -0.272988 *    -20.44 *
*     2639 *      2639 * 632.36871 * 116000.69 * -0.522760 * -0.202755 *    -16.62 *
*     2643 *      2643 * 33.601272 * 19900.675 * -0.272466 * 0.7115805 *     -2.24 *
*     2650 *      2650 * 35.556412 * 3565.7110 * 0.6457438 * -0.106581 *    -13.38 *
*     2662 *      2662 * 17.643128 * 1641.0725 * -0.796629 * -0.025746 *     -4.42 *
*     2683 *      2683 * 10.216292 * 1261.9070 * -0.282775 * -0.285470 *     -3.42 *
*     2698 *      2698 * 836.64136 * 116564.93 * -0.103078 * -0.338598 *    -15.96 *
*     2701 *      2701 * 7.1587170 * 870.02315 * 0.2507000 * 0.4330230 *      -6.4 *
*     2715 *      2715 * 5.7567948 * 1334.9584 * 0.5252852 * 0.2517274 *     -4.98 *
*     2740 *      2740 * 623.32805 * 118037.61 * -0.645943 * -0.337663 *    -11.66 *
*     2761 *      2761 * 46.570650 * 3076.0906 * 0.6963356 * -0.345585 *      -8.8 *
*     2773 *      2773 * 98.402184 * 4402.1484 * 0.6425530 * 0.0769574 *     -21.4 *
*     2775 *      2775 * 85.743490 * 15897.123 * 0.0865467 * 0.2972042 *     -3.84 *
*     2777 *      2777 * 499.05877 * 104515.07 * -0.650480 * 0.4971553 *    -16.16 *
*     2785 *      2785 * 2.1968922 * 110441.06 * -0.301571 * 0.4797880 *    -20.98 *
*     2787 *      2787 * 611.43354 * 108302.17 * 0.6760915 * -0.174967 *     -6.94 *
*     2792 *      2792 *  458.1345 * 107742.06 * 0.1743839 * -0.817088 *    -22.52 *
*     2806 *      2806 * 720.44797 * 113561.52 * -0.502893 * 0.6661910 *      -6.7 *
*     2810 *      2810 * 89.024711 * 501.57511 * 0.2473046 * 0.0372795 *    -17.64 *
*     2827 *      2827 * 1.9646625 * 417.32505 * -0.592384 * -0.276713 *     -3.58 *
*     2832 *      2832 * 392.04550 * 89299.881 * -0.816336 * 0.1188257 *    -15.38 *
*     2836 *      2836 * 40.914491 * 3425.1448 * 0.0687908 * 0.0473316 *    -18.34 *
*     2837 *      2837 * 10.676488 * 2043.5768 * -0.512709 * 0.6037890 *     -2.92 *
*     2851 *      2851 * 12.043074 * 2047.5733 * -0.435983 * -0.588250 *      -5.2 *
*     2860 *      2860 * 208.22207 * 38405.546 * 0.6838276 * 0.4581434 *     -7.58 *
*     2886 *      2886 * 15.536902 * 818.22949 * -0.671982 * -0.335515 *     -18.3 *
*     2897 *      2897 * 744.27200 * 121427.26 * -0.460533 * -0.053691 *    -15.08 *
*     2919 *      2919 * 35.617194 * 3774.9081 * 0.1709976 * 0.3316260 *    -13.46 *
*     2923 *      2923 * 8.4492173 * 1354.8148 * -0.493513 * 0.0183354 *     -9.28 *
*     2924 *      2924 * 771.51779 * 111043.85 * -0.372205 * -0.611328 *    -12.74 *
*     2935 *      2935 * 363.31487 * 115528.86 * -0.467719 * 0.2781033 *     -6.62 *
*     2939 *      2939 * 759.77613 * 116659.50 * -0.371351 * 0.4494487 *     -15.2 *
*     2941 *      2941 * 763.90865 * 2830.3415 * 0.7310470 * 0.3996671 *    -21.56 *
*     2962 *      2962 * 583.55384 * 109791.06 * -0.377493 * -0.377851 *     -2.88 *
*     2972 *      2972 * 167.35819 * 47375.722 * -0.225438 * -0.697148 *      -8.9 *
*     2985 *      2985 * 499.18174 * 112751.79 * -0.385888 * 0.2788448 *     -12.8 *
*     3005 *      3005 *  35.12338 * 1775.3462 * -0.758954 * -0.331253 *     -9.18 *
*     3014 *      3014 * 2.9879205 * 66271.224 * -0.027143 * 0.4451695 *     -19.5 *
*     3015 *      3015 * 3.8916591 * 55332.429 * -0.430866 * 0.2372884 *    -20.76 *
*     3026 *      3026 * 2497.8943 * 55451.499 * -0.771537 * -0.299884 *     -1.82 *
*     3034 *      3034 * 277.79191 * 4023.4788 * 0.2009058 * 0.4864609 *    -10.88 *
*     3037 *      3037 * 62.281073 *  11415.63 * 0.0939020 * 0.7816435 *    -23.68 *
*     3053 *      3053 * 2.8979035 * 1477.4279 * 0.3355502 * -0.244809 *      -1.2 *
*     3075 *      3075 * 562.77800 * 111713.63 * -0.198192 * -0.195043 *    -10.62 *
*     3102 *      3102 * 547.37885 * 111139.90 * 0.2642974 * -0.800242 *    -12.74 *
*     3114 *      3114 * 31.863822 * 2379.2313 * 0.1642026 * -0.415046 *    -14.74 *
*     3121 *      3121 * 540.91471 * 114513.58 * -0.064240 * -0.225821 *    -13.34 *
*     3124 *      3124 * 535.51448 * 112768.44 * -0.555637 * 0.1885059 *     -7.44 *
*     3127 *      3127 * 7.9041309 * 14297.372 * 0.1684431 * 0.3176745 *     -4.82 *
*     3140 *      3140 * 16.998695 * 1532.1853 * -0.334753 * 0.3149614 *    -11.14 *
*     3143 *      3143 * 749.04005 * 115910.87 * 0.6141873 * 0.5115969 *    -20.56 *
*     3152 *      3152 * 536.66243 * 105079.07 * 0.6242511 * 0.5486320 *     -1.58 *
*     3159 *      3159 * 4.3738896 * 514.03917 * 0.8225209 * -0.206508 *    -13.28 *
*     3162 *      3162 * 523.12790 * 66984.490 * 0.1950768 * 0.5106130 *     -3.06 *
*     3186 *      3186 * 135.27184 * 9258.9776 * 0.1284466 * 0.4914011 *      -7.1 *
*     3196 *      3196 * 2.7259109 * 107048.84 * -0.081204 * -0.706550 *     -9.82 *
*     3209 *      3209 * 2693.0116 * 1420.1811 * 0.0068055 * -0.289840 *    -15.16 *
*     3214 *      3214 * 571.84291 * 110735.25 * -0.503661 * -0.265368 *    -11.22 *
*     3215 *      3215 * 17.063469 * 2209.2316 * -0.657901 * 0.0583018 *     -6.44 *
*     3223 *      3223 * 697.68651 * 115580.70 * -0.479924 * 0.2811924 *    -15.58 *
*     3225 *      3225 * 830.69104 * 113118.19 * -0.446442 * -0.133351 *    -19.22 *
*     3230 *      3230 * 23.634097 * 2072.2938 * -0.164635 * 0.3773456 *     -17.8 *
*     3232 *      3232 * 1500.6613 * 22974.592 * -0.141248 * -0.178879 *     -3.54 *
*     3233 *      3233 * 950.71849 * 103102.33 * -0.755182 * -0.003175 *     -9.82 *
*     3241 *      3241 * 2551.7656 * 116696.05 * -0.477254 * 0.3943356 *    -17.64 *
*     3253 *      3253 * 99.714469 * 4338.3150 * -0.438690 * 0.2510280 *    -15.88 *
*     3277 *      3277 * 676.36420 * 109379.17 * 0.2244570 * -0.772357 *    -12.92 *
*     3281 *      3281 * 90.847940 *  11583.14 * 0.4334747 * 0.2317864 *    -22.48 *
*     3300 *      3300 * 5.7793158 * 1082.1968 * 0.2338383 * -0.419140 *     -8.84 *
*     3312 *      3312 * 548.85036 * 124782.44 * -0.227235 * 0.2155464 *    -16.56 *
*     3325 *      3325 * 92.854015 * 4971.6359 * -0.431762 * 0.1994562 *    -12.32 *
*     3347 *      3347 * 2.9958394 * 25678.479 * -0.059043 * -0.813644 *     -9.54 *
*     3356 *      3356 * 809.28510 * 112461.31 * -0.175909 * 0.6942360 *     -6.28 *
*     3373 *      3373 * 4.0080529 * 882.07176 * -0.520953 * -0.086574 *    -15.44 *
