************************************************************************************
*    Row   *   EventId * cpS1sTotB * cpS2sTotB *      X[0] *      Y[0] *         Z *
************************************************************************************
*        9 *         9 * 370.13022 * 93611.733 * -0.456050 * 0.4790160 *     -3.84 *
*       14 *        14 * 607.26605 * 112532.74 * -0.139274 * -0.742354 *    -12.52 *
*       28 *        28 * 6.6523476 * 1251.5065 * -0.504120 * 0.5783374 *     -7.28 *
*       30 *        30 * 553.05667 * 109653.06 * 0.2353571 * -0.356417 *    -11.22 *
*       45 *        45 * 49.987886 * 5855.4286 * 0.7383999 * 0.3130790 *     -10.4 *
*      105 *       105 * 288.14413 * 99927.552 * -0.348585 * -0.317906 *    -18.16 *
*      147 *       147 * 465.35454 * 92620.021 * -0.040630 * -0.734292 *     -6.62 *
*      152 *       152 * 13.696557 * 2247.2619 * -0.820814 * -0.183162 *    -16.78 *
*      173 *       173 * 13844.598 * 5916.9158 * 0.2492459 * -0.108482 *     -1.14 *
*      202 *       202 * 346.65628 * 117509.36 * -0.483680 * 0.3006860 *     -23.3 *
*      203 *       203 * 530.51578 * 112471.44 * -0.033617 * 0.7183947 *     -4.48 *
*      208 *       208 * 692.54987 * 113465.18 * 0.5772328 * -0.359703 *    -20.96 *
*      272 *       272 * 49.380111 * 2982.4277 * -0.421228 * 0.5365995 *    -11.34 *
*      288 *       288 * 3.0007381 * 32849.713 * 0.5686045 * -0.364491 *    -12.86 *
*      311 *       311 * 690.02191 * 111096.62 * -0.479442 * 0.2556973 *     -8.74 *
*      324 *       324 * 3.0624832 * 275.52967 * -0.160397 * -0.033543 *     -19.4 *
*      326 *       326 * 385.91765 * 82746.436 * 0.3649800 * 0.4364871 *     -2.92 *
*      344 *       344 * 647.88139 * 113703.62 * -0.175182 * 0.6227336 *     -13.4 *
*      365 *       365 * 528.70552 * 106985.19 * -0.542208 * -0.544509 *    -18.14 *
*      403 *       403 * 614.69310 * 5112.5050 * -0.470873 * -0.295809 *    -22.16 *
*      413 *       413 * 3.8764385 * 36514.648 * -0.480613 * 0.0847332 *        -8 *
*      431 *       431 * 676.53513 * 22441.304 * -0.701375 * -0.123614 *    -22.44 *
*      446 *       446 * 406.78258 * 103577.80 * -0.718350 * -0.054708 *     -4.14 *
*      468 *       468 * 83.891435 * 1189.4597 * -0.725730 * -0.013816 *    -10.56 *
*      478 *       478 * 21.346343 * 2154.4487 * -0.705025 * 0.0283776 *     -8.66 *
*      508 *       508 * 456.73096 * 107085.77 * -0.337528 * 0.2656313 *     -2.02 *
*      542 *       542 * 588.39450 * 96711.418 * 0.6224604 * -0.253499 *      -1.6 *
*      554 *       554 * 109.44265 * 482.58388 * 0.1411063 * 0.3848851 *    -23.72 *
*      566 *       566 * 523.99052 * 107835.54 * -0.283404 * 0.5149268 *     -1.24 *
*      585 *       585 * 702.84766 * 116334.38 * -0.371165 * -0.627835 *    -20.82 *
*      639 *       639 * 656.33068 * 111776.56 * -0.665968 * -0.194792 *     -7.58 *
*      665 *       665 * 21.630493 * 3851.4848 * 0.2052036 * 0.1998326 *     -2.48 *
*      677 *       677 * 3.4318897 * 32184.927 * 0.7229135 * 0.4391643 *    -20.98 *
*      725 *       725 * 767.26549 * 113746.10 * -0.475153 * -0.059341 *     -2.96 *
*      749 *       749 * 556.59860 * 111747.83 * -0.509225 * 0.0360367 *     -6.06 *
*      751 *       751 * 8.0855461 * 1058.1156 * 0.6786065 * 0.3068317 *     -2.66 *
*      753 *       753 * 4.0263469 * 23034.100 * -0.254808 * 0.2318234 *     -2.74 *
*      764 *       764 * 386.50625 * 108548.49 * 0.4726857 * -0.515061 *      -5.2 *
*      766 *       766 * 720.88691 * 111895.58 * -0.252097 * 0.4143016 *    -13.74 *
*      771 *       771 * 640.50869 * 116355.19 * -0.350235 * 0.5612104 *    -23.12 *
*      837 *       837 * 653.20764 * 82355.589 * -0.716720 * 0.2042055 *     -21.7 *
*      854 *       854 * 601.38495 * 57002.164 * 0.2070264 * 0.3506146 *    -22.76 *
*      872 *       872 * 2.5600292 * 25880.325 * -0.520334 * 0.5141513 *     -5.66 *
*      906 *       906 * 399.95753 * 95689.537 * 0.2017382 * 0.2709274 *     -7.24 *
*      912 *       912 * 939.28438 * 2032.6525 * 0.6083263 * -0.212275 *     -16.9 *
*      925 *       925 * 10.663387 * 1320.9524 * -0.261885 * 0.5273056 *    -10.24 *
*      927 *       927 * 1.6893431 * 34104.073 * 0.2601827 * 0.1658964 *     -8.14 *
*      950 *       950 * 1639.0009 * 107896.88 * 0.3143550 * 0.6651244 *      -7.6 *
*      959 *       959 * 13.951884 * 1325.2381 * 0.6115097 * -0.010448 *     -1.64 *
*      964 *       964 * 4.4182852 * 495.05054 * -0.167150 * -0.001964 *     -2.18 *
*      967 *       967 * 22.434974 * 2072.0642 * 0.2180115 * 0.1607640 *     -2.54 *
*      970 *       970 * 38.834943 * 2255.0587 * -0.009586 * 0.1086665 *    -22.52 *
*      974 *       974 * 680.21577 * 113894.10 * -0.605918 * -0.009900 *    -10.04 *
*      985 *       985 * 1.1776676 * 414.07895 * -0.838728 * 0.1109888 *     -20.4 *
*      994 *       994 * 6.1009043 * 773.43552 * -0.278551 * 0.1842991 *     -1.68 *
*     1004 *      1004 * 1630.6499 * 118383.90 * 0.0474956 * 0.7975368 *       -16 *
*     1008 *      1008 * 4.3918506 * 47783.572 * 0.1881531 * -0.135862 *    -12.02 *
*     1021 *      1021 * 1004.5689 * 116726.69 * -0.042419 * 0.8217160 *    -22.32 *
*     1024 *      1024 * 49.648511 * 3428.2694 * -0.683926 * -0.477978 *    -11.76 *
*     1039 *      1039 * 561.79550 * 99592.022 * -0.639417 * -0.352902 *    -15.46 *
*     1062 *      1062 * 5.1303141 * 802.17838 * -0.651860 * -0.004913 *       -20 *
*     1064 *      1064 * 155.63683 * 11920.941 * -0.480780 * -0.379985 *    -13.48 *
*     1072 *      1072 * 609.75141 * 112646.36 * -0.228243 * 0.5868139 *    -13.62 *
*     1092 *      1092 * 359.61296 * 90477.078 * -0.623857 * -0.364283 *      -1.8 *
*     1098 *      1098 * 293.31488 * 92155.201 * -0.686908 * -0.114090 *    -13.68 *
*     1099 *      1099 * 684.39977 * 114230.80 * -0.588175 * -0.250623 *    -17.52 *
*     1108 *      1108 * 52.483273 * 1811.4810 * 0.0346855 * 0.2784141 *     -1.22 *
*     1117 *      1117 * 551.61559 * 107400.73 * -0.059510 * 0.2832905 *      -4.5 *
*     1118 *      1118 * 43.740560 * 6340.5096 * 0.1357457 * 0.2109935 *     -2.06 *
*     1126 *      1126 * 37.343943 * 2349.9581 * 0.7233169 * 0.2312365 *    -20.76 *
*     1152 *      1152 * 651.34690 * 117484.57 * -0.132795 * 0.7736313 *    -16.86 *
*     1158 *      1158 * 19.076017 * 1922.4297 * 0.6249984 * -0.575981 *    -21.64 *
*     1224 *      1224 * 532.42600 * 114160.87 * -0.528451 * 0.1314203 *     -7.98 *
*     1245 *      1245 * 19.135334 * 1720.3494 * -0.626180 * 0.3787893 *    -17.66 *
*     1266 *      1266 * 4589.7286 * 21736.759 * 0.6805093 * -0.105519 *    -20.82 *
*     1268 *      1268 * 705.79284 * 111893.38 * 0.1679800 * -0.678556 *      -6.7 *
*     1269 *      1269 * 633.72255 * 113479.70 * -0.529174 * -0.305254 *    -17.36 *
*     1278 *      1278 * 34.639010 * 2789.1394 * -0.655181 * 0.4461372 *    -17.28 *
*     1282 *      1282 * 43.986591 * 9121.6594 * -0.007473 * 0.3431891 *     -1.36 *
*     1348 *      1348 * 49.513496 * 593.39027 * -0.309370 * 0.7770744 *    -19.68 *
*     1358 *      1358 * 1.5989289 * 41003.169 * 0.4727416 * 0.4325522 *     -23.6 *
*     1373 *      1373 * 2.0784899 * 55845.826 * -0.527508 * -0.162453 *    -14.52 *
*     1381 *      1381 * 1307.3810 * 55970.026 * -0.123403 * -0.803582 *    -16.76 *
*     1386 *      1386 * 510.68736 * 114351.39 * -0.521606 * -0.384884 *    -19.28 *
*     1427 *      1427 * 222.81172 * 23235.630 * 0.6784443 * 0.2482082 *    -17.28 *
*     1445 *      1445 * 2230.2244 * 49499.769 * -0.387936 * -0.037118 *     -7.44 *
*     1472 *      1472 * 820.74381 * 112404.89 * -0.227930 * 0.5119051 *     -14.9 *
*     1477 *      1477 * 145.98541 * 20647.749 * -0.492184 * 0.5089848 *    -20.92 *
*     1500 *      1500 * 437.57168 * 69233.958 * 0.3889847 * 0.4554770 *      -8.2 *
*     1525 *      1525 * 1688.4156 * 3100.5000 * -0.493807 * 0.2454328 *    -17.78 *
*     1530 *      1530 * 741.22162 * 115827.70 * -0.274060 * 0.6100685 *    -13.72 *
*     1532 *      1532 * 1711.1623 * 98471.926 * -0.555247 * -0.559306 *     -23.8 *
*     1560 *      1560 * 11.782507 * 2085.0745 * 0.7814134 * 0.1071116 *    -10.34 *
*     1564 *      1564 * 8.9435308 * 714.04212 * 0.5641976 * -0.347221 *    -12.92 *
*     1588 *      1588 * 4.7960322 * 106029.58 * -0.138439 * -0.124272 *    -16.58 *
*     1628 *      1628 * 464.38334 * 108744.87 * 0.0118466 * 0.8364579 *    -20.32 *
*     1639 *      1639 * 2.9519101 * 30618.394 * -0.353028 * 0.4514769 *     -5.88 *
*     1642 *      1642 * 3.5474373 * 69307.945 * -0.388163 * -0.099784 *      -7.2 *
*     1658 *      1658 * 688.71605 * 112573.47 * 0.1004964 * -0.796571 *     -10.2 *
*     1669 *      1669 * 9.4668039 * 1310.8600 * 0.0167313 * 0.1080860 *     -12.2 *
*     1695 *      1695 * 362.90549 * 97397.873 * 0.0354429 * -0.092593 *     -1.36 *
*     1700 *      1700 * 515.72889 * 116724.82 * -0.354418 * 0.5430704 *    -13.86 *
*     1708 *      1708 * 4.2586844 * 6028.4655 * 0.0715072 * 0.3511198 *      -6.6 *
*     1713 *      1713 * 2240.9451 * 116138.85 * 0.3351114 * -0.733361 *    -21.22 *
*     1725 *      1725 * 492.66532 * 96255.753 * -0.199725 * 0.7516459 *     -1.28 *
*     1730 *      1730 * 588.01332 * 109989.10 * -0.081698 * -0.708963 *    -10.36 *
*     1745 *      1745 * 10.340884 * 1152.7015 * 0.3166311 * -0.336824 *    -12.46 *
*     1766 *      1766 * 339.35101 * 3688.0885 * 0.2098378 * 0.4765773 *    -16.44 *
*     1774 *      1774 * 80.631519 * 4716.3203 * 0.3144378 * 0.7754245 *     -9.36 *
