***********************************************************
*    Row   * Instance *   EventId * cpS1sTotB * cpS2sTotB *
***********************************************************
*     7386 *        0 *      7386 * 6.7454501 * 506.87915 *
*     8735 *        0 *      8735 * 26.164515 * 2656.8971 *
*    16990 *        0 *     16990 * 6.8326241 * 619.18878 *
*    17662 *        0 *     17662 * 3.2940423 * 580.66458 *
*    25109 *        0 *     25109 * 11.954377 * 942.90992 *
*    37698 *        0 *     37698 * 2.8998580 * 562.47694 *
*    42650 *        0 *     42650 * 5.4060145 * 1084.6160 *
*    52021 *        0 *     52021 * 5.8163999 * 985.60116 *
*    62797 *        1 *     62797 * 3.5272743 * 338.29971 *
*    79454 *        1 *     79454 * 16.713580 * 1414.1774 *
*    86441 *        0 *     86441 * 21.206231 * 997.31301 *
*    94799 *        2 *     94799 * 5.4230418 * 791.56630 *
*    95135 *        0 *     95135 *  36.69691 * 3034.0133 *
*   101004 *        1 *    101004 * 4.9666125 * 780.15411 *
*   110453 *        1 *    110453 * 9.8442671 * 758.00761 *
*   110628 *        0 *    110628 * 12.068197 * 703.76449 *
*   129344 *        0 *    129344 * 29.512189 * 1173.3199 *
*   167221 *        0 *    167221 * 8.1636973 * 905.43688 *
*   195329 *        2 *    195329 * 7.2440912 * 576.16622 *
*   206947 *        3 *    206947 * 1.1408279 * 1062.4679 *
*   214101 *        0 *    214101 * 4.7609129 * 235.18121 *
*   221617 *        0 *    221617 * 9.7549356 * 1707.6355 *
*   253333 *        1 *    253333 * 3.3986717 * 572.03268 *
*   255719 *        0 *    255719 * 3.3937192 * 930.43465 *
*   267062 *        0 *    267062 * 11.873838 * 607.60080 *
*   272786 *        1 *    272786 * 7.1894223 * 595.34891 *
*   282863 *        0 *    282863 * 9.3182333 * 898.94023 *
*   289671 *        1 *    289671 * 4.8739071 * 707.56267 *
*   292320 *        0 *    292320 * 11.684243 * 831.57444 *
***********************************************************
