***********************************************************
*    Row   * Instance *   EventId * cpS1sTotB * cpS2sTotB *
***********************************************************
*     5241 *        0 *      5241 * 4.0735672 * 833.80313 *
*     7318 *        0 *      7318 * 17.715461 * 1989.6350 *
*    21535 *        0 *     21535 * 20.042893 * 1547.5972 *
*    29934 *        1 *     29934 * 2.7134151 * 675.24494 *
*    33794 *        0 *     33794 * 4.2598991 * 681.18794 *
*    37405 *        0 *     37405 * 7.8411619 * 945.17665 *
*    42769 *        0 *     42769 * 11.185159 * 2078.4105 *
*    48452 *        0 *     48452 * 24.202567 * 2372.7623 *
*    53745 *        2 *     53745 * 2.1862397 * 818.10561 *
*    55438 *        0 *     55438 * 6.5620036 * 519.28872 *
*    65946 *        0 *     65946 * 21.659569 * 1682.3496 *
*    67274 *        1 *     67274 * 3.8145911 * 819.13178 *
*    67274 *        2 *     67274 * 2.5065940 * 819.13178 *
*    70303 *        0 *     70303 * 11.110738 * 770.95866 *
*    85281 *        5 *     85281 * 2.2550052 * 2829.0232 *
*    88856 *        0 *     88856 * 3.4677097 * 643.54085 *
*   104643 *        0 *    104643 * 16.897435 * 2466.0865 *
*   107959 *        0 *    107959 * 6.0697643 * 1086.7161 *
*   136855 *        0 *    136855 * 20.205314 * 1386.1679 *
*   139135 *        2 *    139135 * 2.3705849 * 702.45873 *
*   153019 *        0 *    153019 * 11.185686 * 1189.9867 *
*   158313 *        0 *    158313 * 11.471610 * 1538.5377 *
*   175032 *        0 *    175032 * 16.648786 * 1754.9475 *
*   177672 *        1 *    177672 *  7.883183 * 694.99261 *
*   181309 *        0 *    181309 * 19.058545 * 1664.0013 *
*   188725 *        0 *    188725 * 3.9378152 * 560.80818 *
*   195291 *        0 *    195291 * 34.306046 * 3813.2093 *
*   202131 *        0 *    202131 * 15.764665 * 1053.2954 *
*   221116 *        0 *    221116 * 15.963831 * 1096.3799 *
*   222189 *        0 *    222189 * 6.5174035 * 741.57465 *
*   229883 *        2 *    229883 * 3.3453018 * 15.537611 *
*   230447 *        1 *    230447 * 9.7291539 * 1069.3172 *
*   279919 *        0 *    279919 * 9.7008694 * 832.24850 *
*   280628 *        0 *    280628 * 14.356580 * 830.86230 *
*   288608 *        0 *    288608 * 2.3205691 * 580.67766 *
*   290244 *        0 *    290244 * 6.8627378 * 799.53267 *
*   316515 *        0 *    316515 * 9.7565377 * 1119.3528 *
*   316816 *        0 *    316816 * 17.533490 * 2061.7317 *
*   316971 *        0 *    316971 * 10.744894 * 620.28228 *
*   321748 *        0 *    321748 * 12.418921 * 1848.8706 *
*   322560 *        1 *    322560 * 5.4893381 * 732.40660 *
*   332055 *        0 *    332055 * 4.3831401 * 1695.1235 *
*   337742 *        0 *    337742 * 14.919491 * 1461.6791 *
*   344644 *        0 *    344644 * 6.2158208 * 1069.7399 *
*   345859 *        0 *    345859 * 5.3339237 * 957.72615 *
*   350219 *        0 *    350219 * 9.3403602 * 1098.4740 *
*   352750 *        0 *    352750 * 11.194530 * 2473.4884 *
*   355293 *        0 *    355293 * 13.444841 * 471.95405 *
*   357413 *        0 *    357413 * 10.013018 * 825.49877 *
*   361592 *        0 *    361592 * 6.8338986 * 839.77494 *
*   362169 *        2 *    362169 * 2.7051926 * 988.73514 *
*   362436 *        0 *    362436 * 4.7658039 * 521.72680 *
*   370923 *        1 *    370923 * 3.0315826 * 1812.8965 *
*   372799 *        0 *    372799 * 10.197710 * 1265.8365 *
*   380874 *        0 *    380874 * 3.2356809 * 519.60464 *
*   386714 *        0 *    386714 * 3.5091723 * 811.90273 *
*   387691 *        1 *    387691 * 5.5713305 * 661.83591 *
*   401405 *        0 *    401405 * 19.263994 * 931.44687 *
*   413690 *        0 *    413690 * 3.8031615 * 339.41432 *
*   420239 *        0 *    420239 * 1.6649419 * 1299.3023 *
*   448353 *        0 *    448353 * 10.601724 * 1155.6321 *
*   451283 *        6 *    451283 * 2.0143359 * 489.96576 *
*   462311 *        0 *    462311 * 8.0634853 * 1030.6547 *
*   468082 *        1 *    468082 * 2.1675577 * 601.84429 *
*   472970 *        0 *    472970 * 5.1273997 * 719.93630 *
*   486961 *        2 *    486961 * 7.9397578 * 2082.5715 *
*   493657 *        0 *    493657 * 8.6384943 * 596.72389 *
*   518025 *        0 *    518025 * 9.5646613 * 706.72977 *
*   520600 *        0 *    520600 * 4.2057561 * 714.48720 *
*   521044 *        0 *    521044 * 5.4094187 * 739.20633 *
*   521456 *        0 *    521456 * 5.9697302 * 329.37407 *
*   527632 *        1 *    527632 * 8.0739212 *  507.7002 *
*   533804 *        0 *    533804 * 3.8525598 * 1021.1554 *
*   546097 *        0 *    546097 * 18.579049 * 1751.2836 *
***********************************************************
