***********************************************************
*    Row   * Instance *   EventId * cpS1sTotB * cpS2sTotB *
***********************************************************
*     9817 *        0 *      9817 * 5.2205127 * 478.14120 *
*    11171 *        1 *     11171 * 2.9897649 * 1083.0564 *
*    16019 *        2 *     16019 * 2.2672496 * 658.53350 *
*    38256 *        1 *     38256 * 2.6445644 * 611.43800 *
*    48444 *        0 *     48444 * 2.6578254 * 810.82458 *
*    77827 *        0 *     77827 * 9.0990990 * 670.05243 *
*    90727 *        0 *     90727 * 7.9005606 * 643.66533 *
*    95846 *        0 *     95846 * 20.382837 * 1749.1068 *
*   138643 *        0 *    138643 * 21.513297 * 1934.7501 *
*   151192 *        0 *    151192 * 10.733387 * 1980.5388 *
*   151335 *        0 *    151335 * 38.271015 * 3111.9954 *
*   183468 *        0 *    183468 * 7.5582419 * 558.95787 *
*   186944 *        0 *    186944 * 3.8869092 * 855.78905 *
*   194181 *        0 *    194181 * 4.5055694 * 737.85267 *
*   196755 *        0 *    196755 * 7.6553830 * 351.14044 *
*   197346 *        0 *    197346 * 5.6226427 * 1527.7260 *
*   198303 *        3 *    198303 * 1.2984759 * 770.60619 *
*   202111 *        0 *    202111 * 6.6025196 * 992.90153 *
*   208478 *        0 *    208478 * 3.1546405 * 693.50626 *
*   210023 *        0 *    210023 * 5.9951135 * 1488.7745 *
*   211294 *        0 *    211294 * 12.824330 * 2229.1976 *
*   216363 *        0 *    216363 * 18.748859 * 2528.3741 *
*   236174 *        0 *    236174 * 6.6956884 * 903.75073 *
*   238912 *        0 *    238912 * 7.2437053 * 1024.0244 *
*   240859 *        0 *    240859 * 13.229952 * 1244.5843 *
*   253420 *        0 *    253420 * 10.177314 * 1262.1295 *
*   259009 *        0 *    259009 * 5.5933712 * 561.27031 *
*   277853 *        0 *    277853 * 4.3975134 * 981.34796 *
*   281750 *        0 *    281750 * 7.9370226 * 1697.2742 *
*   305359 *        0 *    305359 * 7.5198222 * 1152.4153 *
*   323841 *        0 *    323841 * 16.315251 * 1555.6607 *
*   328525 *        3 *    328525 * 6.9675104 * 1107.7011 *
*   338123 *        2 *    338123 * 4.1918831 * 606.69915 *
*   345031 *        2 *    345031 * 11.121035 * 670.96807 *
*   363841 *        0 *    363841 * 8.4553458 * 730.11396 *
*   367742 *        0 *    367742 * 7.5642409 * 820.46770 *
*   368935 *        0 *    368935 * 5.2697373 * 1718.4908 *
*   369279 *        0 *    369279 * 17.187901 * 851.36143 *
*   372404 *        0 *    372404 * 3.6818971 * 1117.7715 *
*   374465 *        0 *    374465 * 2.8094307 * 902.02682 *
*   377852 *        0 *    377852 * 11.112012 * 1499.8704 *
*   378889 *        0 *    378889 * 5.1714950 * 513.51343 *
*   384568 *        0 *    384568 * 7.3160620 * 552.74795 *
*   388203 *        2 *    388203 * 5.9680656 * 1243.7712 *
*   407355 *        1 *    407355 * 5.4396585 * 780.92485 *
*   437582 *        0 *    437582 * 29.124813 * 2152.4145 *
*   462368 *        0 *    462368 * 3.0823952 * 393.86419 *
*   463344 *        0 *    463344 * 32.526956 * 2240.7101 *
*   475256 *        0 *    475256 * 9.9798398 * 556.07978 *
*   480281 *        0 *    480281 * 2.9934700 * 609.88762 *
*   482530 *        0 *    482530 * 6.3351083 * 1011.1288 *
*   490764 *        0 *    490764 * 5.9061289 * 965.51958 *
*   504077 *        0 *    504077 * 2.9962645 * 865.85516 *
*   515328 *        0 *    515328 * 17.032247 * 789.89245 *
*   515924 *        2 *    515924 * 1.3526397 * 746.22880 *
*   517195 *        0 *    517195 * 7.6366347 * 610.57705 *
*   527719 *        0 *    527719 * 10.238764 * 1376.5319 *
*   533997 *        0 *    533997 * 6.6649195 * 827.67314 *
*   534027 *        1 *    534027 * 6.9730226 * 730.18375 *
*   538811 *        0 *    538811 *  27.16976 * 2851.6379 *
*   540390 *        2 *    540390 * 3.9322788 * 350.47633 *
*   567170 *        0 *    567170 * 7.0566512 * 455.74641 *
*   567170 *        1 *    567170 * 7.7476665 * 455.74641 *
*   591688 *        3 *    591688 * 1.8961901 * 2269.4116 *
*   592544 *        0 *    592544 * 2.2416122 * 940.41026 *
*   615146 *        2 *    615146 * 2.9926928 * 660.64450 *
*   621437 *        3 *    621437 * 4.0749551 * 536.70617 *
*   626911 *        1 *    626911 * 2.5824904 * 2998.5256 *
*   663744 *        0 *    663744 * 5.8140009 * 645.99640 *
*   675247 *        0 *    675247 *  8.423891 * 2931.6846 *
*   685702 *        0 *    685702 * 8.1240799 * 637.10008 *
*   686968 *        1 *    686968 * 5.6995294 * 496.54755 *
*   700931 *        0 *    700931 * 4.5348376 * 458.23002 *
*   705705 *        1 *    705705 * 2.4778792 * 140.95463 *
*   708904 *        0 *    708904 * 13.767528 * 1090.8186 *
*   710405 *        0 *    710405 * 11.262348 * 316.58720 *
*   712674 *        1 *    712674 * 2.4113565 * 471.08661 *
*   713394 *        0 *    713394 * 3.8393362 * 246.20273 *
*   722666 *        0 *    722666 * 6.8699485 * 613.56931 *
*   734308 *        0 *    734308 * 22.324354 * 1789.0398 *
*   736432 *        0 *    736432 * 4.5390819 * 913.27108 *
