************************************************
*    Row   *   EventId * cpS1sTotB * cpS2sTotB *
************************************************
*        3 *         3 * 1991.2884 * 135654.48 *
*       13 *        13 * 7.9272078 * 621.65344 *
*       24 *        24 * 161.91495 * 16518.911 *
*       28 *        28 * 575.16983 * 123428.63 *
*       33 *        33 * 2.4082578 * 75267.658 *
*       37 *        37 * 4.4059688 * 74211.010 *
*       39 *        39 * 33.104215 * 2650.8625 *
*       46 *        46 * 2.9925156 * 473.22123 *
*       52 *        52 * 19.950356 * 4893.4737 *
*       71 *        71 * 1181.0137 * 110840.05 *
*       79 *        79 * 259.10368 * 30737.280 *
*       83 *        83 * 762.30232 * 70812.156 *
*       88 *        88 * 833.97491 * 114441.33 *
*       95 *        95 * 33.639196 * 1837.8969 *
*      104 *       104 * 8.5973834 * 753.37141 *
*      105 *       105 * 906.74206 * 95419.508 *
*      111 *       111 * 1151.6767 * 127496.81 *
*      118 *       118 * 881.53818 * 130975.30 *
*      124 *       124 * 17.057776 * 958.58378 *
*      131 *       131 * 1251.3635 * 148539.21 *
*      134 *       134 * 231.10254 * 19989.944 *
*      138 *       138 * 1720.2058 * 156198.40 *
*      139 *       139 * 1121.6603 * 130673.29 *
*      145 *       145 * 3.2705559 * 962.50814 *
*      151 *       151 * 615.06455 * 67627.661 *
*      154 *       154 * 3.0513770 * 72343.558 *
*      165 *       165 * 538.06135 * 39026.871 *
*      171 *       171 * 5.5040925 * 726.78623 *
*      181 *       181 * 27.574500 * 2337.2506 *
*      193 *       193 * 1.5680840 * 42621.410 *
*      212 *       212 * 1073.1719 * 125545.37 *
*      221 *       221 * 265.42996 * 24632.461 *
*      223 *       223 * 714.63278 * 71572.713 *
*      230 *       230 * 45.856783 * 2413.1318 *
*      234 *       234 * 1069.6373 * 126060.46 *
*      241 *       241 * 625.37361 * 93608.683 *
*      243 *       243 * 14.137579 * 1585.3987 *
*      267 *       267 * 1318.7172 * 147606.63 *
*      285 *       285 * 1094.0530 * 116102.46 *
*      290 *       290 * 515.57161 * 55105.028 *
*      293 *       293 * 15.320112 * 2146.8648 *
*      302 *       302 * 710.88255 * 119994.57 *
*      314 *       314 * 599.50421 * 92861.911 *
*      349 *       349 * 258.93176 * 29978.420 *
*      353 *       353 * 1613.3133 * 492.75731 *
*      363 *       363 * 677.14375 * 115280.21 *
*      373 *       373 * 263.65945 * 21655.574 *
*      377 *       377 * 1339.1952 * 143703.37 *
*      386 *       386 * 806.00018 * 122229.50 *
*      391 *       391 * 960.28817 * 116267.24 *
*      392 *       392 * 1155.0014 * 118968.80 *
*      394 *       394 * 1412.1172 * 147044.21 *
*      408 *       408 * 1436.1954 * 149130.23 *
*      411 *       411 * 81.932917 * 5060.5173 *
*      412 *       412 * 6.0578178 * 807.14237 *
*      415 *       415 * 32.630959 * 366.92182 *
*      418 *       418 * 907.89753 * 131561.58 *
*      420 *       420 * 582.64025 * 102234.04 *
*      421 *       421 * 4504.4613 * 146389.65 *
*      426 *       426 * 18.279648 * 1568.8872 *
*      433 *       433 * 969.15977 * 141753.89 *
*      450 *       450 * 739.10063 * 1968.8606 *
*      451 *       451 * 1058.2458 * 135517.57 *
*      453 *       453 * 27.336195 * 2276.2737 *
*      461 *       461 * 3.4948721 * 70881.411 *
*      463 *       463 * 3.7620408 * 61984.142 *
*      469 *       469 * 640.29904 * 115581.53 *
*      473 *       473 * 41.834520 * 2659.3285 *
*      474 *       474 * 1402.6145 * 149658.07 *
*      489 *       489 * 1114.1719 * 129647.70 *
*      495 *       495 * 166.33153 * 18257.268 *
*      502 *       502 * 955.28014 * 128007.01 *
*      503 *       503 * 728.73952 * 112578.52 *
*      522 *       522 * 10.808586 * 1434.3366 *
*      523 *       523 * 24.129919 * 2890.9901 *
*      524 *       524 * 674.60333 * 81981.644 *
*      525 *       525 * 407.75012 * 90702.211 *
*      526 *       526 * 2216.2578 * 1673.4362 *
