***********************************************************
*    Row   * Instance *   EventId * cpS1sTotB * cpS2sTotB *
***********************************************************
*      316 *        0 *       316 * 5.5492763 * 767.63200 *
*      568 *        0 *       568 * 8.9775446 * 843.03691 *
*      916 *        0 *       916 * 18.197898 * 1794.3215 *
*     1132 *        0 *      1132 * 15.586016 * 1949.7553 *
*     1725 *        0 *      1725 * 19.989493 * 2181.8000 *
*     2741 *        0 *      2741 * 25.637292 * 1777.5142 *
*     3113 *        0 *      3113 * 6.9992769 * 1010.7968 *
*     3361 *        0 *      3361 * 19.802545 * 1825.9307 *
*     3488 *        0 *      3488 * 4.4647639 * 1158.3149 *
*     3587 *        0 *      3587 * 20.683828 * 1880.7583 *
*     3959 *        0 *      3959 * 8.4523338 * 1144.8439 *
*     4398 *        0 *      4398 * 10.899935 * 1440.0502 *
*     4453 *        0 *      4453 * 6.2318814 * 1793.1984 *
*     4557 *        0 *      4557 * 20.379321 * 2520.3722 *
*     4811 *        0 *      4811 * 24.182734 * 2583.9253 *
*     5015 *        0 *      5015 * 21.018378 * 1745.9656 *
*     5277 *        0 *      5277 * 36.394169 * 3203.7333 *
*     5397 *        0 *      5397 * 38.310598 * 3091.4248 *
*     5510 *        0 *      5510 * 6.7050934 * 593.93264 *
*     5560 *        0 *      5560 * 26.806701 * 2159.2809 *
*     5716 *        0 *      5716 * 9.9706301 * 724.34167 *
*     5758 *        0 *      5758 * 6.1590146 * 1396.3578 *
*     5841 *        0 *      5841 * 24.475690 * 1917.2834 *
*     6050 *        0 *      6050 * 7.4714986 * 757.72455 *
*     6284 *        0 *      6284 * 16.812322 * 1723.7821 *
*     6691 *        0 *      6691 * 5.4025275 * 346.55576 *
*     6759 *        0 *      6759 * 12.583434 * 1525.4959 *
*     6799 *        0 *      6799 * 9.8881635 * 1293.7083 *
*     7192 *        0 *      7192 * 6.5641666 * 577.29888 *
*     7388 *        0 *      7388 * 8.8572635 * 1966.7135 *
*     7661 *        0 *      7661 * 9.9433450 * 1180.5320 *
*     7755 *        0 *      7755 * 3.4483623 * 574.87680 *
*     9146 *        0 *      9146 * 10.866049 * 1591.0474 *
*     9346 *        0 *      9346 * 21.694831 * 2489.7099 *
*     9468 *        0 *      9468 * 28.355746 * 1847.1854 *
*     9842 *        0 *      9842 * 7.2206368 *  1201.168 *
*    10612 *        0 *     10612 * 8.9497869 * 861.71583 *
*    11064 *        0 *     11064 * 19.913874 * 770.40768 *
*    11133 *        0 *     11133 * 6.7959626 * 810.89524 *
*    11299 *        0 *     11299 * 14.689072 * 1571.5995 *
*    12216 *        0 *     12216 * 3.2911842 *  569.3754 *
*    12263 *        0 *     12263 * 35.809100 * 2228.0701 *
*    12505 *        0 *     12505 * 7.6410051 * 1538.6526 *
*    12678 *        0 *     12678 * 20.088450 * 1442.1360 *
*    12698 *        0 *     12698 * 13.469446 * 1557.6494 *
*    12795 *        0 *     12795 * 8.7875356 * 1275.1265 *
*    12924 *        0 *     12924 * 12.166902 * 2075.9800 *
*    13056 *        0 *     13056 * 9.6508919 * 1506.3055 *
*    13240 *        0 *     13240 * 3.1780524 * 483.51147 *
*    13630 *        0 *     13630 * 4.1198057 * 988.64819 *
*    13685 *        0 *     13685 * 11.269642 * 1029.2712 *
*    14268 *        0 *     14268 * 14.371065 * 1754.5559 *
*    14529 *        0 *     14529 * 7.3470381 * 1303.2239 *
*    14863 *        0 *     14863 * 16.519358 * 1592.6629 *
*    15566 *        0 *     15566 * 21.368961 * 1366.1644 *
*    15843 *        0 *     15843 * 15.199199 * 2188.5980 *
*    16221 *        0 *     16221 * 10.774093 * 1528.7365 *
*    16499 *        0 *     16499 *  11.54223 * 1007.7426 *
*    17191 *        0 *     17191 * 4.3432121 * 840.16136 *
*    17427 *        0 *     17427 * 7.8362327 * 884.46857 *
*    17912 *        0 *     17912 * 10.547897 * 662.86169 *
*    18679 *        0 *     18679 * 9.5073470 * 1466.7921 *
*    19260 *        0 *     19260 * 20.635293 * 1942.1618 *
*    19977 *        0 *     19977 * 33.760253 * 2353.2158 *
*    20059 *        0 *     20059 * 21.012344 * 2053.9189 *
*    20271 *        0 *     20271 * 7.3103706 * 1134.2884 *
*    20499 *        0 *     20499 * 20.261191 * 1677.8780 *
*    20958 *        1 *     20958 * 5.2203498 * 1794.2614 *
*    21147 *        0 *     21147 * 39.024459 * 2898.2890 *
*    21784 *        0 *     21784 * 14.146469 * 713.93797 *
*    21859 *        0 *     21859 * 13.657873 * 1479.7201 *
*    22048 *        0 *     22048 * 26.794199 * 1948.2439 *
*    22221 *        0 *     22221 * 11.087655 * 818.58036 *
*    22623 *        0 *     22623 * 18.897411 * 1713.9291 *
*    23512 *        0 *     23512 * 4.5366723 * 678.61038 *
*    24496 *        0 *     24496 * 12.971531 * 1471.2222 *
*    25040 *        0 *     25040 * 12.207905 * 1584.1422 *
*    25058 *        0 *     25058 * 10.933847 * 1937.2807 *
*    25231 *        0 *     25231 * 16.220645 * 2078.7739 *
*    25485 *        0 *     25485 * 10.071065 * 1004.2986 *
*    25518 *        0 *     25518 * 30.481491 * 1633.5524 *
*    25760 *        0 *     25760 * 19.268113 * 1546.2614 *
*    25781 *        0 *     25781 * 6.4929451 * 745.14045 *
*    25810 *        0 *     25810 * 20.561933 * 2246.5388 *
*    26055 *        0 *     26055 * 17.689536 * 1400.9618 *
*    26954 *        0 *     26954 * 14.143696 * 1879.5090 *
*    27393 *        0 *     27393 * 23.401883 * 1872.4269 *
*    27736 *        0 *     27736 * 4.6003413 * 1074.9608 *
*    27768 *        0 *     27768 * 21.311689 * 1992.3099 *
*    28071 *        0 *     28071 * 15.266767 * 1442.5011 *
*    28563 *        0 *     28563 * 36.678492 * 2397.0289 *
*    28580 *        0 *     28580 * 8.7515017 * 629.87601 *
*    28636 *        0 *     28636 * 19.067309 * 1879.9261 *
*    28718 *        0 *     28718 * 13.325382 * 1707.5381 *
*    28723 *        0 *     28723 * 14.680381 * 1819.3515 *
*    28879 *        0 *     28879 * 5.6725125 * 343.70989 *
*    29205 *        0 *     29205 * 10.698073 * 829.19243 *
*    29721 *        0 *     29721 * 7.5831364 * 675.88051 *
*    31102 *        0 *     31102 * 6.6758663 * 925.82882 *
*    31103 *        0 *     31103 * 8.9322829 * 1514.9492 *
*    31256 *        0 *     31256 * 24.183513 * 2157.0248 *
*    31266 *        0 *     31266 * 6.0574398 * 1282.6613 *
*    31405 *        0 *     31405 * 7.9886716 * 884.84560 *
*    31721 *        0 *     31721 * 14.512353 * 1374.4031 *
*    32469 *        0 *     32469 * 27.261090 * 1836.5385 *
*    32885 *        0 *     32885 * 11.534768 * 1138.3297 *
*    32896 *        0 *     32896 * 16.017618 * 1706.0599 *
*    33037 *        0 *     33037 * 15.496533 * 2075.5893 *
*    33551 *        0 *     33551 * 8.3229628 * 938.60219 *
*    33691 *        0 *     33691 * 16.365707 * 2219.5306 *
*    33882 *        0 *     33882 * 14.157929 * 1356.5047 *
*    33962 *        0 *     33962 * 23.840521 *  2144.347 *
*    35587 *        0 *     35587 * 9.4149499 * 1015.1013 *
*    35787 *        0 *     35787 * 35.294169 * 1708.3420 *
*    36059 *        0 *     36059 * 10.723053 * 1948.3366 *
*    36518 *        0 *     36518 * 24.681225 * 2020.7664 *
*    37700 *        0 *     37700 * 18.317464 * 1613.6707 *
*    38021 *        0 *     38021 * 3.4365475 * 706.20529 *
*    38199 *        0 *     38199 * 11.755424 * 1262.4768 *
*    39572 *        0 *     39572 * 12.234623 * 1589.8675 *
*    40826 *        0 *     40826 * 11.687677 * 1288.9329 *
*    41321 *        0 *     41321 * 17.440547 * 2187.4129 *
*    41722 *        0 *     41722 * 10.925062 * 1145.9316 *
*    41913 *        0 *     41913 * 20.183917 * 1474.1993 *
*    42140 *        0 *     42140 * 10.111113 * 358.98116 *
*    43188 *        0 *     43188 * 3.9834538 * 865.58715 *
*    43423 *        0 *     43423 * 19.307318 * 1952.4943 *
*    43734 *        0 *     43734 * 2.9502861 * 771.20210 *
*    43747 *        0 *     43747 * 6.1525104 * 784.59389 *
*    44022 *        0 *     44022 * 4.4915731 * 1225.0527 *
*    44132 *        0 *     44132 * 7.5358008 * 1734.1721 *
*    44185 *        0 *     44185 * 31.372261 * 2215.4999 *
*    44430 *        0 *     44430 * 16.203088 * 2098.4739 *
*    44777 *        0 *     44777 * 17.583907 * 1362.0498 *
*    44822 *        0 *     44822 * 18.251557 * 1549.8330 *
*    45504 *        0 *     45504 * 10.408215 * 1441.8525 *
*    45944 *        0 *     45944 * 10.228319 * 1015.2614 *
*    46534 *        0 *     46534 * 19.801600 * 2149.7995 *
*    46733 *        0 *     46733 * 7.1813064 * 497.30723 *
*    47505 *        0 *     47505 * 9.4623698 * 2225.2598 *
*    47866 *        0 *     47866 * 5.4611795 * 936.50295 *
*    47998 *        0 *     47998 * 12.630748 * 1401.9981 *
*    48576 *        0 *     48576 * 20.857134 * 2220.8815 *
*    48896 *        0 *     48896 * 21.590496 * 1735.7771 *
*    49312 *        0 *     49312 * 9.9723409 * 1602.0615 *
*    49474 *        0 *     49474 * 16.874582 * 1259.0611 *
*    50215 *        0 *     50215 * 20.773907 * 1803.6293 *
*    50294 *        0 *     50294 * 20.103861 * 1618.3470 *
*    50311 *        0 *     50311 * 13.647961 * 2002.8813 *
*    50447 *        0 *     50447 * 7.5253254 * 1237.7340 *
*    51495 *        0 *     51495 * 2.5294542 * 823.47058 *
*    51842 *        0 *     51842 * 17.302670 * 1405.2811 *
*    51974 *        0 *     51974 * 10.297093 * 812.43528 *
*    52221 *        0 *     52221 * 6.6156732 * 916.14391 *
*    52325 *        0 *     52325 * 20.798447 * 1442.7761 *
*    52458 *        0 *     52458 * 15.724525 * 1531.7222 *
*    52631 *        0 *     52631 * 10.116988 * 1244.7457 *
*    52800 *        0 *     52800 * 11.209872 * 1996.7556 *
*    52999 *        0 *     52999 * 14.783000 * 1356.1316 *
*    53078 *        0 *     53078 *  20.29523 * 1983.8528 *
*    53136 *        0 *     53136 * 18.579934 * 1555.9439 *
*    53302 *        0 *     53302 * 32.933218 * 1882.7176 *
*    53518 *        0 *     53518 * 31.366939 * 2413.9205 *
*    53741 *        0 *     53741 * 10.242832 * 389.96480 *
*    53765 *        0 *     53765 * 8.2125120 * 1217.6147 *
*    54332 *        0 *     54332 * 16.351933 * 1374.4805 *
*    54979 *        0 *     54979 * 12.697976 * 2147.0903 *
*    55021 *        0 *     55021 * 12.290399 * 1843.9308 *
*    55465 *        0 *     55465 * 9.0121362 * 1494.2047 *
*    55770 *        0 *     55770 * 7.6572952 * 1533.6155 *
*    59250 *        0 *     59250 * 9.9888461 * 1149.1423 *
*    59793 *        0 *     59793 * 30.092197 * 1886.3768 *
*    59834 *        0 *     59834 * 4.3387609 * 548.80044 *
*    59861 *        0 *     59861 * 24.225771 * 2277.4449 *
*    60006 *        0 *     60006 * 15.095872 * 1538.2685 *
*    60036 *        0 *     60036 * 8.3529697 * 913.05091 *
*    60041 *        0 *     60041 * 20.498618 * 2018.7841 *
*    60137 *        0 *     60137 * 8.0632099 * 1693.4289 *
*    60535 *        0 *     60535 * 19.372433 * 1452.5873 *
*    60812 *        0 *     60812 * 11.504109 * 1751.8244 *
*    61369 *        0 *     61369 * 9.1903052 * 1319.9539 *
*    61950 *        0 *     61950 * 10.985009 * 800.08060 *
*    61967 *        0 *     61967 * 16.217441 * 2321.5670 *
*    62043 *        0 *     62043 * 22.651194 * 1656.4700 *
*    62406 *        0 *     62406 * 17.815265 * 1572.9974 *
*    62451 *        0 *     62451 * 7.1208675 * 124.76663 *
*    62853 *        0 *     62853 * 9.9073083 * 1983.0897 *
*    62910 *        0 *     62910 * 14.876506 * 2209.9876 *
*    63010 *        0 *     63010 * 22.366207 * 2308.5993 *
*    63256 *        0 *     63256 * 3.5580060 * 1071.0698 *
*    63545 *        0 *     63545 * 5.4860134 * 1270.7940 *
*    64712 *        0 *     64712 * 2.4969073 * 451.07472 *
*    64891 *        0 *     64891 * 12.500575 * 1164.2284 *
*    66327 *        0 *     66327 * 29.314611 * 1465.7889 *
*    66681 *        0 *     66681 * 4.1289721 * 726.93790 *
*    67497 *        0 *     67497 * 11.102911 * 1092.0607 *
*    67576 *        0 *     67576 * 5.6168058 * 861.18043 *
*    67629 *        0 *     67629 * 19.465255 * 1310.8266 *
*    68412 *        0 *     68412 * 21.339990 * 2177.3689 *
*    69512 *        0 *     69512 * 10.249378 * 1584.4603 *
*    70531 *        0 *     70531 * 10.010412 * 722.81956 *
*    70756 *        0 *     70756 * 11.366171 * 1363.3908 *
*    70776 *        0 *     70776 * 10.015841 * 1582.2985 *
*    71492 *        0 *     71492 * 11.677504 * 1256.0486 *
*    71593 *        0 *     71593 * 20.118467 * 1204.1519 *
*    71717 *        0 *     71717 * 14.337875 * 1787.9345 *
*    72288 *        0 *     72288 * 6.0485448 * 1233.2730 *
*    72665 *        0 *     72665 * 5.5988403 * 1153.6849 *
*    72996 *        0 *     72996 * 9.2695357 * 830.93982 *
*    73181 *        0 *     73181 * 8.8559216 * 1135.4777 *
*    73392 *        0 *     73392 * 18.398021 * 1861.1928 *
*    73445 *        0 *     73445 * 9.2365508 * 978.98272 *
*    73636 *        0 *     73636 * 24.763747 * 2365.1950 *
*    75305 *        0 *     75305 * 19.021898 * 1789.0697 *
*    75331 *        0 *     75331 * 3.6311336 * 849.63848 *
*    75365 *        0 *     75365 * 12.259108 * 2113.8160 *
*    75591 *        0 *     75591 * 7.3760462 * 894.13635 *
*    75647 *        0 *     75647 *  14.01447 * 844.22638 *
*    76451 *        0 *     76451 * 13.317048 * 1265.5152 *
*    76761 *        0 *     76761 * 22.311975 * 2176.7540 *
*    77104 *        0 *     77104 * 13.666014 * 1410.0287 *
*    77600 *        0 *     77600 * 12.079707 * 1638.4688 *
*    77805 *        0 *     77805 * 12.744170 * 1780.7989 *
*    78736 *        0 *     78736 * 6.8101632 * 791.83212 *
*    78779 *        0 *     78779 * 14.352084 * 1515.6556 *
*    79098 *        0 *     79098 * 14.332590 * 1428.7282 *
*    79631 *        0 *     79631 * 17.102859 * 1800.9690 *
*    80226 *        0 *     80226 * 17.624891 * 1422.7495 *
*    80498 *        0 *     80498 * 4.4033374 * 1121.5934 *
*    80603 *        0 *     80603 * 20.181470 * 1767.1960 *
*    82222 *        0 *     82222 * 6.2213139 * 1381.9815 *
*    82227 *        0 *     82227 * 20.877571 * 2008.2065 *
*    82880 *        0 *     82880 * 4.6024837 * 398.59875 *
*    83125 *        0 *     83125 * 9.0841327 * 902.43802 *
*    83654 *        0 *     83654 * 6.7737052 * 1233.8557 *
*    84011 *        0 *     84011 * 9.5981833 * 1516.1385 *
*    84425 *        0 *     84425 * 20.984965 * 2120.7231 *
*    84548 *        0 *     84548 * 8.3637293 * 1006.1190 *
*    85075 *        0 *     85075 * 9.2086892 * 1536.8868 *
*    85341 *        0 *     85341 * 18.034516 * 1809.4831 *
*    86740 *        0 *     86740 * 9.3403949 * 1218.0521 *
*    86786 *        0 *     86786 * 16.978819 * 1652.8598 *
*    86928 *        0 *     86928 * 14.386980 * 1889.6460 *
*    86943 *        0 *     86943 * 12.632073 * 1514.2055 *
*    87582 *        0 *     87582 * 22.775603 * 2331.8888 *
*    87615 *        0 *     87615 * 7.6942244 * 1350.5356 *
*    88443 *        0 *     88443 * 4.5239114 * 376.85735 *
*    88487 *        0 *     88487 * 10.501942 * 1753.3695 *
*    88620 *        0 *     88620 * 8.5276456 * 921.93997 *
*    88823 *        0 *     88823 * 28.689813 * 1768.2521 *
*    89084 *        0 *     89084 * 11.662705 * 1045.5029 *
*    89760 *        0 *     89760 * 5.5557531 * 1139.1857 *
*    90198 *        0 *     90198 * 10.495667 * 1657.7819 *
*    90443 *        0 *     90443 * 6.5839494 * 694.66883 *
*    90565 *        0 *     90565 * 28.174040 * 1728.1081 *
*    90591 *        0 *     90591 * 37.269637 * 2571.0696 *
*    90708 *        0 *     90708 *  20.84638 * 1412.0591 *
*    91240 *        0 *     91240 * 17.116177 * 1170.1041 *
*    91579 *        0 *     91579 * 3.0193767 * 312.34367 *
*    91671 *        0 *     91671 * 18.664311 * 184.13472 *
*    92383 *        0 *     92383 * 8.3579644 * 519.46926 *
*    92497 *        0 *     92497 * 35.412460 * 2272.3100 *
*    93095 *        0 *     93095 * 21.313319 * 1654.6626 *
*    93875 *        0 *     93875 * 23.905955 * 2175.5297 *
*    94176 *        0 *     94176 * 9.7279496 * 659.35945 *
*    94776 *        0 *     94776 * 7.9288084 * 1117.0516 *
*    94955 *        0 *     94955 * 5.3855575 * 1208.0626 *
*    96178 *        0 *     96178 * 19.600303 * 1861.6811 *
*    96669 *        0 *     96669 * 13.886969 * 1493.1027 *
*    97097 *        0 *     97097 * 16.349390 * 1580.0452 *
*    97619 *        0 *     97619 * 16.748391 * 1754.5463 *
*    98411 *        0 *     98411 * 18.943218 * 1043.6256 *
*    98508 *        0 *     98508 * 6.9281009 * 350.10375 *
*    98749 *        0 *     98749 * 4.5124847 * 801.22004 *
*   100068 *        0 *    100068 * 18.491371 * 1230.6856 *
*   100075 *        0 *    100075 * 16.811773 * 1135.5958 *
*   100189 *        0 *    100189 * 11.260611 * 1057.5964 *
*   100547 *        0 *    100547 * 33.099306 * 2050.5296 *
*   100817 *        0 *    100817 * 33.029418 * 1640.6917 *
*   100967 *        0 *    100967 * 8.4817067 * 1878.1188 *
*   102005 *        0 *    102005 *  36.92514 * 2768.1223 *
*   102488 *        0 *    102488 * 6.8795662 * 1328.0663 *
*   102489 *        0 *    102489 * 14.949619 * 1622.3720 *
*   102723 *        0 *    102723 * 3.0173787 * 242.58986 *
*   102845 *        0 *    102845 * 19.255960 * 1510.7932 *
*   102876 *        0 *    102876 * 20.623707 * 1853.5905 *
*   103445 *        0 *    103445 * 16.383178 * 1538.2721 *
*   103601 *        0 *    103601 * 11.803010 * 1191.9873 *
*   103981 *        0 *    103981 * 25.096138 * 1695.6592 *
*   104163 *        0 *    104163 * 32.781114 * 1763.3219 *
*   104362 *        0 *    104362 * 31.948464 * 2475.1629 *
*   104440 *        0 *    104440 * 12.344528 * 1484.6451 *
*   104650 *        0 *    104650 * 13.112362 * 1496.4116 *
*   105069 *        0 *    105069 * 10.224643 * 1095.9191 *
*   105143 *        0 *    105143 * 17.506110 * 1629.3738 *
