***********************************************************
*    Row   * Instance *   EventId * cpS1sTotB * cpS2sTotB *
***********************************************************
*      218 *        0 *       218 * 3.6153461 * 648.32909 *
*     1172 *        0 *      1172 * 11.209736 *  759.6267 *
*     1205 *        1 *      1205 * 9.7044417 * 211.65586 *
*     1434 *        0 *      1434 * 6.4953244 * 1056.1321 *
*     1587 *        0 *      1587 * 4.5518958 * 846.09536 *
*     1684 *        0 *      1684 * 2.6189045 * 820.57981 *
*     1802 *        0 *      1802 * 8.5562220 * 703.70395 *
*     1897 *        0 *      1897 * 5.7399994 * 698.71560 *
*     2154 *        0 *      2154 * 5.9040697 * 296.85940 *
*     2855 *        0 *      2855 * 4.9347838 * 493.70399 *
*     3449 *        0 *      3449 * 2.9208196 * 735.97443 *
*     3521 *        0 *      3521 * 19.358260 * 1598.7919 *
*     3673 *        0 *      3673 * 8.4061611 * 524.90509 *
*     3700 *        0 *      3700 * 8.0903442 * 148.74665 *
*     3957 *        0 *      3957 * 6.5785768 * 562.73233 *
*     3966 *        0 *      3966 * 9.2213648 * 894.26776 *
***********************************************************
