***********************************************************
*    Row   * Instance *   EventId * cpS1sTotB * cpS2sTotB *
***********************************************************
*       21 *        0 *        21 * 10.026165 * 831.81599 *
*      581 *        0 *       581 * 16.405551 * 1825.5844 *
*      686 *        0 *       686 * 16.564240 * 1691.2141 *
*      909 *        0 *       909 * 7.1751196 * 1080.2776 *
*      922 *        0 *       922 * 29.529324 * 1936.2657 *
*     1045 *        0 *      1045 * 15.514700 * 1559.8355 *
*     1497 *        0 *      1497 * 10.925987 * 1446.3562 *
*     1589 *        0 *      1589 * 9.3322357 * 1227.8257 *
*     1832 *        0 *      1832 * 27.994602 * 2300.5332 *
*     2160 *        0 *      2160 * 28.794385 * 2477.9347 *
*     2312 *        0 *      2312 * 9.6723105 * 1714.7885 *
*     2384 *        0 *      2384 * 18.448629 * 2124.3191 *
*     2748 *        0 *      2748 * 27.031026 * 2516.0460 *
*     2779 *        0 *      2779 * 5.7104992 * 1469.0722 *
*     2880 *        0 *      2880 * 14.223012 * 1714.3105 *
*     3247 *        0 *      3247 * 16.882599 * 1649.1740 *
*     3637 *        0 *      3637 * 5.0137318 * 969.31867 *
*     3887 *        0 *      3887 * 9.7764982 * 1358.3294 *
*     3892 *        0 *      3892 * 19.017780 * 1354.2865 *
*     4563 *        0 *      4563 * 27.507860 * 1668.2557 *
*     5856 *        0 *      5856 * 30.992748 * 2406.0034 *
*     5984 *        0 *      5984 *  13.31156 * 1157.1601 *
*     5987 *        0 *      5987 * 18.148837 * 1571.9869 *
*     6496 *        0 *      6496 * 21.471959 * 1910.4737 *
*     7653 *        0 *      7653 * 19.059743 * 2053.5347 *
*     7663 *        0 *      7663 * 9.9394717 * 1107.1362 *
*     7836 *        0 *      7836 * 10.957328 * 1775.1355 *
*     9972 *        0 *      9972 * 2.0533100 * 89.702418 *
*    10344 *        0 *     10344 * 16.797821 * 1423.1383 *
*    10456 *        0 *     10456 * 8.3628173 * 1059.1977 *
*    10682 *        0 *     10682 * 32.413469 * 1938.0321 *
*    10683 *        0 *     10683 * 20.924162 * 2104.1392 *
*    10853 *        0 *     10853 * 28.429653 * 1850.5912 *
*    11188 *        0 *     11188 * 11.936783 * 1693.7176 *
*    11428 *        0 *     11428 * 6.5453298 * 428.57822 *
*    11651 *        0 *     11651 * 12.791461 * 1339.2945 *
*    12055 *        0 *     12055 * 16.738117 * 1732.4714 *
*    12427 *        0 *     12427 * 15.011009 * 1261.5395 *
*    12870 *        0 *     12870 * 6.0515656 * 821.36480 *
*    13462 *        0 *     13462 * 6.0318651 * 1278.9237 *
*    13701 *        0 *     13701 * 10.041094 * 568.48321 *
*    14322 *        0 *     14322 * 13.605068 * 1140.2122 *
*    14513 *        0 *     14513 * 7.6988470 * 971.53700 *
*    15057 *        0 *     15057 * 16.377977 * 1544.2848 *
*    15139 *        0 *     15139 * 3.2086497 * 534.85600 *
*    15651 *        0 *     15651 * 17.506640 * 2172.5919 *
*    16056 *        0 *     16056 * 32.790730 * 1705.6551 *
*    16203 *        0 *     16203 * 14.455640 * 1835.7276 *
*    16334 *        0 *     16334 * 17.982536 * 1633.1307 *
*    16834 *        0 *     16834 * 6.0986965 * 1297.7438 *
*    16907 *        0 *     16907 * 6.8654490 *  919.2098 *
*    17349 *        0 *     17349 * 22.128322 * 941.59052 *
*    17472 *        0 *     17472 * 12.838839 * 473.57277 *
*    17689 *        0 *     17689 * 5.7759987 * 685.25333 *
*    17767 *        0 *     17767 * 13.181202 * 1384.5901 *
*    18226 *        0 *     18226 *    14.517 * 1204.9293 *
*    18760 *        0 *     18760 * 4.0815387 * 744.17383 *
*    19487 *        0 *     19487 * 21.422593 * 1184.9005 *
*    19605 *        0 *     19605 * 22.965617 * 1716.5884 *
*    20190 *        0 *     20190 * 13.271058 * 2102.3813 *
*    20302 *        0 *     20302 * 11.365756 * 615.45427 *
*    20383 *        0 *     20383 * 5.3426275 * 1317.9340 *
*    21411 *        0 *     21411 * 16.474754 * 1362.5594 *
*    21801 *        0 *     21801 * 19.772797 * 1996.0316 *
*    22039 *        0 *     22039 * 6.3332369 * 548.09301 *
*    23346 *        0 *     23346 * 16.193673 * 1784.2371 *
*    24011 *        0 *     24011 * 11.966251 * 1563.1278 *
*    24247 *        0 *     24247 * 3.4399536 * 963.35594 *
*    24760 *        0 *     24760 * 14.262773 * 1295.2113 *
*    24769 *        0 *     24769 * 6.4269324 * 1093.8250 *
*    24790 *        0 *     24790 * 17.861332 * 2282.3068 *
*    25511 *        0 *     25511 * 2.9010041 * 448.72596 *
*    25521 *        0 *     25521 * 20.228244 * 1591.0533 *
*    25625 *        0 *     25625 * 14.509202 * 1270.3366 *
*    25955 *        0 *     25955 * 9.0877096 * 1001.7533 *
*    26416 *        0 *     26416 * 13.962259 * 1818.2979 *
*    27398 *        0 *     27398 * 10.944131 * 1501.1972 *
*    27778 *        1 *     27778 * 6.1282920 * 623.82445 *
*    27883 *        0 *     27883 * 11.781644 * 1166.2672 *
*    28066 *        0 *     28066 * 4.8247693 * 732.46323 *
