***********************************************************
*    Row   * Instance *   EventId * cpS1sTotB * cpS2sTotB *
***********************************************************
*     1646 *        0 *      1646 * 1.6712098 * 746.72037 *
*     3781 *        0 *      3781 * 7.8445410 * 1467.0178 *
*     6260 *        0 *      6260 * 9.3589043 * 1228.9595 *
*     6329 *        0 *      6329 * 39.984931 * 2765.2010 *
*     6684 *        0 *      6684 * 11.730194 * 997.34066 *
*     7329 *        0 *      7329 * 6.0116549 * 1215.9663 *
*     8126 *        3 *      8126 * 12.384181 * 945.37803 *
*    12451 *        0 *     12451 * 11.991229 * 1218.6172 *
*    12926 *        0 *     12926 * 14.193711 * 1628.9591 *
*    13674 *        0 *     13674 * 13.522814 * 1147.8901 *
*    14127 *        0 *     14127 * 15.425065 * 1031.1168 *
*    16768 *        0 *     16768 * 13.357961 * 1251.6965 *
*    16872 *        0 *     16872 * 5.3540651 * 1349.5209 *
*    17399 *        0 *     17399 * 12.730884 * 959.93624 *
*    18999 *        0 *     18999 * 11.547494 * 1297.7047 *
*    19843 *        0 *     19843 * 16.603407 * 1755.0185 *
*    20734 *        0 *     20734 * 7.0087449 * 1194.4814 *
*    22928 *        0 *     22928 * 23.908059 * 1888.1674 *
*    23335 *        0 *     23335 * 11.183510 * 1146.6638 *
*    25037 *        0 *     25037 * 17.980276 * 1676.0110 *
*    26005 *        0 *     26005 * 17.594820 * 2740.5725 *
*    27516 *        0 *     27516 * 17.279071 * 983.14978 *
*    28884 *        0 *     28884 * 14.066946 * 1136.3305 *
*    32953 *        0 *     32953 * 6.9719456 * 414.01268 *
*    33421 *        1 *     33421 * 2.0887956 * 551.25247 *
*    39382 *        0 *     39382 * 10.171319 * 1253.5470 *
*    40097 *        0 *     40097 * 12.088509 * 1321.5981 *
*    45462 *        0 *     45462 * 10.377542 * 1620.9311 *
*    46550 *        0 *     46550 * 11.666044 * 1396.1038 *
*    47283 *        0 *     47283 * 6.0407523 * 1632.2881 *
*    52509 *        0 *     52509 * 10.318497 * 909.63875 *
*    53934 *        0 *     53934 * 3.6077037 * 964.51263 *
*    54586 *        0 *     54586 * 13.668787 * 1177.4220 *
*    55234 *        0 *     55234 * 5.5800275 * 767.45268 *
*    56843 *        0 *     56843 * 5.4933416 * 1013.6692 *
*    56905 *        0 *     56905 * 12.687707 * 668.35750 *
*    60080 *        0 *     60080 * 10.788490 * 665.57140 *
*    60915 *        0 *     60915 * 5.7240343 * 1202.4481 *
*    61361 *        0 *     61361 *   3.70094 * 865.74601 *
*    61629 *        0 *     61629 * 5.6185279 * 569.81005 *
*    62038 *        0 *     62038 * 9.7252890 * 1673.6422 *
*    65034 *        0 *     65034 * 6.9383121 * 913.31085 *
*    68228 *        0 *     68228 * 11.420512 * 1166.6485 *
*    72184 *        0 *     72184 * 18.356079 * 1569.9623 *
