***********************************************************
*    Row   * Instance *   EventId * cpS1sTotB * cpS2sTotB *
***********************************************************
*     3566 *        0 *      3566 * 259.84064 * 25783.829 *
*     3711 *        1 *      3711 * 6.1808786 * 662.16686 *
*     4613 *        2 *      4613 * 1.7362140 *  97093.46 *
*    19229 *        2 *     19229 * 2.5182397 * 74129.835 *
*    20222 *        4 *     20222 * 1.4755622 * 77498.706 *
*    25976 *        0 *     25976 * 1.9217472 * 2970.6735 *
*    27274 *        1 *     27274 * 2.6876697 * 67138.089 *
*    28119 *        2 *     28119 * 2.2104466 * 78273.827 *
*    29078 *        1 *     29078 * 10.821389 * 1601.8485 *
*    30276 *        0 *     30276 * 9.2124627 * 369.26072 *
*    31315 *        0 *     31315 * 4.5150141 * 448.24693 *
*    34259 *        0 *     34259 * 3.0489172 * 29555.114 *
*    34572 *        0 *     34572 * 3.1704752 * 69569.366 *
*    34572 *        1 *     34572 * 4.6430989 * 69569.366 *
*    39323 *        0 *     39323 * 40.180855 * 3089.2415 *
*    39909 *        0 *     39909 * 7.2850846 * 254.91939 *
*    40476 *        4 *     40476 * 8.5602147 * 793.10073 *
*    41350 *        5 *     41350 * 1.4393511 * 83315.611 *
*    53146 *        1 *     53146 * 3.7360089 * 718.99584 *
*    54264 *        0 *     54264 * 43.181324 * 2803.4123 *
*    56923 *        0 *     56923 * 6.7428022 * 21321.535 *
*    62361 *        2 *     62361 * 1.3089553 * 91896.735 *
*    67003 *        0 *     67003 * 5.0383920 * 592.04526 *
*    70681 *        0 *     70681 * 3322.1803 * 123880.53 *
*    70893 *        3 *     70893 * 2.6516045 * 637.88484 *
*    78081 *        0 *     78081 * 56.007229 * 3658.2604 *
*    78480 *        0 *     78480 * 7.9132542 * 523.76462 *
*    78566 *        1 *     78566 * 1.6064087 * 95471.665 *
*    81067 *        1 *     81067 * 2.9667845 * 81123.602 *
*    92332 *        4 *     92332 * 1.5808734 * 95038.354 *
*    93444 *        0 *     93444 * 13.338740 * 1187.1474 *
***********************************************************
