************************************************
*    Row   *   EventId * cpS1sTotB * cpS2sTotB *
*     1724 *      1724 * 22.203379 * 2061.9916 *
*     1768 *      1768 * 2.1430550 * 698.58052 *
*     1772 *      1772 * 8.9746795 * 555.98725 *
*     1810 *      1810 * 23.980092 * 2222.6822 *
*     1813 *      1813 * 3.7771631 * 657.57486 *
*     1932 *      1932 * 3.7376805 * 276.85439 *
*     1971 *      1971 * 8.0288611 * 270.51741 *
*     1994 *      1994 * 18.950991 * 1128.9070 *
*     2036 *      2036 * 10.938384 * 751.84308 *
*     2087 *      2087 * 9.5684198 * 770.70718 *
*     2115 *      2115 * 8.5768118 * 1241.2358 *
*     2120 *      2120 * 6.7956751 * 733.44955 *
*     2128 *      2128 * 18.146677 * 1361.8919 *
*     2150 *      2150 * 17.441675 * 1207.1825 *
*     2157 *      2157 * 36.634540 * 3393.6197 *
*     2228 *      2228 * 11.568264 * 1695.7046 *
*     2290 *      2290 * 4.0700093 * 138.55162 *
*     2313 *      2313 * 23.765400 * 2298.8402 *
*     2323 *      2323 * 14.792645 * 2040.0617 *
*     2324 *      2324 * 7.0524895 * 374.46869 *
*     2357 *      2357 * 4.8725169 * 1031.1741 *
*     2383 *      2383 * 5.3337022 * 342.16984 *
*     2385 *      2385 * 36.695067 * 2689.9861 *
*     2454 *      2454 * 13.608665 * 957.35517 *
*     2514 *      2514 * 3.5849273 * 187.73012 *
*     2598 *      2598 * 8.9624165 * 1397.5209 *
*     2652 *      2652 * 16.248592 * 1713.3304 *
*     2660 *      2660 * 8.3749742 * 243.99277 *
*     2720 *      2720 * 10.822260 * 553.38171 *
*     2735 *      2735 * 17.932595 * 2112.2235 *
*     2821 *      2821 * 6.2378364 * 797.96497 *
*     2861 *      2861 * 2.2427019 * 481.46268 *
*     2863 *      2863 * 16.388321 * 1484.3277 *
*     2925 *      2925 * 28.186672 * 2214.4503 *
*     2985 *      2985 * 5.0847256 * 771.26732 *
*     3010 *      3010 * 16.304764 * 770.75446 *
*     3024 *      3024 * 2.3733184 * 535.80662 *
*     3076 *      3076 * 3.3989106 * 684.11572 *
*     3151 *      3151 *  9.221138 * 974.31848 *
*     3165 *      3165 * 5.8498357 * 406.52072 *
*     3166 *      3166 * 16.210115 * 2231.4303 *
*     3171 *      3171 * 6.9260316 * 324.68101 *
*     3255 *      3255 * 3.3103070 * 219.83615 *
*     3256 *      3256 * 11.275330 * 1626.4137 *
*     3263 *      3263 * 12.847662 * 1167.7147 *
*     3266 *      3266 * 5.7755737 * 380.07231 *
*     3388 *      3388 * 16.321773 * 1455.2933 *
*     3398 *      3398 * 5.2352511 * 457.82799 *
*     3484 *      3484 * 5.6448872 * 503.61979 *
*     3497 *      3497 * 14.852331 * 1173.5734 *
*     3502 *      3502 * 2.7714046 * 173.02165 *
*     3565 *      3565 * 16.802463 * 1630.6549 *
*     3592 *      3592 * 14.760234 * 1796.5376 *
*     3653 *      3653 * 8.9184440 * 873.00475 *
*     3734 *      3734 * 2.2595221 * 527.63520 *
*     3783 *      3783 * 13.149596 * 1287.8413 *
*     3807 *      3807 * 7.2079434 * 892.79034 *
*     3848 *      3848 * 20.460964 * 1912.8359 *
*     3855 *      3855 * 17.366403 * 1067.5480 *
*     3943 *      3943 * 24.550882 * 2574.7313 *
*     4012 *      4012 * 4.2078136 * 829.77492 *
*     4097 *      4097 *  2.572071 *   369.811 *
*     4121 *      4121 * 10.102793 * 146.80983 *
*     4127 *      4127 * 34.427297 * 1459.7140 *
*     4154 *      4154 * 15.967519 * 1499.1571 *
*     4155 *      4155 * 8.3922862 * 865.15438 *
*     4200 *      4200 * 6.3071713 * 415.14651 *
*     4255 *      4255 * 19.738785 * 1518.3384 *
*     4303 *      4303 * 22.496578 * 2029.5062 *
*     4343 *      4343 * 5.4141858 * 261.75398 *
*     4351 *      4351 * 28.894716 * 1976.8636 *
*     4414 *      4414 * 12.062660 * 1316.2662 *
*     4482 *      4482 * 34.505514 * 536.67872 *
*     4511 *      4511 * 27.822349 * 1664.7001 *
*     4554 *      4554 * 2.6436929 * 638.59011 *
*     4558 *      4558 * 10.923026 * 1529.9920 *
*     4579 *      4579 * 5.4055711 * 797.18252 *
*     4670 *      4670 * 2.1600690 * 558.66040 *
*     4673 *      4673 * 9.1516716 * 920.18126 *
*     4676 *      4676 * 5.7844189 * 671.97246 *
*     4705 *      4705 * 39.132952 * 571.91701 *
*     4720 *      4720 * 4.7180832 * 226.13864 *
*     4772 *      4772 * 7.1190379 *  776.6766 *
*     4860 *      4860 * 9.8486919 *  1007.944 *
*     4864 *      4864 * 9.7739679 * 1197.2590 *
*     4875 *      4875 * 3.9414284 * 524.24051 *
*     4887 *      4887 * 2.9074905 * 488.20319 *
*     4907 *      4907 * 36.088771 * 2318.5067 *
*     4929 *      4929 * 4.2055258 * 636.03924 *
*     4951 *      4951 * 14.959834 * 1389.0109 *
*     5024 *      5024 * 2.7378133 * 628.97550 *
*     5158 *      5158 * 10.907160 * 1572.4648 *
*     5279 *      5279 * 29.932423 * 1810.8727 *
*     5386 *      5386 * 31.795306 * 2416.2625 *
*     5413 *      5413 * 23.704264 * 1865.9245 *
*     5453 *      5453 * 6.1635151 * 613.85136 *
*     5543 *      5543 * 7.0698018 * 763.30913 *
*     5559 *      5559 * 13.456400 * 1329.7999 *
*     5614 *      5614 * 2.9494063 * 606.70420 *
*     5642 *      5642 * 29.661303 * 1703.7329 *
*     5647 *      5647 * 7.0011505 * 573.42119 *
*     5700 *      5700 * 31.926385 * 2265.6777 *
*     5770 *      5770 * 9.3642800 * 1345.1435 *
*     5848 *      5848 * 11.576193 * 1128.5993 *
*     5852 *      5852 * 9.1152031 * 965.65560 *
*     5877 *      5877 * 11.455880 * 444.85306 *
*     5892 *      5892 * 12.039211 * 786.71621 *
*     5899 *      5899 * 3.2582986 * 776.02445 *
*     5905 *      5905 * 10.686353 * 1281.7926 *
*     5921 *      5921 * 34.535375 * 570.15039 *
*     5942 *      5942 * 4.8849347 * 1069.5168 *
*     6078 *      6078 * 11.647327 * 1455.8097 *
*     6117 *      6117 * 19.501512 * 2690.4977 *
*     6140 *      6140 * 6.8329779 * 359.16053 *
*     6150 *      6150 * 8.1709150 * 1257.2016 *
*     6165 *      6165 * 38.130219 * 2905.9951 *
*     6169 *      6169 * 9.3375545 * 1190.2746 *
*     6175 *      6175 * 10.604787 * 2140.1556 *
*     6206 *      6206 * 4.9560718 * 1511.7529 *
*     6284 *      6284 * 26.322712 * 3008.2204 *
*     6285 *      6285 * 20.599461 * 2089.3969 *
*     6325 *      6325 * 5.1573286 * 71.341861 *
*     6327 *      6327 * 1.5184864 * 205.21356 *
*     6397 *      6397 * 3.6148960 * 291.55464 *
*     6539 *      6539 * 4.9373107 * 706.78871 *
*     6543 *      6543 * 11.919133 * 1415.1673 *
*     6589 *      6589 * 3.4911134 * 618.59727 *
*     6636 *      6636 * 15.931664 * 1030.8919 *
*     6637 *      6637 * 8.6390996 * 2220.8661 *
*     6647 *      6647 * 2.2804614 * 405.10049 *
*     6758 *      6758 * 16.837628 * 1811.4012 *
*     6759 *      6759 * 11.460204 * 1271.0198 *
*     6788 *      6788 * 5.7477900 * 957.74841 *
*     6798 *      6798 * 8.2199546 * 1234.8434 *
*     6850 *      6850 * 6.9930787 * 772.98591 *
*     6856 *      6856 * 11.412182 * 868.78664 *
*     6895 *      6895 * 11.394822 * 720.80373 *
*     6925 *      6925 * 24.888862 * 1874.4077 *
*     7019 *      7019 * 11.935053 * 1430.9986 *
*     7050 *      7050 * 16.952100 * 1829.3025 *
*     7100 *      7100 * 7.2628381 * 932.05151 *
*     7113 *      7113 * 6.3277684 * 1088.3783 *
*     7143 *      7143 * 23.084930 * 2196.5293 *
*     7154 *      7154 * 9.6895902 * 627.43527 *
*     7187 *      7187 * 21.923060 * 1792.4702 *
*     7200 *      7200 * 6.3221291 * 685.63999 *
*     7204 *      7204 * 33.145933 * 2709.4445 *
*     7209 *      7209 * 10.415486 * 1002.6265 *
*     7240 *      7240 * 10.108045 * 1001.9149 *
*     7241 *      7241 * 18.220571 * 1941.2705 *
*     7248 *      7248 * 6.8170935 * 825.36902 *
*     7271 *      7271 * 5.9569046 * 411.17930 *
*     7295 *      7295 * 6.0871439 * 886.13304 *
*     7296 *      7296 * 13.068678 * 1825.2235 *
*     7334 *      7334 * 21.210662 * 1987.6346 *
*     7390 *      7390 * 10.625021 * 1336.4475 *
*     7460 *      7460 * 19.945293 * 1552.4486 *
*     7485 *      7485 * 25.828630 * 2109.7572 *
*     7487 *      7487 * 10.774013 * 1170.2640 *
*     7540 *      7540 * 22.378706 * 1968.7907 *
*     7683 *      7683 * 21.464227 * 2691.3770 *
*     7792 *      7792 * 4.3580504 * 1435.0584 *
*     7798 *      7798 *  12.35676 * 989.16972 *
*     7824 *      7824 * 38.210784 * 1931.3206 *
*     7869 *      7869 * 17.201181 * 98.633450 *
*     7892 *      7892 * 33.500201 * 1959.0344 *
*     7910 *      7910 * 3.7583190 * 175.16753 *
*     7940 *      7940 * 12.908985 * 1546.7569 *
*     7982 *      7982 * 2.8616014 * 280.16525 *
*     7984 *      7984 * 7.4649901 * 883.42058 *
*     8128 *      8128 * 6.1340488 * 1116.2986 *
*     8305 *      8305 * 23.611894 * 1828.1435 *
*     8308 *      8308 * 35.461684 * 2787.8020 *
*     8388 *      8388 * 11.054421 * 2192.7137 *
*     8390 *      8390 * 3.9821809 * 158.36113 *
*     8393 *      8393 * 22.211069 * 1919.4385 *
*     8503 *      8503 * 5.6135083 * 881.66898 *
*     8571 *      8571 * 7.7012943 * 795.11825 *
*     8594 *      8594 * 5.7172831 * 660.13158 *
*     8695 *      8695 * 29.703372 * 631.16503 *
*     8708 *      8708 * 30.293759 * 2933.0074 *
*     8758 *      8758 * 3.4086909 * 726.47668 *
*     8770 *      8770 * 9.0946427 * 2216.3916 *
*     8828 *      8828 * 9.4504409 * 1363.1746 *
*     8836 *      8836 * 30.286047 * 3163.6504 *
*     8869 *      8869 * 2.0121927 * 508.57560 *
*     8888 *      8888 * 2.7356350 * 522.01339 *
*     8952 *      8952 * 4.0779500 * 596.60815 *
*     9029 *      9029 * 2.6404061 * 369.93527 *
*     9030 *      9030 * 25.768233 * 2144.1299 *
*     9037 *      9037 * 6.7199144 * 521.45902 *
*     9127 *      9127 * 17.140257 * 1865.5895 *
*     9142 *      9142 * 17.334946 * 2024.5248 *
*     9144 *      9144 * 23.353279 * 1328.5202 *
*     9146 *      9146 * 4.5352762 * 759.79217 *
*     9152 *      9152 * 5.4619478 * 305.58743 *
*     9214 *      9214 * 22.748253 * 1799.4946 *
*     9241 *      9241 * 12.061100 * 2225.1571 *
*     9250 *      9250 * 7.1977953 * 447.36510 *
*     9319 *      9319 * 5.2479825 * 194.66678 *
*     9326 *      9326 * 7.9201681 * 1122.1582 *
*     9343 *      9343 * 5.6882750 * 702.91165 *
*     9388 *      9388 * 4.6018903 * 854.06212 *
*     9445 *      9445 * 5.4219170 * 1003.4495 *
*     9538 *      9538 * 31.547553 * 2723.0083 *
*     9603 *      9603 * 13.074581 * 1596.2902 *
*     9704 *      9704 * 5.9319612 * 764.92425 *
*     9736 *      9736 * 9.8396349 * 1685.6262 *
*     9799 *      9799 * 6.5900452 * 1183.8293 *
*     9819 *      9819 * 5.0447883 * 500.31501 *
*     9878 *      9878 * 6.7826590 * 1035.5118 *
*     9893 *      9893 * 5.1284754 * 1052.1048 *
*     9905 *      9905 * 5.2790410 * 373.38826 *
*     9940 *      9940 * 8.3295037 * 755.32982 *
*    10039 *     10039 * 4.7649952 * 48.470936 *
*    10091 *     10091 * 22.838381 * 641.54635 *
*    10125 *     10125 * 3.7991188 * 381.97492 *
*    10141 *     10141 * 4.7719328 * 785.15173 *
*    10145 *     10145 * 4.6813784 * 946.44684 *
*    10150 *     10150 * 23.776912 * 1636.1403 *
*    10160 *     10160 * 35.667117 * 2286.2572 *
*    10178 *     10178 * 7.1832667 * 624.59779 *
*    10222 *     10222 * 6.9119125 * 634.88611 *
*    10231 *     10231 * 12.440385 * 2020.7724 *
*    10245 *     10245 * 18.104912 * 1793.4096 *
*    10247 *     10247 * 24.086165 * 1590.4221 *
*    10331 *     10331 * 3.1404191 *  3178.136 *
*    10378 *     10378 * 9.3937544 * 1296.6627 *
*    10426 *     10426 * 16.933292 * 2024.9206 *
*    10428 *     10428 * 10.506390 * 2260.9349 *
*    10470 *     10470 * 3.9341428 * 192.96505 *
*    10489 *     10489 * 35.086091 * 2468.1745 *
*    10504 *     10504 * 8.2380414 * 594.87761 *
*    10515 *     10515 * 4.9199818 * 495.53985 *
*    10543 *     10543 * 2.6599040 * 3050.9449 *
*    10576 *     10576 *  5.810233 * 836.48538 *
*    10582 *     10582 * 1.0775914 * 480.24781 *
*    10687 *     10687 * 8.9302584 * 967.56020 *
*    10770 *     10770 * 5.1418459 * 676.77189 *
*    10815 *     10815 * 3.8869863 * 176.88725 *
*    10900 *     10900 * 6.2533237 * 509.57350 *
*    10946 *     10946 * 10.712699 * 742.72191 *
*    10970 *     10970 * 4.5450262 * 370.74917 *
*    10995 *     10995 * 9.1036179 * 480.96048 *
*    11029 *     11029 * 27.495223 * 1472.1001 *
*    11042 *     11042 * 3.8405714 * 691.81334 *
*    11046 *     11046 * 2.2662615 * 1339.1309 *
*    11100 *     11100 * 24.545877 * 1844.6599 *
*    11136 *     11136 * 3.0218839 * 950.76964 *
*    11148 *     11148 * 4.7014595 * 656.45437 *
*    11192 *     11192 * 39.284048 * 1965.4800 *
*    11271 *     11271 * 28.080403 * 3086.4714 *
*    11275 *     11275 * 11.756066 * 1606.0070 *
*    11285 *     11285 * 2.8056513 * 986.16188 *
*    11342 *     11342 * 27.980695 * 1711.8758 *
*    11402 *     11402 * 4.0314557 * 474.11742 *
*    11508 *     11508 * 3.1895766 * 802.74563 *
*    11531 *     11531 * 2.5190869 * 381.89283 *
*    11658 *     11658 * 8.5944965 * 1123.9105 *
*    11664 *     11664 * 7.5943653 * 800.82334 *
*    11702 *     11702 * 26.968604 * 1002.8701 *
*    11747 *     11747 * 10.232094 * 1502.2376 *
*    11759 *     11759 * 8.3027149 * 776.12763 *
*    11847 *     11847 * 29.636322 * 2137.7117 *
*    11986 *     11986 * 3.4533487 * 795.14025 *
*    12024 *     12024 * 5.9779929 * 438.92243 *
*    12048 *     12048 * 7.6912127 * 701.81911 *
*    12185 *     12185 * 31.471389 * 2398.9508 *
*    12193 *     12193 * 6.1449934 * 971.58631 *
*    12203 *     12203 * 15.356435 * 1400.4347 *
*    12238 *     12238 * 8.4752038 * 1142.0296 *
*    12261 *     12261 * 32.739638 * 2284.7932 *
*    12267 *     12267 * 20.707262 * 708.30777 *
*    12288 *     12288 * 5.9634361 * 1561.8183 *
*    12347 *     12347 * 8.6511427 * 1375.3110 *
*    12369 *     12369 * 12.808403 * 1412.7659 *
*    12374 *     12374 * 19.162939 * 1833.6140 *
*    12387 *     12387 * 6.2854157 * 1392.9180 *
*    12400 *     12400 * 27.165311 * 2050.8172 *
*    12427 *     12427 * 4.3912459 * 940.13639 *
*    12439 *     12439 * 18.213436 * 1694.4505 *
*    12447 *     12447 * 23.158109 * 2335.4715 *
*    12457 *     12457 * 17.299418 * 1531.3170 *
*    12465 *     12465 * 22.061757 * 1855.9540 *
*    12506 *     12506 * 4.1838750 * 351.57141 *
*    12513 *     12513 * 11.898158 * 1690.2970 *
*    12670 *     12670 * 5.7588220 * 1057.9776 *
*    12684 *     12684 * 7.4142409 * 1208.0479 *
*    12816 *     12816 * 34.487373 * 2804.7198 *
*    12824 *     12824 * 35.713031 * 3234.3617 *
*    12852 *     12852 * 13.343009 * 2002.7154 *
*    12858 *     12858 * 20.670683 * 3473.9960 *
*    12882 *     12882 * 2.6607682 * 1223.7088 *
*    12961 *     12961 * 8.1111934 * 1432.2031 *
*    13018 *     13018 * 10.964403 * 983.69665 *
*    13054 *     13054 * 32.916933 * 2478.3868 *
*    13059 *     13059 * 6.9941779 * 981.94103 *
*    13094 *     13094 * 17.374430 * 959.81881 *
*    13097 *     13097 * 1.9680913 * 685.85820 *
*    13202 *     13202 * 2.5521468 * 752.97239 *
*    13272 *     13272 * 7.4330327 * 1439.7478 *
*    13295 *     13295 * 9.0560836 * 1193.3195 *
*    13366 *     13366 * 17.506098 * 2179.6654 *
*    13372 *     13372 * 5.4022160 * 436.61424 *
*    13389 *     13389 * 4.1257070 * 815.66874 *
*    13439 *     13439 * 18.149012 * 2226.4429 *
*    13454 *     13454 * 15.982298 * 2149.5619 *
*    13531 *     13531 * 21.009711 * 2242.1857 *
*    13595 *     13595 * 18.605674 * 1545.2776 *
*    13612 *     13612 * 5.0637395 * 485.27599 *
*    13684 *     13684 * 17.039023 * 1330.7346 *
*    13698 *     13698 * 25.088863 * 2669.1629 *
*    13780 *     13780 * 7.7529458 * 1128.2213 *
*    13816 *     13816 * 11.497632 * 1608.5737 *
*    13838 *     13838 * 9.8127803 * 149.68455 *
*    13858 *     13858 * 3.5460055 * 282.10103 *
*    13906 *     13906 * 5.1944157 * 1221.2604 *
*    13934 *     13934 * 30.714517 * 2559.3804 *
*    13973 *     13973 * 28.627518 * 1794.6212 *
*    13985 *     13985 * 11.792563 * 1375.1801 *
*    13987 *     13987 * 24.809538 * 1362.2442 *
*    14010 *     14010 * 22.909343 * 2071.8913 *
*    14134 *     14134 * 5.2467755 * 439.37610 *
*    14142 *     14142 * 10.384416 * 795.28024 *
*    14162 *     14162 * 38.803787 * 2379.8738 *
*    14166 *     14166 * 15.232942 * 1333.3228 *
*    14176 *     14176 * 9.2601568 * 975.40522 *
*    14212 *     14212 * 16.131720 * 1094.1930 *
*    14224 *     14224 * 1.2200927 * 1039.6528 *
*    14234 *     14234 * 13.522624 * 1287.9116 *
*    14260 *     14260 * 6.7165345 * 895.79447 *
*    14275 *     14275 * 15.712110 * 1197.1228 *
*    14339 *     14339 * 28.431078 * 2483.5025 *
*    14376 *     14376 * 5.8872903 * 425.94467 *
*    14397 *     14397 * 6.8858875 * 608.59862 *
*    14404 *     14404 * 38.462291 * 1261.5240 *
*    14422 *     14422 * 16.691403 * 1656.3581 *
*    14476 *     14476 * 21.595733 * 1932.2747 *
*    14506 *     14506 * 1.3444805 * 870.09369 *
*    14556 *     14556 * 18.672205 * 2094.2671 *
*    14567 *     14567 * 35.152024 * 2186.7625 *
*    14568 *     14568 * 2.7516991 * 159.28169 *
*    14597 *     14597 * 3.3192726 * 787.77013 *
*    14662 *     14662 * 10.585781 * 571.99368 *
*    14789 *     14789 * 8.3917529 * 666.01330 *
*    14918 *     14918 * 31.632312 * 2170.6722 *
*    14965 *     14965 * 7.2113204 * 841.99634 *
*    14970 *     14970 * 6.3197993 * 1634.5997 *
*    14975 *     14975 * 7.0784880 * 877.78518 *
*    15017 *     15017 * 10.056952 * 826.88040 *
*    15066 *     15066 * 21.742759 * 2263.1405 *
*    15099 *     15099 * 37.337487 * 2484.4258 *
*    15304 *     15304 * 4.6820707 * 1040.2664 *
*    15311 *     15311 * 14.780456 * 1042.6023 *
*    15318 *     15318 * 22.205895 * 2789.7105 *
*    15332 *     15332 * 1.8371373 * 2896.2583 *
*    15578 *     15578 * 31.841728 * 2447.9945 *
*    15677 *     15677 * 39.865521 * 3479.1488 *
*    15737 *     15737 * 7.9877409 * 1015.7640 *
*    15744 *     15744 * 28.565888 * 2397.4753 *
*    15752 *     15752 * 10.944206 * 771.50443 *
*    15754 *     15754 * 5.0651037 * 1461.6763 *
*    15763 *     15763 * 16.406240 * 1576.7559 *
*    15767 *     15767 * 4.2594946 * 614.89867 *
*    15854 *     15854 * 3.8754039 * 677.61498 *
*    15892 *     15892 * 23.961512 * 515.65003 *
*    15903 *     15903 * 10.500198 *  709.6481 *
*    15913 *     15913 * 7.3192181 * 986.51629 *
*    15943 *     15943 * 16.738108 * 868.01272 *
*    16028 *     16028 * 13.614386 * 585.34814 *
*    16056 *     16056 * 1.7912626 * 377.42751 *
*    16099 *     16099 * 10.507988 * 1447.8467 *
*    16148 *     16148 * 21.360732 * 1182.6485 *
*    16179 *     16179 * 5.0772915 * 410.38900 *
*    16187 *     16187 * 22.329327 * 2495.3671 *
*    16254 *     16254 * 27.553664 * 2577.9210 *
*    16274 *     16274 * 11.805690 * 1836.3073 *
*    16308 *     16308 * 0.4680679 * 592.25966 *
*    16339 *     16339 * 4.8998900 * 718.61739 *
*    16391 *     16391 * 18.092552 * 1456.0522 *
*    16408 *     16408 * 2.4760274 * 310.75441 *
*    16418 *     16418 * 23.838356 * 2103.3942 *
*    16427 *     16427 * 13.371687 * 1153.3882 *
*    16432 *     16432 * 31.181281 * 2202.6721 *
*    16442 *     16442 * 5.3591469 * 267.74479 *
*    16455 *     16455 * 7.3979065 * 953.76845 *
*    16518 *     16518 * 4.5299251 * 968.30572 *
*    16579 *     16579 * 4.1994049 * 329.53017 *
*    16598 *     16598 * 20.736024 * 1132.0383 *
*    16599 *     16599 * 9.5855115 * 1866.1371 *
*    16626 *     16626 * 14.964600 * 1487.0543 *
*    16642 *     16642 * 7.6359675 * 387.73375 *
*    16698 *     16698 * 15.599128 * 1514.6626 *
*    16732 *     16732 * 21.909176 * 1775.5515 *
*    16762 *     16762 * 3.9311366 * 276.23837 *
*    16811 *     16811 * 7.5451732 * 671.31797 *
*    16821 *     16821 * 14.856388 * 1067.3123 *
*    16840 *     16840 * 9.7326224 * 866.61256 *
*    16966 *     16966 * 6.5588278 * 1292.1331 *
*    17026 *     17026 * 7.6090306 * 1634.4337 *
*    17032 *     17032 * 5.3092441 * 366.22767 *
*    17088 *     17088 * 23.518004 * 611.83659 *
*    17137 *     17137 * 7.5394838 * 197.95019 *
*    17157 *     17157 * 11.383479 * 1697.4687 *
*    17158 *     17158 * 8.3253771 * 517.03620 *
*    17199 *     17199 * 13.023886 * 2126.3866 *
*    17296 *     17296 * 8.6360227 * 417.76156 *
*    17385 *     17385 * 4.9034158 * 354.55268 *
*    17388 *     17388 * 15.467863 * 1847.8089 *
*    17469 *     17469 * 12.156307 * 2157.6290 *
*    17491 *     17491 * 5.8347871 * 1047.0870 *
*    17492 *     17492 * 25.432048 * 1948.3754 *
*    17493 *     17493 * 2.0385798 * 333.69654 *
*    17542 *     17542 * 30.578504 * 1934.0561 *
*    17548 *     17548 * 10.595544 * 1566.7512 *
*    17595 *     17595 * 11.927063 * 1025.0817 *
*    17639 *     17639 * 33.883583 * 2645.5177 *
*    17640 *     17640 * 10.144603 * 1102.9567 *
*    17648 *     17648 * 2.9284751 * 602.13320 *
*    17656 *     17656 * 12.878810 * 2024.5847 *
*    17671 *     17671 * 24.803190 * 2651.5181 *
*    17701 *     17701 * 12.742149 * 2013.2034 *
*    17831 *     17831 * 11.841367 * 1577.5127 *
*    17835 *     17835 * 6.3057830 * 565.45274 *
*    17840 *     17840 * 18.293473 * 2369.2145 *
*    18031 *     18031 * 7.8407529 * 507.88296 *
*    18032 *     18032 * 17.055735 * 2399.4794 *
*    18035 *     18035 * 2.4301202 * 357.19030 *
*    18041 *     18041 * 10.541058 * 1511.4754 *
*    18050 *     18050 * 27.040709 * 2228.7381 *
*    18076 *     18076 * 37.104261 * 1662.8178 *
*    18116 *     18116 * 6.0665115 * 447.49931 *
*    18118 *     18118 * 39.105226 * 3152.2551 *
*    18182 *     18182 * 1.9268709 * 1011.7263 *
*    18205 *     18205 * 16.943045 * 1305.4269 *
*    18223 *     18223 * 12.358134 * 1481.2785 *
*    18273 *     18273 * 25.159824 * 1954.8444 *
*    18297 *     18297 * 4.6413422 * 816.62079 *
*    18304 *     18304 * 24.275439 * 3696.7838 *
*    18337 *     18337 * 1.9093441 * 397.85152 *
*    18393 *     18393 * 17.424674 * 2641.1342 *
*    18471 *     18471 * 7.2508314 * 1047.7862 *
*    18506 *     18506 * 4.9258164 * 438.65021 *
*    18542 *     18542 * 14.050925 * 1460.0427 *
*    18640 *     18640 * 27.293342 * 2723.7706 *
*    18651 *     18651 * 34.692326 * 2960.7773 *
*    18804 *     18804 * 10.068000 * 1697.9958 *
*    18935 *     18935 * 32.976791 * 638.89011 *
*    18995 *     18995 * 9.9857517 * 1245.1972 *
*    19035 *     19035 * 15.936021 * 1775.6538 *
*    19094 *     19094 *  2.494138 * 492.94238 *
*    19134 *     19134 * 11.283489 * 1220.7124 *
*    19149 *     19149 * 10.738276 * 1824.4898 *
*    19265 *     19265 * 8.0021059 * 1119.6177 *
*    19267 *     19267 * 19.139988 * 1649.5395 *
