***********************************************************
*    Row   * Instance *   EventId * cpS1sTotB * cpS2sTotB *
***********************************************************
*      131 *        0 *       131 * 10.484758 * 558.23847 *
*      439 *        0 *       439 * 7.2377005 * 494.82858 *
*      681 *        0 *       681 * 18.490989 * 909.65378 *
*      782 *        0 *       782 * 206.21433 * 28361.968 *
*      812 *        0 *       812 * 4.0063301 * 911.10631 *
*      850 *        0 *       850 * 6.4750557 * 891.65883 *
*     1060 *        0 *      1060 * 2.5370164 * 444.79541 *
*     1104 *        0 *      1104 * 5.5250847 * 855.78363 *
*     1170 *        0 *      1170 * 5.9051891 * 569.48435 *
*     1387 *        0 *      1387 * 20.677129 * 1616.7145 *
*     1390 *        0 *      1390 * 8.1214097 * 1383.0229 *
*     1795 *        0 *      1795 *  5.190109 * 959.85803 *
*     3042 *        0 *      3042 * 65.468644 * 4384.4682 *
*     3131 *        0 *      3131 * 5.2922017 * 892.29485 *
*     3147 *        0 *      3147 * 9.3326249 * 654.18790 *
*     3311 *        0 *      3311 * 1088.8813 * 41071.321 *
*     3414 *        0 *      3414 * 15.199239 * 1628.4775 *
*     3520 *        0 *      3520 * 21.330482 * 1985.4626 *
*     4506 *        0 *      4506 * 13.849055 * 1394.5031 *
*     4548 *        0 *      4548 * 2753.9414 * 90903.411 *
*     4669 *        0 *      4669 * 7.4153021 * 919.70249 *
*     4769 *        0 *      4769 * 4.7744599 * 660.26597 *
*     5210 *        0 *      5210 * 21.907475 * 2120.3097 *
*     5290 *        0 *      5290 * 14.319301 * 976.68927 *
*     5478 *        0 *      5478 * 6.2577103 * 967.02993 *
*     5917 *        0 *      5917 *  3.917662 * 597.65638 *
*     5966 *        0 *      5966 * 5.0277034 * 943.56173 *
*     6315 *        0 *      6315 * 8.2524275 * 1140.3573 *
*     6443 *        0 *      6443 * 558.94724 * 125576.75 *
*     6488 *        0 *      6488 * 4.6943216 * 1101.7631 *
*     6821 *        0 *      6821 * 11.804453 * 514.11421 *
*     6879 *        0 *      6879 * 5.1637897 * 1098.7198 *
*     7085 *        0 *      7085 * 4.3696417 * 525.07183 *
*     7148 *        0 *      7148 * 33.440276 * 2347.5504 *
*     7187 *        0 *      7187 * 14.235074 * 1216.2016 *
*     7356 *        0 *      7356 * 2.7784755 * 659.78385 *
*     8112 *        0 *      8112 * 9.4121035 * 660.70630 *
*     8144 *        0 *      8144 * 9.8868795 * 1567.9381 *
*     8331 *        0 *      8331 * 3.6802629 * 1238.4368 *
*     8511 *        0 *      8511 * 3.1849226 * 729.71644 *
*     8525 *        0 *      8525 * 6.7014710 * 888.70176 *
*     8651 *        0 *      8651 * 108.66523 * 3026.2062 *
*     8660 *        0 *      8660 * 11.345970 * 988.94458 *
*     8842 *        0 *      8842 * 4.3626888 * 1005.0165 *
*     9297 *        0 *      9297 * 9.1225368 * 371.20261 *
*     9344 *        0 *      9344 * 5.6755316 * 1272.7926 *
*     9401 *        0 *      9401 * 10.594168 * 1024.2930 *
*     9458 *        0 *      9458 * 73.927824 * 3672.6321 *
*     9499 *        0 *      9499 * 5.4679090 * 924.99315 *
*     9501 *        1 *      9501 * 5.5499259 * 632.80382 *
*     9754 *        0 *      9754 * 1.8210537 * 545.72495 *
*    10059 *        0 *     10059 * 5.6982101 * 578.56261 *
*    10092 *        0 *     10092 * 7.6524231 * 1059.9155 *
*    10465 *        0 *     10465 * 18.518858 * 2192.2165 *
*    10907 *        0 *     10907 * 13.003873 * 1285.6548 *
*    11025 *        0 *     11025 * 4.9560801 * 588.85889 *
*    11145 *        0 *     11145 * 6.9242960 * 549.90679 *
*    11303 *        0 *     11303 * 7.2771613 * 953.22261 *
*    11656 *        0 *     11656 * 11.261755 * 1202.7113 *
*    11935 *        0 *     11935 * 7.6071517 * 492.79317 *
*    11952 *        0 *     11952 * 8.3893812 * 794.87869 *
*    12144 *        0 *     12144 * 12.112215 * 1246.3156 *
*    12195 *        1 *     12195 * 2.7369043 * 697.81922 *
*    12511 *        0 *     12511 *  6.805078 * 650.39693 *
*    12882 *        0 *     12882 * 3.6466798 * 863.50690 *
*    13098 *        0 *     13098 * 3.9872119 * 667.55075 *
*    13252 *        0 *     13252 * 6.7429695 * 1281.6423 *
*    13283 *        0 *     13283 * 13.264817 * 678.03047 *
*    13585 *        0 *     13585 * 6.4205543 * 622.12855 *
*    13832 *        0 *     13832 * 8.1395380 * 1273.9045 *
*    13893 *        0 *     13893 * 5.5689472 * 889.15792 *
*    13931 *        0 *     13931 * 7.2982922 * 717.09804 *
*    14217 *        0 *     14217 *  423.2847 * 103620.46 *
*    14304 *        0 *     14304 * 915.68872 * 97920.383 *
*    14372 *        0 *     14372 * 7.5357113 * 742.17582 *
***********************************************************
