************************************************
*    Row   *   EventId * cpS1sTotB * cpS2sTotB *
************************************************
*       92 *        92 * 6.8511678 * 490.20716 *
*      181 *       181 * 22.093472 * 988.85717 *
*      347 *       347 * 10.344203 * 1158.7825 *
*      466 *       466 * 29.991279 * 2090.4932 *
*      495 *       495 * 27.037331 * 2403.9001 *
*      505 *       505 * 7.6472231 * 1460.5359 *
*      571 *       571 * 27.551285 * 1786.9634 *
*      591 *       591 * 11.764884 * 838.56040 *
*      665 *       665 * 24.141224 * 2005.2454 *
*      758 *       758 * 11.122347 * 661.86928 *
*      803 *       803 * 4.8107397 * 1238.8355 *
*      848 *       848 * 11.602050 * 1094.8259 *
*      891 *       891 * 6.0875991 * 693.07495 *
*      953 *       953 * 2.0960892 * 682.77184 *
*      959 *       959 * 3.0191311 * 1237.3845 *
*     1057 *      1057 * 8.4524277 * 1200.9405 *
*     1090 *      1090 * 25.587537 * 1370.0386 *
*     1094 *      1094 *   4.14466 * 627.30264 *
*     1123 *      1123 * 22.517219 * 1639.0972 *
*     1353 *      1353 * 20.010866 * 1450.2525 *
*     1356 *      1356 * 5.5085746 * 855.36290 *
*     1373 *      1373 * 17.906060 * 2445.2986 *
*     1421 *      1421 * 21.526082 * 2227.1609 *
*     1488 *      1488 * 38.348365 * 2132.8702 *
*     1611 *      1611 * 13.501158 * 889.38302 *
*     1617 *      1617 * 28.659332 * 1948.0834 *
*     1751 *      1751 * 2.2476984 * 258.97821 *
*     1834 *      1834 * 5.9800963 * 2207.0023 *
*     2089 *      2089 * 1.9317893 * 702.14541 *
*     2127 *      2127 * 38.624543 * 3201.6725 *
*     2130 *      2130 * 10.471655 * 1691.2781 *
*     2139 *      2139 * 3.8114002 * 222.40474 *
*     2148 *      2148 * 31.223717 * 3205.0636 *
*     2223 *      2223 * 3.2578075 * 721.70411 *
*     2347 *      2347 * 1.2765722 * 633.17836 *
*     2355 *      2355 * 27.537853 * 3321.3008 *
*     2404 *      2404 * 15.330227 * 1462.2781 *
*     2423 *      2423 * 4.7532802 * 437.88142 *
*     2446 *      2446 * 14.191019 * 589.83744 *
*     2478 *      2478 * 4.0224268 * 472.19899 *
*     2574 *      2574 * 5.1751368 * 1284.6482 *
*     2602 *      2602 * 1.6195541 * 1003.7327 *
*     2653 *      2653 * 16.479025 * 2491.1347 *
*     2720 *      2720 * 7.1309278 * 874.67685 *
*     2830 *      2830 * 13.920611 * 1650.7656 *
*     2845 *      2845 * 28.941451 * 2423.4855 *
*     2899 *      2899 * 7.4052244 * 725.63115 *
*     2903 *      2903 * 2.4077425 * 514.57538 *
*     3024 *      3024 * 3.1829464 * 313.33855 *
*     3038 *      3038 * 5.7041004 * 624.17386 *
*     3113 *      3113 * 29.912243 * 1565.0966 *
*     3200 *      3200 * 4.4549828 * 657.37991 *
*     3244 *      3244 * 37.200873 * 1249.9186 *
*     3326 *      3326 * 13.738316 * 1054.6981 *
*     3327 *      3327 * 5.4632583 * 936.84999 *
*     3421 *      3421 * 5.3802864 * 601.79551 *
*     3481 *      3481 * 14.300185 * 1065.4322 *
*     3533 *      3533 * 1.6519154 * 427.43766 *
*     3592 *      3592 * 4.6757032 * 542.29266 *
*     3596 *      3596 * 10.923518 * 710.94232 *
*     3612 *      3612 * 6.3870201 * 1097.9151 *
*     3799 *      3799 * 30.529620 * 3259.0343 *
*     3826 *      3826 * 6.6535949 * 1152.6706 *
*     3884 *      3884 *  2.804247 * 911.08585 *
*     3916 *      3916 * 27.151582 * 1886.1706 *
*     4088 *      4088 * 4.6449990 * 465.17076 *
*     4089 *      4089 * 3.0341389 * 227.31881 *
*     4171 *      4171 * 2.8924956 * 466.00852 *
*     4194 *      4194 * 25.692242 * 2743.6106 *
*     4220 *      4220 * 21.648035 * 2738.5936 *
*     4252 *      4252 * 3.2195173 * 963.30911 *
*     4331 *      4331 * 4.3703863 * 784.02518 *
*     4361 *      4361 * 5.0236679 * 1834.0361 *
*     4583 *      4583 * 11.239744 * 1249.3126 *
*     4611 *      4611 * 34.264910 * 2219.8507 *
*     4650 *      4650 * 22.789500 * 1436.0452 *
*     4706 *      4706 * 7.8879472 * 574.07529 *
*     4777 *      4777 * 7.1860478 * 319.81767 *
*     4799 *      4799 * 1.5484620 * 1001.4291 *
*     4805 *      4805 * 10.064459 * 1808.7873 *
*     4907 *      4907 * 8.5059543 * 1260.5910 *
*     4912 *      4912 * 26.880533 * 2704.9431 *
*     5000 *      5000 * 6.1755473 * 840.98810 *
*     5029 *      5029 * 2.7300623 * 386.76331 *
*     5035 *      5035 * 2.8948299 * 955.44866 *
*     5136 *      5136 * 9.5068471 * 1605.3477 *
*     5150 *      5150 * 4.9046080 * 439.50896 *
*     5226 *      5226 * 3.0251196 * 1515.3637 *
*     5330 *      5330 * 22.388114 * 270.72596 *
*     5359 *      5359 * 5.7626599 * 739.11560 *
*     5412 *      5412 * 25.037480 * 1848.8894 *
*     5474 *      5474 * 10.663217 * 661.92561 *
*     5594 *      5594 * 0.7470183 * 612.28118 *
*     5641 *      5641 * 10.134891 * 950.32903 *
*     5680 *      5680 * 35.862778 * 2350.4643 *
*     5718 *      5718 * 5.8397750 * 3304.6832 *
*     5740 *      5740 * 16.871679 * 988.73775 *
*     5781 *      5781 * 7.1587802 * 1901.4283 *
*     5818 *      5818 * 6.8421575 * 382.65234 *
*     6107 *      6107 * 7.4738615 * 570.24643 *
*     6112 *      6112 * 11.412110 * 1533.2115 *
*     6302 *      6302 * 1.3207716 * 3767.0031 *
*     6407 *      6407 * 2.5606647 * 2700.7691 *
*     6548 *      6548 * 37.682069 * 2225.8151 *
*     6643 *      6643 * 13.518781 * 1111.9443 *
*     6672 *      6672 * 25.922648 * 1550.1682 *
*     6679 *      6679 * 38.308281 * 2742.2925 *
*     6689 *      6689 * 11.141381 * 508.17561 *
*     6772 *      6772 * 5.3703581 * 1526.0869 *
*     6896 *      6896 * 2.0738977 * 2939.0713 *
*     7039 *      7039 * 8.3971532 * 1344.5587 *
*     7127 *      7127 * 3.5730983 * 823.40668 *
*     7302 *      7302 * 2.9400688 * 517.23070 *
*     7306 *      7306 * 28.819861 * 1770.4518 *
*     7398 *      7398 * 14.625810 * 2128.6398 *
*     7427 *      7427 * 18.052398 * 1561.5037 *
*     7432 *      7432 * 5.1205215 * 1133.7164 *
*     7463 *      7463 * 26.474587 * 2006.8600 *
*     7678 *      7678 * 11.291863 * 1358.6410 *
*     7679 *      7679 * 13.867175 * 1364.2477 *
*     7702 *      7702 * 17.885141 * 1417.3052 *
*     7825 *      7825 *  1.255972 * 2483.1676 *
*     7911 *      7911 * 25.482699 * 1447.4878 *
*     7948 *      7948 * 9.4966198 * 1185.4469 *
*     7968 *      7968 * 33.694507 * 1557.1360 *
*     8069 *      8069 * 4.7707466 * 865.09804 *
*     8227 *      8227 * 8.6481669 * 1106.0807 *
*     8276 *      8276 * 2.3961506 * 368.27758 *
*     8292 *      8292 * 0.8726327 * 652.24383 *
*     8297 *      8297 * 12.709610 * 1121.5961 *
*     8352 *      8352 * 2.2655525 * 2089.7677 *
*     8385 *      8385 * 36.053781 * 2577.2473 *
*     8429 *      8429 * 5.7561451 * 1303.4194 *
*     8454 *      8454 * 7.3035853 * 1545.9766 *
*     8468 *      8468 * 23.532659 * 1769.2456 *
*     8532 *      8532 * 20.529272 * 2366.4033 *
*     8577 *      8577 * 12.513741 * 1095.0594 *
*     8614 *      8614 * 3.4106919 * 522.20700 *
*     8696 *      8696 * 12.829025 * 2546.1616 *
*     8734 *      8734 * 33.197561 * 1400.5620 *
*     8933 *      8933 * 1.9161516 * 615.22006 *
*     8943 *      8943 * 1.9384074 * 1148.5596 *
*     8992 *      8992 * 4.0752918 * 2984.4355 *
*     9060 *      9060 * 25.231687 * 2009.2421 *
*     9199 *      9199 * 3.9242831 * 2096.5993 *
*     9200 *      9200 * 1.7069645 * 1994.5680 *
*     9338 *      9338 * 2.9372260 * 1655.8642 *
*     9392 *      9392 * 9.9411275 * 502.00444 *
*     9419 *      9419 * 9.8005461 * 1105.6913 *
*     9669 *      9669 * 22.181203 * 2360.9518 *
*     9720 *      9720 * 36.934197 * 2702.9931 *
*     9876 *      9876 * 31.395544 * 254.45871 *
*     9973 *      9973 * 15.646704 * 1315.2684 *
*     9983 *      9983 * 1.8548921 * 408.53177 *
*    10003 *     10003 * 22.072755 * 2078.9749 *
*    10219 *     10219 * 10.076969 * 994.90959 *
*    10296 *     10296 * 7.1380558 * 1100.9960 *
*    10320 *     10320 * 6.8756970 * 587.86167 *
*    10327 *     10327 * 2.4503435 * 261.63531 *
*    10338 *     10338 * 1.6840468 * 228.15510 *
*    10632 *     10632 * 9.0838938 * 1105.9495 *
*    10731 *     10731 * 12.171884 * 1060.5607 *
*    10768 *     10768 * 2.5837998 * 262.18252 *
*    10789 *     10789 * 22.788868 * 1185.9934 *
*    10944 *     10944 * 8.0425233 * 1381.3851 *
*    10961 *     10961 * 35.553434 * 689.37754 *
*    11134 *     11134 * 8.6123199 * 909.74136 *
*    11141 *     11141 * 31.746982 * 2587.5133 *
*    11259 *     11259 * 7.1718932 * 838.46073 *
*    11270 *     11270 * 22.730680 * 2348.1070 *
*    11304 *     11304 * 5.9035530 * 1327.4514 *
*    11339 *     11339 * 9.5435502 * 1001.1156 *
*    11466 *     11466 * 5.9863265 * 482.14372 *
*    11492 *     11492 * 38.141512 * 2859.9804 *
*    11514 *     11514 * 32.719673 * 2941.8710 *
*    11717 *     11717 * 1.7164576 *  777.1966 *
*    11763 *     11763 * 18.757632 * 2421.8830 *
*    11774 *     11774 * 2.6690623 * 2185.1887 *
*    11779 *     11779 * 12.602544 * 1331.0792 *
*    11806 *     11806 * 24.221231 * 2258.9850 *
*    11923 *     11923 * 2.8219383 * 491.92994 *
*    11976 *     11976 * 19.463506 * 1423.2972 *
*    12020 *     12020 * 2.0568586 * 1499.9087 *
*    12041 *     12041 * 10.336995 * 575.75184 *
*    12078 *     12078 * 15.273805 * 952.31656 *
*    12173 *     12173 * 2.5570946 * 2949.4965 *
*    12303 *     12303 * 5.5810651 * 538.57557 *
*    12369 *     12369 * 8.9050008 * 745.53812 *
*    12465 *     12465 * 15.705729 * 1336.1507 *
*    12485 *     12485 * 4.3909108 * 1173.3738 *
*    12539 *     12539 * 2.1408114 * 1147.7224 *
*    12562 *     12562 * 30.514025 * 2514.4248 *
*    12591 *     12591 * 3.0040366 * 1762.5460 *
*    12602 *     12602 * 10.052303 * 193.45881 *
*    12699 *     12699 * 4.8663054 * 494.59897 *
*    12731 *     12731 * 1.6619600 * 2088.9715 *
*    12757 *     12757 * 6.3429940 * 734.09176 *
*    12792 *     12792 * 32.625339 * 2630.0808 *
*    12813 *     12813 * 29.424725 * 927.59779 *
*    12875 *     12875 * 8.9630696 * 1336.6645 *
*    12924 *     12924 * 4.2807414 * 1619.2155 *
*    12952 *     12952 * 34.423690 * 2460.8957 *
*    13008 *     13008 * 2.0040324 * 296.20307 *
*    13028 *     13028 * 1.9809655 * 1820.3851 *
*    13029 *     13029 * 16.484468 * 538.72159 *
*    13148 *     13148 * 10.731955 * 924.84882 *
*    13551 *     13551 * 7.5346842 * 962.12744 *
*    13773 *     13773 * 16.510496 * 1320.0099 *
*    13836 *     13836 * 3.1666129 * 539.92787 *
*    13863 *     13863 * 24.712830 * 1985.4735 *
*    13889 *     13889 * 7.5170874 * 897.35956 *
*    13961 *     13961 *  3.998042 * 535.70640 *
*    13974 *     13974 * 17.570002 * 1660.6184 *
*    14089 *     14089 * 13.770091 * 1634.0399 *
*    14241 *     14241 * 10.008904 * 1957.2823 *
*    14388 *     14388 * 7.7874477 * 336.73873 *
*    14499 *     14499 * 13.735237 * 1641.8718 *
*    14549 *     14549 * 27.597766 * 3069.0111 *
*    14742 *     14742 * 4.1621212 * 591.58681 *
*    14797 *     14797 * 5.1081016 * 2426.9999 *
*    14828 *     14828 * 5.8416416 * 1213.5313 *
*    14920 *     14920 * 17.487280 * 1505.0051 *
*    14951 *     14951 * 24.219141 * 1455.1267 *
*    15064 *     15064 * 1.9862402 * 799.19391 *
*    15098 *     15098 * 22.315336 * 1285.5653 *
*    15177 *     15177 * 5.0529536 * 1059.0703 *
*    15338 *     15338 * 25.809361 * 1104.1067 *
*    15463 *     15463 * 7.6271347 * 68.500188 *
*    15710 *     15710 * 2.7679165 * 206.64372 *
*    15761 *     15761 *  3.752113 * 363.04186 *
*    15850 *     15850 * 3.6036932 * 830.49611 *
*    16010 *     16010 * 19.186877 * 2145.7354 *
*    16019 *     16019 * 9.9804900 * 1147.1610 *
*    16118 *     16118 * 9.9418256 * 1317.0062 *
*    16390 *     16390 * 12.446657 * 1436.8157 *
*    16535 *     16535 * 6.6859538 * 1525.6447 *
*    16587 *     16587 * 5.9187136 * 283.89553 *
*    16677 *     16677 * 6.0162796 * 1079.3874 *
*    16690 *     16690 * 5.0394433 * 170.14408 *
*    16705 *     16705 * 27.727885 * 3372.6452 *
*    16951 *     16951 * 7.0489436 * 1681.2572 *
*    16957 *     16957 * 9.9600099 * 1931.0389 *
*    17022 *     17022 * 11.461476 * 1216.2178 *
*    17159 *     17159 * 20.876014 * 2130.7853 *
*    17194 *     17194 * 8.4808114 * 901.76843 *
*    17214 *     17214 * 4.0203714 * 591.48678 *
*    17258 *     17258 * 12.391778 * 785.64940 *
*    17326 *     17326 * 9.8992057 * 1018.6382 *
*    17367 *     17367 * 16.276775 * 599.37911 *
*    17430 *     17430 * 8.9721723 * 578.02573 *
*    17489 *     17489 * 2.8169852 * 349.43777 *
*    17561 *     17561 * 7.0021765 * 316.50400 *
*    17613 *     17613 * 19.612642 * 1643.8529 *
*    17619 *     17619 * 31.979376 * 1988.4544 *
*    17703 *     17703 * 2.5520819 * 266.70017 *
*    17754 *     17754 * 6.3320253 * 406.38609 *
*    17774 *     17774 * 16.992640 * 1208.6308 *
*    17842 *     17842 * 9.7510231 * 1210.9326 *
*    17881 *     17881 * 4.2527853 * 638.24472 *
*    17979 *     17979 * 17.510208 * 1774.2341 *
*    17983 *     17983 * 20.655820 * 1181.8229 *
*    18267 *     18267 * 1.9752521 * 668.71070 *
*    18280 *     18280 * 5.3518926 * 1025.1191 *
*    18338 *     18338 * 2.4389219 * 976.80280 *
*    18386 *     18386 * 3.1016797 * 203.49550 *
*    18535 *     18535 * 6.1837918 * 1422.1187 *
*    18543 *     18543 * 7.4139478 * 1067.1910 *
*    18679 *     18679 * 6.2111978 * 293.22544 *
*    18814 *     18814 * 23.540886 * 1523.4651 *
*    18881 *     18881 * 4.9290322 * 1091.0339 *
*    18932 *     18932 * 7.7795941 * 1658.6750 *
*    18951 *     18951 * 26.596976 * 1164.0200 *
*    19112 *     19112 * 38.781411 * 3438.5172 *
*    19184 *     19184 * 10.740592 * 901.59679 *
*    19224 *     19224 * 4.3001249 * 437.16326 *
*    19278 *     19278 * 8.5221216 * 618.09356 *
*    19296 *     19296 * 20.125737 * 1677.3794 *
*    19404 *     19404 * 13.830167 * 1425.8565 *
*    19552 *     19552 * 8.5843871 * 567.92242 *
*    19554 *     19554 * 9.2751642 * 1066.5630 *
*    19571 *     19571 * 1.8962861 * 447.84885 *
*    19594 *     19594 * 2.2731572 * 2849.5072 *
*    19765 *     19765 * 19.216968 * 1960.5726 *
*    19800 *     19800 * 8.1370789 * 965.47761 *
*    20099 *     20099 * 3.3957180 * 392.08981 *
*    20175 *     20175 * 10.106857 * 1180.7020 *
*    20217 *     20217 * 12.776178 * 1343.0985 *
*    20319 *     20319 * 12.250988 * 974.46439 *
*    20331 *     20331 * 37.719216 * 3585.1146 *
*    20358 *     20358 * 2.7838986 * 1166.7266 *
*    20366 *     20366 * 11.068641 * 840.26892 *
*    20377 *     20377 * 7.5453198 * 898.16506 *
*    20397 *     20397 * 27.494789 * 1975.8599 *
*    20399 *     20399 * 1.4377302 * 236.90835 *
*    20423 *     20423 * 2.4171855 * 806.96443 *
*    20431 *     20431 * 5.5280726 * 318.81261 *
*    20495 *     20495 * 6.6456356 * 1134.2455 *
*    20509 *     20509 * 4.5915057 * 515.01938 *
*    20680 *     20680 * 35.068106 * 2419.0252 *
*    20694 *     20694 * 21.483221 * 3200.4110 *
*    20710 *     20710 * 7.0928231 * 845.10663 *
