***********************************************************
*    Row   * Instance *   EventId * cpS1sTotB * cpS2sTotB *
***********************************************************
*       25 *        0 *        25 * 31.023797 * 2183.3434 *
*      128 *        0 *       128 * 433.91936 * 86648.554 *
*      233 *        0 *       233 * 4.1246424 * 489.70535 *
*      352 *        0 *       352 * 18.225980 * 2660.5687 *
*      368 *        0 *       368 * 11.969983 * 1742.0823 *
*      859 *        0 *       859 *  96.35579 * 4868.2054 *
*      978 *        0 *       978 * 6.5730598 * 992.80935 *
*     1242 *        0 *      1242 * 14.413641 * 1900.8253 *
*     1431 *        0 *      1431 * 386.46956 * 114032.85 *
*     1625 *        0 *      1625 * 10.868157 * 1128.9641 *
*     1992 *        0 *      1992 * 4.4301914 * 740.45483 *
*     2184 *        0 *      2184 * 7.6876598 * 1220.9890 *
*     2611 *        0 *      2611 * 362.28059 * 104696.90 *
*     3052 *        0 *      3052 * 10.899545 * 1592.5134 *
*     3186 *        0 *      3186 * 28.195544 * 2598.3724 *
*     3590 *        0 *      3590 * 21.827499 * 1906.1751 *
*     4534 *        0 *      4534 * 11.463039 * 1707.8864 *
*     4817 *        0 *      4817 * 5.3215500 * 1140.5697 *
*     4994 *        0 *      4994 * 8.2878830 * 1467.8665 *
*     5232 *        0 *      5232 * 17.057038 * 1485.4880 *
*     5703 *        0 *      5703 * 15.994460 * 2300.2281 *
*     5919 *        0 *      5919 * 13.856846 * 2139.3066 *
*     5928 *        0 *      5928 * 19.486154 * 2618.5360 *
*     6412 *        0 *      6412 * 23.188089 * 1923.5305 *
*     6689 *        0 *      6689 * 33.420248 * 2418.0529 *
*     7647 *        1 *      7647 * 4.0247011 * 1159.1592 *
*     7995 *        0 *      7995 * 6.0435485 * 1457.6277 *
*     8756 *        0 *      8756 * 22.258124 * 1700.9810 *
*     8995 *        0 *      8995 * 10.153136 * 1053.7429 *
*     9186 *        0 *      9186 * 11.096715 * 1557.0533 *
*     9394 *        0 *      9394 * 11.632198 * 1972.6762 *
*    10101 *        0 *     10101 * 34.517800 * 1714.1396 *
*    10146 *        0 *     10146 *  20.34864 * 1595.1933 *
*    10168 *        0 *     10168 * 208.80410 * 27622.522 *
*    10674 *        0 *     10674 * 4.2198785 * 690.53007 *
*    10876 *        0 *     10876 * 8.5960266 * 950.04143 *
*    10916 *        0 *     10916 * 87.282444 * 3362.0575 *
*    11027 *        0 *     11027 * 13.559511 * 1913.9869 *
*    11623 *        0 *     11623 * 332.49830 * 86549.041 *
*    12990 *        0 *     12990 * 31.506866 * 1892.6681 *
*    13208 *        0 *     13208 * 25.196836 * 1332.1584 *
*    13624 *        0 *     13624 * 11.113253 * 2089.6608 *
*    13825 *        0 *     13825 * 20.490879 * 2425.8367 *
*    13920 *        0 *     13920 * 15.116429 * 2132.3422 *
*    14195 *        0 *     14195 * 10.340141 * 1549.5921 *
*    14265 *        0 *     14265 * 30.181706 * 2304.1979 *
*    14402 *        0 *     14402 * 11.220980 * 1810.8242 *
*    14468 *        0 *     14468 * 16.540073 * 1307.3530 *
*    14668 *        0 *     14668 * 11.786483 * 1010.3176 *
*    14787 *        0 *     14787 * 13.591747 * 1786.0446 *
*    15304 *        0 *     15304 * 24.801054 * 1524.0077 *
*    15730 *        0 *     15730 * 12.460794 * 1564.3548 *
*    15802 *        0 *     15802 * 19.414647 * 2306.3552 *
*    16198 *        0 *     16198 * 15.658597 * 1488.5003 *
*    16424 *        0 *     16424 * 4.8717302 * 974.37333 *
*    17043 *        0 *     17043 * 22.907505 * 1628.2631 *
*    17109 *        0 *     17109 * 12.336537 * 1828.6376 *
*    17120 *        0 *     17120 * 30.314789 * 2447.6655 *
*    17732 *        0 *     17732 * 14.827813 * 953.69187 *
*    17918 *        0 *     17918 * 9.6873068 * 1424.1594 *
*    18157 *        0 *     18157 * 47.424675 * 2838.8595 *
*    18271 *        0 *     18271 * 882.75969 * 108615.18 *
*    18500 *        0 *     18500 * 18.378455 * 1568.7386 *
*    18913 *        0 *     18913 * 50.236388 * 3407.0536 *
*    19303 *        0 *     19303 * 31.233091 * 1964.3496 *
*    19465 *        0 *     19465 * 48.712396 * 2986.6568 *
*    19552 *        0 *     19552 * 1.9119231 * 30592.789 *
*    19689 *        0 *     19689 * 8.8767009 * 1262.1039 *
*    20160 *        0 *     20160 * 6.7133785 * 574.01451 *
*    20787 *        0 *     20787 * 22.681247 * 1754.3541 *
*    21077 *        0 *     21077 * 22.285314 * 1904.8803 *
*    21416 *        0 *     21416 * 17.397476 * 1251.1027 *
*    21531 *        0 *     21531 * 17.016448 * 2267.6451 *
*    21633 *        0 *     21633 * 437.09336 * 106945.35 *
*    21959 *        0 *     21959 * 12.791600 * 991.50562 *
*    22303 *        0 *     22303 * 10.392646 * 1814.6601 *
*    22456 *        0 *     22456 * 7.0676212 * 723.61613 *
*    22538 *        0 *     22538 * 17.380534 * 1527.1450 *
*    22798 *        0 *     22798 * 264.13469 * 22902.555 *
*    22917 *        0 *     22917 * 68.238424 * 3838.5061 *
*    23162 *        0 *     23162 * 13.340849 * 1539.1457 *
*    23501 *        0 *     23501 * 49.005202 * 2533.3958 *
*    23544 *        0 *     23544 * 18.309726 * 910.20557 *
*    24263 *        0 *     24263 * 12.905646 * 2037.7020 *
*    24408 *        0 *     24408 * 20.734865 * 2103.2278 *
*    24836 *        1 *     24836 * 5.2623154 * 15894.688 *
*    25595 *        0 *     25595 * 244.79438 * 23151.321 *
*    25639 *        0 *     25639 * 22.118455 * 2114.9240 *
*    25852 *        0 *     25852 * 20.135081 * 1602.6793 *
