************************************************
*    Row   *   EventId * cpS1sTotB * cpS2sTotB *
*     1926 *      1926 * 16.751114 * 1785.2336 *
*     2003 *      2003 * 1.8191775 * 214.94380 *
*     2080 *      2080 * 5.8878719 * 863.45217 *
*     2124 *      2124 * 6.9224018 * 1096.6676 *
*     2144 *      2144 * 18.916775 * 1793.9879 *
*     2149 *      2149 * 17.681530 * 1097.2002 *
*     2273 *      2273 * 18.076620 * 1722.4381 *
*     2363 *      2363 * 13.034174 * 2001.8945 *
*     2372 *      2372 * 6.6545899 * 1532.8335 *
*     2380 *      2380 * 5.8624747 * 1004.1061 *
*     2415 *      2415 * 29.609645 * 1907.0356 *
*     2502 *      2502 * 2.1038499 * 526.37040 *
*     2668 *      2668 * 1.7128422 * 3537.5911 *
*     2831 *      2831 * 31.451222 * 1658.8430 *
*     2842 *      2842 * 2.2826969 * 1455.1983 *
*     2872 *      2872 * 10.461075 * 1280.8155 *
*     2925 *      2925 * 18.172021 * 1831.6362 *
*     2931 *      2931 * 5.4397192 * 765.09428 *
*     2967 *      2967 * 7.1922922 * 995.67623 *
*     2983 *      2983 * 23.922868 * 1297.9264 *
*     3043 *      3043 * 5.5457982 * 480.95858 *
*     3064 *      3064 * 9.6678033 * 752.89542 *
*     3123 *      3123 * 17.113915 * 871.80611 *
*     3176 *      3176 * 14.211725 * 866.00266 *
*     3225 *      3225 * 10.914293 * 3362.2194 *
*     3360 *      3360 * 8.3228009 * 1191.8327 *
*     3434 *      3434 * 4.6558359 * 1118.5036 *
*     3455 *      3455 * 11.495688 * 2477.5645 *
*     3460 *      3460 * 6.4550497 * 986.25411 *
*     3489 *      3489 * 7.3847418 * 994.09072 *
*     3567 *      3567 * 4.4128376 * 894.03987 *
*     3605 *      3605 * 10.932807 * 1351.3132 *
*     3626 *      3626 * 26.689973 * 3671.9973 *
*     3656 *      3656 * 13.226738 * 1004.4818 *
*     3671 *      3671 * 6.8604203 * 983.49888 *
*     3693 *      3693 * 2.7113325 * 1019.5865 *
*     3742 *      3742 * 6.6973415 * 775.24152 *
*     3774 *      3774 * 11.875475 * 981.83788 *
*     3811 *      3811 * 7.6309440 * 1727.0728 *
*     3820 *      3820 * 4.4108152 * 284.57727 *
*     3849 *      3849 * 21.435385 * 1994.7704 *
*     3936 *      3936 * 14.377724 * 645.66844 *
*     4006 *      4006 * 1.5326598 * 3185.9396 *
*     4015 *      4015 * 27.581340 * 1407.8702 *
*     4113 *      4113 * 0.9696110 * 580.69014 *
*     4131 *      4131 * 26.414989 * 944.66408 *
*     4291 *      4291 * 11.684797 * 3015.4548 *
*     4470 *      4470 * 16.610355 * 2904.6706 *
*     4504 *      4504 * 8.9074843 * 1063.6985 *
*     4711 *      4711 * 18.707315 * 2362.3691 *
*     4821 *      4821 * 26.794557 *  2323.232 *
*     4871 *      4871 * 32.365371 * 3177.7303 *
*     4932 *      4932 * 7.7672726 * 534.03704 *
*     5109 *      5109 * 25.264866 * 749.07212 *
*     5125 *      5125 * 4.8237594 * 708.62624 *
*     5150 *      5150 * 7.0414736 * 2496.0361 *
*     5176 *      5176 * 3.2881581 * 423.37827 *
*     5218 *      5218 * 7.7516874 * 1073.8896 *
*     5226 *      5226 * 6.9156131 * 543.72617 *
*     5227 *      5227 * 32.637870 * 1697.9379 *
*     5408 *      5408 * 16.026231 * 1820.1383 *
*     5494 *      5494 * 16.401412 * 1521.1316 *
*     5520 *      5520 * 1.8409739 * 733.47013 *
*     5554 *      5554 * 31.321411 * 1822.6264 *
*     5610 *      5610 * 39.015902 * 3089.9458 *
*     5612 *      5612 * 4.9864848 * 857.39602 *
*     5646 *      5646 * 4.3025635 * 709.43155 *
*     5737 *      5737 * 3.0278716 * 556.63124 *
*     5775 *      5775 * 8.7746646 * 1196.3223 *
*     5837 *      5837 * 11.642944 * 1401.5325 *
*     5839 *      5839 * 8.4319497 * 920.76360 *
*     5858 *      5858 * 1.8918577 * 201.78672 *
*     5893 *      5893 * 28.140275 * 1906.0017 *
*     5906 *      5906 * 25.714760 * 2695.6432 *
*     5923 *      5923 * 5.5309589 * 538.92030 *
*     5954 *      5954 * 8.9865064 * 1675.8871 *
*     6021 *      6021 * 1.4316093 * 770.91229 *
*     6103 *      6103 * 14.682118 * 1789.9574 *
*     6130 *      6130 * 4.7825296 * 907.29416 *
*     6171 *      6171 * 6.3806996 * 888.77819 *
*     6215 *      6215 * 11.197198 * 1479.1952 *
*     6247 *      6247 * 20.362118 * 2180.3424 *
*     6289 *      6289 * 3.6818102 * 183.29944 *
*     6351 *      6351 * 24.800741 * 715.34772 *
*     6401 *      6401 * 7.1548204 * 1664.7646 *
*     6474 *      6474 * 2.2547825 * 1168.5113 *
*     6481 *      6481 * 24.784915 * 2784.8436 *
*     6497 *      6497 * 9.7528963 * 1942.9851 *
*     6542 *      6542 * 11.648764 *  1443.922 *
*     6631 *      6631 * 3.2894240 * 699.90273 *
*     6635 *      6635 * 9.1286339 * 1290.6366 *
*     6670 *      6670 * 2.0721741 * 767.03148 *
*     6674 *      6674 * 4.6129243 * 697.64445 *
*     6749 *      6749 * 12.482718 * 761.19364 *
*     6785 *      6785 * 4.5340736 * 1168.6925 *
*     6880 *      6880 * 28.882245 * 2461.2716 *
*     6928 *      6928 * 4.2145849 * 447.87695 *
*     6930 *      6930 * 39.772893 * 2458.3434 *
*     6938 *      6938 * 6.5988840 * 1957.1995 *
*     6980 *      6980 * 7.4822208 * 1685.4301 *
*     7041 *      7041 * 28.981692 * 2084.8730 *
*     7062 *      7062 * 39.862387 * 3342.4333 *
*     7090 *      7090 * 8.8864790 * 816.61230 *
*     7231 *      7231 * 3.2772765 * 370.31651 *
*     7252 *      7252 * 11.365362 * 2047.1239 *
*     7268 *      7268 * 7.9379296 * 1433.8376 *
*     7316 *      7316 * 33.569771 * 2850.3862 *
*     7381 *      7381 * 20.792723 * 1518.2093 *
*     7454 *      7454 * 6.1783102 * 1131.9213 *
*     7470 *      7470 * 6.9894638 * 771.60005 *
*     7518 *      7518 * 3.4591473 * 313.10213 *
*     7530 *      7530 * 6.9010236 * 291.86196 *
*     7537 *      7537 * 7.2892429 * 1193.7492 *
*     7575 *      7575 * 6.1935423 * 891.18475 *
*     7709 *      7709 * 9.6465339 * 1467.8353 *
*     7812 *      7812 * 39.724660 * 3001.5958 *
*     7841 *      7841 * 12.723063 * 1154.8976 *
*     7947 *      7947 * 17.420988 * 1111.6695 *
*     7977 *      7977 * 9.1917869 * 1223.6204 *
*     8030 *      8030 * 16.226984 * 962.49984 *
*     8051 *      8051 * 24.039307 * 2306.1443 *
*     8077 *      8077 * 10.444413 * 574.03589 *
*     8129 *      8129 * 17.743958 * 1867.1417 *
*     8141 *      8141 * 34.609820 * 2683.9637 *
*     8168 *      8168 * 17.284848 * 1434.3278 *
*     8206 *      8206 * 5.9170659 * 1171.9966 *
*     8226 *      8226 * 11.799248 * 1083.9005 *
*     8275 *      8275 * 7.0919704 * 730.60984 *
*     8383 *      8383 * 4.6161613 * 578.75646 *
*     8420 *      8420 * 15.642947 * 1853.1849 *
*     8423 *      8423 * 7.2255742 * 521.29517 *
*     8433 *      8433 * 20.628268 * 1757.7178 *
*     8435 *      8435 * 6.5184827 * 1087.3485 *
*     8633 *      8633 * 8.6191266 * 788.33437 *
*     8703 *      8703 * 17.078796 * 1698.1072 *
*     8749 *      8749 * 5.0155378 * 813.15268 *
*     8765 *      8765 * 13.488952 * 1157.6032 *
*     8781 *      8781 * 29.650389 * 3169.9899 *
*     9011 *      9011 * 5.9857810 * 806.18611 *
*     9026 *      9026 * 7.5483233 * 1052.0185 *
*     9058 *      9058 * 15.340645 * 1517.6490 *
*     9111 *      9111 * 7.7756034 * 466.03252 *
*     9177 *      9177 * 14.670000 * 1763.4453 *
*     9312 *      9312 * 4.2552838 * 1038.3523 *
*     9317 *      9317 * 5.8658901 * 855.96239 *
*     9318 *      9318 * 10.929249 * 783.13412 *
*     9334 *      9334 * 34.783965 * 1044.0853 *
*     9373 *      9373 * 1.7546358 * 496.74154 *
*     9377 *      9377 * 5.6853757 * 616.29640 *
*     9388 *      9388 * 11.467195 * 1312.9327 *
*     9526 *      9526 * 5.7919800 * 2515.7248 *
*     9634 *      9634 * 18.376795 * 2074.1498 *
*     9661 *      9661 * 13.237219 * 1197.0896 *
*     9671 *      9671 * 1.5153581 * 803.08882 *
*     9720 *      9720 * 4.9628575 * 676.74879 *
*     9832 *      9832 * 4.2546656 * 321.29656 *
*     9859 *      9859 * 8.8684867 * 1892.1952 *
*     9886 *      9886 * 11.383381 * 558.93571 *
*    10017 *     10017 * 6.8802216 * 1262.5075 *
*    10032 *     10032 * 6.3355004 * 506.08878 *
*    10074 *     10074 * 18.792482 * 1261.7368 *
*    10081 *     10081 * 1.3338324 * 2146.3276 *
*    10089 *     10089 * 2.7349063 * 3558.7024 *
*    10122 *     10122 * 34.894759 * 2819.9291 *
*    10152 *     10152 * 14.262521 * 1358.2474 *
*    10213 *     10213 * 2.7739875 * 1758.5328 *
*    10280 *     10280 * 3.1916594 * 576.33697 *
*    10383 *     10383 * 7.0282816 * 774.22034 *
*    10450 *     10450 * 15.319462 * 1608.3551 *
*    10536 *     10536 * 21.079570 * 1409.6858 *
*    10637 *     10637 * 12.744053 * 1349.7604 *
*    10706 *     10706 * 5.4390202 * 1047.0842 *
*    10737 *     10737 * 16.071852 * 2647.5740 *
*    10750 *     10750 * 1.4560963 * 439.59387 *
*    10810 *     10810 * 6.3918927 * 809.84642 *
*    10824 *     10824 * 29.996324 * 2392.0804 *
*    10929 *     10929 * 20.072760 * 1984.8419 *
*    10937 *     10937 * 10.800649 * 680.40397 *
*    10969 *     10969 * 7.9937536 *  649.6338 *
*    11008 *     11008 * 10.419309 * 1722.8720 *
*    11018 *     11018 * 11.155523 * 1129.6444 *
*    11063 *     11063 * 14.652530 * 1920.8205 *
*    11089 *     11089 * 6.7994190 * 953.90246 *
*    11229 *     11229 * 21.782068 * 1602.6909 *
*    11269 *     11269 * 16.709917 * 1912.5423 *
*    11278 *     11278 * 24.388646 * 2176.7081 *
*    11336 *     11336 * 27.800317 * 2462.3227 *
*    11366 *     11366 * 12.798080 * 1287.2196 *
*    11370 *     11370 * 5.5080059 * 1561.6832 *
*    11453 *     11453 * 1.9615370 * 707.47380 *
*    11612 *     11612 * 9.2036891 * 1289.5924 *
*    11678 *     11678 * 10.593253 * 1238.7041 *
*    11714 *     11714 * 7.1095817 * 882.84308 *
*    11731 *     11731 * 14.368652 * 1643.6513 *
*    11738 *     11738 * 22.977411 * 1227.5458 *
*    11741 *     11741 * 11.337219 * 2050.3704 *
*    11814 *     11814 * 15.942582 * 1246.6153 *
*    11852 *     11852 * 7.8001030 * 839.29934 *
*    11876 *     11876 * 2.2618885 * 397.41778 *
*    11886 *     11886 * 7.1803931 * 885.79128 *
*    11969 *     11969 * 12.903064 * 632.60653 *
*    11987 *     11987 * 4.5727727 * 2305.2214 *
*    11995 *     11995 * 4.2970366 * 812.43592 *
*    12016 *     12016 * 3.5126851 * 975.65758 *
*    12082 *     12082 * 6.0431861 * 874.66067 *
*    12085 *     12085 * 13.723354 * 912.37098 *
*    12128 *     12128 * 11.899587 * 1035.8960 *
*    12144 *     12144 * 14.806648 * 1332.3639 *
*    12182 *     12182 * 17.587811 * 1371.1463 *
*    12189 *     12189 * 9.7046743 * 642.92616 *
*    12244 *     12244 * 7.7227689 * 1367.5328 *
*    12367 *     12367 * 17.455388 * 1732.4343 *
*    12386 *     12386 * 6.7094145 * 2258.7762 *
*    12451 *     12451 * 21.004323 * 1747.7482 *
*    12469 *     12469 * 21.705374 * 883.06073 *
*    12474 *     12474 * 2.3585279 * 511.06342 *
*    12504 *     12504 * 2.6749368 * 480.92218 *
*    12518 *     12518 * 4.9751991 * 743.71871 *
*    12547 *     12547 * 6.4217006 * 649.90723 *
*    12583 *     12583 * 14.429832 * 3618.6385 *
*    12598 *     12598 * 23.058434 * 1965.6493 *
*    12624 *     12624 * 2.7777599 * 871.27779 *
*    12626 *     12626 * 14.656686 * 1448.5825 *
*    12655 *     12655 * 8.1956944 * 513.14148 *
*    12664 *     12664 * 39.441619 * 2445.7468 *
*    12670 *     12670 * 8.0894663 * 821.49450 *
*    12756 *     12756 * 15.814855 * 2197.4506 *
*    12767 *     12767 * 16.584054 * 1662.6032 *
*    12872 *     12872 * 19.700194 * 3014.6851 *
*    12984 *     12984 * 6.2610802 * 591.62241 *
*    13205 *     13205 * 25.400446 * 2053.9037 *
*    13258 *     13258 * 6.4627482 * 1056.6872 *
*    13531 *     13531 * 11.009438 * 1078.0740 *
*    13561 *     13561 * 4.5137653 * 475.24120 *
*    13566 *     13566 * 9.4977554 * 904.14314 *
*    13685 *     13685 * 26.325081 * 1500.8698 *
*    13694 *     13694 * 8.3540458 * 520.84147 *
*    13734 *     13734 * 2.4336969 * 752.93021 *
*    13800 *     13800 * 14.676963 * 1375.5735 *
*    13826 *     13826 * 17.713686 * 1941.1297 *
*    13872 *     13872 * 21.435897 * 1416.4702 *
*    14052 *     14052 * 26.552046 * 1835.6493 *
*    14096 *     14096 * 10.720405 * 1133.0187 *
*    14128 *     14128 * 21.455078 * 1541.9105 *
*    14132 *     14132 * 4.8412456 * 603.73930 *
*    14161 *     14161 * 37.628195 * 2045.4758 *
*    14162 *     14162 * 15.639861 * 2220.7242 *
*    14265 *     14265 * 11.321999 * 781.53513 *
*    14267 *     14267 * 2.6467388 * 584.59468 *
*    14300 *     14300 * 6.2823393 * 1318.6859 *
*    14342 *     14342 * 1.0440873 * 707.37670 *
*    14402 *     14402 * 2.6017623 * 3890.1457 *
*    14415 *     14415 * 5.0688437 * 694.94776 *
*    14417 *     14417 * 13.927627 * 781.45683 *
*    14500 *     14500 * 34.293753 * 2093.7475 *
*    14521 *     14521 * 19.591104 * 3031.3106 *
*    14578 *     14578 * 33.341465 * 2390.9326 *
*    14649 *     14649 * 33.476324 * 3114.5885 *
*    14739 *     14739 * 10.886550 * 1494.2194 *
*    14763 *     14763 * 2.3892270 * 737.57463 *
*    14798 *     14798 * 5.5820350 * 1918.2803 *
*    14813 *     14813 * 29.482716 * 3289.7230 *
*    14815 *     14815 * 2.1255181 * 2075.3906 *
*    14825 *     14825 * 2.6983579 * 1219.0928 *
*    14907 *     14907 * 12.438565 * 1138.2260 *
*    14956 *     14956 * 7.3845509 * 1031.3538 *
*    14977 *     14977 * 9.3167156 * 1395.8626 *
*    14985 *     14985 * 10.210757 * 800.65082 *
*    15017 *     15017 * 2.5849650 * 3014.4144 *
*    15305 *     15305 * 38.037866 * 2395.1769 *
*    15369 *     15369 * 4.1839985 * 1103.3689 *
*    15383 *     15383 * 16.690872 * 2106.4408 *
*    15480 *     15480 * 17.954699 * 1502.2613 *
*    15509 *     15509 * 2.1523275 * 808.51584 *
*    15545 *     15545 * 11.829552 * 964.44546 *
*    15550 *     15550 * 32.232475 * 2221.1882 *
*    15558 *     15558 * 2.3616203 * 314.62452 *
*    15792 *     15792 * 4.9775527 * 337.01765 *
*    15845 *     15845 * 6.9347340 * 488.14953 *
*    15865 *     15865 * 3.6262263 * 266.45409 *
*    15879 *     15879 * 5.9249372 * 1186.7783 *
*    15885 *     15885 * 14.670610 * 116.14035 *
*    15918 *     15918 * 18.541349 * 3212.6311 *
*    15931 *     15931 * 23.006467 * 2120.8773 *
*    16112 *     16112 * 8.0642572 * 1092.3422 *
*    16141 *     16141 * 5.0925285 * 220.81924 *
*    16196 *     16196 * 25.289311 * 2126.3844 *
*    16242 *     16242 * 3.0192399 * 267.16977 *
*    16273 *     16273 * 14.306566 * 1844.9183 *
*    16338 *     16338 * 17.134980 * 1344.7441 *
*    16500 *     16500 * 11.566544 * 1132.1469 *
*    16522 *     16522 * 3.9772784 * 643.92320 *
*    16539 *     16539 * 9.2763276 * 1347.5503 *
*    16551 *     16551 * 16.786973 * 1264.1052 *
*    16614 *     16614 * 38.439085 * 2845.5284 *
*    16761 *     16761 * 33.415341 * 3823.1583 *
*    16863 *     16863 * 9.5265615 * 2018.6694 *
*    16922 *     16922 * 7.2951506 * 1009.4883 *
*    16928 *     16928 * 3.0327705 * 1293.8638 *
*    16937 *     16937 * 8.2384343 * 856.45351 *
*    16947 *     16947 * 8.3968726 * 1012.3742 *
*    17134 *     17134 * 6.0208712 * 503.81887 *
*    17148 *     17148 * 4.4224041 * 399.83045 *
*    17224 *     17224 * 6.4291355 * 1091.2109 *
*    17261 *     17261 * 4.8232189 * 534.09826 *
*    17296 *     17296 * 7.1235398 * 1248.3549 *
*    17324 *     17324 * 4.8261138 * 1334.7423 *
*    17345 *     17345 * 24.255611 * 1318.4584 *
*    17350 *     17350 * 13.109565 * 923.21238 *
*    17363 *     17363 * 5.9707403 * 566.66342 *
*    17503 *     17503 * 20.375220 * 2923.4452 *
*    17504 *     17504 * 2.7453643 * 2410.5001 *
*    17518 *     17518 * 9.7719650 * 1335.2222 *
*    17537 *     17537 * 16.835910 * 2161.6711 *
*    17672 *     17672 * 5.9746549 * 924.22946 *
*    17678 *     17678 * 8.6760914 * 1945.3722 *
*    17727 *     17727 * 6.1655071 * 582.48705 *
*    17728 *     17728 * 4.2836674 * 723.99467 *
*    17794 *     17794 * 4.3543050 * 1124.3958 *
*    17804 *     17804 * 23.351585 * 491.73635 *
*    17822 *     17822 * 23.191552 * 1927.1408 *
*    17857 *     17857 * 5.4405469 * 874.28049 *
*    17870 *     17870 * 9.6580493 * 1363.7339 *
*    17900 *     17900 * 4.1740541 * 340.86252 *
*    17915 *     17915 * 11.473141 * 1469.0300 *
*    17930 *     17930 * 3.5249170 * 291.00504 *
*    17955 *     17955 * 4.2914405 * 1424.0979 *
*    17970 *     17970 * 6.9286956 * 788.89726 *
*    18082 *     18082 * 37.965236 * 3585.9159 *
*    18096 *     18096 * 27.741988 * 3652.5381 *
*    18113 *     18113 * 4.5823505 * 449.72459 *
*    18191 *     18191 * 13.574809 * 2131.4240 *
*    18252 *     18252 * 7.1095139 * 104.35017 *
*    18258 *     18258 * 26.023706 * 1784.5900 *
*    18290 *     18290 * 14.373636 * 867.14658 *
*    18403 *     18403 * 16.973865 * 1471.5110 *
*    18455 *     18455 * 10.730140 * 1520.6888 *
*    18523 *     18523 * 7.9264940 * 1361.2613 *
*    18536 *     18536 * 22.512377 * 1981.2522 *
*    18556 *     18556 * 19.304134 * 1756.6082 *
*    18600 *     18600 * 2.2373337 * 518.80412 *
*    18614 *     18614 * 7.6946736 * 1134.1603 *
*    18677 *     18677 * 9.8016363 * 1462.5223 *
*    18941 *     18941 * 30.406589 * 2099.0073 *
*    18968 *     18968 * 13.236867 * 1258.7558 *
*    18990 *     18990 * 20.628264 * 1934.8748 *
*    19000 *     19000 * 25.090868 * 1489.5333 *
*    19014 *     19014 * 4.1873247 *  449.9989 *
*    19123 *     19123 * 3.2092536 * 375.50187 *
*    19155 *     19155 * 4.6374538 * 846.35070 *
*    19223 *     19223 * 2.0902268 * 708.30099 *
*    19298 *     19298 * 4.8684835 * 357.28855 *
*    19304 *     19304 * 7.1263328 * 3805.7151 *
*    19328 *     19328 * 26.277663 * 836.06384 *
*    19386 *     19386 * 6.2343427 * 918.07998 *
*    19550 *     19550 * 2.2393358 * 976.71541 *
*    19583 *     19583 * 3.2443204 * 326.11664 *
*    19624 *     19624 * 2.6315980 * 539.10299 *
*    19712 *     19712 * 2.9881132 * 756.36836 *
*    19720 *     19720 *  3.325317 * 1067.8662 *
*    19723 *     19723 * 14.077494 * 1493.6514 *
*    19780 *     19780 * 5.2711919 * 315.96477 *
*    19813 *     19813 * 5.1437468 * 1137.8175 *
*    19846 *     19846 * 5.7877278 * 823.46746 *
*    19854 *     19854 * 8.7628664 * 775.51613 *
*    19946 *     19946 * 5.2653565 * 773.51154 *
*    19983 *     19983 * 11.259839 * 1837.8367 *
*    19985 *     19985 * 5.0510455 * 1352.1917 *
*    20052 *     20052 * 11.515877 * 669.80926 *
*    20078 *     20078 * 38.527160 * 2926.2267 *
*    20148 *     20148 * 5.4778614 * 1829.5028 *
*    20226 *     20226 * 7.6944976 * 515.15036 *
*    20239 *     20239 * 16.482696 * 1694.5576 *
*    20376 *     20376 * 25.170921 * 1799.3204 *
*    20417 *     20417 * 19.200913 * 1614.8613 *
*    20448 *     20448 * 8.9466188 * 1535.5494 *
*    20469 *     20469 * 32.677519 * 2364.9208 *
*    20532 *     20532 * 11.683920 * 1830.7012 *
*    20552 *     20552 * 7.9388303 * 688.60811 *
*    20641 *     20641 * 5.1069898 * 715.34388 *
*    20648 *     20648 * 9.7320367 * 430.76281 *
*    20717 *     20717 * 2.9359960 * 693.66447 *
*    20819 *     20819 * 26.539223 * 1925.2010 *
*    20839 *     20839 * 10.440191 * 1236.5631 *
*    20878 *     20878 * 12.613589 * 989.39196 *
*    20939 *     20939 * 9.4208965 * 1556.6914 *
*    20999 *     20999 * 26.441303 * 2406.2125 *
*    21036 *     21036 * 5.5162987 * 947.62887 *
*    21082 *     21082 * 4.6082251 * 661.31998 *
*    21083 *     21083 * 38.591476 * 3139.2222 *
*    21097 *     21097 * 2.4909211 * 1004.8746 *
*    21098 *     21098 * 10.830498 * 494.16423 *
*    21125 *     21125 * 4.2837484 * 424.53018 *
*    21172 *     21172 * 12.789623 * 1511.2307 *
*    21182 *     21182 * 13.144227 * 1972.7163 *
*    21375 *     21375 * 7.5875470 * 1376.3245 *
*    21425 *     21425 * 2.7319301 * 467.03715 *
*    21431 *     21431 * 11.718009 * 1201.7243 *
*    21481 *     21481 * 1.6512313 * 830.81864 *
*    21595 *     21595 * 2.1891475 * 368.13825 *
*    21626 *     21626 * 24.969521 * 1766.3054 *
*    21640 *     21640 * 18.925270 * 1953.2098 *
*    21655 *     21655 * 3.3972299 * 831.94391 *
*    21659 *     21659 * 16.685702 * 1831.7961 *
*    21666 *     21666 * 2.2761386 * 1330.6813 *
*    21761 *     21761 * 15.662235 * 1030.0907 *
*    21857 *     21857 * 37.497730 * 3187.5697 *
*    21894 *     21894 * 4.6996873 * 588.03008 *
*    21907 *     21907 * 2.3189587 * 412.89647 *
*    22075 *     22075 * 20.577110 * 1701.5969 *
*    22083 *     22083 * 26.274716 * 2771.8219 *
*    22132 *     22132 * 18.082875 * 1516.2089 *
*    22285 *     22285 * 6.5031447 * 1731.4697 *
*    22290 *     22290 * 2.5871338 * 470.49019 *
*    22391 *     22391 * 4.9748084 * 351.52159 *
*    22467 *     22467 * 14.661424 * 1265.1019 *
*    22528 *     22528 * 29.016356 * 2213.9562 *
*    22579 *     22579 * 8.3935066 * 1452.2670 *
*    22642 *     22642 * 5.6527509 * 1053.6743 *
*    22821 *     22821 * 18.567904 * 2540.5840 *
*    22838 *     22838 * 18.166028 * 3833.3075 *
*    22863 *     22863 * 3.7246385 * 852.17029 *
*    22962 *     22962 * 6.4906190 * 707.56034 *
*    23046 *     23046 * 10.637833 * 1345.2781 *
*    23120 *     23120 * 16.936891 * 1696.6449 *
*    23141 *     23141 * 24.972208 * 2268.9009 *
*    23157 *     23157 * 20.519671 * 1760.4782 *
*    23196 *     23196 * 7.6605920 * 1207.7218 *
*    23234 *     23234 * 17.275513 * 1675.0175 *
*    23347 *     23347 * 24.672528 * 1803.2719 *
*    23444 *     23444 * 10.040038 * 1368.9747 *
*    23481 *     23481 * 6.3548269 * 783.49079 *
*    23667 *     23667 * 16.712783 * 3505.8376 *
*    23776 *     23776 * 2.0027231 * 229.76915 *
*    23837 *     23837 * 4.3824993 * 1295.9083 *
*    23927 *     23927 * 4.5877291 * 581.15195 *
*    24059 *     24059 * 5.8226599 * 865.13988 *
*    24074 *     24074 * 32.752267 * 2012.1995 *
*    24085 *     24085 * 39.135092 * 2449.1027 *
*    24112 *     24112 * 10.493427 * 1332.4880 *
*    24125 *     24125 * 1.9217077 * 590.28635 *
*    24162 *     24162 * 10.611061 * 2848.8696 *
*    24194 *     24194 * 2.6928973 * 998.63649 *
*    24250 *     24250 * 10.091536 * 644.82950 *
*    24271 *     24271 * 11.396243 * 1660.6262 *
*    24359 *     24359 * 17.225017 * 1228.6953 *
*    24433 *     24433 * 13.457432 * 2035.0031 *
*    24504 *     24504 * 16.561585 * 1460.3512 *
*    24539 *     24539 * 22.583739 * 1443.0927 *
*    24569 *     24569 * 13.749140 * 932.52924 *
*    24591 *     24591 * 2.8400603 * 485.37337 *
*    24646 *     24646 * 18.940489 * 3739.9668 *
*    24678 *     24678 * 8.4997521 * 894.02853 *
*    24682 *     24682 * 11.222891 * 1324.1534 *
*    24742 *     24742 * 7.4548287 * 928.21402 *
*    24758 *     24758 * 14.393250 * 1000.2288 *
*    24799 *     24799 * 21.396408 * 1673.9151 *
*    24828 *     24828 * 26.917546 * 392.05508 *
*    24831 *     24831 * 2.8502537 * 656.87198 *
*    24857 *     24857 * 19.848248 * 1472.8442 *
*    24864 *     24864 * 10.673719 * 1626.0448 *
*    24885 *     24885 * 4.4511650 * 581.38981 *
*    24937 *     24937 * 21.536959 * 1424.8513 *
*    25096 *     25096 * 34.483855 * 3059.1538 *
*    25110 *     25110 * 13.769305 * 1531.3669 *
*    25135 *     25135 * 3.3798243 * 812.30738 *
*    25200 *     25200 * 5.1274338 * 915.19611 *
*    25248 *     25248 * 6.9428261 * 771.54425 *
*    25250 *     25250 * 12.285140 * 1132.4957 *
*    25306 *     25306 * 15.985739 * 1771.4837 *
*    25310 *     25310 * 10.773974 * 1762.7743 *
*    25403 *     25403 * 6.3576215 * 1585.5755 *
