***********************************************************
*    Row   * Instance *   EventId * cpS1sTotB * cpS2sTotB *
***********************************************************
*      326 *        0 *       326 * 29.602695 * 2022.8035 *
*     1450 *        0 *      1450 * 10.829052 * 649.87194 *
*     1685 *        0 *      1685 * 18.659036 * 2197.4684 *
*     2168 *        0 *      2168 * 11.522079 * 2339.0746 *
*     3651 *        0 *      3651 * 16.128688 * 1539.8644 *
*     3726 *        0 *      3726 * 6.9176454 * 1403.1455 *
*     3753 *        0 *      3753 * 10.591552 * 1097.9276 *
*     4015 *        0 *      4015 * 12.607444 * 1625.9595 *
*     4095 *        0 *      4095 * 5.0400617 * 840.78266 *
*     4687 *        0 *      4687 * 5.2861418 * 1842.7500 *
*     4974 *        0 *      4974 * 11.080209 * 874.53182 *
*     5214 *        0 *      5214 * 15.927201 * 1564.3420 *
*     5270 *        0 *      5270 * 9.4186289 * 1532.1178 *
*     5315 *        0 *      5315 *  17.68812 * 2017.8994 *
*     5462 *        0 *      5462 * 22.781815 * 1628.5668 *
*     5885 *        0 *      5885 * 32.172472 * 1999.0641 *
*     5955 *        0 *      5955 * 5.3156688 * 851.33971 *
*     6707 *        0 *      6707 * 26.737635 * 2012.4277 *
*     7550 *        0 *      7550 * 18.812009 * 1573.5575 *
*     9801 *        0 *      9801 * 11.081685 * 906.41017 *
*    10020 *        0 *     10020 * 17.913144 * 1476.1130 *
*    10169 *        0 *     10169 * 27.679838 * 2694.8263 *
*    10183 *        0 *     10183 * 21.979494 *  2181.904 *
*    11059 *        0 *     11059 * 10.675443 * 1208.4946 *
*    11099 *        0 *     11099 * 12.615649 * 2023.6100 *
*    11367 *        0 *     11367 * 3.1128497 * 707.07292 *
*    11559 *        0 *     11559 * 12.884768 * 1228.9893 *
*    12626 *        0 *     12626 * 13.787916 * 1541.4131 *
*    12812 *        0 *     12812 * 10.541244 * 1029.0029 *
*    13074 *        0 *     13074 * 9.4654428 * 1616.2683 *
*    13134 *        0 *     13134 * 19.915250 * 1855.3009 *
*    13467 *        0 *     13467 * 9.4840984 * 1059.5158 *
*    13657 *        0 *     13657 * 26.471034 * 1632.8648 *
*    13724 *        0 *     13724 * 17.539885 * 1494.5384 *
*    13941 *        0 *     13941 * 14.809382 * 1558.7022 *
*    14030 *        0 *     14030 * 14.193573 * 1609.7717 *
*    14461 *        0 *     14461 * 5.1565836 * 1234.9009 *
*    14515 *        0 *     14515 * 29.933942 * 2332.8221 *
*    14919 *        0 *     14919 * 36.128215 * 3181.2551 *
*    15179 *        0 *     15179 * 17.077794 * 1304.0015 *
*    15526 *        0 *     15526 * 17.835991 * 1615.6579 *
*    15689 *        0 *     15689 * 9.4095315 * 1268.3579 *
*    15756 *        0 *     15756 * 6.8333978 * 538.28168 *
*    16065 *        0 *     16065 * 25.507942 * 2112.7103 *
*    16608 *        0 *     16608 * 9.0471046 * 1198.5709 *
*    16784 *        0 *     16784 * 6.6847875 * 449.60241 *
*    17565 *        0 *     17565 * 20.964397 * 2195.0794 *
*    17961 *        0 *     17961 * 5.3102127 * 774.70144 *
*    18117 *        0 *     18117 * 9.1807511 * 1243.8560 *
*    18532 *        0 *     18532 * 18.801082 * 2299.9631 *
*    18543 *        0 *     18543 * 19.133444 * 1890.5848 *
*    18684 *        0 *     18684 * 5.9430015 * 1223.5290 *
*    18691 *        0 *     18691 * 15.833923 * 2208.1133 *
*    19553 *        0 *     19553 * 5.3649417 * 778.46176 *
*    20443 *        0 *     20443 * 12.078674 * 603.66686 *
*    20501 *        0 *     20501 * 21.590054 * 2375.9215 *
*    20867 *        0 *     20867 * 7.1226403 * 1190.9153 *
*    21053 *        0 *     21053 * 27.066457 * 2159.7759 *
*    21710 *        0 *     21710 * 11.093149 * 1325.5534 *
*    21979 *        0 *     21979 * 4.9741737 * 1144.5413 *
*    22093 *        0 *     22093 * 7.0980227 * 1274.2908 *
*    22187 *        0 *     22187 * 32.950392 * 2429.5809 *
*    22218 *        0 *     22218 * 17.937878 * 1683.6472 *
*    22519 *        0 *     22519 * 5.8414465 * 971.80265 *
*    22825 *        0 *     22825 * 16.067258 * 1611.3535 *
*    22955 *        0 *     22955 * 8.6524295 * 1614.6960 *
*    23019 *        0 *     23019 * 4.9050853 * 789.89290 *
