***********************************************************
*    Row   * Instance *   EventId * cpS1sTotB * cpS2sTotB *
***********************************************************
*       74 *        8 *        74 * 1.4035781 * 76237.779 *
*     5895 *        0 *      5895 *  11.78333 * 1422.6285 *
*     6827 *        2 *      6827 * 3.3342393 * 82842.237 *
*    12400 *        4 *     12400 * 2.3112703 * 73712.352 *
*    12502 *        0 *     12502 * 872.64996 * 121838.59 *
*    12574 *        0 *     12574 * 9.6916492 * 984.78377 *
*    17202 *        0 *     17202 * 3.0642959 * 527.32198 *
*    19008 *        0 *     19008 * 1.7924943 * 504.62586 *
*    21099 *        1 *     21099 * 4.6561671 * 1237.8661 *
*    27128 *        1 *     27128 * 4.5226383 * 858.40584 *
*    29007 *        0 *     29007 * 3.6527093 * 40295.019 *
*    29109 *        0 *     29109 * 11.400661 * 373.14221 *
*    30045 *        0 *     30045 * 9.6590881 * 774.50432 *
*    33248 *        0 *     33248 * 35.247893 * 2626.0531 *
*    33647 *        1 *     33647 * 2.7310499 * 84450.089 *
*    34638 *        0 *     34638 * 74.385936 * 4100.1871 *
*    35877 *        0 *     35877 * 2.3951981 * 49030.448 *
*    36029 *        2 *     36029 * 1.4134648 * 80547.571 *
*    36032 *        2 *     36032 * 1.9052692 * 106931.36 *
*    38160 *        0 *     38160 * 2.1894861 * 81709.495 *
*    40427 *        0 *     40427 * 1.6342106 * 345.06573 *
*    40454 *        0 *     40454 * 1.3382114 * 48997.501 *
*    46764 *        8 *     46764 * 1.6841147 * 66029.087 *
*    47090 *        0 *     47090 * 502.37481 * 23965.872 *
*    48778 *        0 *     48778 * 7.1030818 * 394.04635 *
*    51691 *        1 *     51691 * 2.4628844 * 85322.196 *
*    53364 *        0 *     53364 * 7.4310508 * 951.98411 *
*    53944 *        2 *     53944 * 2.4968211 * 2186.3065 *
*    65161 *        1 *     65161 * 1.0836207 * 26640.628 *
*    72150 *        1 *     72150 * 1.5029767 * 77668.033 *
*    72769 *        0 *     72769 * 11.078825 * 831.15033 *
*    73255 *        0 *     73255 * 5.3899016 * 85476.628 *
*    75745 *        1 *     75745 * 2.9919912 * 77996.014 *
