***********************************************************
*    Row   * Instance *   EventId * cpS1sTotB * cpS2sTotB *
***********************************************************
*      285 *        0 *       285 * 12.328977 * 1675.3465 *
*     1357 *        0 *      1357 * 20.878326 * 2135.3366 *
*     1476 *        0 *      1476 * 10.177559 * 545.40303 *
*     2715 *        0 *      2715 * 25.376462 * 1515.4927 *
*     2729 *        0 *      2729 * 32.064070 * 2126.3392 *
*     2843 *        0 *      2843 * 21.251301 * 1719.4831 *
*     2884 *        0 *      2884 * 2.5713063 * 465.60577 *
*     3301 *        0 *      3301 * 3.6026851 * 460.06347 *
*     3543 *        0 *      3543 * 5.6599989 * 1795.9011 *
*     3676 *        0 *      3676 * 6.7782590 * 1195.3308 *
*     4623 *        0 *      4623 * 25.947450 * 2300.9393 *
*     4661 *        0 *      4661 * 26.581624 * 1815.6690 *
*     5865 *        0 *      5865 * 8.8582968 * 1444.1586 *
*     6002 *        0 *      6002 * 11.093478 * 1304.8107 *
*     6275 *        0 *      6275 * 25.064552 * 2415.7271 *
*     6295 *        0 *      6295 * 12.083571 * 1242.5736 *
*     6347 *        0 *      6347 * 17.133708 * 1250.8168 *
*     6676 *        0 *      6676 * 14.474658 * 2127.7114 *
*     7280 *        0 *      7280 * 6.2415857 * 514.30304 *
*     7609 *        0 *      7609 * 23.708468 * 1559.0996 *
*     8099 *        0 *      8099 * 9.9095281 * 1442.7593 *
*     8371 *        0 *      8371 * 4.7502453 * 565.67993 *
*     9533 *        0 *      9533 * 8.3684323 * 893.36637 *
*    10079 *        0 *     10079 * 9.2270147 * 1254.0066 *
*    11655 *        0 *     11655 * 20.570205 * 2042.0034 *
*    11782 *        0 *     11782 * 19.588407 * 2257.9109 *
*    12270 *        0 *     12270 * 29.685210 * 2772.9098 *
*    12710 *        0 *     12710 * 10.919649 * 1738.1485 *
*    12764 *        0 *     12764 * 16.618827 * 1360.0137 *
*    12822 *        0 *     12822 * 16.456086 * 1416.9055 *
*    12903 *        0 *     12903 * 8.8419148 * 692.52258 *
*    13888 *        0 *     13888 * 17.741343 * 1475.2197 *
*    14825 *        0 *     14825 * 33.588590 * 1911.3332 *
*    15095 *        0 *     15095 * 18.486849 *  2373.902 *
*    15466 *        0 *     15466 * 14.197994 * 2121.9734 *
*    15482 *        0 *     15482 * 5.3313577 * 1317.0258 *
*    15812 *        0 *     15812 * 24.788755 * 1810.4958 *
*    17001 *        0 *     17001 * 12.106191 * 1575.9248 *
*    17028 *        0 *     17028 * 15.265455 * 2199.1694 *
*    17470 *        0 *     17470 * 16.040709 * 1335.3465 *
*    17774 *        0 *     17774 * 22.436535 * 1664.9538 *
*    17980 *        0 *     17980 * 16.124044 * 1705.5927 *
*    17985 *        0 *     17985 * 15.515647 * 1450.0135 *
*    18337 *        0 *     18337 * 20.223268 * 1894.9390 *
*    18377 *        0 *     18377 * 6.5189932 * 790.74792 *
*    19015 *        0 *     19015 * 11.858248 * 1854.9693 *
*    20126 *        0 *     20126 * 12.149279 * 1761.4860 *
*    20358 *        1 *     20358 * 39.690680 * 2030.9857 *
*    20751 *        0 *     20751 * 3.2206739 * 1318.8180 *
*    20832 *        0 *     20832 * 14.125874 * 1357.5632 *
*    21137 *        0 *     21137 * 12.407398 * 1378.8691 *
*    21201 *        0 *     21201 * 15.003561 * 1345.6882 *
*    21338 *        0 *     21338 * 16.188715 * 1522.1072 *
*    21623 *        0 *     21623 * 12.492178 * 1148.3000 *
*    22659 *        0 *     22659 * 12.075476 * 1974.7894 *
*    22708 *        0 *     22708 * 18.267043 * 1064.5918 *
