***********************************************************
*    Row   * Instance *   EventId * cpS1sTotB * cpS2sTotB *
***********************************************************
*      105 *        0 *       105 * 12.965970 * 1479.3331 *
*      561 *        0 *       561 * 20.347910 * 1622.5179 *
*      593 *        0 *       593 * 20.250357 * 1624.2477 *
*      652 *        0 *       652 * 12.846924 * 1087.6947 *
*      694 *        0 *       694 * 25.518823 * 1131.0240 *
*      948 *        0 *       948 * 30.948746 * 1907.8984 *
*     1283 *        0 *      1283 * 16.383129 * 1411.0323 *
*     1747 *        0 *      1747 * 18.892014 * 1458.5294 *
*     1764 *        0 *      1764 * 12.570859 * 1949.5596 *
*     2521 *        0 *      2521 * 15.556853 * 2081.3983 *
*     3432 *        0 *      3432 * 10.294918 * 2194.1497 *
*     3622 *        0 *      3622 * 19.133244 * 1900.6681 *
*     3658 *        0 *      3658 * 5.9796438 * 346.04507 *
*     4960 *        0 *      4960 * 16.920500 * 2153.7058 *
*     5460 *        0 *      5460 * 11.440006 * 867.12909 *
*     6203 *        0 *      6203 * 17.522636 * 1577.6734 *
*     6213 *        0 *      6213 * 23.881812 * 1652.4067 *
*     9207 *        0 *      9207 * 8.9823644 * 614.82513 *
*     9697 *        0 *      9697 * 14.218782 * 1545.1510 *
*     9705 *        0 *      9705 * 30.751224 *   2744.37 *
*     9957 *        0 *      9957 * 10.034683 * 1949.8043 *
*     9984 *        0 *      9984 * 8.1290670 * 1061.8923 *
*    10115 *        0 *     10115 * 6.6804188 * 833.97029 *
*    10241 *        0 *     10241 * 12.320247 * 1748.1893 *
*    10865 *        0 *     10865 * 14.880792 * 1086.7261 *
*    11211 *        0 *     11211 * 27.567496 * 2333.8188 *
*    11624 *        0 *     11624 * 10.250099 * 694.20995 *
*    12418 *        0 *     12418 * 7.5194256 * 1076.9853 *
*    12887 *        0 *     12887 * 8.9909336 * 1114.4653 *
*    13821 *        0 *     13821 * 8.6531714 * 1447.3117 *
*    13888 *        0 *     13888 * 11.769756 * 1670.4843 *
*    14186 *        0 *     14186 * 10.179126 * 1240.8948 *
*    14719 *        0 *     14719 * 16.174298 * 1798.7704 *
*    15789 *        0 *     15789 * 22.778601 * 1782.4304 *
*    15804 *        0 *     15804 * 20.331446 * 1740.4903 *
*    16164 *        0 *     16164 * 25.296589 * 546.95211 *
*    16441 *        0 *     16441 * 16.119441 * 1179.9317 *
*    17757 *        0 *     17757 * 21.584408 * 1700.7395 *
*    18003 *        0 *     18003 * 26.177035 * 1483.0883 *
*    18166 *        0 *     18166 * 9.2879581 * 1205.6154 *
*    19639 *        0 *     19639 * 7.4543430 * 1427.8246 *
*    19666 *        0 *     19666 * 22.653316 * 2322.9755 *
*    19942 *        0 *     19942 * 6.4604352 * 1219.2338 *
*    20191 *        0 *     20191 * 15.624080 * 1718.6234 *
*    20588 *        0 *     20588 * 13.154582 * 1522.2037 *
*    22656 *        0 *     22656 * 3.5853088 * 662.02288 *
*    23891 *        0 *     23891 * 10.129092 * 994.61144 *
*    24201 *        0 *     24201 * 19.472846 * 2598.3022 *
*    25257 *        0 *     25257 * 7.6445148 * 1352.3741 *
*    25409 *        0 *     25409 * 17.140183 * 1273.4152 *
*    25606 *        0 *     25606 * 31.514655 * 2258.0090 *
*    26790 *        0 *     26790 * 9.4014486 * 767.40042 *
*    27143 *        0 *     27143 * 14.549120 * 957.02161 *
***********************************************************
