

nerix_160428_1008, nerix_160428_1016: [0.8505217801594902, 24.49996402551448, 0.12870859771595666, 13686.021073150921, 208465.58989236719, 276633.02893147222, 0.18354508957348148, 1.1671134580693008, 2.2919801718926083]


nerix_160512_1155, nerix_160512_1202: [0.957601180995031, 29.989562141099174, 0.10498035337166853, 12360.945756699148, 179922.94825486664, 768909.2994984854, 0.47366513398586052, 0.87486273508259549, 2.0934200517647401]


nerix_160512_1155, nerix_160512_1202: [0.89234354871670296, 39.464472453393938, 0.07965151543366189, 42007.184022930189, 195021.27482158609, 455490.46724424476, 0.026573778795060732, 1.2624295155775078, 2.4303081077052537]


nerix_160516_1126, nerix_160516_1136: [0.87937563599990476, 24.614689965982425, 0.12759090961320521, 38408.573975041843, 193349.18264355112, 707545.9726513573, 0.011687173143101748, 1.1324119100150347, 2.1865690908670965]


nerix_160519_0952, nerix_160519_1007: [0.90663748720160187, 24.450913224066017, 0.12838606502464542, 16252.328235095738, 190671.22878131439, 47436.145097399771, 0.44327666048600939, 1.2116209625543881, 2.3588847038514675]


nerix_160523_0956, nerix_160523_1003: [0.91162996161643284, 25.24416324141076, 0.12429895367421455, 16329.965673254199, 202501.83802560001, 954537.08119224641, 0.22321206793447884, 1.0855022187626575, 2.2469262556137175]


nerix_160525_1217, nerix_160525_1225: [0.86364679027814251, 24.357309647432874, 0.12959363094038975, 31851.257215202957, 193612.0482863076, 610251.36843417725, 0.065569029781821442, 1.2823867308934653, 2.5048915161056611]


nerix_160531_0936, nerix_160531_0945: [0.92489039642676674, 25.655568582066252, 0.12251197086374592, 32451.812754898358, 191914.81418980355, 686562.67913495493, 0.042095535725049316, 1.4561450033010956, 2.8125619299708902]


nerix_160604_1241, nerix_160604_1248: [0.90640449021254121, 25.981141090083494, 0.1211292990178742, 41064.217916015456, 194144.4565849966, 948342.64068968548, 0.21233518970466636, 1.2213711001112231, 2.5181396006954984]


