***********************************************************
*    Row   * Instance *   EventId * cpS1sTotB * cpS2sTotB *
***********************************************************
*      172 *        0 *       172 * 15.684885 * 852.04921 *
*      406 *        0 *       406 * 12.156788 * 1264.0556 *
*      739 *        0 *       739 * 14.602223 * 1501.7224 *
*      767 *        0 *       767 * 11.982436 * 1507.9055 *
*      910 *        0 *       910 * 35.304811 * 2031.0730 *
*     1047 *        0 *      1047 * 10.549374 * 1932.4672 *
*     1098 *        0 *      1098 * 12.816953 * 1977.1909 *
*     1130 *        0 *      1130 * 24.044896 * 1597.4381 *
*     2577 *        0 *      2577 * 7.8056604 * 1263.3036 *
*     2800 *        0 *      2800 * 16.271987 * 1446.8534 *
*     3767 *        0 *      3767 * 31.139807 * 2330.8105 *
*     3986 *        0 *      3986 * 12.245030 * 1007.6166 *
*     4188 *        0 *      4188 * 11.456857 * 952.52051 *
*     4415 *        0 *      4415 * 5.1564006 * 1591.0353 *
*     4556 *        0 *      4556 * 26.173593 * 1981.8630 *
*     4668 *        0 *      4668 * 12.565295 * 1396.6841 *
*     4870 *        0 *      4870 * 5.7999987 * 1217.2591 *
*     4948 *        0 *      4948 * 21.481506 * 2062.4700 *
*     5121 *        0 *      5121 * 30.220279 * 1771.9806 *
*     5306 *        0 *      5306 * 39.248097 * 2056.3941 *
*     5637 *        0 *      5637 * 30.859023 * 2207.8661 *
*     5756 *        0 *      5756 * 38.030053 * 2348.9042 *
*     6024 *        0 *      6024 * 27.192042 * 1919.0586 *
*     6110 *        0 *      6110 * 34.485415 * 2463.0397 *
*     6122 *        0 *      6122 * 9.5581015 * 594.15312 *
*     6659 *        0 *      6659 * 26.648343 * 2171.7086 *
*     6783 *        0 *      6783 * 38.491874 * 2018.3300 *
*     6978 *        0 *      6978 * 13.723270 * 1230.3373 *
*     7002 *        0 *      7002 * 7.2780048 * 665.40161 *
*     7048 *        0 *      7048 * 35.085718 * 1647.5711 *
*     7583 *        0 *      7583 * 7.6431540 * 1811.6331 *
*     7599 *        0 *      7599 * 7.1199496 * 65.003273 *
*     8000 *        0 *      8000 * 8.8599639 * 1742.5622 *
*     8200 *        0 *      8200 * 15.706125 * 1578.9623 *
*     8295 *        0 *      8295 * 9.9977701 * 1196.8837 *
*     9306 *        0 *      9306 *  5.078861 * 292.23568 *
*     9644 *        0 *      9644 * 13.018702 * 1909.7331 *
*     9902 *        0 *      9902 * 21.611434 * 1284.0907 *
*    10028 *        0 *     10028 * 20.638807 * 1311.7347 *
*    10061 *        0 *     10061 * 3.9487893 * 728.49678 *
*    10190 *        0 *     10190 * 13.231599 * 1483.9195 *
*    10311 *        0 *     10311 * 13.966692 * 1583.7657 *
*    10599 *        0 *     10599 * 8.1776727 * 1711.9912 *
*    10756 *        0 *     10756 * 15.311486 * 802.06738 *
*    11729 *        0 *     11729 * 10.371586 * 1874.6174 *
*    12833 *        0 *     12833 * 8.9456199 * 1337.8342 *
*    12927 *        0 *     12927 * 16.332427 * 1718.5369 *
*    12934 *        0 *     12934 * 6.2430318 * 784.72889 *
*    13413 *        0 *     13413 * 16.774266 * 1940.2047 *
*    13458 *        0 *     13458 * 8.1485304 * 1300.1309 *
*    14110 *        0 *     14110 * 17.494003 * 1925.7616 *
*    14347 *        0 *     14347 * 7.3861420 * 547.55477 *
*    15599 *        0 *     15599 * 6.7580190 * 932.26657 *
*    15768 *        0 *     15768 * 17.970059 * 618.26196 *
*    15925 *        0 *     15925 * 6.0562190 * 834.57290 *
*    15973 *        0 *     15973 * 13.097274 * 1784.9102 *
*    16980 *        0 *     16980 * 12.394196 * 1524.9925 *
*    17488 *        0 *     17488 * 24.287349 * 1617.1216 *
*    17570 *        0 *     17570 * 25.891773 * 1772.4659 *
*    18235 *        0 *     18235 * 33.501822 * 1748.7142 *
*    18577 *        0 *     18577 * 13.054623 * 1401.7297 *
*    19103 *        0 *     19103 * 17.082976 * 1250.1995 *
*    19735 *        0 *     19735 * 5.6470612 * 716.64555 *
*    19757 *        0 *     19757 * 14.143031 * 1639.7083 *
*    20317 *        0 *     20317 * 23.920922 * 1717.6998 *
*    20344 *        0 *     20344 * 10.887690 * 1618.1555 *
*    20443 *        0 *     20443 * 26.438891 * 969.15465 *
*    20739 *        0 *     20739 * 4.5210105 * 1164.6090 *
*    20900 *        0 *     20900 * 20.084295 * 1962.6972 *
*    20960 *        0 *     20960 * 23.865760 * 1770.6449 *
*    21028 *        0 *     21028 * 19.172014 * 2120.0522 *
*    21055 *        0 *     21055 * 11.858712 * 1984.1289 *
*    21172 *        0 *     21172 * 15.214522 * 2798.3962 *
*    21350 *        0 *     21350 * 9.9775711 * 1360.6612 *
*    21363 *        0 *     21363 * 3.2020711 * 1399.4121 *
*    21511 *        0 *     21511 *   35.2752 * 2696.7222 *
*    21613 *        0 *     21613 * 5.5131943 * 684.94598 *
*    22580 *        0 *     22580 * 7.0367808 * 820.96675 *
*    22948 *        0 *     22948 * 11.253246 * 1417.7249 *
*    23295 *        0 *     23295 * 24.923492 * 1777.6587 *
*    23364 *        0 *     23364 * 8.6464694 * 1028.5272 *
*    23577 *        0 *     23577 * 23.818378 * 1859.2782 *
*    23832 *        0 *     23832 * 7.5325345 * 1141.1222 *
*    24006 *        0 *     24006 * 26.089662 * 2398.7131 *
*    24484 *        0 *     24484 * 5.4294501 * 979.56662 *
*    24758 *        0 *     24758 * 4.5200425 * 914.36807 *
*    25171 *        0 *     25171 * 15.184523 * 1249.3913 *
*    25267 *        0 *     25267 * 10.919848 * 1154.0341 *
*    25887 *        0 *     25887 * 8.0046737 * 393.74072 *
*    25919 *        0 *     25919 * 5.0115986 * 341.62293 *
*    25985 *        0 *     25985 * 36.520200 * 2590.1328 *
*    26037 *        0 *     26037 * 11.093356 * 1364.5474 *
