***********************************************************
*    Row   * Instance *   EventId * cpS1sTotB * cpS2sTotB *
***********************************************************
*        3 *        0 *         3 * 21.827368 * 1992.3743 *
*      645 *        0 *       645 * 10.815990 * 1591.2370 *
*      702 *        0 *       702 * 10.287039 * 975.45464 *
*     1212 *        0 *      1212 * 14.725189 * 2155.0407 *
*     1281 *        0 *      1281 * 14.369456 * 1618.6270 *
*     1425 *        0 *      1425 * 14.336074 * 2141.4855 *
*     1674 *        0 *      1674 * 7.0178090 * 910.26362 *
*     1687 *        0 *      1687 * 35.387312 * 1801.7596 *
*     1962 *        0 *      1962 * 15.296963 * 1710.3612 *
*     2066 *        0 *      2066 * 18.972242 * 1615.6444 *
*     2191 *        0 *      2191 * 4.4012492 * 1423.6888 *
*     2757 *        0 *      2757 * 7.2098707 * 1344.4471 *
*     2971 *        0 *      2971 * 3.0759620 * 651.10992 *
*     3916 *        0 *      3916 * 8.5236960 * 2304.6309 *
*     3928 *        0 *      3928 * 23.462400 * 2539.9951 *
*     4269 *        0 *      4269 * 13.631736 * 1474.5869 *
*     4496 *        0 *      4496 * 7.1064680 * 1587.3287 *
*     4965 *        0 *      4965 * 36.051619 * 2472.6713 *
*     5172 *        0 *      5172 * 11.106794 * 1159.0658 *
*     5328 *        0 *      5328 * 26.487585 * 2135.2385 *
*     5346 *        0 *      5346 * 19.001698 * 1297.5532 *
*     6010 *        0 *      6010 * 7.5367906 * 1115.5474 *
*     6085 *        0 *      6085 * 35.415203 * 3757.0399 *
*     6095 *        0 *      6095 * 3.7778244 * 781.10811 *
*     6279 *        0 *      6279 * 9.0407609 * 540.32890 *
*     6887 *        0 *      6887 * 16.547400 * 1410.7655 *
*     7618 *        0 *      7618 * 7.0384924 * 900.48792 *
*     7629 *        0 *      7629 * 12.593917 * 954.97892 *
*     7640 *        0 *      7640 * 7.1132289 * 1235.6399 *
*     8330 *        0 *      8330 * 10.740302 * 1290.8584 *
*     8981 *        0 *      8981 * 20.507538 * 1730.5498 *
*     9282 *        0 *      9282 * 7.7792777 * 167.74068 *
*     9908 *        0 *      9908 * 5.2721228 * 1220.0968 *
*    10084 *        0 *     10084 * 8.3479951 * 588.79104 *
*    10097 *        0 *     10097 * 7.6972670 * 898.75199 *
*    10138 *        0 *     10138 *  9.983788 * 1231.6587 *
*    10242 *        0 *     10242 * 12.759192 * 1279.7381 *
*    10536 *        0 *     10536 * 18.686510 * 1598.8418 *
*    10693 *        0 *     10693 * 7.6548077 * 854.93837 *
*    10952 *        0 *     10952 * 7.7468133 * 1190.2448 *
