***********************************************************
*    Row   * Instance *   EventId * LiqSciHei * LiqSciTai *
*    93554 *        1 *     93554 *        -1 *         0 *
*    94565 *        2 *     94565 *        -1 *         0 *
*    95481 *        2 *     95481 *        -1 *         0 *
*    95494 *        1 *     95494 *        -1 *         0 *
*    95552 *        0 *     95552 *        -1 *         0 *
*    95601 *        9 *     95601 *        -1 *         0 *
*    95812 *        2 *     95812 *        -1 *         0 *
*    95850 *        1 *     95850 *        -1 *         0 *
*    95994 *        3 *     95994 *        -1 *         0 *
*    96433 *        2 *     96433 *        -1 *         0 *
*    96690 *        6 *     96690 * 0.2711653 * 0.1527482 *
*    99055 *        2 *     99055 *        -1 *         0 *
*   100169 *        0 *    100169 *        -1 *         0 *
*   100343 *        1 *    100343 *        -1 *         0 *
*   100384 *        1 *    100384 *        -1 *         0 *
*   100583 *        0 *    100583 *        -1 *         0 *
*   100836 *        2 *    100836 *        -1 *         0 *
*   101741 *        4 *    101741 *        -1 *         0 *
*   101841 *        0 *    101841 * 0.2701531 * 0.5047097 *
*   102909 *        3 *    102909 *        -1 *         0 *
*   104620 *        2 *    104620 *        -1 *         0 *
*   105702 *        0 *    105702 *        -1 *         0 *
*   106156 *        0 *    106156 * 0.2298979 * 0.4122029 *
*   106497 *        0 *    106497 * 0.4183044 * 0.3998118 *
*   107027 *        2 *    107027 *        -1 *         0 *
*   109845 *        1 *    109845 *        -1 *         0 *
*   110013 *        1 *    110013 *        -1 *         0 *
*   110438 *        2 *    110438 *        -1 *         0 *
*   110632 *        0 *    110632 *        -1 *         0 *
*   111358 *        1 *    111358 *        -1 *         0 *
*   112251 *       10 *    112251 *        -1 *         0 *
*   113056 *        2 *    113056 *        -1 *         0 *
*   113100 *        3 *    113100 * 1.4503774 * 0.1087538 *
*   114293 *        0 *    114293 *        -1 *         0 *
*   114313 *        0 *    114313 * 0.1605735 * 0.0599450 *
*   114337 *        5 *    114337 *        -1 *         0 *
*   116551 *        0 *    116551 *        -1 *         0 *
*   116922 *        0 *    116922 *        -1 *         0 *
*   118066 *        0 *    118066 *        -1 *         0 *
*   119153 *        1 *    119153 * 0.5457876 * 0.3900872 *
*   119944 *        1 *    119944 *        -1 *         0 *
*   120049 *        1 *    120049 * 0.2176875 * 0.3599258 *
*   121773 *        4 *    121773 *        -1 *         0 *
*   122970 *        1 *    122970 *        -1 *         0 *
*   123486 *        2 *    123486 *        -1 *         0 *
*   125834 *        2 *    125834 *        -1 *         0 *
*   126741 *        1 *    126741 *        -1 *         0 *
*   127254 *        0 *    127254 * 0.4150145 * 0.2382689 *
*   127350 *        0 *    127350 *        -1 *         0 *
*   128196 *        1 *    128196 *        -1 *         0 *
*   129237 *        0 *    129237 *        -1 *         0 *
*   129994 *        2 *    129994 *        -1 *         0 *
*   130896 *        2 *    130896 *        -1 *         0 *
*   131659 *        2 *    131659 *        -1 *         0 *
*   131926 *        1 *    131926 *        -1 *         0 *
*   134449 *        2 *    134449 *        -1 *         0 *
*   134475 *        0 *    134475 *        -1 *         0 *
*   135256 *        1 *    135256 *        -1 *         0 *
*   135288 *        0 *    135288 * 0.2343133 * 0.3552738 *
*   135379 *        0 *    135379 *        -1 *         0 *
*   137116 *        3 *    137116 * 0.1365111 * 0.0759932 *
*   139311 *        1 *    139311 *        -1 *         0 *
*   139926 *        0 *    139926 *        -1 *         0 *
*   140754 *        5 *    140754 *        -1 *         0 *
*   141170 *        3 *    141170 *        -1 *         0 *
*   142169 *        1 *    142169 *        -1 *         0 *
*   143842 *        3 *    143842 *        -1 *         0 *
*   144059 *        1 *    144059 *        -1 *         0 *
*   144787 *        1 *    144787 *        -1 *         0 *
*   147064 *        0 *    147064 *        -1 *         0 *
*   147848 *        1 *    147848 *        -1 *         0 *
*   148245 *        1 *    148245 *        -1 *         0 *
*   149390 *        1 *    149390 *        -1 *         0 *
*   150179 *        2 *    150179 *        -1 *         0 *
*   151918 *        1 *    151918 *        -1 *         0 *
*   152034 *        0 *    152034 *        -1 *         0 *
*   153954 *        1 *    153954 *        -1 *         0 *
*   154063 *        1 *    154063 * 0.3251982 * 0.4511267 *
*   154312 *        2 *    154312 *        -1 *         0 *
*   155381 *        0 *    155381 * 0.1717539 * 0.4381408 *
*   156028 *        1 *    156028 *        -1 *         0 *
*   158431 *        3 *    158431 *        -1 *         0 *
*   158812 *        1 *    158812 *        -1 *         0 *
*   158930 *        2 *    158930 *        -1 *         0 *
*   159788 *        0 *    159788 *        -1 *         0 *
*   159970 *        0 *    159970 *        -1 *         0 *
*   161450 *        1 *    161450 *        -1 *         0 *
*   161696 *        3 *    161696 *        -1 *         0 *
*   161887 *        1 *    161887 *        -1 *         0 *
*   162189 *        1 *    162189 *        -1 *         0 *
*   163169 *        1 *    163169 *        -1 *         0 *
*   164962 *        1 *    164962 *        -1 *         0 *
*   165400 *        0 *    165400 *        -1 *         0 *
*   166130 *        0 *    166130 *        -1 *         0 *
*   168080 *        0 *    168080 *        -1 *         0 *
*   170180 *        0 *    170180 * 0.3591126 * 0.4240744 *
*   170960 *        3 *    170960 * 0.2925796 * 0.1319716 *
*   171620 *        0 *    171620 *        -1 *         0 *
*   171938 *        0 *    171938 *        -1 *         0 *
*   173743 *        2 *    173743 *        -1 *         0 *
*   174260 *        3 *    174260 *        -1 *         0 *
*   174680 *        0 *    174680 *        -1 *         0 *
*   175455 *        0 *    175455 * 0.4001232 * 0.4735776 *
*   176180 *        0 *    176180 *        -1 *         0 *
*   176812 *        3 *    176812 *        -1 *         0 *
*   178157 *        0 *    178157 *        -1 *         0 *
*   179084 *        0 *    179084 *        -1 *         0 *
*   179558 *        0 *    179558 *        -1 *         0 *
*   180976 *        2 *    180976 *        -1 *         0 *
*   181491 *        2 *    181491 * 0.5207996 * 0.3778825 *
*   181907 *        1 *    181907 *        -1 *         0 *
*   183200 *        3 *    183200 *        -1 *         0 *
*   183559 *        0 *    183559 *        -1 *         0 *
*   186986 *        0 *    186986 * 0.3632534 * 0.3490120 *
*   187163 *        0 *    187163 *        -1 *         0 *
*   187337 *        1 *    187337 * 0.2542648 * 0.2958015 *
*   188378 *        0 *    188378 *        -1 *         0 *
*   189566 *        0 *    189566 * 0.2317338 * 0.3502411 *
*   190637 *        2 *    190637 *        -1 *         0 *
*   191161 *        1 *    191161 *        -1 *         0 *
*   192159 *        2 *    192159 * 0.3195677 * 0.4596105 *
*   192850 *        4 *    192850 * 0.1861347 * 0.1267628 *
*   193405 *        1 *    193405 * 0.3688122 * 0.2116881 *
*   193467 *        0 *    193467 *        -1 *         0 *
*   193988 *        0 *    193988 *        -1 *         0 *
*   194262 *        1 *    194262 * 0.4421429 * 0.3307439 *
*   194311 *        0 *    194311 *        -1 *         0 *
*   195249 *        5 *    195249 *        -1 *         0 *
*   195325 *        0 *    195325 *        -1 *         0 *
*   195762 *        0 *    195762 *        -1 *         0 *
*   196284 *        0 *    196284 *        -1 *         0 *
*   196383 *        2 *    196383 *        -1 *         0 *
*   196492 *        2 *    196492 *        -1 *         0 *
*   197102 *        1 *    197102 *        -1 *         0 *
*   197483 *        3 *    197483 * 1.2903412 * 0.1412542 *
*   199195 *        2 *    199195 *        -1 *         0 *
*   199494 *        2 *    199494 *        -1 *         0 *
*   201446 *        1 *    201446 *        -1 *         0 *
*   201686 *        1 *    201686 *        -1 *         0 *
*   203431 *        3 *    203431 *        -1 *         0 *
*   203468 *        4 *    203468 *        -1 *         0 *
*   204572 *        4 *    204572 *        -1 *         0 *
*   205800 *        0 *    205800 *        -1 *         0 *
*   205901 *        3 *    205901 *        -1 *         0 *
*   206121 *        2 *    206121 *        -1 *         0 *
*   206172 *        0 *    206172 *        -1 *         0 *
*   206425 *        1 *    206425 * 0.1820894 * 0.1060322 *
*   207346 *        1 *    207346 *        -1 *         0 *
*   207358 *        0 *    207358 *        -1 *         0 *
*   207413 *        1 *    207413 *        -1 *         0 *
*   207419 *        2 *    207419 *        -1 *         0 *
*   208122 *        3 *    208122 *        -1 *         0 *
*   208176 *        1 *    208176 *        -1 *         0 *
*   208778 *        1 *    208778 *        -1 *         0 *
*   210322 *        1 *    210322 *        -1 *         0 *
*   210388 *        0 *    210388 * 0.3789626 * 0.4514563 *
*   210447 *        1 *    210447 *        -1 *         0 *
*   210627 *        0 *    210627 *        -1 *         0 *
*   210707 *        0 *    210707 * 0.4641305 * 0.4266096 *
*   211032 *        2 *    211032 * 0.3366175 * 0.0560363 *
*   211094 *        3 *    211094 *        -1 *         0 *
*   212549 *        2 *    212549 *        -1 *         0 *
*   213035 *        3 *    213035 *        -1 *         0 *
*   213524 *        0 *    213524 *        -1 *         0 *
*   213642 *        0 *    213642 *        -1 *         0 *
*   214315 *        4 *    214315 *        -1 *         0 *
*   214337 *        0 *    214337 *        -1 *         0 *
*   214585 *        2 *    214585 * 0.3784222 * 0.4509754 *
*   214814 *        0 *    214814 *        -1 *         0 *
*   215068 *        1 *    215068 *        -1 *         0 *
*   215081 *        1 *    215081 *        -1 *         0 *
*   215905 *        0 *    215905 * 0.2520735 * 0.4512367 *
*   216646 *        0 *    216646 * 0.2367583 * 0.3438529 *
*   217306 *        0 *    217306 *        -1 *         0 *
*   217857 *        0 *    217857 *        -1 *         0 *
*   218803 *        0 *    218803 *        -1 *         0 *
*   219038 *        2 *    219038 *        -1 *         0 *
*   219172 *        3 *    219172 *        -1 *         0 *
*   219274 *        0 *    219274 * 0.3106055 * 0.4497846 *
*   219947 *        1 *    219947 *        -1 *         0 *
*   221131 *        0 *    221131 *        -1 *         0 *
*   222822 *        0 *    222822 *        -1 *         0 *
*   223470 *        0 *    223470 *        -1 *         0 *
*   223925 *        1 *    223925 * 0.4856643 * 0.3116191 *
*   223990 *        0 *    223990 *        -1 *         0 *
*   224341 *        2 *    224341 *        -1 *         0 *
*   224405 *        1 *    224405 * 0.7669053 * 0.1264580 *
*   224430 *        0 *    224430 *        -1 *         0 *
*   225585 *        3 *    225585 *        -1 *         0 *
*   227756 *        2 *    227756 *        -1 *         0 *
*   228104 *        2 *    228104 * 0.2284857 * 0.6340803 *
*   228476 *        2 *    228476 * 0.1712433 * 0.0880503 *
*   228604 *        1 *    228604 *        -1 *         0 *
*   228900 *        9 *    228900 *        -1 *         0 *
*   230071 *        0 *    230071 *        -1 *         0 *
*   230579 *        1 *    230579 *        -1 *         0 *
*   230594 *        0 *    230594 *        -1 *         0 *
*   230947 *        1 *    230947 *        -1 *         0 *
*   232428 *        1 *    232428 *        -1 *         0 *
*   232581 *        0 *    232581 *        -1 *         0 *
*   232810 *        0 *    232810 *        -1 *         0 *
*   233429 *        1 *    233429 *        -1 *         0 *
*   234331 *        4 *    234331 *        -1 *         0 *
*   237235 *        0 *    237235 *        -1 *         0 *
*   237360 *        1 *    237360 *        -1 *         0 *
*   237495 *        1 *    237495 * 0.7685981 * 0.0622082 *
*   237766 *        1 *    237766 *        -1 *         0 *
*   238016 *        0 *    238016 * 0.6042629 * 0.2610917 *
*   238361 *        0 *    238361 *        -1 *         0 *
*   238374 *        1 *    238374 *        -1 *         0 *
*   241937 *        0 *    241937 *        -1 *         0 *
*   242510 *        4 *    242510 *        -1 *         0 *
*   242681 *        2 *    242681 *        -1 *         0 *
*   242868 *        2 *    242868 *        -1 *         0 *
*   243576 *        2 *    243576 *        -1 *         0 *
*   243828 *        2 *    243828 *        -1 *         0 *
*   244859 *        1 *    244859 *        -1 *         0 *
*   245726 *        0 *    245726 *        -1 *         0 *
*   247213 *        3 *    247213 *        -1 *         0 *
*   247364 *        0 *    247364 *        -1 *         0 *
*   247840 *        3 *    247840 * 0.2016020 * 0.0908209 *
*   249568 *        1 *    249568 *        -1 *         0 *
*   249703 *        0 *    249703 *        -1 *         0 *
*   249755 *        3 *    249755 *        -1 *         0 *
*   250455 *        0 *    250455 *        -1 *         0 *
*   251361 *        6 *    251361 *        -1 *         0 *
*   251578 *        1 *    251578 *        -1 *         0 *
*   251815 *        0 *    251815 * 0.2878627 * 0.3736618 *
*   252169 *        0 *    252169 *        -1 *         0 *
*   252423 *        0 *    252423 *        -1 *         0 *
*   252982 *        1 *    252982 *        -1 *         0 *
*   254003 *        0 *    254003 *        -1 *         0 *
*   254070 *        4 *    254070 *        -1 *         0 *
*   254873 *        2 *    254873 *        -1 *         0 *
*   255171 *        1 *    255171 *        -1 *         0 *
*   255188 *        1 *    255188 *        -1 *         0 *
*   255872 *        0 *    255872 *        -1 *         0 *
*   255901 *        3 *    255901 *        -1 *         0 *
*   257167 *        2 *    257167 *        -1 *         0 *
*   257591 *        1 *    257591 *        -1 *         0 *
*   257621 *        3 *    257621 *        -1 *         0 *
*   258323 *        0 *    258323 * 0.1641530 * 0.4392492 *
*   258423 *        1 *    258423 *        -1 *         0 *
*   258825 *        3 *    258825 *        -1 *         0 *
*   259257 *        0 *    259257 *        -1 *         0 *
*   259541 *        0 *    259541 *        -1 *         0 *
*   259911 *        0 *    259911 * 0.3884533 * 0.3152605 *
*   261000 *        1 *    261000 *        -1 *         0 *
*   261147 *        0 *    261147 *        -1 *         0 *
*   261337 *        0 *    261337 * 0.3556704 * 0.2135074 *
*   262755 *        1 *    262755 * 1.4487204 * 0.1238887 *
*   263972 *        3 *    263972 *        -1 *         0 *
*   265673 *        2 *    265673 *        -1 *         0 *
*   266202 *        3 *    266202 *        -1 *         0 *
*   266441 *        6 *    266441 *        -1 *         0 *
*   267108 *        2 *    267108 *        -1 *         0 *
*   267288 *        1 *    267288 *        -1 *         0 *
*   267416 *        0 *    267416 *        -1 *         0 *
*   267640 *        0 *    267640 *        -1 *         0 *
*   268252 *        2 *    268252 *        -1 *         0 *
*   269428 *        0 *    269428 *        -1 *         0 *
*   272444 *        0 *    272444 *        -1 *         0 *
*   274136 *        3 *    274136 *        -1 *         0 *
*   274665 *        1 *    274665 *        -1 *         0 *
*   275669 *        5 *    275669 *        -1 *         0 *
*   275763 *        0 *    275763 *        -1 *         0 *
*   275805 *        0 *    275805 *        -1 *         0 *
*   276027 *        2 *    276027 *        -1 *         0 *
*   276289 *        0 *    276289 *        -1 *         0 *
*   276582 *        0 *    276582 *        -1 *         0 *
*   277124 *        1 *    277124 *        -1 *         0 *
*   277224 *        0 *    277224 *        -1 *         0 *
*   277938 *        0 *    277938 * 0.3103070 * 0.4307826 *
*   279259 *        2 *    279259 *        -1 *         0 *
*   279332 *        1 *    279332 *        -1 *         0 *
*   279421 *        0 *    279421 *        -1 *         0 *
*   280522 *        2 *    280522 *        -1 *         0 *
*   280616 *        6 *    280616 *        -1 *         0 *
*   281095 *        0 *    281095 *        -1 *         0 *
*   281524 *        1 *    281524 *        -1 *         0 *
*   283676 *        0 *    283676 *        -1 *         0 *
*   283687 *        1 *    283687 *        -1 *         0 *
*   283705 *        1 *    283705 *        -1 *         0 *
*   284151 *        2 *    284151 *        -1 *         0 *
*   284203 *        0 *    284203 *        -1 *         0 *
*   285598 *        3 *    285598 *        -1 *         0 *
*   286179 *        1 *    286179 *        -1 *         0 *
*   288071 *        0 *    288071 *        -1 *         0 *
*   288319 *        1 *    288319 *        -1 *         0 *
*   289024 *        2 *    289024 *        -1 *         0 *
*   289587 *        4 *    289587 *        -1 *         0 *
*   289591 *        2 *    289591 *        -1 *         0 *
*   290575 *        1 *    290575 *        -1 *         0 *
*   290646 *        2 *    290646 * 0.2803066 * 0.0670093 *
*   291751 *        1 *    291751 * 1.5337839 * 0.0881543 *
*   291786 *        2 *    291786 *        -1 *         0 *
*   293430 *        2 *    293430 *        -1 *         0 *
*   294196 *        0 *    294196 * 0.2388571 * 0.3088016 *
*   294257 *        0 *    294257 *        -1 *         0 *
*   294406 *        0 *    294406 *        -1 *         0 *
*   294796 *        2 *    294796 *        -1 *         0 *
*   296294 *        0 *    296294 *        -1 *         0 *
*   296562 *        0 *    296562 *        -1 *         0 *
*   297395 *        1 *    297395 *        -1 *         0 *
*   297506 *        0 *    297506 *        -1 *         0 *
*   297775 *        3 *    297775 *        -1 *         0 *
*   298300 *        1 *    298300 *        -1 *         0 *
*   299201 *        1 *    299201 *        -1 *         0 *
*   299566 *        0 *    299566 *        -1 *         0 *
*   299604 *        2 *    299604 *        -1 *         0 *
*   300785 *        0 *    300785 *        -1 *         0 *
*   301077 *        1 *    301077 *        -1 *         0 *
*   302588 *        4 *    302588 *        -1 *         0 *
*   302910 *        1 *    302910 * 0.2199116 * 0.1284660 *
*   303497 *        7 *    303497 *        -1 *         0 *
*   303563 *        0 *    303563 *        -1 *         0 *
*   303805 *        0 *    303805 *        -1 *         0 *
*   303911 *        1 *    303911 *        -1 *         0 *
*   303986 *        0 *    303986 *        -1 *         0 *
*   304235 *        0 *    304235 *        -1 *         0 *
*   305155 *        1 *    305155 *        -1 *         0 *
*   305290 *        2 *    305290 *        -1 *         0 *
*   305301 *        0 *    305301 *        -1 *         0 *
*   305333 *        0 *    305333 *        -1 *         0 *
*   305691 *        1 *    305691 *        -1 *         0 *
*   306846 *        0 *    306846 *        -1 *         0 *
*   308409 *        0 *    308409 *        -1 *         0 *
*   309029 *        0 *    309029 * 0.1971091 * 0.3816911 *
*   310285 *        7 *    310285 * 1.4616771 * 0.1047036 *
*   310908 *        2 *    310908 * 0.8501358 * 0.3108776 *
*   311116 *        0 *    311116 *        -1 *         0 *
*   311328 *        2 *    311328 *        -1 *         0 *
*   311350 *        0 *    311350 *        -1 *         0 *
*   311782 *        3 *    311782 *        -1 *         0 *
*   311787 *        0 *    311787 *        -1 *         0 *
*   311941 *        0 *    311941 *        -1 *         0 *
*   312198 *        2 *    312198 *        -1 *         0 *
*   312348 *        3 *    312348 * 0.5393481 * 0.1214275 *
*   312981 *        4 *    312981 * 0.4400411 * 0.4356314 *
*   312990 *        0 *    312990 * 0.5527167 * 0.1506803 *
*   313923 *        0 *    313923 *        -1 *         0 *
*   314819 *        1 *    314819 * 0.2060891 * 0.3700076 *
*   315037 *        0 *    315037 *        -1 *         0 *
*   316625 *        2 *    316625 *        -1 *         0 *
*   316983 *        0 *    316983 *        -1 *         0 *
*   317288 *        0 *    317288 * 0.2209445 * 0.3974245 *
*   317828 *        1 *    317828 * 0.5085715 * 0.1251990 *
*   318648 *        0 *    318648 *        -1 *         0 *
*   318772 *        0 *    318772 *        -1 *         0 *
*   318798 *        1 *    318798 *        -1 *         0 *
*   319151 *        0 *    319151 *        -1 *         0 *
*   319803 *        0 *    319803 *        -1 *         0 *
*   320094 *        3 *    320094 *        -1 *         0 *
*   320758 *        0 *    320758 *        -1 *         0 *
*   322251 *        0 *    322251 *        -1 *         0 *
*   322660 *        0 *    322660 * 0.3250789 * 0.3373563 *
*   323272 *        0 *    323272 *        -1 *         0 *
*   323394 *        1 *    323394 *        -1 *         0 *
*   323445 *        2 *    323445 * 0.1709389 * 0.0897946 *
*   323656 *        0 *    323656 *        -1 *         0 *
*   324058 *        1 *    324058 *        -1 *         0 *
*   325293 *        0 *    325293 *        -1 *         0 *
*   325858 *        3 *    325858 *        -1 *         0 *
*   325908 *        1 *    325908 *        -1 *         0 *
*   326231 *        1 *    326231 *        -1 *         0 *
*   326510 *        2 *    326510 *        -1 *         0 *
*   326649 *        0 *    326649 *        -1 *         0 *
*   326783 *        0 *    326783 * 0.2782197 * 0.4543083 *
*   327939 *        1 *    327939 * 0.7377200 * 0.0857360 *
*   328203 *        1 *    328203 *        -1 *         0 *
*   328283 *        1 *    328283 *        -1 *         0 *
*   328812 *        0 *    328812 *        -1 *         0 *
*   329030 *        8 *    329030 *        -1 *         0 *
*   329614 *        3 *    329614 *        -1 *         0 *
*   330620 *        1 *    330620 *        -1 *         0 *
*   330641 *        3 *    330641 *        -1 *         0 *
*   331168 *        1 *    331168 * 0.2532229 * 0.3227119 *
*   332426 *        0 *    332426 * 0.3476486 * 0.1507059 *
*   332906 *        2 *    332906 *        -1 *         0 *
*   332927 *        0 *    332927 *        -1 *         0 *
*   333509 *        1 *    333509 *        -1 *         0 *
*   334159 *        0 *    334159 *        -1 *         0 *
*   335628 *        0 *    335628 * 0.4480690 * 0.2637179 *
*   336273 *        2 *    336273 *        -1 *         0 *
