***********************************************************
*    Row   * Instance *   EventId * LiqSciHei * LiqSciTai *
***********************************************************
*      205 *        0 *       205 *        -1 *         0 *
*      869 *        1 *       869 *        -1 *         0 *
*      947 *        0 *       947 * 0.2350925 * 0.0566426 *
*     1487 *        0 *      1487 *        -1 *         0 *
*     1917 *        0 *      1917 *        -1 *         0 *
*     2331 *        0 *      2331 *        -1 *         0 *
*     2408 *        3 *      2408 *        -1 *         0 *
*     2493 *        5 *      2493 * 0.1844926 * 0.1211744 *
*     3365 *        2 *      3365 * 0.2644571 * 0.1045604 *
*     3897 *        0 *      3897 *        -1 *         0 *
*     4027 *        0 *      4027 *        -1 *         0 *
*     4952 *        0 *      4952 *        -1 *         0 *
*     5912 *        0 *      5912 *        -1 *         0 *
*     7300 *        1 *      7300 * 1.5205735 * 0.1153548 *
*     7772 *        0 *      7772 *        -1 *         0 *
*     8950 *        0 *      8950 * 0.3486427 * 0.0992777 *
*     9797 *        0 *      9797 *        -1 *         0 *
*    11291 *        0 *     11291 *        -1 *         0 *
*    12515 *        2 *     12515 * 0.7836207 * 0.0980982 *
*    12544 *        0 *     12544 *        -1 *         0 *
*    12613 *        3 *     12613 * 0.2179203 * 0.0944373 *
*    14773 *        1 *     14773 *        -1 *         0 *
*    15924 *        0 *     15924 *        -1 *         0 *
*    16475 *        0 *     16475 *        -1 *         0 *
*    17144 *        4 *     17144 *        -1 *         0 *
*    17824 *        2 *     17824 * 1.4707917 * 0.0809243 *
*    20476 *        1 *     20476 *        -1 *         0 *
*    21175 *        0 *     21175 *        -1 *         0 *
*    21293 *        2 *     21293 *        -1 *         0 *
*    21790 *        1 *     21790 *        -1 *         0 *
*    21815 *        0 *     21815 * 1.5296044 * 0.7812827 *
*    23058 *        0 *     23058 *        -1 *         0 *
*    23666 *        0 *     23666 *        -1 *         0 *
*    28416 *        2 *     28416 * 0.1776052 * 0.1469088 *
*    28959 *        1 *     28959 *        -1 *         0 *
*    30527 *        4 *     30527 *        -1 *         0 *
*    31756 *        1 *     31756 *        -1 *         0 *
*    32550 *        3 *     32550 * 0.3476306 * 0.4821017 *
*    32606 *        4 *     32606 *        -1 *         0 *
*    33953 *        1 *     33953 *        -1 *         0 *
*    34863 *        0 *     34863 * 0.2319518 * 0.1125018 *
*    34900 *        3 *     34900 *        -1 *         0 *
*    35222 *        1 *     35222 *        -1 *         0 *
*    36770 *        0 *     36770 *        -1 *         0 *
*    36836 *        0 *     36836 *        -1 *         0 *
*    39500 *        0 *     39500 *        -1 *         0 *
*    40037 *        0 *     40037 * 1.0672262 * 0.3342176 *
*    41689 *        0 *     41689 *        -1 *         0 *
*    42121 *        1 *     42121 *        -1 *         0 *
*    42508 *        0 *     42508 *        -1 *         0 *
*    42906 *        0 *     42906 * 0.2319100 * 0.1053414 *
*    45205 *        0 *     45205 *        -1 *         0 *
*    45476 *        0 *     45476 *        -1 *         0 *
*    46406 *        1 *     46406 * 1.2685089 * 0.0959698 *
*    47362 *        1 *     47362 * 0.4324074 * 0.0876933 *
*    47972 *        3 *     47972 *        -1 *         0 *
*    49002 *        1 *     49002 * 0.2004586 * 0.0849700 *
*    51409 *        0 *     51409 *        -1 *         0 *
*    51920 *        0 *     51920 *        -1 *         0 *
*    52263 *        0 *     52263 *        -1 *         0 *
*    52657 *        0 *     52657 * 1.5250725 * 0.7419587 *
*    52946 *        0 *     52946 *        -1 *         0 *
*    53368 *        0 *     53368 *        -1 *         0 *
*    54255 *        2 *     54255 *        -1 *         0 *
*    54459 *        1 *     54459 *        -1 *         0 *
*    55628 *        1 *     55628 *        -1 *         0 *
*    57415 *        2 *     57415 *        -1 *         0 *
*    57586 *        0 *     57586 *        -1 *         0 *
*    58104 *        1 *     58104 *        -1 *         0 *
*    58821 *        2 *     58821 * 0.8148154 * 0.2392969 *
*    61801 *        0 *     61801 *        -1 *         0 *
*    62150 *        1 *     62150 * 0.2292351 * 0.1137206 *
*    62909 *        0 *     62909 * 1.5180687 * 0.0757357 *
*    63206 *        2 *     63206 * 1.5276070 * 0.7950998 *
*    63690 *        2 *     63690 *        -1 *         0 *
*    64370 *        4 *     64370 *        -1 *         0 *
*    64749 *        2 *     64749 *        -1 *         0 *
*    64798 *        2 *     64798 *        -1 *         0 *
*    64910 *        0 *     64910 *        -1 *         0 *
*    65696 *        0 *     65696 *        -1 *         0 *
*    66651 *        1 *     66651 *        -1 *         0 *
*    66789 *        3 *     66789 * 0.3072589 * 0.3645350 *
*    66896 *        1 *     66896 *        -1 *         0 *
*    66987 *        0 *     66987 *        -1 *         0 *
*    67772 *        1 *     67772 *        -1 *         0 *
*    67811 *        0 *     67811 *        -1 *         0 *
*    68130 *        0 *     68130 *        -1 *         0 *
*    70114 *        0 *     70114 *        -1 *         0 *
*    70561 *        1 *     70561 * 0.6978408 * 0.1361131 *
*    72045 *        0 *     72045 *        -1 *         0 *
*    73223 *        0 *     73223 *        -1 *         0 *
*    74376 *        0 *     74376 *        -1 *         0 *
*    74835 *        0 *     74835 *        -1 *         0 *
*    75278 *        2 *     75278 *        -1 *         0 *
*    75470 *        0 *     75470 *        -1 *         0 *
*    76856 *        0 *     76856 *        -1 *         0 *
*    77445 *        6 *     77445 *        -1 *         0 *
*    79145 *        1 *     79145 * 0.2105045 * 0.1276583 *
*    80081 *        0 *     80081 *        -1 *         0 *
*    80846 *        0 *     80846 *        -1 *         0 *
*    83569 *        0 *     83569 *        -1 *         0 *
*    86074 *        0 *     86074 *        -1 *         0 *
*    86230 *        1 *     86230 * 0.2777749 * 0.2554826 *
*    86363 *        1 *     86363 *        -1 *         0 *
*    88566 *        1 *     88566 *        -1 *         0 *
*    88762 *        1 *     88762 *        -1 *         0 *
*    89674 *        4 *     89674 * 0.8585188 * 0.0829046 *
*    90022 *        1 *     90022 * 0.6849169 * 0.0888808 *
*    90428 *        0 *     90428 *        -1 *         0 *
*    91331 *        1 *     91331 *        -1 *         0 *
*    91717 *        1 *     91717 * 0.2268019 * 0.0902934 *
*    93038 *        0 *     93038 * 0.9237142 * 0.2895323 *
*    93885 *        0 *     93885 *        -1 *         0 *
*    94097 *        0 *     94097 *        -1 *         0 *
*    94173 *        0 *     94173 *        -1 *         0 *
*    94642 *        0 *     94642 * 1.4541988 * 0.1043913 *
*    95318 *        3 *     95318 * 1.0323864 * 0.3216731 *
*    98726 *        4 *     98726 *        -1 *         0 *
*    99967 *        3 *     99967 * 0.2892628 * 0.1870266 *
*   100050 *        0 *    100050 * 0.2386840 * 0.3723547 *
*   100401 *        0 *    100401 *        -1 *         0 *
*   100986 *        0 *    100986 *        -1 *         0 *
*   101253 *        5 *    101253 *        -1 *         0 *
*   101465 *        1 *    101465 *        -1 *         0 *
*   101852 *        3 *    101852 *        -1 *         0 *
*   101907 *        1 *    101907 * 0.2223716 * 0.0866266 *
*   103356 *        1 *    103356 *        -1 *         0 *
*   104683 *        1 *    104683 *        -1 *         0 *
*   104897 *        1 *    104897 * 1.5129159 * 0.0808495 *
*   106102 *        3 *    106102 * 1.2096723 * 0.1058372 *
*   106654 *        0 *    106654 *        -1 *         0 *
*   107162 *        1 *    107162 * 0.7913947 * 0.3185350 *
*   107241 *        2 *    107241 *        -1 *         0 *
*   107285 *        2 *    107285 * 0.2451443 * 0.1755709 *
*   107783 *        1 *    107783 * 0.2141140 * 0.0577705 *
*   108119 *        0 *    108119 *        -1 *         0 *
*   108849 *        1 *    108849 *        -1 *         0 *
*   108946 *        3 *    108946 * 0.2268856 * 0.0781985 *
*   108996 *        0 *    108996 *        -1 *         0 *
*   109186 *        1 *    109186 * 0.3016046 * 0.0990819 *
*   109610 *        2 *    109610 *        -1 *         0 *
*   109776 *        0 *    109776 *        -1 *         0 *
*   109928 *        1 *    109928 * 0.3479710 * 0.3240639 *
*   110790 *        0 *    110790 *        -1 *         0 *
*   110917 *        1 *    110917 *        -1 *         0 *
*   111248 *        1 *    111248 *        -1 *         0 *
*   111612 *        0 *    111612 *        -1 *         0 *
*   111787 *        0 *    111787 *        -1 *         0 *
*   113874 *        0 *    113874 *        -1 *         0 *
*   113893 *        1 *    113893 *        -1 *         0 *
*   114370 *        0 *    114370 *        -1 *         0 *
*   114407 *        8 *    114407 * 0.2552977 * 0.1167361 *
*   114461 *        0 *    114461 *        -1 *         0 *
*   115229 *        2 *    115229 * 0.4640170 * 0.0857208 *
*   115596 *        6 *    115596 *        -1 *         0 *
*   116141 *        0 *    116141 *        -1 *         0 *
*   116878 *        0 *    116878 * 0.1949744 * 0.1705986 *
*   116903 *        0 *    116903 *        -1 *         0 *
*   117118 *        0 *    117118 * 0.4471226 * 0.3154381 *
*   117127 *        4 *    117127 * 0.2426217 * 0.1080147 *
*   117356 *        2 *    117356 * 0.2535752 * 0.1244080 *
*   117553 *        0 *    117553 *        -1 *         0 *
*   117972 *        6 *    117972 * 0.1749960 * 0.1134027 *
*   118279 *        1 *    118279 * 0.2076416 * 0.0725976 *
