***********************************************************
*    Row   * Instance *   EventId * LiqSciHei * LiqSciTai *
***********************************************************
*      604 *        0 *       604 *        -1 *         0 *
*     2047 *        1 *      2047 *        -1 *         0 *
*     3348 *        0 *      3348 *        -1 *         0 *
*     3945 *        0 *      3945 *        -1 *         0 *
*     5486 *        0 *      5486 *        -1 *         0 *
*     6465 *        2 *      6465 *        -1 *         0 *
*     8132 *        0 *      8132 *        -1 *         0 *
*     8166 *        0 *      8166 *        -1 *         0 *
*     8368 *        4 *      8368 * 0.2786407 * 0.3518208 *
*     8603 *        0 *      8603 * 0.2416156 * 0.3395811 *
*     9223 *        0 *      9223 *        -1 *         0 *
*     9319 *        3 *      9319 *        -1 *         0 *
*     9398 *        1 *      9398 *        -1 *         0 *
*    10087 *        0 *     10087 *        -1 *         0 *
*    10591 *        0 *     10591 * 0.2180606 * 0.2690407 *
*    11034 *        0 *     11034 *        -1 *         0 *
*    11061 *        3 *     11061 *        -1 *         0 *
*    11791 *        4 *     11791 *        -1 *         0 *
*    13698 *        0 *     13698 * 0.2087163 * 0.2706356 *
*    15573 *        0 *     15573 *        -1 *         0 *
*    16963 *        0 *     16963 *        -1 *         0 *
*    17060 *        0 *     17060 *        -1 *         0 *
*    17726 *        0 *     17726 *        -1 *         0 *
*    21001 *        1 *     21001 *        -1 *         0 *
*    21433 *        0 *     21433 *        -1 *         0 *
*    21946 *        0 *     21946 *        -1 *         0 *
*    23867 *        0 *     23867 *        -1 *         0 *
*    24190 *        1 *     24190 *        -1 *         0 *
*    30850 *        3 *     30850 * 1.0928500 * 0.1686324 *
*    31675 *        0 *     31675 *        -1 *         0 *
*    32099 *        0 *     32099 * 1.5147429 * 0.1708723 *
*    33056 *        1 *     33056 *        -1 *         0 *
*    33687 *        0 *     33687 *        -1 *         0 *
*    33774 *        0 *     33774 *        -1 *         0 *
*    33904 *        0 *     33904 *        -1 *         0 *
*    34659 *        1 *     34659 *        -1 *         0 *
*    35209 *        1 *     35209 *        -1 *         0 *
*    35802 *        0 *     35802 *        -1 *         0 *
*    38943 *        2 *     38943 *        -1 *         0 *
*    41764 *        2 *     41764 *        -1 *         0 *
*    41824 *        1 *     41824 *        -1 *         0 *
*    41908 *        1 *     41908 * 0.1691894 * 0.4284403 *
*    42736 *        0 *     42736 *        -1 *         0 *
*    42920 *        0 *     42920 *        -1 *         0 *
*    43724 *        0 *     43724 *        -1 *         0 *
*    44917 *        0 *     44917 * 1.5057568 * 0.5401242 *
*    45109 *        0 *     45109 *        -1 *         0 *
*    45962 *        1 *     45962 *        -1 *         0 *
*    48182 *        4 *     48182 *        -1 *         0 *
*    49902 *        1 *     49902 *        -1 *         0 *
*    51632 *        0 *     51632 *        -1 *         0 *
*    54960 *        0 *     54960 *        -1 *         0 *
*    56652 *        1 *     56652 *        -1 *         0 *
*    56680 *        0 *     56680 *        -1 *         0 *
*    56961 *        1 *     56961 *        -1 *         0 *
*    58003 *        2 *     58003 *        -1 *         0 *
*    58048 *        0 *     58048 *        -1 *         0 *
*    58371 *        0 *     58371 * 0.2292738 * 0.5646832 *
*    58580 *        2 *     58580 *        -1 *         0 *
*    58599 *        0 *     58599 *        -1 *         0 *
*    60211 *        0 *     60211 * 0.3099159 * 0.2869937 *
*    60724 *        0 *     60724 *        -1 *         0 *
*    60850 *        1 *     60850 *        -1 *         0 *
*    61575 *        1 *     61575 * 1.4447827 * 0.0993278 *
*    63644 *        1 *     63644 *        -1 *         0 *
*    63814 *        0 *     63814 *        -1 *         0 *
*    64914 *        0 *     64914 *        -1 *         0 *
*    65484 *        0 *     65484 * 0.3195141 * 0.3436916 *
*    67218 *        0 *     67218 * 0.3688719 * 0.1394490 *
*    68381 *        0 *     68381 *        -1 *         0 *
*    68520 *        0 *     68520 *        -1 *         0 *
*    69869 *        3 *     69869 *        -1 *         0 *
*    71944 *        1 *     71944 *        -1 *         0 *
*    72766 *        0 *     72766 *        -1 *         0 *
*    73220 *        1 *     73220 *        -1 *         0 *
*    73580 *        0 *     73580 *        -1 *         0 *
*    74430 *        1 *     74430 *        -1 *         0 *
*    74889 *        2 *     74889 *        -1 *         0 *
*    75436 *        0 *     75436 *        -1 *         0 *
*    76965 *        2 *     76965 *        -1 *         0 *
*    77008 *        0 *     77008 *        -1 *         0 *
*    77159 *        0 *     77159 *        -1 *         0 *
*    77306 *        0 *     77306 * 1.4992605 * 0.0848412 *
*    77322 *        1 *     77322 *        -1 *         0 *
*    78067 *        0 *     78067 *        -1 *         0 *
*    78216 *        2 *     78216 *        -1 *         0 *
*    78329 *        5 *     78329 *        -1 *         0 *
*    78517 *        1 *     78517 *        -1 *         0 *
*    79165 *        0 *     79165 *        -1 *         0 *
*    79937 *        2 *     79937 *        -1 *         0 *
*    80361 *        0 *     80361 *        -1 *         0 *
*    81196 *        0 *     81196 *        -1 *         0 *
*    81582 *        1 *     81582 *        -1 *         0 *
*    82868 *        0 *     82868 *        -1 *         0 *
*    83247 *        0 *     83247 *        -1 *         0 *
*    84512 *        2 *     84512 * 0.4509052 * 0.0724450 *
*    84659 *        0 *     84659 * 1.5022101 * 0.6221073 *
*    84786 *        0 *     84786 *        -1 *         0 *
*    85564 *        0 *     85564 *        -1 *         0 *
*    85620 *        0 *     85620 * 0.4362945 * 0.3780925 *
*    88233 *        1 *     88233 *        -1 *         0 *
*    88633 *        2 *     88633 *        -1 *         0 *
*    88951 *        0 *     88951 * 0.2741327 * 0.4499910 *
*    89224 *        2 *     89224 *        -1 *         0 *
*    89332 *        0 *     89332 * 0.4720269 * 0.3070695 *
*    90342 *        1 *     90342 * 0.1774620 * 0.1614897 *
*    91021 *        0 *     91021 *        -1 *         0 *
*    91987 *        3 *     91987 *        -1 *         0 *
*    92151 *        1 *     92151 *        -1 *         0 *
*    92955 *        0 *     92955 *        -1 *         0 *
*    93225 *        1 *     93225 *        -1 *         0 *
*    94234 *        0 *     94234 *        -1 *         0 *
*    95504 *        0 *     95504 *        -1 *         0 *
*    95615 *        5 *     95615 *        -1 *         0 *
*    97214 *        1 *     97214 *        -1 *         0 *
