***********************************************************
*    Row   * Instance *   EventId * LiqSciHei * LiqSciTai *
***********************************************************
*      376 *        0 *       376 *        -1 *         0 *
*      475 *        1 *       475 *        -1 *         0 *
*     3383 *        1 *      3383 *        -1 *         0 *
*     3771 *        1 *      3771 *        -1 *         0 *
*     3903 *        0 *      3903 *        -1 *         0 *
*     3966 *        0 *      3966 *        -1 *         0 *
*     5039 *        0 *      5039 *        -1 *         0 *
*     7092 *        1 *      7092 *        -1 *         0 *
*     7570 *        0 *      7570 *        -1 *         0 *
*     8174 *        0 *      8174 *        -1 *         0 *
*     8401 *        1 *      8401 *        -1 *         0 *
*     8425 *        2 *      8425 *        -1 *         0 *
*     8835 *        1 *      8835 *        -1 *         0 *
*     9722 *        4 *      9722 *        -1 *         0 *
*    10847 *        2 *     10847 *        -1 *         0 *
*    11676 *        0 *     11676 * 0.2397437 * 0.4973389 *
*    13882 *        2 *     13882 *        -1 *         0 *
*    14131 *        1 *     14131 *        -1 *         0 *
*    14213 *        0 *     14213 * 0.1544385 * 0.3131280 *
*    14412 *        0 *     14412 *        -1 *         0 *
*    14463 *        0 *     14463 *        -1 *         0 *
*    14521 *        0 *     14521 * 0.3385043 * 0.0735844 *
*    15371 *        0 *     15371 *        -1 *         0 *
*    16872 *        0 *     16872 *        -1 *         0 *
*    17083 *        0 *     17083 *        -1 *         0 *
*    17140 *        0 *     17140 *        -1 *         0 *
*    18305 *        0 *     18305 *        -1 *         0 *
*    18539 *        0 *     18539 *        -1 *         0 *
*    19171 *        2 *     19171 *        -1 *         0 *
*    21428 *        1 *     21428 *        -1 *         0 *
*    23455 *        0 *     23455 * 1.5023146 * 0.5696723 *
*    23724 *        0 *     23724 *        -1 *         0 *
*    23933 *        0 *     23933 *        -1 *         0 *
*    24598 *        0 *     24598 * 0.1638306 * 0.3378777 *
*    25200 *        0 *     25200 *        -1 *         0 *
*    27198 *        0 *     27198 *        -1 *         0 *
*    28347 *        0 *     28347 * 0.2269840 * 0.1311525 *
*    28587 *        0 *     28587 *        -1 *         0 *
*    29312 *        0 *     29312 *        -1 *         0 *
*    29440 *        0 *     29440 *        -1 *         0 *
*    30008 *        0 *     30008 * 0.1597256 * 0.3047680 *
*    32341 *        5 *     32341 *        -1 *         0 *
*    32462 *        1 *     32462 *        -1 *         0 *
*    34900 *        2 *     34900 *        -1 *         0 *
