***********************************************************
*    Row   * Instance *   EventId * LiqSciHei * LiqSciTai *
***********************************************************
*     1136 *        1 *      1136 *        -1 *         0 *
*     1743 *        0 *      1743 *        -1 *         0 *
*     1833 *        0 *      1833 * 0.4790338 * 0.0743576 *
*     2094 *        1 *      2094 *        -1 *         0 *
*     3856 *        0 *      3856 *        -1 *         0 *
*     3914 *        9 *      3914 * 0.2355642 * 0.0586335 *
*     4348 *        1 *      4348 *        -1 *         0 *
*     5195 *        1 *      5195 *        -1 *         0 *
*     5830 *        0 *      5830 *        -1 *         0 *
*     6051 *        0 *      6051 *        -1 *         0 *
*     7725 *        0 *      7725 *        -1 *         0 *
*     8132 *        2 *      8132 *        -1 *         0 *
*     8773 *        1 *      8773 *        -1 *         0 *
*     8878 *        0 *      8878 *        -1 *         0 *
*     8878 *        2 *      8878 *        -1 *         0 *
*     9488 *        0 *      9488 * 0.8336204 * 0.1035973 *
*     9538 *        1 *      9538 *        -1 *         0 *
*    10401 *        2 *     10401 *        -1 *         0 *
*    10462 *        2 *     10462 * 1.4967199 * 0.0926119 *
*    10845 *        0 *     10845 *        -1 *         0 *
*    11556 *        0 *     11556 *        -1 *         0 *
*    13907 *        0 *     13907 *        -1 *         0 *
*    15613 *        0 *     15613 *        -1 *         0 *
*    15849 *        2 *     15849 *        -1 *         0 *
*    17328 *        0 *     17328 *        -1 *         0 *
*    18676 *        0 *     18676 *        -1 *         0 *
*    18795 *        0 *     18795 *        -1 *         0 *
*    19171 *        0 *     19171 *        -1 *         0 *
*    22401 *        0 *     22401 *        -1 *         0 *
*    23066 *        2 *     23066 *        -1 *         0 *
*    24313 *        0 *     24313 *        -1 *         0 *
*    25087 *        0 *     25087 * 0.5954889 * 0.3142873 *
*    25652 *        0 *     25652 *        -1 *         0 *
*    26613 *        0 *     26613 * 0.4663935 * 0.0647881 *
*    26656 *        1 *     26656 *        -1 *         0 *
*    26862 *        1 *     26862 *        -1 *         0 *
*    26866 *        3 *     26866 *        -1 *         0 *
*    27367 *        0 *     27367 *        -1 *         0 *
*    29385 *        0 *     29385 *        -1 *         0 *
*    30022 *        0 *     30022 *        -1 *         0 *
*    30357 *        0 *     30357 *        -1 *         0 *
*    31824 *        0 *     31824 *        -1 *         0 *
*    31917 *        0 *     31917 *        -1 *         0 *
*    32618 *        0 *     32618 *        -1 *         0 *
*    35612 *        1 *     35612 *        -1 *         0 *
*    35652 *        0 *     35652 *        -1 *         0 *
*    36514 *        0 *     36514 *        -1 *         0 *
*    36648 *        3 *     36648 *        -1 *         0 *
*    36662 *        1 *     36662 *        -1 *         0 *
*    36833 *        0 *     36833 * 0.2777003 * 0.1084711 *
*    37807 *        1 *     37807 *        -1 *         0 *
