***********************************************************
*    Row   * Instance *   EventId * LiqSciHei * LiqSciTai *
***********************************************************
*     1136 *        1 *      1136 *        -1 *         0 *
*     1743 *        0 *      1743 *        -1 *         0 *
*     1833 *        0 *      1833 *        -1 *         0 *
*     2094 *        1 *      2094 *        -1 *         0 *
*     3856 *        0 *      3856 * 1.4557541 * 0.2966551 *
*     3914 *        9 *      3914 *        -1 *         0 *
*     4348 *        1 *      4348 *        -1 *         0 *
*     5195 *        1 *      5195 * 1.4923614 * 0.2617172 *
*     5830 *        0 *      5830 *        -1 *         0 *
*     6051 *        0 *      6051 *        -1 *         0 *
*     7725 *        0 *      7725 * 1.4847515 * 0.1230804 *
*     8132 *        2 *      8132 *        -1 *         0 *
*     8773 *        1 *      8773 * 1.4556378 * 0.1517214 *
*     8878 *        0 *      8878 * 0.5803557 * 0.2552467 *
*     8878 *        2 *      8878 * 0.5803557 * 0.2552467 *
*     9488 *        0 *      9488 *        -1 *         0 *
*     9538 *        1 *      9538 * 1.0204596 * 0.1619032 *
*    10401 *        2 *     10401 *        -1 *         0 *
*    10462 *        2 *     10462 *        -1 *         0 *
*    10845 *        0 *     10845 *        -1 *         0 *
*    11556 *        0 *     11556 * 1.4581455 * 0.1428543 *
*    13907 *        0 *     13907 *        -1 *         0 *
*    15613 *        0 *     15613 *        -1 *         0 *
*    15849 *        2 *     15849 *        -1 *         0 *
*    17328 *        0 *     17328 *        -1 *         0 *
*    18676 *        0 *     18676 * 1.4229354 * 0.3049770 *
*    18795 *        0 *     18795 *        -1 *         0 *
*    19171 *        0 *     19171 *        -1 *         0 *
*    22401 *        0 *     22401 *        -1 *         0 *
*    23066 *        2 *     23066 * 1.4789896 * 0.1119824 *
*    24313 *        0 *     24313 *        -1 *         0 *
*    25087 *        0 *     25087 *        -1 *         0 *
*    25652 *        0 *     25652 * 0.3922805 * 0.1930680 *
*    26613 *        0 *     26613 *        -1 *         0 *
*    26656 *        1 *     26656 * 0.8194785 * 0.1465802 *
*    26862 *        1 *     26862 *        -1 *         0 *
*    26866 *        3 *     26866 * 0.6724796 * 0.1570021 *
*    27367 *        0 *     27367 *        -1 *         0 *
*    29385 *        0 *     29385 * 0.4461642 * 0.1127595 *
*    30022 *        0 *     30022 *        -1 *         0 *
*    30357 *        0 *     30357 * 0.7301489 * 0.3332477 *
*    31824 *        0 *     31824 *        -1 *         0 *
*    31917 *        0 *     31917 * 1.4307781 * 0.2033950 *
*    32618 *        0 *     32618 *        -1 *         0 *
*    35612 *        1 *     35612 *        -1 *         0 *
*    35652 *        0 *     35652 *        -1 *         0 *
*    36514 *        0 *     36514 * 1.3705682 * 0.1856214 *
*    36648 *        3 *     36648 *        -1 *         0 *
