***********************************************************
*    Row   * Instance *   EventId * LiqSciHei * LiqSciTai *
***********************************************************
*      205 *        0 *       205 * 1.1784448 * 0.2813152 *
*      869 *        1 *       869 * 0.6368040 * 0.1335147 *
*      947 *        0 *       947 *        -1 *         0 *
*     1487 *        0 *      1487 * 0.8830321 * 0.2985624 *
*     1917 *        0 *      1917 *        -1 *         0 *
*     2331 *        0 *      2331 * 1.2913712 * 0.1895968 *
*     2408 *        3 *      2408 * 0.9172419 * 0.4262063 *
*     2493 *        5 *      2493 *        -1 *         0 *
*     3365 *        2 *      3365 *        -1 *         0 *
*     3897 *        0 *      3897 * 0.7260619 * 0.2994883 *
*     4027 *        0 *      4027 * 0.8456696 * 0.2869784 *
*     4952 *        0 *      4952 *        -1 *         0 *
*     5912 *        0 *      5912 * 1.1468859 * 0.1659045 *
*     7300 *        1 *      7300 *        -1 *         0 *
*     7772 *        0 *      7772 * 1.4701916 * 0.1652628 *
*     8950 *        0 *      8950 *        -1 *         0 *
*     9797 *        0 *      9797 *        -1 *         0 *
*    11291 *        0 *     11291 *        -1 *         0 *
*    12515 *        2 *     12515 *        -1 *         0 *
*    12544 *        0 *     12544 *        -1 *         0 *
*    12613 *        3 *     12613 *        -1 *         0 *
*    14773 *        1 *     14773 * 0.4923785 * 0.1994209 *
*    15924 *        0 *     15924 * 1.3342447 * 0.3208162 *
*    16475 *        0 *     16475 * 1.2295461 * 0.2581828 *
*    17144 *        4 *     17144 *        -1 *         0 *
*    17824 *        2 *     17824 *        -1 *         0 *
*    20476 *        1 *     20476 *        -1 *         0 *
*    21175 *        0 *     21175 *        -1 *         0 *
*    21293 *        2 *     21293 *        -1 *         0 *
*    21790 *        1 *     21790 * 1.0572100 * 0.1808541 *
*    21815 *        0 *     21815 *        -1 *         0 *
*    23058 *        0 *     23058 * 0.5727190 * 0.1595235 *
*    23666 *        0 *     23666 *        -1 *         0 *
*    28416 *        2 *     28416 *        -1 *         0 *
*    28959 *        1 *     28959 * 1.4595516 * 0.3216513 *
*    30527 *        4 *     30527 * 1.3832235 * 0.3199308 *
*    31756 *        1 *     31756 * 1.3386064 * 0.2751100 *
*    32550 *        3 *     32550 *        -1 *         0 *
*    32606 *        4 *     32606 *        -1 *         0 *
*    33953 *        1 *     33953 *        -1 *         0 *
*    34863 *        0 *     34863 *        -1 *         0 *
*    34900 *        3 *     34900 *        -1 *         0 *
*    35222 *        1 *     35222 *        -1 *         0 *
*    36770 *        0 *     36770 *        -1 *         0 *
*    36836 *        0 *     36836 *        -1 *         0 *
*    39500 *        0 *     39500 * 1.4617728 * 0.1928311 *
*    40037 *        0 *     40037 *        -1 *         0 *
*    41689 *        0 *     41689 *        -1 *         0 *
*    42121 *        1 *     42121 *        -1 *         0 *
*    42508 *        0 *     42508 *        -1 *         0 *
*    42906 *        0 *     42906 *        -1 *         0 *
*    45205 *        0 *     45205 * 0.9226664 * 0.1776867 *
*    45476 *        0 *     45476 *        -1 *         0 *
*    46406 *        1 *     46406 *        -1 *         0 *
*    47362 *        1 *     47362 *        -1 *         0 *
*    47972 *        3 *     47972 *        -1 *         0 *
*    49002 *        1 *     49002 *        -1 *         0 *
*    51409 *        0 *     51409 * 0.7826475 * 0.1484208 *
*    51920 *        0 *     51920 *        -1 *         0 *
*    52263 *        0 *     52263 *        -1 *         0 *
*    52657 *        0 *     52657 *        -1 *         0 *
*    52946 *        0 *     52946 * 1.2022357 * 0.3098646 *
*    53368 *        0 *     53368 *        -1 *         0 *
*    54255 *        2 *     54255 *        -1 *         0 *
*    54459 *        1 *     54459 *        -1 *         0 *
*    55628 *        1 *     55628 * 1.4888534 * 0.0813989 *
*    57415 *        2 *     57415 *        -1 *         0 *
*    57586 *        0 *     57586 *        -1 *         0 *
*    58104 *        1 *     58104 *        -1 *         0 *
*    58821 *        2 *     58821 *        -1 *         0 *
*    61801 *        0 *     61801 *        -1 *         0 *
*    62150 *        1 *     62150 *        -1 *         0 *
*    62909 *        0 *     62909 *        -1 *         0 *
*    63206 *        2 *     63206 *        -1 *         0 *
*    63690 *        2 *     63690 * 1.5060644 * 0.3043626 *
*    64370 *        4 *     64370 *        -1 *         0 *
*    64749 *        2 *     64749 * 1.4747473 * 0.1654467 *
*    64798 *        2 *     64798 * 1.3706756 * 0.2281687 *
