***********************************************************
*    Row   * Instance *   EventId * cpS1sTotB * cpS2sTotB *
***********************************************************
*     2277 *        0 *      2277 * 96.788816 * 4490.9318 *
*     3298 *        0 *      3298 * 15.906323 * 1620.7393 *
*     3475 *        0 *      3475 * 21.173845 * 1612.6985 *
*     3845 *        0 *      3845 * 13.211154 * 852.39706 *
*     6202 *        2 *      6202 * 2.6609433 * 39514.911 *
*     7645 *        0 *      7645 * 17.108973 * 2535.8954 *
*     8820 *        0 *      8820 * 17.148648 * 2112.6677 *
*    10179 *        0 *     10179 * 503.99743 * 84720.021 *
*    11199 *        0 *     11199 * 6.5189777 * 1244.1980 *
*    12022 *        0 *     12022 * 18.690755 * 1329.5732 *
*    12655 *        1 *     12655 * 2.1035759 * 65970.100 *
*    13243 *        0 *     13243 * 12.483745 * 1380.2406 *
*    13252 *        0 *     13252 * 7.3279994 * 986.27008 *
*    13268 *        0 *     13268 * 757.70328 * 106542.19 *
*    14677 *        0 *     14677 * 10.434467 * 1333.1317 *
*    14925 *        0 *     14925 * 55.029839 * 3063.6651 *
*    15009 *        2 *     15009 * 2.8917426 * 760.21347 *
*    17142 *        0 *     17142 * 4.8276788 * 1396.1580 *
*    17909 *        0 *     17909 * 18.166035 * 1652.6076 *
*    26903 *        0 *     26903 * 10.644173 * 1143.2346 *
*    28908 *        1 *     28908 * 1.1086772 * 77097.692 *
*    29155 *        0 *     29155 * 953.05064 * 113135.58 *
*    29452 *        0 *     29452 * 4.6068151 * 442.50778 *
*    32781 *        0 *     32781 * 2.6154196 * 1251.3687 *
*    32914 *        0 *     32914 * 5.3309696 * 756.27007 *
*    34193 *        0 *     34193 * 7.2121412 * 769.87058 *
*    34746 *        0 *     34746 * 11.902486 * 1147.5754 *
*    36350 *        0 *     36350 * 8.8352491 * 1344.4362 *
*    37895 *        0 *     37895 * 828.97675 * 128193.01 *
*    39546 *        0 *     39546 * 8.6104483 * 810.03668 *
*    40474 *        0 *     40474 * 259.90534 * 43617.441 *
*    40486 *        1 *     40486 * 2.0050896 * 25502.723 *
*    41348 *        0 *     41348 * 12.993186 * 960.32471 *
*    42615 *        0 *     42615 * 8.3808153 * 691.05361 *
*    42877 *        0 *     42877 * 91.184578 * 4155.3175 *
*    43269 *        0 *     43269 * 22.904508 * 1761.6763 *
*    43861 *        0 *     43861 * 8.0618948 * 1437.0210 *
*    45206 *        0 *     45206 * 1.3819078 * 1519.1630 *
*    45887 *        0 *     45887 * 2.6996717 * 5662.8928 *
*    46704 *        0 *     46704 * 1514.6554 * 91124.818 *
*    48098 *        0 *     48098 * 34.602340 * 1842.2752 *
*    48882 *        0 *     48882 * 18.207656 * 1717.6675 *
*    49554 *        1 *     49554 * 1.8978140 * 83394.306 *
*    51044 *        0 *     51044 * 10.729576 * 874.29865 *
*    51555 *        0 *     51555 * 1163.3409 * 19632.331 *
*    52863 *        0 *     52863 * 5.7699541 * 70241.868 *
*    53676 *        0 *     53676 * 363.00940 * 43162.793 *
*    53803 *        0 *     53803 * 6.7713028 * 696.24630 *
*    54749 *        0 *     54749 * 10.918201 * 981.88402 *
*    56460 *        1 *     56460 * 4.4641054 * 735.80056 *
*    57864 *        0 *     57864 * 11.448404 * 1281.0494 *
*    58261 *        0 *     58261 * 36.741443 * 2631.8994 *
*    58499 *        0 *     58499 * 17.871610 * 1275.5088 *
*    60232 *        0 *     60232 * 18.228233 * 1155.6824 *
*    61450 *        0 *     61450 * 27.418676 * 1455.9997 *
*    61896 *        0 *     61896 * 21.146692 * 2951.9848 *
*    64429 *        0 *     64429 * 9.6433150 * 1155.7315 *
*    64652 *        0 *     64652 * 12.609568 * 1338.1233 *
*    68804 *        0 *     68804 * 768.77066 * 123543.96 *
*    71638 *        8 *     71638 * 2.1851419 *  52954.65 *
*    72152 *        5 *     72152 * 2.8989230 * 37769.845 *
*    74503 *        0 *     74503 * 6.1875335 * 964.04503 *
*    74615 *        0 *     74615 * 8.6282565 * 575.08479 *
*    74955 *        0 *     74955 * 2.8525063 * 65680.964 *
*    76315 *        0 *     76315 * 6.9458323 * 1074.3840 *
***********************************************************
